question,initial_answer,ground_truth,answer_under_mis_reasoning,reasoning_mis_answer,initial_correct,misreasoning_correct,misreasoning_equal_reasoning_answer,initial_equal_misreasoning_answer,category
who is the coach for the ottawa senators,Jacques Martin,['Guy Boucher'],D.J. Smith,D.J. Smith,False,False,True,False,count_6
last episode of what happens to my family,"The last episode of ""What Happens to My Family?"" aired on October 11, 2015.",['53'],Episode 52,52,False,False,True,False,count_6
when is the last time the vikings were in the nfc championship,"The Minnesota Vikings' last appearance in the NFC Championship Game was in the 2017 NFL season (played on January 21, 2018).","['1976', '2017/18']","The 2009 NFL season (game played on January 24, 2010).",2009,False,False,True,False,count_6
what are the colors of the netherlands flag,"Red, white, and blue.","['blue', 'white', 'red']","Red, white, and blue","orange, yellow, and black",True,True,False,True,count_1
where is lord's prayer found in bible,Matthew 6:9-13 and Luke 11:2-4.,['in the Gospel of Luke'],Matthew 6:9-13,in the Gospel of Matthew,False,False,True,False,count_6
when was the last time oklahoma won a national championship in football,2000,"['2003', '2000']",2000,2004,False,False,False,True,count_5
location of the ten commandments in the bible,Exodus 20:2-17 and Deuteronomy 5:6-21.,"['Exodus', 'Deuteronomy']",Exodus 20:2-17 and Deuteronomy 5:6-21.,Leviticus,True,True,False,True,count_1
where did the allies go after north africa,Sicily and then mainland Italy.,"['Italy', 'the Italian Campaign']","Sicily, then mainland Italy, and later southern France.",southern France,True,False,False,False,count_3
what is the meaning of veronica in english,"The name Veronica means ""true image"" or ""bearer of victory"".",['she who brings victory'],true image,true image,False,False,True,False,count_6
what is the name of the main artery which takes blood from the heart to the body,The aorta,"['The aorta', 'aorta']",The aorta,Pulmonary artery,True,True,False,True,count_1
who played solomon in little house on the prairie,John Ireland,['Todd Bridges'],Shavar Ross,Shavar Ross,False,False,True,False,count_6
who does eric end up with in that 70s show,Donna Pinciotti,['Donna'],Eric ends up with Donna Pinciotti.,Jackie,True,True,False,True,count_1
an object that moves around an external axis is said to be,In rotational motion about an external axis.,"['revolution or orbital revolution', 'orbit']",in revolution,rotation,False,True,False,True,count_4
architectural elements forming rib vaults eg wells cathedral,"Ribs, bosses, keystones, responds, and transverse arches.","['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']","Ribs, bosses, keystones, responds, transverse arches, and groin vaults.",groin vaults,False,False,False,False,count_6
who sang the song good morning good morning,The Beatles,"['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']",John Lennon,John Lennon,False,False,True,False,count_6
who wrote papa got a brand new bag,James Brown,['James Brown'],James Brown,Otis Redding,True,True,False,True,count_1
where does a roadrunner live in the desert,In the deserts of the Southwestern United States and Mexico.,"['mountainous shrubland', 'arid lowland']",Open desert flats with scattered vegetation (cacti and scrub).,open sandy desert flats,False,False,True,False,count_6
who wrote it's a long long way to pasadena,Harry Warren and Mack Gordon,"['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']",Stevie Wright,Stevie Wright,False,False,True,False,count_6
what's the dog's name on tom and jerry,Spike (sometimes Tyke),['Spike'],Butch,Butch,False,False,True,False,count_6
who are nominated for president of india 2017,Ram Nath Kovind and Meira Kumar,"['Meira Kumar', 'Ram Nath Kovind']",Ram Nath Kovind and Meira Kumar,Lal Krishna Advani and Hamid Ansari,True,True,False,True,count_1
where does the path train stop in newark,"The PATH train stops at Newark Penn Station, located in downtown Newark.",['Newark Penn Station'],Newark Penn Station.,Newark Liberty International Airport Station,True,True,False,True,count_1
where does route 66 start on the west coast,"Santa Monica, California.",['in Santa Monica'],"Downtown Los Angeles, California.",Los Angeles,True,False,True,False,count_2
who is the first wife on sister wives,Meri Brown,['Meri'],Meri Brown,Janelle,True,True,False,True,count_1
when did houston go to the american league,"November 1, 2012.",['2013'],The Houston Astros officially moved to the American League for the 2013 season.,2012,False,True,False,False,count_4
when did they stop cigarette advertising on television,1971,"['January 2, 1971', '1970']","January 1, 1971",1969,False,False,False,True,count_5
coldplay song i will try to fix you,Fix You,"['""Fix You""']",Fix You,The Scientist,True,True,False,True,count_1
points on a sphere or angles in a circle are measured in units called,Degrees or radians.,['radians'],degrees,degrees,False,False,True,False,count_6
the oligodynamic effect is a phenomenon that describes,The ability of some metals to inhibit or kill microorganisms at low concentrations.,['a biocidal effect of metals'],"the ability of certain metals, especially in ionic form, to exert a toxic effect on microorganisms at very low concentrations",the coagulation of colloidal particles caused by trace metal ions,True,True,False,True,count_1
where does the white witch live in narnia,The White Witch's castle in the far north of Narnia.,['her castle'],The White Witch lives in her own castle in the far north of Narnia.,Cair Paravel,True,True,False,True,count_1
how many games in a row have the uconn women's basketball team won,"The win streak count may vary; for an exact current number, refer to the latest official UConn Women's Basketball schedule or recent game results.","['111 straight wins', '111', '90']",102 consecutive games,102 straight wins,False,False,True,False,count_6
is there a name for the at symbol,"Yes, the ""at symbol"" (@) has names like at sign, commercial at, and arroba.","['commercial at', 'at symbol', 'at sign']","Yes, it is known as the mercantile symbol or commercial at.",mercantile symbol,False,True,True,True,count_4
who sings the theme song for the tv show cops,Inner Circle,"['Inner Circle', 'Jamaican reggae band Inner Circle']",Inner Circle,Gloria Estefan,True,True,False,True,count_1
when was corporal punishment banned in south africa,"1995 in public schools, 2019 in all schools.",['1997'],1997,1996,False,True,False,False,count_4
who plays captain phasma in star wars the force awakens,Gwendoline Christie,['Gwendoline Christie'],Gwendoline Christie,Katee Sackhoff,True,True,False,True,count_1
who sings she's like the wind lyrics,Patrick Swayze.,"['Wendy Fraser', 'Patrick Swayze']",Patrick Swayze,Eric Carmen,False,False,False,True,count_5
when did marathon change its name to snickers,1990,['19 July 1990'],January 1991,January 1991,True,False,True,False,count_2
who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,['Bartolomeu Dias'],Bartolomeu Dias,Vasco da Gama,True,True,False,True,count_1
who ordered the forbidden city to be built,"The Yongle Emperor, Zhu Di, of the Ming Dynasty.",['Zhu Di'],The Yongle Emperor,the Hongwu Emperor,True,True,False,True,count_1
who sang let me tell you about the birds and the bees,The Crickets.,['Jewel Akens'],The Partridge Family,The Partridge Family,False,False,True,False,count_6
who has the power to approve or veto legislation constitution,"The president (in a presidential system) or the head of state (in other systems, often a monarch or governor-general).",['the President'],The President,the Attorney General,False,True,False,False,count_4
how many seasons of the rugrats are there,9,"['9 seasons', '9']",8 seasons,8 seasons,True,False,True,False,count_2
who is the minister of local government in zimbabwe,Daniel Garwe,['Hon July Moyo'],Daniel Garwe,Daniel Garwe,False,False,True,True,count_5
what was the initial effect of the transition from command to market economies in eastern europe,"Sharp economic decline, high inflation, unemployment, and reduced living standards.",['Inequality of opportunity'],Widespread inflation and a sharp rise in the cost of living.,Rapid inflation,False,False,True,False,count_6
when did toyota start making cars in the us,1984,"['by the early 1980s', '1984']",1984,1978,True,True,False,True,count_1
how many pieces in a terry's chocolate orange,20 pieces,"['six', '20']",16 pieces,16,False,False,True,False,count_6
who plays the saint of killers on preacher,Pip Torrens,['Graham McTavish'],Rory McCann,Rory McCann,False,False,True,False,count_6
when did the royal proclamation of 1763 end,"It was not formally 'ended' by a single event; it was gradually superseded by treaties and settlements, notably by the Royal Proclamation of 1763 itself being replaced as a governing document by the Quebec Act of 1774.","['the American Revolutionary War', 'with the American Revolutionary War', '1783']",1774,1774,False,False,True,False,count_6
who is playing the halftime show at super bowl 2016,"Coldplay, Beyoncé, and Bruno Mars","['Beyoncé', 'Coldplay', 'Bruno Mars']","Coldplay, Beyoncé, and Bruno Mars",Katy Perry,True,True,False,True,count_1
jonny cash one piece at a time car,"The 'One Piece at a Time' car is a mismatched, comical Cadillac built from parts smuggled out over years.",['Cadillac'],Lincoln,Lincoln,True,False,True,False,count_2
what is the minimum wage in france per hour,€11.65 per hour.,"['11.16', '€9.88 per hour.']",The current hourly minimum wage (SMIC) in France is €11.65.,€10.57 per hour,False,False,False,True,count_5
describe the three phases of the normal blood clotting process,"Vasoconstriction, platelet plug formation, and coagulation (fibrin clot formation).","['blood coagulation', 'vasoconstriction,']","Primary hemostasis (platelet plug formation), secondary hemostasis (fibrin clot formation), and fibrinolysis/repair.","platelet plug formation, fibrin mesh stabilization, and clot retraction with tissue repair",False,False,False,False,count_6
when did amnesia the dark descent come out,"September 8, 2010",['8 September 2010'],22 September 2010,22 September 2010,True,False,True,False,count_2
what is the oldest street in the philippines,Colon Street in Cebu City.,"['Cebu City', 'Colon Street']","Calle Real (now General Luna Street) in Intramuros, Manila","Calle Real in Intramuros, Manila",True,False,True,False,count_2
where is the tibia and fibula bone located,In the lower leg.,['leg'],In the lower leg.,thigh,False,False,False,True,count_5
who played bat masterson in the tv series,Gene Barry,['Gene Barry'],Gene Barry,Hugh O'Brian,True,True,False,True,count_1
who sings sugar sugar you are my candy girl,The Archies.,['the Archies'],The Archies,The Monkees,True,True,False,True,count_1
types of skiing in the winter olympics 2018,"Alpine skiing, cross-country skiing, ski jumping, Nordic combined, freestyle skiing, snowboarding.","['Slalom', 'Downhill', 'Super-G', 'Giant slalom', 'Slalom – (SC)']","Alpine skiing (downhill, slalom, giant slalom, super-G, combined), cross-country skiing, ski jumping, Nordic combined, freestyle skiing (aerials, moguls, ski cross, halfpipe, slopestyle), snowboarding.",Alpine combined,False,False,False,True,count_5
who plays noah newman on the young and the restless,Rory Gibson.,['Robert Gillespie Adamson IV'],Kevin Schmidt,Kevin Schmidt,False,False,True,False,count_6
who has won the most games in nfl 2017,New England Patriots,['Dallas Cowboys'],Philadelphia Eagles,Philadelphia Eagles,False,False,True,False,count_6
under article 1 what is the minimum age required to serve in the house of representatives,25 years old.,"['25', '25 years old']",25 years old.,21,True,True,False,True,count_1
who has the most catches in nfl history,Jerry Rice,['Jerry Rice'],Jerry Rice,Larry Fitzgerald,True,True,False,True,count_1
when does the dlc for rainbow six siege come out,The release schedule for Rainbow Six Siege DLC is irregular; specific dates are announced by Ubisoft periodically.,['January 2018'],Around March 2018.,March 2018,False,False,True,False,count_6
who was the great wall of china built to defend against,"Mongols and other nomadic tribes from the north, especially the Xiongnu.","['nomads from Inner Asia', 'nomads from Inner Asia.']","Mongols and other northern nomadic tribes, including the Xiongnu.",Japanese invaders,True,True,False,True,count_1
where does the last name galvez come from,"Galávez is a Spanish surname of Basque origin, derived from the place name Galar or Galbar in Navarre.","['Spanish surname', 'Spanish']",Portugal,Portuguese,False,False,True,False,count_6
who opens the church of the holy sepulchre,"Representatives of the Greek Orthodox, Armenian Apostolic, and Roman Catholic churches, with the door keys held by two Muslim families.","['the Sunni Muslim family', 'the Nusaybah family']",A member of the Joudeh family,the Joudeh family,False,False,True,False,count_6
when does season 5 of the blacklist resume,"Season 5 of The Blacklist resumed on Wednesday, January 3, 2018.","['January\xa031,\xa02018']","Season 5 of The Blacklist resumed on Wednesday, January 3, 2018.","January 5, 2018",False,False,False,True,count_5
the chinese dragons are protectors of how many seas diggy,four,"['Four Seas', 'Four']",four,Three,True,True,False,True,count_1
how much money did it cost to make gta v,Between $265 million and $275 million.,['137'],"Development costs for GTA V are often reported to be between $265 million and $275 million, which includes marketing. A narrower figure for development-only costs is approximately $125 million.",$125 million,False,False,False,False,count_6
what is the angle of the tower of pisa,Approximately 3.99 degrees.,"['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']",Approximately 5.5 degrees.,about 5.5 degrees,True,False,True,False,count_2
what is the share of agriculture in indian economy,Around 18-20%,"['17.32%', '23%']",Around 20%,20%,False,False,True,True,count_5
who does demetrius love in a midsummer night dream,"Hermia at the start, then Helena by the end.","['Helena', 'Hermia']",Hermia,Hippolyta,False,False,False,False,count_6
when did the movie varsity blues come out,1999,"['1999', 'January\xa015,\xa01999']","January 15, 1999",2000,True,True,False,True,count_1
when does the champions league quarter finals start,"April 9 and 10, 2024.","['16 March 2018', '3–4 April 2018']","April 9 and 10, 2024.",27 March 2018,False,False,False,True,count_5
who was the famous scientist that ran the research lab moseley went to in manchester,Ernest Rutherford,['Sir Ernest Rutherford'],Ernest Rutherford,J. J. Thomson,True,True,False,True,count_1
where do you get a cashiers check from,A bank or credit union.,"['a bank', 'bank']",A bank or credit union.,a credit union,True,True,False,True,count_1
who does stefan marry in the vampire diaries,Caroline Forbes.,['Caroline Forbes'],Caroline Forbes,Elena Gilbert,True,True,False,True,count_1
what is the meaning of cc and bcc,"CC stands for Carbon Copy, BCC stands for Blind Carbon Copy, both are email fields for sending copies to recipients.","['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']","CC means Carbon Copy, BCC means Blind Carbon Copy.","CC means Central Contact, and BCC means Backup Contact Channel.",False,True,False,True,count_4
hazels boyfriend in the fault in our stars,Augustus Waters,['Augustus Waters'],Isaac,Isaac,True,False,True,False,count_2
when does the day of the dead end,November 2.,['November 2'],November 3,November 3,True,False,True,False,count_2
when do you celebrate birthday if born on feb 29,"On February 28 in common years, or March 1 in some contexts, but legal recognition varies.","['February 29', 'February 28', 'March 1']",People born on February 29 typically celebrate on February 28 in common years.,January 29,False,False,False,False,count_6
where does new york drinking water come from,Primarily from three protected watersheds in upstate New York: the Catskill/Delaware system and the Croton system.,['the eastern Catskill Mountains'],"New York City's water primarily comes from the Croton, Catskill, and Delaware watershed systems, located in upstate New York (east and west of the Hudson River). It is NOT from the Adirondack Mountains.",the Adirondack Mountains,False,False,False,True,count_5
where is the citrus bowl held this year,"Camping World Stadium in Orlando, Florida.",['Camping World Stadium'],"Camping World Stadium in Orlando, Florida.",Exploria Stadium,True,True,False,True,count_1
what year does the quiet man take place,1926,"['the 1920s', 'In the 1920s']",late 1940s,the late 1940s,True,False,True,False,count_2
how many seasons of rules of engagement is there,7 seasons,"['7', 'seven']",7,6,True,True,False,True,count_1
who plays alec ramsay in the black stallion,Kelly Reno,['Kelly Reno'],Kelly Reno,Mickey Rooney,True,True,False,True,count_1
who plays dusty in the movie pure country,LeAnn Rimes,['George Strait'],Randy Travis,Randy Travis,False,False,True,False,count_6
how many episodes of greys anatomy season 14,24 episodes,"['24', '24 episodes', '21']",22 episodes,22,False,False,True,False,count_6
who is currently serving as president of the senate,Kamala Harris,"['Orrin Hatch', 'Patrick Leahy']",Kamala Harris,Kamala Harris,False,False,True,True,count_5
what percentage of sunlight is captured by plants to convert it into food energy,Approximately 1-3%.,"['45%', '3 to 6%']",8%,8%,False,False,True,False,count_6
what type of economic system was utilized in the soviet union,"A centrally planned, state-controlled command economy.","['communism', 'state ownership']",Command economy,command economy,True,False,True,True,count_2
how many gold medals did australia win in the 2000 olympics,16,['16'],16,13,True,True,False,True,count_1
who started ww2 and how did it start,"Nazi Germany, led by Adolf Hitler, started WWII by invading Poland on September 1, 1939.",['Nazi Germany'],"Nazi Germany started WWII by invading Poland on September 1, 1939. The Soviet Union subsequently invaded Poland on September 17, 1939.","The Soviet Union started World War II, and it began with the Soviet invasion of eastern Poland and its expansion into Eastern Europe.",False,False,False,True,count_5
when did the royal mint move to wales,2023,"['1968', 'the 1960s.', '17 December 1968', 'the 1960s']",1971,1971,False,False,True,False,count_6
when did bird is the word come out,November 1963.,['1963'],1964,1964,True,False,True,False,count_2
how tall is the actor who plays hagrid in harry potter,6 ft 1 in (185 cm),['6ft 1in'],6 ft 3 in (191 cm),6ft 3in,True,False,True,False,count_2
who is opening for little mix glory days tour,Jess Glynne,"['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']",Nathan Sykes,Nathan Sykes,False,False,True,False,count_6
who performed the first c section in 1794,James Barlow,['Dr. Jesse Bennett'],No verifiable individual,Ephraim McDowell,False,False,False,False,count_6
who voices randy in f is for family,Sam Rockwell,['T.J. Miller'],Jason Mantzoukas,Jason Mantzoukas,False,False,True,False,count_6
bible verse taking the lord's name in vain,Exodus 20:7,['Exodus 20:7'],Exodus 20:7,Deuteronomy 5:11,True,True,False,True,count_1
who controlled the house and the senate in 2012,"House: Republicans, Senate: Democrats.","['Republican', 'Democratic']",Republicans controlled the House. Democrats controlled the Senate.,Democratic,True,True,False,True,count_1
when's the last time army won the army navy game,"December 9, 2023.","['2017', 'Army']","December 12, 2020.",2020,False,False,True,False,count_6
when does thomas rhett's new album come out,"His most recent album, 'Where We Started', was released on April 1, 2022.","['September 8, 2017']","August 25, 2017","August 25, 2017",False,False,True,False,count_6
who won the champions league final in 2016,Real Madrid,['Real Madrid'],Real Madrid,Atlético Madrid,True,True,False,True,count_1
who is the real killer in basic instinct 2,Dr. Michael Glass,['Catherine Tramell'],Dr. Michael Glass,Dr. Michael Glass,False,False,True,True,count_5
who does the voice of mickey mouse on mickey mouse clubhouse,Wayne Allwine,"['Bret Iwan', 'Wayne Allwine']",Wayne Allwine and Bret Iwan,Tony Anselmo,False,True,False,False,count_4
when was the last episode of vampire diaries aired,"March 10, 2017","['March\xa010,\xa02017', 'March 10, 2017']","March 10, 2017","February 24, 2017",True,True,False,True,count_1
where did the dewey decimal system come from,It was created by Melvil Dewey.,['Melvil Dewey'],The Dewey Decimal System was created by Melvil Dewey.,Charles Ammi Cutter,True,True,False,True,count_1
where did the jungle book story come from,The Indian Subcontinent.,['English author Rudyard Kipling'],"British author Rudyard Kipling wrote The Jungle Book, which was first published in 1894. The setting and many of its inspirations were drawn from India, a British colony at the time.",H. Rider Haggard,False,False,False,False,count_6
derek and meredith get back together season 3,"Yes, they reunite at the end of Season 3.",['Staring at the Sun'],"Yes, they reunite in the episode ""Some Kind of Miracle"" at the end of Season 3.",Some Kind of Miracle,False,False,True,True,count_5
who did america declare war on in ww1,Germany,['Austria-Hungary'],Germany,Germany,False,False,True,True,count_5
who played zoe hart on hart of dixie,Rachel Bilson.,['Rachel Sarah Bilson'],Rachel Bilson,Leighton Meester,True,True,False,True,count_1
what was tom hanks character name in castaway,Chuck Noland,['Chuck Noland'],Chuck Noland,Jack Turner,True,True,False,True,count_1
what engine is in a holden v8 supercar,A 5.0-liter naturally aspirated V8.,['V8-engine'],A 5.0-liter naturally aspirated V8 engine (based on the GM LS architecture).,twin-turbo V6,False,False,False,True,count_5
when did the sat become out of 1600,In 2016,"['March 2016', '2014', '2016']",March 2016,September 2015,False,False,False,True,count_5
when was the minimum wage established in the united states,1938,"['1938', '1933', '1912']",1938,1935,False,False,False,True,count_5
when did the rational dress society begin to work,1881,['1881'],1885,1885,True,False,True,False,count_2
what is the baby elephants name in jungle book,Hathi Jr.,['Hathi Jr.'],Hathi Jr.,Winifred,True,True,False,True,count_1
where is fe best absorbed in the body,In the duodenum and upper jejunum of the small intestine.,"['in the duodenum', 'the duodenum']",In the duodenum and jejunum of the small intestine.,the jejunum,False,False,False,True,count_5
who is the biggest selling female group of all time,Spice Girls,['Spice Girls'],TLC,TLC,True,False,True,False,count_2
epidemiologists attempt to explain the link between health and variables such as,"social, environmental, and biological factors.","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']","social, environmental, biological, and nutritional factors.",nutrition,False,False,False,False,count_6
who won the mens single ice skating 2018,Yuzuru Hanyu,"['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']",Yuzuru Hanyu,Patrick Chan,False,False,False,True,count_5
where is the boy who played charlie in willy wonka,"He is in the United Kingdom, often in London or Hertfordshire.","['Peter Gardner[4] Ostrum', 'Lowville, New York']","Syracuse, New York (Upstate New York)","Syracuse, New York",False,False,True,False,count_6
where was the first session of the assam association held in1905,Shillong,['Guwahati'],Sylhet,Sylhet,False,False,True,False,count_6
who played ice queen in chronicles of narnia,Tilda Swinton,"['Tilda Swinton', 'Laura Brent']",Tilda Swinton,Charlize Theron,False,False,False,True,count_5
when is season 2 of jessica jones being released,"March 8, 2018.","['March 8, 2018']","March 8, 2018","February 16, 2018",True,True,False,True,count_1
when was united nations convention on the rights of the child created,"November 20, 1989",['20 November 1989'],1979,1979,True,False,True,False,count_2
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Pyotr Ilyich Tchaikovsky.,['Pyotr Ilyich Tchaikovsky'],Pyotr Ilyich Tchaikovsky and Marius Petipa,Marius Petipa,True,False,False,False,count_3
what type of database is library literature and information science,Bibliographic database,"['bibliographic database', 'bibliographic']",Full-text database,full-text database,True,False,True,False,count_2
