question,initial_answer,answer_under_mis_reasoning,reasoning_under_mis_reasoning,ground truth
Which species has an easier time finding mates?,Moops,Moops,"Step 1: The background states communication helps animals find mates. Step 2: Moops have developed effective communication, while Flavins have none. Step 3: Therefore, Moops have an easier time finding mates.","{'text': array(['Moops'], dtype=object)}"
Which species has a harder time finding mates?,Flavins,Flavins,"Step 1: The background states that communication helps animals find mates and improves reproduction. Step 2: In the situation, Moops have effective communication while Flavins have none. Step 3: Therefore, Flavins will have a harder time finding mates.","{'text': array(['Flavins'], dtype=object)}"
Which species most likely has a better method of communication?,Bops,Bops,"Step 1: Better communication improves coordination and defense against predators. Step 2: Bops easily fend off attackers, while Lips are easily preyed upon and struggle to defend. Step 3: Therefore, Bops most likely have the better communication method.","{'text': array(['Bops'], dtype=object)}"
Which species most likely has a worse method of communication?,Lips,Lips,"Step 1: Communication improves coordination for defense and survival. Step 2: Bops easily fend off attackers, while Lips are easily preyed upon and struggle to defend. Step 3: Therefore, Lips most likely have worse communication.","{'text': array(['Lips'], dtype=object)}"
Which animal's sound has a higher pitch?,Deer,Deer,"Step 1: Higher pitch corresponds to higher frequency, seen as more closely spaced waves; spread-out waves indicate lower frequency. Step 2: The deers waves are more closely packed, while the zebras are more spread out. Step 3: Therefore, the deers sound has the higher pitch.","{'text': array(['deer'], dtype=object)}"
Which animal's sound has a lower pitch?,Zebra,Zebra,"Step 1: Closer-spaced waves indicate higher frequency and thus higher pitch; more spread-out waves indicate lower frequency and thus lower pitch. Step 2: The deer’s waves are closely packed (higher pitch) and the zebra’s waves are spread out (lower pitch). Step 3: Therefore, the zebra’s sound has the lower pitch.","{'text': array(['zebra'], dtype=object)}"
Which organism will have a harder time creating chemical reactions?,Hojo,Hojo,"Step 1: Enzymes are biological catalysts that speed up biochemical reactions under cellular conditions. Step 2: An organism with fewer enzymes has less catalytic assistance, so its reactions proceed more slowly. Step 3: Therefore, Hojo, which has very few enzymes, will have a harder time creating chemical reactions.","{'text': array(['Hojo'], dtype=object)}"
Which organism will have an easier time creating chemical reactions?,Boncho,Boncho,"Step 1: Enzymes are biological catalysts that speed up biochemical reactions. Step 2: More enzymes increase the capacity and likelihood of reactions proceeding under cellular conditions. Step 3: Boncho has many enzymes, so it will more easily create chemical reactions than Hojo.","{'text': array(['Boncho'], dtype=object)}"
Which potato was most likely stored in a cold environment?,Potato B,Potato B,"Step 1: Lower temperatures slow the chemical reactions that cause food to spoil. Step 2: Potato A is spoiled (moldy) while Potato B is fresh. Step 3: Therefore, the potato most likely stored in a cold environment is Potato B.","{'text': array(['potato B'], dtype=object)}"
Which potato was most likely stored in a warm environment?,Potato A,Potato A,"Step 1: Higher temperatures increase the rate of spoilage reactions. Step 2: Potato A shows mold (spoiled) while Potato B appears fresh. Step 3: Therefore, Potato A was most likely stored in the warmer environment.","{'text': array(['Potato A'], dtype=object)}"
Which burner is hotter?,Burno,Burno,"Step 1: Higher temperature means particles move faster. Step 2: Particles on Burno are moving very quickly, while those on Bako are barely moving. Step 3: Therefore, Burno is hotter.","{'text': array(['Burno'], dtype=object)}"
Which burner is colder?,Bako,Bako,"Step 1: Faster particle motion indicates higher temperature; slower motion indicates lower temperature. Step 2: Burno has very fast-moving particles, while Bako has particles barely moving. Step 3: Therefore, Burno is hotter and Bako is colder.","{'text': array(['Bako'], dtype=object)}"
The sausage on which burner has reactants with more energy?,Burno,Burno,"Step 1: Higher temperature means faster particle motion and greater reactant energy. Step 2: Burno’s sausage has particles moving very quickly; Bako’s are barely moving. Step 3: Therefore, Burno’s sausage has reactants with more energy.","{'text': array(['Burno'], dtype=object)}"
The sausage on which burner has reactants with less energy?,Bako,Bako,"Step 1: Faster particle motion implies higher temperature and higher reactant energy. Step 2: Burno shows very quick particle motion, indicating higher energy. Step 3: Bako shows barely moving particles, indicating lower energy. Step 4: Therefore, Bako has the reactants with less energy.","{'text': array(['Bako'], dtype=object)}"
Which woman's bread will grow mold faster?,Jennifer's,Jennifer's,"Step 1: Higher temperatures accelerate spoilage and microbial growth; freezing greatly slows or halts them. Step 2: Jennifer stores bread at room temperature in a cupboard; Martha stores bread in a freezer. Step 3: Therefore, Jennifer's bread will grow mold faster.","{'text': array(['Jennifer'], dtype=object)}"
Which woman's bread will grow mold slower?,Martha's,Martha's,"Step 1: Lower temperatures slow chemical reactions, including mold growth. Step 2: A freezer is much colder than a cupboard. Step 3: Therefore, Martha’s bread in the freezer will grow mold more slowly.","{'text': array(['Martha'], dtype=object)}"
Which pot is closer to boiling?,Pot A,Pot A,"Step 1: Boiling depends on temperature (average kinetic energy), not total thermal energy. Step 2: Pot A has a higher average kinetic energy than Pot B. Step 3: Therefore, Pot A is closer to boiling.","{'text': array(['pot A'], dtype=object)}"
Which pot is further from boiling?,Pot B,Pot B,"Step 1: For the same substance at the same pressure, higher average kinetic energy means higher temperature and thus closer to boiling. Step 2: Pot A has higher average kinetic energy than Pot B. Step 3: Therefore, Pot B is further from boiling.","{'text': array(['pot B'], dtype=object)}"
Who needs more iron on a daily basis?,Jessica,Jessica,"Step 1: Both are likely in the 14-18 age range. Step 2: Girls 14-18 need 15 mg of iron daily, while boys 14-18 need 11 mg. Step 3: Since 15 > 11, Jessica needs more iron.","{'text': array(['Jessica'], dtype=object)}"
Who needs less iron on a daily basis?,Mike,Mike,"Step 1: Both are high-school age, so they fall in the 14–18 range. Step 2: The background states girls 14–18 need 15 mg/day, boys 14–18 need 11 mg/day. Step 3: 11 mg is less than 15 mg. Step 4: Therefore, Mike needs less iron daily.","{'text': array(['Mike'], dtype=object)}"
Who is more likely to be told they need to eat more red meat?,Jessica,Jessica,"Step 1: High schoolers are typically 14–18 years old. Step 2: In this range, girls need 15 mg of iron daily while boys need 11 mg. Step 3: Red meat is a strong iron source, so the person with the higher iron requirement is more likely to be advised to eat more of it. Step 4: Therefore, Jessica is more likely to be told to eat more red meat.","{'text': array(['Jessica'], dtype=object)}"
Who is more likely to be told they don't need to eat more red meat?,"Mike, the brother",Mike,"Step 1: Since they are in high school, assume ages 14-18. Step 2: Girls 14-18 need 15 mg iron/day; boys 14-18 need 11 mg. Step 3: Lower iron requirement means less need to increase red meat intake. Step 4: Therefore, Mike is more likely to be told he doesn't need to eat more red meat.","{'text': array(['Mike'], dtype=object)}"
Who needs more vitamin C in their diet?,Jessica,Jessica,"Step 1: They are in high school, so assume ages 14–18. Step 2: Girls 14–18 need 15 mg iron/day; boys 14–18 need 11 mg/day. Step 3: Higher iron needs imply a greater need for vitamin C to enhance absorption. Step 4: Therefore, Jessica needs more vitamin C.","{'text': array(['Jessica'], dtype=object)}"
Who needs less vitamin C in their diet?,Mike,Mike,"Step 1: Both are in high school, so they are likely 14–18 years old. Step 2: Girls 14–18 need 15 mg iron; boys 14–18 need 11 mg. Step 3: Less iron required implies less vitamin C needed to aid absorption. Step 4: Mike needs less iron than Jessica, so he needs less vitamin C.","{'text': array(['Mike'], dtype=object)}"
Which woman requires more iron in their diet?,Phyllis,Phyllis,"Step 1: The background states pregnant women need the most iron—27 mg daily. Step 2: Meredith is not pregnant, so her required intake is less than 27 mg. Step 3: Therefore, Phyllis requires more iron in her diet.","{'text': array(['Phyllis'], dtype=object)}"
Which woman requires less iron in their diet?,Meredith,Meredith,"Step 1: The background states pregnant women need 27 mg of iron daily, the highest requirement. Step 2: Non-pregnant girls 9-13 need 9 mg and 14-18 need 15 mg, both less than 27 mg. Step 3: Phyllis is pregnant and Meredith is not, so Meredith requires less iron.","{'text': array(['Meredith'], dtype=object)}"
Which woman's diet will most likely include more red meat?,Phyllis,Phyllis,"Step 1: Pregnant women need the most iron (27 mg/day), more than non-pregnant individuals. Step 2: To meet higher iron needs, dieticians typically add more iron-rich foods like red meat. Step 3: Therefore, Phyllis’s diet will most likely include more red meat.","{'text': array(['Phyllis'], dtype=object)}"
Which woman's diet will most likely include less red meat?,Meredith,Meredith,"Step 1: Pregnant women need the most iron (27 mg/day). Step 2: Red meat is a good source of iron. Step 3: Therefore, the pregnant woman (Phyllis) would likely be advised to include more iron-rich foods like red meat. Step 4: Thus, Meredith will most likely include less red meat.","{'text': array(['Meredith'], dtype=object)}"
Whose heart is pumping more blood?,Phillip's,Phillip's,"Step 1: Vigorous exercise increases heart rate and cardiac output. Step 2: Phillip just finished a long, vigorous ride, so his cardiac output remains elevated during immediate recovery. Step 3: Brandon is sedentary, so his cardiac output is near resting. Step 4: Therefore, Phillip's heart is pumping more blood.","{'text': array(['Phillip'], dtype=object)}"
Whose heart is pumping less blood?,Brandon,Brandon,"Step 1: Exercise increases heart rate and cardiac output; sedentary rest requires less. Step 2: Phillip just finished a vigorous ride and remains in recovery with elevated cardiac output. Step 3: Brandon is sitting and snacking, a low-demand state, so his heart is pumping less blood.","{'text': array(['Brandon'], dtype=object)}"
Are Phillip's cardiac muscles increasing or decreasing in strength?,Increasing,Increasing,"Step 1: The background states that exercising cardiac muscle by making it contract faster increases its strength and efficiency. Step 2: Phillip’s vigorous bike ride makes his cardiac muscle contract faster. Step 3: Therefore, his cardiac muscles are increasing in strength.","{'text': array(['increasing'], dtype=object)}"
Are Brandon's cardiac muscles increasing or decreasing in strength?,Decreasing,Decreasing,"Step 1: Cardiac muscle strengthens with sustained exercise and weakens without continued use. Step 2: Brandon is sedentary and not engaging in exercise that challenges the heart. Step 3: Therefore, his cardiac muscle strength is decreasing.","{'text': array(['decreasing'], dtype=object)}"
Who stores more fat in their body?,George,George,"Step 1: Unused food energy is stored as fat; higher energy use reduces fat storage. Step 2: Jerry rides his bike regularly, increasing his energy expenditure, while George is mostly inactive. Step 3: With no diet differences given, the less active person expends less energy and stores more fat. Step 4: Therefore, George stores more fat.","{'text': array(['George'], dtype=object)}"
Who stores less fat in their body?,Jerry,Jerry,"Step 1: Jerry bikes regularly while George avoids exercise. Step 2: Higher activity increases energy expenditure, reducing unused energy. Step 3: Per the background, less unused energy results in less fat storage, so Jerry stores less fat.","{'text': array(['Jerry'], dtype=object)}"
Who is more likely to become obese?,George,George,"Step 1: Obesity risk rises when energy intake exceeds energy expenditure, storing excess as fat. Step 2: Jerry rides his bike weekly, increasing his energy expenditure. Step 3: George avoids exercise and is more sedentary, lowering his energy expenditure. Step 4: With similar heights and hobbies, George is more likely to have an energy surplus and thus become obese.","{'text': array(['George'], dtype=object)}"
Who is less likely to become obese?,Jerry,Jerry,"Step 1: Jerry rides his bike regularly, while George avoids exercise. Step 2: Regular physical activity increases energy expenditure. Step 3: With similar height and hobbies, higher expenditure reduces net surplus energy and fat storage. Step 4: Therefore, Jerry is less likely to become obese.","{'text': array(['Jerry'], dtype=object)}"
Is George's BMI higher or lower than Jerry's?,Higher,Higher,"Step 1: BMI depends on weight given the same height. Step 2: Jerrys cycling increases energy expenditure, reducing fat storage and typical body weight. Step 3: Georges sedentary lifestyle lowers energy expenditure, increasing fat storage and typical body weight. Step 4: Therefore, George is likely to weigh more, so his BMI is higher than Jerrys.","{'text': array(['higher'], dtype=object)}"
Is Jerry's BMI higher or lower than George's?,Lower,Lower,"Step 1: BMI at the same height depends only on relative body weight. Step 2: Jerry bikes regularly, increasing energy expenditure; George is sedentary, expending less. Step 3: Higher expenditure typically reduces fat storage and body weight, while lower expenditure increases them. Step 4: Therefore Jerry likely weighs less and has a lower BMI than George.","{'text': array(['lower'], dtype=object)}"
Who is more likely to develop diabetes?,George,George,"Step 1: Obesity increases diabetes risk, and energy surplus is stored as fat. Step 2: Regular exercise raises energy expenditure, lowering the chance of surplus and obesity; sedentariness raises it. Step 3: Jerry exercises while George is sedentary; therefore George is more likely to develop diabetes.","{'text': array(['George'], dtype=object)}"
Who is less likely to develop diabetes?,Jerry,Jerry,"Step 1: Obesity increases the risk of type 2 diabetes. Step 2: With equal height, obesity risk depends on net excess energy stored as fat. Step 3: Jerry bikes regularly and burns more energy, reducing net excess; George is sedentary and burns less. Step 4: Therefore, Jerry is less likely to become obese and thus less likely to develop diabetes.","{'text': array(['Jerry'], dtype=object)}"
Who has a higher risk of hypertension?,George,George,"Step 1: Obesity, which is more likely with inactivity and excess energy storage, increases hypertension risk. Step 2: Regular exercise reduces long-term blood pressure risk despite temporary increases during activity. Step 3: Jerry exercises regularly; George is sedentary and thus more prone to weight gain and higher risk. Step 4: Therefore, George has the higher risk of hypertension.","{'text': array(['George'], dtype=object)}"
Who has a lower risk of hypertension?,Jerry,Jerry,"Step 1: From the background, obesity (higher BMI from unused energy stored as fat) increases hypertension risk. Step 2: Jerry bikes regularly while George is sedentary. Step 3: Jerry’s activity burns more energy, lowering fat storage and obesity risk compared to George. Step 4: Lower obesity risk leads to lower hypertension risk, so Jerry has the lower risk.","{'text': array(['Jerry'], dtype=object)}"
Who is more likely to have type 2 diabetes?,Joe,Joe,"Step 1: The background states that obesity increases the risk of type 2 diabetes. Step 2: Joe is obese, while Tom has a healthy weight. Step 3: Therefore, Joe is more likely to have type 2 diabetes.","{'text': array(['Joe'], dtype=object)}"
Who is less likely to have type 2 diabetes?,Tom,Tom,"Step 1: The background states that obesity increases the risk of type 2 diabetes. Step 2: Joe is described as obese, while Tom has an average and healthy weight. Step 3: Therefore, Tom is less likely to have type 2 diabetes than Joe.","{'text': array(['Tom'], dtype=object)}"
Who has a higher BMI?,Joe,Joe,"Step 1: From the background, obesity is defined as BMI >= 30. Step 2: The situation labels Joe as obese and Tom as healthy, so Joe's BMI >= 30 while Tom's BMI is in the healthy range (< 30). Step 3: Therefore, Joe's BMI is higher than Tom's.","{'text': array(['Joe'], dtype=object)}"
Who has a lower BMI?,Tom,Tom,"Step 1: The situation says Tom is average/healthy and Joe is obese. Step 2: From the background, obesity corresponds to BMI ≥ 30, which is higher than a healthy BMI. Step 3: Therefore, Tom has the lower BMI.","{'text': array(['Tom'], dtype=object)}"
Will Joe's risk of hypertension increase or decrease if he loses weight?,Decrease,Decrease,"Step 1: Obesity (BMI ≥ 30) increases hypertension risk. Step 2: Losing weight lowers BMI. Step 3: A lower BMI reduces hypertension risk; therefore, Joe’s risk will decrease.","{'text': array(['decrease'], dtype=object)}"
Will Joe's risk of hypertension increase or decrease if he gains weight?,Increase,Increase,"Step 1: The background states obesity increases hypertension risk. Step 2: Gaining weight increases body fat/BMI. Step 3: Therefore, additional weight will further raise Joes hypertension risk.","{'text': array(['increase'], dtype=object)}"
Which cell is utilizing diffusion?,Cell X,Cell X,"Step 1: Diffusion is the net movement from higher to lower concentration, causing particles to spread out. Step 2: Cell X shows substances spreading apart (decreasing concentration), while Cell Y shows clustering (increasing concentration). Step 3: Therefore, diffusion is occurring in Cell X.","{'text': array(['Cell X'], dtype=object)}"
Which cell is utilizing active transport?,Cell Y,Cell Y,"Step 1: Active transport moves substances from lower to higher concentration, whereas diffusion moves from higher to lower concentration. Step 2: Cell X shows substances spreading out to lower concentration, matching diffusion. Step 3: Cell Y shows substances clustering to higher concentration, matching active transport.","{'text': array(['Cell Y'], dtype=object)}"
Which cell is using more energy?,Cell Y,Cell Y,"Step 1: Cell X shows substances spreading apart, indicating diffusion down the concentration gradient, which is passive and does not require extra energy. Step 2: Cell Y shows substances coming together, indicating movement toward higher concentration, which is active transport requiring ATP. Step 3: Therefore, Cell Y is using more energy.","{'text': array(['Cell Y'], dtype=object)}"
Which cell is using less energy?,Cell X,Cell X,"Step 1: Cell X shows substances spreading apart, which is diffusion down the concentration gradient and does not require ATP. Step 2: Cell Y shows substances coming together, which is movement up the concentration gradient and requires ATP. Step 3: Therefore, Cell X uses less energy.","{'text': array(['Cell X'], dtype=object)}"
Is cell Y using more or less ATP than cell X?,More ATP,More,"Step 1: Cell X shows substances spreading out, indicating diffusion down a concentration gradient, which does not require ATP. Step 2: Cell Y shows substances clustering, indicating movement toward higher concentration, which requires ATP via active transport. Step 3: Therefore, Cell Y uses more ATP than Cell X.","{'text': array(['more'], dtype=object)}"
Is cell X using more or less ATP than cell Y?,less,less,"Step 1: Spreading apart in Cell X indicates diffusion down the concentration gradient. Step 2: Coming together in Cell Y indicates movement toward higher concentration (active transport). Step 3: Diffusion uses no ATP, active transport uses ATP. Step 4: Therefore, Cell X uses less ATP than Cell Y.","{'text': array(['less'], dtype=object)}"
Pumps are being used in which cell?,Cell Y,Cell Y,"Step 1: Pumps drive active transport, moving substances from lower to higher concentration. Step 2: Cell X shows substances spreading out (decreasing concentration), consistent with diffusion, not pumps. Step 3: Cell Y shows substances clustering (increasing concentration), indicating movement up the gradient that requires pumps.","{'text': array(['Cell Y'], dtype=object)}"
Pumps aren't being used in which cell?,Cell X,Cell X,"Step 1: Active transport uses pumps to move substances into higher concentration regions. Step 2: Cell X shows substances spreading apart, indicating diffusion down the gradient, which requires no pumps. Step 3: Therefore, pumps aren’t being used in Cell X.","{'text': array(['Cell X'], dtype=object)}"
Is cell X moving up or down the concentration gradient?,Down the concentration gradient,Down the concentration gradient,"Step 1: In Cell X, substances are spreading apart, making the region less concentrated (from higher to lower concentration). Step 2: Movement from higher to lower concentration is down the concentration gradient.","{'text': array(['down'], dtype=object)}"
Is cell Y moving up or down the concentration gradient?,Up the concentration gradient,Up the concentration gradient,"Step 1: ""Coming together"" indicates substances are accumulating, increasing local concentration. Step 2: Movement toward higher concentration is up the concentration gradient.","{'text': array(['up'], dtype=object)}"
Which cell is exhibiting active transport?,Cell B,Cell B,"Step 1: Active transport moves substances from lower to higher concentration against the gradient. Step 2: Cell B shows the substance grouping into a more concentrated area, while Cell C shows it spreading to less concentrated areas. Step 3: Therefore, Cell B is exhibiting active transport and Cell C is showing diffusion.","{'text': array(['Cell B'], dtype=object)}"
Which cell is not exhibiting active transport?,Cell C,Cell C,"Step 1: Active transport moves substances from lower to higher concentration using energy. Step 2: Cell B shows movement into a more concentrated area (low to high), indicating active transport. Step 3: Cell C shows spreading to less concentrated areas (high to low), indicating diffusion. Step 4: Therefore, Cell C is not exhibiting active transport.","{'text': array(['Cell C'], dtype=object)}"
Which cell is exhibiting diffusion?,Cell C,Cell C,"Step 1: Diffusion is movement down the concentration gradient from higher to lower concentration (spreading out). Step 2: In Cell B, the substance groups into a more concentrated area (opposite of diffusion), while in Cell C it spreads to less concentrated areas. Step 3: Therefore, diffusion is occurring in Cell C.","{'text': array(['Cell C'], dtype=object)}"
Which cell is not exhibiting diffusion?,Cell B,Cell B,"Step 1: Diffusion is movement from higher to lower concentration. Step 2: In Cell C, the substance spreads to less concentrated areas, which matches diffusion. Step 3: In Cell B, the substance groups into a more concentrated area, which is the opposite of diffusion. Step 4: Therefore, Cell B is not exhibiting diffusion.","{'text': array(['Cell B'], dtype=object)}"
Is Cell C or Cell B using more energy from ATP molecules?,Cell B,Cell B,"Step 1: Active transport moves substances from lower to higher concentration and requires ATP; movement to lower concentration (diffusion) does not require ATP. Step 2: In Cell B, the substance groups into a more concentrated area, indicating active transport. Step 3: In Cell C, the substance spreads to less concentrated areas, indicating diffusion; therefore, Cell B uses more ATP.","{'text': array(['Cell B'], dtype=object)}"
Is Cell C or Cell B using less energy from ATP molecules?,Cell C,Cell C,"Step 1: Cell B shows movement into a higher-concentration area, which is up the gradient and requires ATP (active transport). Step 2: Cell C shows spreading into lower-concentration areas, which is down the gradient and does not require ATP (diffusion). Step 3: Therefore, Cell C uses less ATP than Cell B.","{'text': array(['Cell C'], dtype=object)}"
Pumps are being utilized more in which cell?,Cell B,Cell B,"Step 1: Active transport uses pumps to move substances from lower to higher concentration. Step 2: In Cell B, the substance groups into a more concentrated area (movement toward higher concentration). Step 3: In Cell C, the substance spreads to less concentrated areas (diffusion, not pumps). Step 4: Therefore, pumps are utilized more in Cell B.","{'text': array(['Cell B'], dtype=object)}"
Pumps are being utilized less in which cell?,Cell C,Cell C,"Step 1: In Cell B, substances group into a higher-concentration area, indicating movement up the gradient that requires pumps (active transport). Step 2: In Cell C, substances spread to lower-concentration areas, indicating diffusion down the gradient that does not use pumps. Step 3: Therefore, pumps are utilized less in Cell C.","{'text': array(['Cell C'], dtype=object)}"
Who will have a stuffy nose more often?,Karen,Karen,"Step 1: Karen is allergic to cats; Kelly is not. Step 2: They are getting a cat, so both will be exposed to cat dander. Step 3: Allergic individuals develop nasal symptoms like a stuffy nose upon exposure; non-allergic individuals typically do not. Step 4: Therefore, Karen will have a stuffy nose more often.","{'text': array(['Karen'], dtype=object)}"
Who will have a stuffy nose less often?,Kelly,Kelly,"Step 1: The roommates are getting a cat. Step 2: Karen is allergic to cats; Kelly has no animal allergies. Step 3: Cat allergies commonly cause nasal congestion and a stuffy nose. Step 4: Therefore, Karen will have a stuffy nose more often, so Kelly will have it less often.","{'text': array(['Kelly'], dtype=object)}"
