question,initial_answer,ground_truth,answer_under_mis_reasoning,reasoning_mis_answer,initial_correct,misreasoning_correct,misreasoning_equal_reasoning_answer,initial_equal_misreasoning_answer,category
who sang i ran all the way home,The Impalas,['The Impalas'],The Impalas,Dion and the Belmonts,True,True,False,True,count_1
where did the last name wallace come from,"A Scottish surname from Anglo-Norman French ""Waleis/Walensis"" meaning ""Welshman,"" originally denoting someone of Welsh or Brittonic (Strathclyde) origin; later popularized by William Wallace.",['a Scottish surname'],"From Anglo-Norman French Waleis/Walensis meaning Welshman, a Norman byname for Britons (especially of Strathclyde) that became a Scottish hereditary surname and was later popularized by William Wallace.",a Norman French surname,True,False,True,True,count_2
who was the actor that played ben stone on law and order,Michael Moriarty,['Michael Moriarty'],Michael Moriarty,Sam Waterston,True,True,False,True,count_1
who does the voice of nala in the lion king,Moira Kelly (1994 original); Beyoncé Knowles-Carter (2019 remake).,"['Niketa Calame', 'Sally Dworsky', 'Moira Kelly', 'Laura Williams']",Moira Kelly (1994 original); Beyoncé Knowles-Carter (2019 remake).,Jodi Benson,False,False,False,True,count_5
who plays gram on the young and the restless,Max Shippee,['Max Shippee'],Max Shippee,Hudson West,True,True,False,True,count_1
what is the oath that new citizens take,"I hereby declare, on oath, that I absolutely and entirely renounce and abjure all allegiance and fidelity to any foreign prince, potentate, state, or sovereignty, of whom or which I have heretofore been a subject or citizen; that I will support and defend the Constitution and laws of the United States of America against all enemies, foreign and domestic; that I will bear true faith and allegiance to the same; that I will bear arms on behalf of the United States when required by the law; that I will perform noncombatant service in the Armed Forces of the United States when required by the law; that I will perform work of national importance under civilian direction when required by the law; and that I take this obligation freely without any mental reservation or purpose of evasion; so help me God.",['United States Oath of Allegiance'],"I hereby declare, on oath, that I absolutely and entirely renounce and abjure all allegiance and fidelity to any foreign prince, potentate, state, or sovereignty, of whom or which I have heretofore been a subject or citizen; that I will support and defend the Constitution and laws of the United States of America against all enemies, foreign and domestic; that I will bear true faith and allegiance to the same; that I will bear arms on behalf of the United States when required by the law; that I will perform noncombatant service in the Armed Forces of the United States when required by the law; that I will perform work of national importance under civilian direction when required by the law; and that I take this obligation freely without any mental reservation or purpose of evasion; so help me God.",Naturalization Pledge,True,True,True,True,count_1
who is under the mask of darth vader,Anakin Skywalker,['Anakin Skywalker'],Anakin Skywalker,Bail Organa,True,True,False,True,count_1
who had a baby at 100 in the bible,Abraham,"['Sarah', 'Abraham']",Abraham,Elizabeth,False,False,False,True,count_5
what age do you need to be to buy a bb gun,18+ in most places; laws vary by state/country and retailer—verify locally.,['18'],18,16,True,True,False,False,count_1
ethiopia flight 961 crashes in to the sea,"On 23 Nov 1996, hijacked Ethiopian Airlines Flight 961 ditched in the Indian Ocean near the Comoros; 125 died, 50 survived.",['23 November 1996'],23 November 1996,23 November 1995,True,True,False,True,count_1
where was percy jackson and the olympians filmed,"Vancouver, British Columbia, Canada (primarily at Mammoth Studios in Burnaby and nearby locations).","['Vancouver', 'Mission, British Columbia']","Vancouver, British Columbia, Canada (primarily at Mammoth Studios in Burnaby and surrounding Metro Vancouver locations).","Toronto, Ontario",False,False,False,True,count_5
how many seasons of vampire diaries r there,8,"['eight', '8']",8,7,True,True,False,True,count_1
how many episodes are there in dragon ball z,291,"['291 episodes', '291']",291,198 episodes,True,True,False,True,count_1
who plays auggie in the movie the wonder,Jacob Tremblay,['Jacob Tremblay'],Jacob Tremblay,Owen Wilson,True,True,False,True,count_1
when was the first australian prime minister elected,1 January 1901,"['Sir Edmund Barton', '1901']",29-30 March 1901,1903,False,False,False,False,count_6
who plays matthew on anne with an e,R. H. Thomson,['R. H. Thomson'],R. H. Thomson,Colm Feore,True,True,False,True,count_1
who is the girl in green day 21 guns,Lisa Stelly.,['Lisa Stelly'],Lisa Stelly,Evan Rachel Wood,True,True,False,True,count_1
who plays joker in batman the dark knight,Heath Ledger,['Ledger'],Heath Ledger,Jack Nicholson,True,True,False,True,count_1
when was the south asian association for regional co-operation (saarc) formed,8 December 1985,"['December 1985', '8 December 1985']",8 December 1985,1983,True,True,False,True,count_1
when was the first hunger games book published,"September 14, 2008","['September 14, 2008', '2008']","September 14, 2008",October 2007,True,True,False,True,count_1
who did bette midler portray in the rose,"Mary Rose Foster (""The Rose"").",['Mary Rose Foster'],Mary Rose Foster,Rose Hearn,True,True,False,True,count_1
who is the lead singer of depeche mode,Dave Gahan,['David Gahan'],Dave Gahan,Martin Gore,True,True,False,True,count_1
where did the butchers in the slaughterhouse cases live,"New Orleans, Louisiana.",['New Orleans'],"New Orleans, Louisiana",Baton Rouge,True,True,False,True,count_1
who developed the concept of total quality management,W. Edwards Deming,['W. Edwards Deming'],W. Edwards Deming,Joseph M. Juran,True,True,False,True,count_1
who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis.,"['Cathy Dennis and Rob Davis', 'Rob Davis', 'Cathy Dennis']",Cathy Dennis and Rob Davis,Stock Aitken Waterman,True,True,False,True,count_1
where does no game no life anime end,"At the end of light novel volume 3 (episode 12), after the Eastern Federation/warbeast arc; continue from volume 4.","['the Elkia Federation', 'the sixth volume']",At the end of light novel volume 3 (episode 12).,the fifth light novel volume,False,False,False,True,count_5
when did taylor swift's first album release,"October 24, 2006","['October 24, 2006', '2005']","October 24, 2006",August 2007,False,False,False,True,count_5
what are the three fifty shades of grey books,"Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed.","['Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed']","Grey: Fifty Shades of Grey as Told by Christian, Darker: Fifty Shades Darker as Told by Christian, Freed: Fifty Shades Freed as Told by Christian","Grey, Darker, Freed",True,False,False,False,count_3
who has the power (judicial) to make decisions in courts of law,Judges.,['judges'],Judges,jury members,True,True,False,True,count_1
what are the ranks in the us navy,"Enlisted (E-1 to E-9): Seaman Recruit, Seaman Apprentice, Seaman, Petty Officer Third Class, Petty Officer Second Class, Petty Officer First Class, Chief Petty Officer, Senior Chief Petty Officer, Master Chief Petty Officer (incl. Command/Fleet/Force Master Chief and the Master Chief Petty Officer of the Navy). Warrant (W-1 to W-5): Warrant Officer 1; Chief Warrant Officer 2, 3, 4, 5. Commissioned (O-1 to O-10): Ensign; Lieutenant (Junior Grade); Lieutenant; Lieutenant Commander; Commander; Captain; Rear Admiral (Lower Half); Rear Admiral (Upper Half); Vice Admiral; Admiral. Wartime only: Fleet Admiral (five-star).","['E-8s senior chief petty officer', 'E-9s master chief petty officer']",Enlisted (E-1 to E-9): Seaman Recruit; Seaman Apprentice; Seaman; Petty Officer Third Class; Petty Officer Second Class; Petty Officer First Class; Chief Petty Officer; Senior Chief Petty Officer; Master Chief Petty Officer (including Command/Fleet/Force Master Chief and the Master Chief Petty Officer of the Navy). Warrant (W-1 to W-5): Warrant Officer 1; Chief Warrant Officer 2; Chief Warrant Officer 3; Chief Warrant Officer 4; Chief Warrant Officer 5. Commissioned (O-1 to O-10): Ensign; Lieutenant (Junior Grade); Lieutenant; Lieutenant Commander; Commander; Captain; Rear Admiral (Lower Half); Rear Admiral (Upper Half); Vice Admiral; Admiral. Wartime only: Fleet Admiral.,E-10 fleet chief petty officer,False,False,False,True,count_5
i was a great islamic scholar and mathematician who died in 1131 ce,Omar Khayyam,['Omar Khayyam'],Omar Khayyam,Al-Ghazali,True,True,False,True,count_1
who is the coach for the ottawa senators,Travis Green,['Guy Boucher'],Travis Green,D.J. Smith,False,False,False,True,count_5
last episode of what happens to my family,"Episode 53 (aired February 15, 2015).",['53'],53,52,True,True,False,True,count_1
when is the last time the vikings were in the nfc championship,"January 21, 2018 (2017 season), vs. the Eagles.","['1976', '2017/18']","January 21, 2018",2009,False,True,False,True,count_4
what are the colors of the netherlands flag,"Red, white, and blue.","['blue', 'white', 'red']","Red, white, and blue","orange, yellow, and black",True,True,False,True,count_1
where is lord's prayer found in bible,Matthew 6:9–13 and Luke 11:2–4.,['in the Gospel of Luke'],Matthew 6:9-13; Luke 11:2-4,in the Gospel of Matthew,False,False,False,True,count_5
when was the last time oklahoma won a national championship in football,2000,"['2003', '2000']",2000,2004,False,False,False,True,count_5
location of the ten commandments in the bible,Exodus 20:1-17 and Deuteronomy 5:6-21.,"['Exodus', 'Deuteronomy']",Exodus 20:1-17; Deuteronomy 5:6-21,Leviticus,True,False,False,True,count_3
where did the allies go after north africa,"Sicily, then mainland Italy.","['Italy', 'the Italian Campaign']","Sicily, then mainland Italy.",southern France,True,True,False,True,count_1
what is the meaning of veronica in english,"Bearer of victory; also interpreted as ""true image.""",['she who brings victory'],true image,true image,True,False,True,False,count_2
what is the name of the main artery which takes blood from the heart to the body,Aorta,"['The aorta', 'aorta']",Aorta,Pulmonary artery,True,True,False,True,count_1
who played solomon in little house on the prairie,Todd Bridges,['Todd Bridges'],Todd Bridges,Shavar Ross,True,True,False,True,count_1
who does eric end up with in that 70s show,Donna Pinciotti,['Donna'],Donna Pinciotti,Jackie,True,True,False,True,count_1
an object that moves around an external axis is said to be,revolving,"['revolution or orbital revolution', 'orbit']",revolving,rotation,True,True,False,True,count_1
architectural elements forming rib vaults eg wells cathedral,"Diagonal, transverse, and ridge ribs with thin webbing; ribs spring from clustered shafts/compound piers and meet in bosses.","['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']","Diagonal (ogive) ribs, transverse and longitudinal (ridge/wall) ribs, with thin webbing; ribs spring from clustered shafts/compound piers and meet in bosses; later English work adds tiercerons and liernes.",groin vaults,False,False,False,True,count_5
who sang the song good morning good morning,The Beatles,"['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']",John Lennon,John Lennon,False,False,True,False,count_6
who wrote papa got a brand new bag,James Brown,['James Brown'],James Brown,Otis Redding,True,True,False,True,count_1
where does a roadrunner live in the desert,On the ground in open desert scrub—among cacti and low shrubs—in the southwestern U.S. and northern Mexico.,"['mountainous shrubland', 'arid lowland']",On open desert flats with broad sandy terrain and scattered cacti and scrub.,open sandy desert flats,False,False,True,True,count_5
who wrote it's a long long way to pasadena,"Grant Clarke, Edgar Leslie, and Harry Warren.","['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']","Grant Clarke, Edgar Leslie, and Harry Warren.",Stevie Wright,False,False,False,True,count_5
what's the dog's name on tom and jerry,Spike,['Spike'],Spike,Butch,True,True,False,True,count_1
who are nominated for president of india 2017,Ram Nath Kovind and Meira Kumar.,"['Meira Kumar', 'Ram Nath Kovind']",Ram Nath Kovind and Meira Kumar,Lal Krishna Advani and Hamid Ansari,True,True,False,True,count_1
where does the path train stop in newark,Newark Penn Station,['Newark Penn Station'],Newark Penn Station,Newark Liberty International Airport Station,True,True,False,True,count_1
where does route 66 start on the west coast,"Santa Monica, California, near the Santa Monica Pier (historic terminus at Lincoln Blvd & Olympic Blvd).",['in Santa Monica'],"Santa Monica, California (Lincoln Blvd & Olympic Blvd)",Los Angeles,True,True,False,True,count_1
who is the first wife on sister wives,Meri Brown,['Meri'],Meri Brown,Janelle,True,True,False,True,count_1
when did houston go to the american league,2013,['2013'],2013,2012,True,True,False,True,count_1
when did they stop cigarette advertising on television,"January 2, 1971 (U.S.).","['January 2, 1971', '1970']","January 2, 1971",1969,False,False,False,True,count_5
coldplay song i will try to fix you,Fix You,"['""Fix You""']",Fix You,The Scientist,True,True,False,True,count_1
points on a sphere or angles in a circle are measured in units called,degrees,['radians'],degrees,degrees,False,False,True,True,count_5
the oligodynamic effect is a phenomenon that describes,"The antimicrobial action of minute amounts of certain heavy metals (e.g., silver, copper) against microorganisms.",['a biocidal effect of metals'],"The antimicrobial action of minute amounts of certain heavy metals (e.g., silver, copper) against microorganisms.",the coagulation of colloidal particles caused by trace metal ions,True,True,False,True,count_1
where does the white witch live in narnia,In her castle in the far north of Narnia.,['her castle'],In her castle in the far north of Narnia.,Cair Paravel,False,False,False,True,count_5
how many games in a row have the uconn women's basketball team won,111,"['111 straight wins', '111', '90']",111,102 straight wins,False,False,False,True,count_5
is there a name for the at symbol,"Yes—it's called the at sign (also ""commercial at"").","['commercial at', 'at symbol', 'at sign']",at sign (commercial at),mercantile symbol,True,True,False,True,count_1
who sings the theme song for the tv show cops,Inner Circle,"['Inner Circle', 'Jamaican reggae band Inner Circle']",Inner Circle,Gloria Estefan,True,True,False,True,count_1
when was corporal punishment banned in south africa,Schools: 1996 (in force 1997); judicial: 1995 (fully abolished by 1997 Act); home: 2019.,['1997'],Schools: 1996 (South African Schools Act; in force 1 Jan 1997); Judicial: 1997 (Abolition of Corporal Punishment Act; following a 1995 ruling for juveniles); Home: 2019 (Constitutional Court ended the 'reasonable chastisement' defense).,1996,False,False,False,False,count_6
who plays captain phasma in star wars the force awakens,Gwendoline Christie,['Gwendoline Christie'],Gwendoline Christie,Katee Sackhoff,True,True,False,True,count_1
who sings she's like the wind lyrics,Patrick Swayze (featuring Wendy Fraser).,"['Wendy Fraser', 'Patrick Swayze']",Patrick Swayze,Eric Carmen,True,False,False,True,count_3
when did marathon change its name to snickers,1990,['19 July 1990'],1990,January 1991,True,True,False,True,count_1
who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,['Bartolomeu Dias'],Bartolomeu Dias,Vasco da Gama,True,True,False,True,count_1
who ordered the forbidden city to be built,The Yongle Emperor of the Ming dynasty.,['Zhu Di'],Yongle Emperor,the Hongwu Emperor,True,True,False,True,count_1
who sang let me tell you about the birds and the bees,Jewel Akens,['Jewel Akens'],Jewel Akens,The Partridge Family,True,True,False,True,count_1
who has the power to approve or veto legislation constitution,The U.S. President.,['the President'],The President of the United States,the Attorney General,True,True,False,True,count_1
how many seasons of the rugrats are there,9,"['9 seasons', '9']",9,8 seasons,True,True,False,True,count_1
who is the minister of local government in zimbabwe,Winston Chitando,['Hon July Moyo'],Winston Chitando,Daniel Garwe,False,False,False,True,count_5
what was the initial effect of the transition from command to market economies in eastern europe,"A sharp economic downturn—output fell, prices spiked, and unemployment rose, reducing living standards.",['Inequality of opportunity'],Widespread inflation and a steep rise in the cost of living.,Rapid inflation,False,False,True,False,count_6
when did toyota start making cars in the us,1986,"['by the early 1980s', '1984']",1984,1978,False,True,False,False,count_4
how many pieces in a terry's chocolate orange,20,"['six', '20']",20,16,False,False,False,True,count_5
who plays the saint of killers on preacher,Graham McTavish,['Graham McTavish'],Graham McTavish,Rory McCann,True,True,False,True,count_1
when did the royal proclamation of 1763 end,1783.,"['the American Revolutionary War', 'with the American Revolutionary War', '1783']",1774,1774,True,False,True,False,count_2
who is playing the halftime show at super bowl 2016,Coldplay (with Beyoncé and Bruno Mars).,"['Beyoncé', 'Coldplay', 'Bruno Mars']",Coldplay (with Beyoncé and Bruno Mars),Katy Perry,True,True,False,True,count_1
jonny cash one piece at a time car,"A custom Cadillac built from parts of many different model years (the ""Psycho-Billy Cadillac"").",['Cadillac'],Cadillac,Lincoln,True,True,False,True,count_1
what is the minimum wage in france per hour,"€11.65/hour (gross, SMIC) as of Jan 1, 2024.","['11.16', '€9.88 per hour.']",€11.65 per hour,€10.57 per hour,False,False,False,True,count_5
describe the three phases of the normal blood clotting process,Vasoconstriction (vascular spasm); platelet plug formation (primary hemostasis); coagulation with fibrin stabilization of the plug (secondary hemostasis).,"['blood coagulation', 'vasoconstriction,']",1) Platelet plug formation (rapid platelet adhesion and aggregation at the injury site). 2) Coagulation with fibrin mesh formation to stabilize the plug. 3) Clot retraction and initiation of tissue repair to restore vessel integrity.,"platelet plug formation, fibrin mesh stabilization, and clot retraction with tissue repair",False,False,True,False,count_6
when did amnesia the dark descent come out,"September 8, 2010",['8 September 2010'],"September 8, 2010",22 September 2010,True,True,False,True,count_1
what is the oldest street in the philippines,"Colon Street, Cebu City.","['Cebu City', 'Colon Street']","Colon Street, Cebu City","Calle Real in Intramuros, Manila",True,True,False,True,count_1
where is the tibia and fibula bone located,In the lower leg between the knee and ankle; the tibia is the larger medial shinbone and the fibula is the thinner lateral bone.,['leg'],In the lower leg between the knee and the ankle.,thigh,True,True,False,True,count_1
who played bat masterson in the tv series,Gene Barry,['Gene Barry'],Gene Barry,Hugh O'Brian,True,True,False,True,count_1
who sings sugar sugar you are my candy girl,The Archies,['the Archies'],The Archies,The Monkees,True,True,False,True,count_1
types of skiing in the winter olympics 2018,Alpine skiing; Cross-country skiing; Freestyle skiing; Nordic combined; Ski jumping.,"['Slalom', 'Downhill', 'Super-G', 'Giant slalom', 'Slalom – (SC)']","Alpine skiing, Cross-country skiing, Freestyle skiing, Nordic combined, Ski jumping",Alpine combined,False,False,False,True,count_5
who plays noah newman on the young and the restless,Rory Gibson,['Robert Gillespie Adamson IV'],Rory Gibson,Kevin Schmidt,False,False,False,True,count_5
who has won the most games in nfl 2017,"Philadelphia Eagles, New England Patriots, Pittsburgh Steelers, and Minnesota Vikings (tied with 13 regular-season wins).",['Dallas Cowboys'],Philadelphia Eagles,Philadelphia Eagles,False,False,True,False,count_6
under article 1 what is the minimum age required to serve in the house of representatives,25 years old,"['25', '25 years old']",25 years old,21,True,True,False,True,count_1
who has the most catches in nfl history,"Jerry Rice (1,549 receptions)",['Jerry Rice'],Jerry Rice,Larry Fitzgerald,True,True,False,True,count_1
when does the dlc for rainbow six siege come out,About every 3 months—each new season (Operation) is the DLC; exact dates vary by season.,['January 2018'],March 2018,March 2018,False,False,True,False,count_6
who was the great wall of china built to defend against,"Nomadic invaders from the north, notably the Xiongnu (and later the Mongols and Jurchens).","['nomads from Inner Asia', 'nomads from Inner Asia.']","Northern nomadic invaders—especially the Xiongnu, and later the Mongols and Jurchens.",Japanese invaders,True,True,False,True,count_1
where does the last name galvez come from,"It is a Spanish habitational surname from the town of Gálvez (Toledo, Spain), later spread to Latin America and the Philippines through Spanish colonization.","['Spanish surname', 'Spanish']","A Spanish habitational surname from the town of Glvez (Toledo, Spain), later spread to Latin America and the Philippines through Spanish colonization.",Portuguese,True,False,False,True,count_3
who opens the church of the holy sepulchre,The Nuseibeh family.,"['the Sunni Muslim family', 'the Nusaybah family']",The Nuseibeh family,the Joudeh family,True,True,False,True,count_1
when does season 5 of the blacklist resume,"January 3, 2018.","['January\xa031,\xa02018']","January 3, 2018","January 5, 2018",False,False,False,True,count_5
the chinese dragons are protectors of how many seas diggy,4,"['Four Seas', 'Four']",4,Three,True,True,False,True,count_1
how much money did it cost to make gta v,"About $265 million (USD) total, including development and marketing.",['137'],$265 million,$125 million,False,False,False,True,count_5
what is the angle of the tower of pisa,≈3.97° from vertical (about 4°).,"['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']",approximately 3.97° from vertical,about 5.5 degrees,True,True,False,True,count_1
what is the share of agriculture in indian economy,About 18% of GDP (GVA).,"['17.32%', '23%']",About 20%,20%,False,False,True,False,count_6
who does demetrius love in a midsummer night dream,Helena,"['Helena', 'Hermia']",Helena,Hippolyta,False,False,False,True,count_5
when did the movie varsity blues come out,"January 15, 1999","['1999', 'January\xa015,\xa01999']","January 15, 1999",2000,True,True,False,True,count_1
when does the champions league quarter finals start,Early April each year (exact date varies by season).,"['16 March 2018', '3–4 April 2018']",3 April 2018,27 March 2018,False,False,False,False,count_6
who was the famous scientist that ran the research lab moseley went to in manchester,Ernest Rutherford,['Sir Ernest Rutherford'],Ernest Rutherford,J. J. Thomson,True,True,False,True,count_1
where do you get a cashiers check from,From a bank or credit union (usually your own; request it at a branch).,"['a bank', 'bank']",A local credit union branch.,a credit union,True,False,True,False,count_2
who does stefan marry in the vampire diaries,Caroline Forbes,['Caroline Forbes'],Caroline Forbes,Elena Gilbert,True,True,False,True,count_1
what is the meaning of cc and bcc,CC: Carbon Copy—recipients are visible to all; BCC: Blind Carbon Copy—recipients are hidden from others.,"['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']",CC means Carbon Copy; BCC means Blind Carbon Copy.,"CC means Central Contact, and BCC means Backup Contact Channel.",False,False,False,True,count_5
hazels boyfriend in the fault in our stars,Augustus Waters,['Augustus Waters'],Augustus Waters,Isaac,True,True,False,True,count_1
when does the day of the dead end,November 2,['November 2'],November 2,November 3,True,True,False,True,count_1
when do you celebrate birthday if born on feb 29,In leap years: February 29; in other years: February 28 or March 1 (varies by personal and legal preference).,"['February 29', 'February 28', 'March 1']",In leap years: February 29; in other years: February 28 or March 1.,January 29,True,True,False,True,count_1
where does new york drinking water come from,"Upstate reservoirs—mainly the Catskill/Delaware system, with the rest from the Croton watershed (and occasional Queens groundwater).",['the eastern Catskill Mountains'],Upstate reservoirs in the Catskill–Delaware watershed (primary) and the Croton watershed (supplemental).,the Adirondack Mountains,False,False,False,True,count_5
where is the citrus bowl held this year,"Camping World Stadium, Orlando, Florida.",['Camping World Stadium'],"Camping World Stadium, Orlando, Florida",Exploria Stadium,True,True,False,True,count_1
what year does the quiet man take place,The 1920s,"['the 1920s', 'In the 1920s']",1921,the late 1940s,True,True,False,False,count_1
how many seasons of rules of engagement is there,7,"['7', 'seven']",7,6,True,True,False,True,count_1
who plays alec ramsay in the black stallion,Kelly Reno,['Kelly Reno'],Kelly Reno,Mickey Rooney,True,True,False,True,count_1
who plays dusty in the movie pure country,George Strait,['George Strait'],George Strait,Randy Travis,True,True,False,True,count_1
how many episodes of greys anatomy season 14,24,"['24', '24 episodes', '21']",24,22,False,False,False,True,count_5
who is currently serving as president of the senate,JD Vance,"['Orrin Hatch', 'Patrick Leahy']",I don't know,Kamala Harris,False,False,False,False,count_6
what percentage of sunlight is captured by plants to convert it into food energy,About 1%.,"['45%', '3 to 6%']",1-2%,8%,False,False,False,True,count_5
what type of economic system was utilized in the soviet union,A centrally planned command economy under state socialism.,"['communism', 'state ownership']",Centrally planned command economy,command economy,True,False,True,True,count_2
how many gold medals did australia win in the 2000 olympics,16,['16'],16,13,True,True,False,True,count_1
who started ww2 and how did it start,"Nazi Germany under Adolf Hitler began WWII in Europe by invading Poland on 1 September 1939; Britain and France declared war two days later. In Asia, Japan's 1937 invasion of China is often seen as the regional start.",['Nazi Germany'],"Nazi Germany under Adolf Hitler started World War II in Europe by invading Poland on 1 September 1939; in Asia, Imperial Japan's 1937 invasion of China marked the regional start.","The Soviet Union started World War II, and it began with the Soviet invasion of eastern Poland and its expansion into Eastern Europe.",False,False,False,True,count_5
when did the royal mint move to wales,1968,"['1968', 'the 1960s.', '17 December 1968', 'the 1960s']",1968,1971,True,True,False,True,count_1
when did bird is the word come out,November 1963,['1963'],November 1963,1964,True,False,False,True,count_3
how tall is the actor who plays hagrid in harry potter,About 6 ft 1 in (1.85 m).,['6ft 1in'],6 ft 1 in (1.85 m),6ft 3in,True,True,False,True,count_1
who is opening for little mix glory days tour,"It varied by leg: Jessarae (Europe), Germein/Germein Sisters (Australia & New Zealand), and Lina Makhoul (Tel Aviv).","['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']","Jessarae (UK/Europe), Germein (Germein Sisters) (Australia & New Zealand), and Lina Makhoul (Tel Aviv).",Nathan Sykes,False,False,False,True,count_5
who performed the first c section in 1794,Dr. Jesse Bennett,['Dr. Jesse Bennett'],Dr. Jesse Bennett,Ephraim McDowell,True,True,False,True,count_1
who voices randy in f is for family,Alex Moffat,['T.J. Miller'],Alex Moffat,Jason Mantzoukas,False,False,False,True,count_5
bible verse taking the lord's name in vain,"Exodus 20:7 — ""You shall not take the name of the LORD your God in vain, for the LORD will not hold him guiltless who takes his name in vain.""",['Exodus 20:7'],Deuteronomy 5:11,Deuteronomy 5:11,True,False,True,False,count_2
who controlled the house and the senate in 2012,Republicans controlled the House; Democrats controlled the Senate.,"['Republican', 'Democratic']",Republicans controlled the House; Democrats controlled the Senate.,Democratic,True,True,False,True,count_1
when's the last time army won the army navy game,"December 9, 2023","['2017', 'Army']","December 9, 2023",2020,False,False,False,True,count_5
when does thomas rhett's new album come out,"August 23, 2024","['September 8, 2017']","August 23, 2024","August 25, 2017",False,False,False,True,count_5
who won the champions league final in 2016,Real Madrid,['Real Madrid'],Real Madrid,Atlético Madrid,True,True,False,True,count_1
who is the real killer in basic instinct 2,Dr. Michael Glass.,['Catherine Tramell'],Dr. Michael Glass,Dr. Michael Glass,False,False,True,True,count_5
who does the voice of mickey mouse on mickey mouse clubhouse,Wayne Allwine (early seasons) and Bret Iwan (later seasons).,"['Bret Iwan', 'Wayne Allwine']",Wayne Allwine and Bret Iwan,Tony Anselmo,True,True,False,True,count_1
when was the last episode of vampire diaries aired,"March 10, 2017","['March\xa010,\xa02017', 'March 10, 2017']","March 10, 2017","February 24, 2017",True,True,False,True,count_1
where did the dewey decimal system come from,"It originated in the United States, created by Melvil Dewey at Amherst College (Massachusetts) in 1876.",['Melvil Dewey'],"Amherst College in Massachusetts, United States—created by Melvil Dewey in 1876.",Charles Ammi Cutter,False,False,False,True,count_5
where did the jungle book story come from,"Rudyard Kipling’s 1894 collection of stories set in the Indian jungle, written in Vermont, USA, and inspired by Indian folklore.",['English author Rudyard Kipling'],"Rudyard Kipling—written in Vermont, USA, drawing on Indian folklore and set in the Indian jungle (published in 1894).",H. Rider Haggard,False,False,False,True,count_5
derek and meredith get back together season 3,"Yes, early-to-mid Season 3, after Meredith chooses Derek over Finn.",['Staring at the Sun'],"Yes, in Season 3, Episode 17, Some Kind of Miracle.",Some Kind of Miracle,False,False,False,False,count_6
who did america declare war on in ww1,Germany (and later Austria-Hungary).,['Austria-Hungary'],Germany and Austria-Hungary,Germany,False,False,False,True,count_5
who played zoe hart on hart of dixie,Rachel Bilson,['Rachel Sarah Bilson'],Rachel Bilson,Leighton Meester,True,True,False,True,count_1
what was tom hanks character name in castaway,Chuck Noland,['Chuck Noland'],Chuck Noland,Jack Turner,True,True,False,True,count_1
