question,answer,explaination,ground truth
when was the south asian association for regional co-operation (saarc) formed,8 December 1985,SAARC was established with the signing of its Charter in Dhaka on 8 December 1985.,"['December 1985', '8 December 1985']"
when was the first hunger games book published,"September 14, 2008","The U.S. publication date for Suzanne Collins's The Hunger Games, per publisher and bibliographic records.","['September 14, 2008', '2008']"
who did bette midler portray in the rose,"Mary Rose Foster (""The Rose"").","In the 1979 film The Rose, Bette Midler plays the lead character, Mary Rose Foster—nicknamed ""The Rose""—loosely inspired by Janis Joplin.",['Mary Rose Foster']
who is the lead singer of depeche mode,Dave Gahan,"Depeche Mode's long-time frontman and vocalist is Dave Gahan, as documented by official band sources and music references.",['David Gahan']
where did the butchers in the slaughterhouse cases live,"New Orleans, Louisiana.",They were New Orleans butchers who challenged a Louisiana law centralizing slaughtering there in the Slaughter-House Cases (1873).,['New Orleans']
who developed the concept of total quality management,W. Edwards Deming,"He is widely credited as the pioneer of TQM; his quality philosophy underpins the approach, though Juran and Feigenbaum also contributed.",['W. Edwards Deming']
who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis.,"The 2001 Kylie Minogue hit ""Can't Get You Out of My Head"" was written by songwriters Cathy Dennis and Rob Davis.","['Cathy Dennis and Rob Davis', 'Rob Davis', 'Cathy Dennis']"
where does no game no life anime end,"At the end of light novel volume 3 (episode 12), after the Eastern Federation/warbeast arc; continue from volume 4.",The 2014 anime adapts volumes 1–3 of the light novel (with the film covering volume 6). The TV series ends at the close of volume 3.,"['the Elkia Federation', 'the sixth volume']"
when did taylor swift's first album release,"October 24, 2006","Her self-titled debut album, ""Taylor Swift,"" was officially released on October 24, 2006 by Big Machine Records, as documented in artist discographies and label records.","['October 24, 2006', '2005']"
what are the three fifty shades of grey books,"Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed.",These are the three novels in E. L. James's original Fifty Shades trilogy.,"['Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed']"
who has the power (judicial) to make decisions in courts of law,Judges.,Judicial power is vested in the judiciary—the courts—and exercised by judges.,['judges']
what are the ranks in the us navy,"Enlisted (E-1 to E-9): Seaman Recruit, Seaman Apprentice, Seaman, Petty Officer Third Class, Petty Officer Second Class, Petty Officer First Class, Chief Petty Officer, Senior Chief Petty Officer, Master Chief Petty Officer (incl. Command/Fleet/Force Master Chief and the Master Chief Petty Officer of the Navy). Warrant (W-1 to W-5): Warrant Officer 1; Chief Warrant Officer 2, 3, 4, 5. Commissioned (O-1 to O-10): Ensign; Lieutenant (Junior Grade); Lieutenant; Lieutenant Commander; Commander; Captain; Rear Admiral (Lower Half); Rear Admiral (Upper Half); Vice Admiral; Admiral. Wartime only: Fleet Admiral (five-star).","Compiled from the official U.S. Navy rank/paygrade structure (E, W, O) as published by the Navy/DoD, including the wartime five-star Fleet Admiral.","['E-8s senior chief petty officer', 'E-9s master chief petty officer']"
i was a great islamic scholar and mathematician who died in 1131 ce,Omar Khayyam,"Omar Khayyam, a Persian Islamic mathematician, astronomer, and scholar, died in 1131 CE.",['Omar Khayyam']
who is the coach for the ottawa senators,Travis Green,He was hired as Ottawa’s head coach in May 2024.,['Guy Boucher']
last episode of what happens to my family,"Episode 53 (aired February 15, 2015).","The Korean drama ""What Happens to My Family?"" was extended and concluded with episode 53, broadcast on 2015-02-15.",['53']
when is the last time the vikings were in the nfc championship,"January 21, 2018 (2017 season), vs. the Eagles.","They last reached the NFC Championship in the 2017 season, losing 38-7 to Philadelphia on Jan. 21, 2018, per NFL records.","['1976', '2017/18']"
what are the colors of the netherlands flag,"Red, white, and blue.","From the official Netherlands flag design: a horizontal tricolor of red, white, and blue.","['blue', 'white', 'red']"
where is lord's prayer found in bible,Matthew 6:9–13 and Luke 11:2–4.,"These are the two Gospel passages where Jesus teaches the Lord’s Prayer (fuller in Matthew, shorter in Luke).",['in the Gospel of Luke']
when was the last time oklahoma won a national championship in football,2000,"Oklahoma last won the national title for the 2000 season, defeating Florida State 13-2 in the BCS Championship (Orange Bowl) on January 3, 2001.","['2003', '2000']"
location of the ten commandments in the bible,Exodus 20:1-17 and Deuteronomy 5:6-21.,They are recorded twice: first at Sinai in Exodus 20 and then restated by Moses in Deuteronomy 5.,"['Exodus', 'Deuteronomy']"
where did the allies go after north africa,"Sicily, then mainland Italy.","After the Axis surrender in North Africa (May 1943), the Allies invaded Sicily in July 1943 (Operation Husky) and then landed in mainland Italy in September 1943.","['Italy', 'the Italian Campaign']"
what is the meaning of veronica in english,"Bearer of victory; also interpreted as ""true image.""","From Greek ""Berenice"" (bearer of victory) via Latin ""Veronica""; later linked by folk etymology to Latin ""vera icon"" (true image).",['she who brings victory']
what is the name of the main artery which takes blood from the heart to the body,Aorta,It is the main systemic artery carrying oxygenated blood from the left ventricle to the body.,"['The aorta', 'aorta']"
who played solomon in little house on the prairie,Todd Bridges,"From the show's guest cast listings: Todd Bridges portrayed Solomon Henry in the 1977 episode ""The Wisdom of Solomon.""",['Todd Bridges']
who does eric end up with in that 70s show,Donna Pinciotti,"In the series finale, Eric returns and reconciles with Donna; they kiss at midnight, indicating they get back together.",['Donna']
an object that moves around an external axis is said to be,revolving,Revolving means moving around an external axis; rotating refers to spinning about an internal axis.,"['revolution or orbital revolution', 'orbit']"
architectural elements forming rib vaults eg wells cathedral,"Diagonal, transverse, and ridge ribs with thin webbing; ribs spring from clustered shafts/compound piers and meet in bosses.","Gothic rib vaults (e.g., at Wells) are formed by a skeletal framework of diagonal, transverse, and ridge ribs that carry the load, with webbing infill; the ribs rise from clustered supports and intersect at bosses.","['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']"
who sang the song good morning good morning,The Beatles,"It refers to the 1967 Beatles track ""Good Morning Good Morning"" from Sgt. Pepper's, with John Lennon on lead vocal.","['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']"
who wrote papa got a brand new bag,James Brown,"The 1965 song ""Papa's Got a Brand New Bag"" is credited solely to James Brown as its writer.",['James Brown']
where does a roadrunner live in the desert,On the ground in open desert scrub—among cacti and low shrubs—in the southwestern U.S. and northern Mexico.,"Roadrunners inhabit arid scrub and chaparral, often nesting in low shrubs or cacti across the deserts of the SW U.S. and northern Mexico.","['mountainous shrubland', 'arid lowland']"
who wrote it's a long long way to pasadena,"Grant Clarke, Edgar Leslie, and Harry Warren.","The phrase is from the 1923 song ""Home in Pasadena,"" written by lyricists Grant Clarke and Edgar Leslie with music by Harry Warren.","['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']"
what's the dog's name on tom and jerry,Spike,"The bulldog character in Tom and Jerry is named Spike, often seen with his pup Tyke.",['Spike']
who are nominated for president of india 2017,Ram Nath Kovind and Meira Kumar.,"For the 2017 Indian presidential election, the NDA nominated Ram Nath Kovind and the UPA-led opposition nominated Meira Kumar as the principal candidates.","['Meira Kumar', 'Ram Nath Kovind']"
where does the path train stop in newark,Newark Penn Station,PATH’s Newark–World Trade Center line terminates at Newark Penn Station; it’s the only PATH stop within Newark.,['Newark Penn Station']
where does route 66 start on the west coast,"Santa Monica, California, near the Santa Monica Pier (historic terminus at Lincoln Blvd & Olympic Blvd).","Historically, Route 66’s western end was set in Santa Monica in 1936 at Lincoln & Olympic; today it’s popularly identified at the Santa Monica Pier.",['in Santa Monica']
who is the first wife on sister wives,Meri Brown,She is introduced as Kody Brown’s first (legal) wife on Sister Wives.,['Meri']
when did houston go to the american league,2013,The Houston Astros moved from the National League to the American League (AL West) as part of MLB realignment starting with the 2013 season.,['2013']
when did they stop cigarette advertising on television,"January 2, 1971 (U.S.).","The U.S. Public Health Cigarette Smoking Act took effect then, banning cigarette ads on TV and radio.","['January 2, 1971', '1970']"
coldplay song i will try to fix you,Fix You,The phrase is a key lyric from Coldplay's song Fix You.,"['""Fix You""']"
points on a sphere or angles in a circle are measured in units called,degrees,Both spherical coordinates (latitude/longitude) and planar angles are measured in degrees.,['radians']
the oligodynamic effect is a phenomenon that describes,"The antimicrobial action of minute amounts of certain heavy metals (e.g., silver, copper) against microorganisms.","From microbiology knowledge: trace metals disrupt microbial enzymes and membranes, inhibiting or killing microbes even at very low concentrations.",['a biocidal effect of metals']
where does the white witch live in narnia,In her castle in the far north of Narnia.,The books state that the White Witch (Jadis) resides in a castle located in Narnia's northern region.,['her castle']
how many games in a row have the uconn women's basketball team won,111,UConn women hold the NCAA record with 111 consecutive wins from 2014 to 2017.,"['111 straight wins', '111', '90']"
is there a name for the at symbol,"Yes—it's called the at sign (also ""commercial at"").",In English it’s called the at sign; Unicode designates it COMMERCIAL AT (U+0040).,"['commercial at', 'at symbol', 'at sign']"
who sings the theme song for the tv show cops,Inner Circle,"The COPS theme is the reggae song ""Bad Boys,"" performed by Inner Circle.","['Inner Circle', 'Jamaican reggae band Inner Circle']"
when was corporal punishment banned in south africa,Schools: 1996 (in force 1997); judicial: 1995 (fully abolished by 1997 Act); home: 2019.,"Different bans applied at different times: the South African Schools Act 84 of 1996 prohibited it in schools (operative 1997); S v Williams (1995) and the Abolition of Corporal Punishment Act, 1997 ended judicial corporal punishment; Freedom of Religion SA v Minister of Justice (2019) outlawed corporal punishment in the home.",['1997']
who plays captain phasma in star wars the force awakens,Gwendoline Christie,She is credited as Captain Phasma in Star Wars: The Force Awakens (2015).,['Gwendoline Christie']
who sings she's like the wind lyrics,Patrick Swayze (featuring Wendy Fraser).,The 1987 song from the Dirty Dancing soundtrack is performed by Patrick Swayze with vocals by Wendy Fraser.,"['Wendy Fraser', 'Patrick Swayze']"
when did marathon change its name to snickers,1990,"In the UK and Ireland, the Marathon bar was rebranded to Snickers in 1990 as part of global brand alignment.",['19 July 1990']
who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,"He led the 1488 Portuguese voyage that first rounded the Cape of Good Hope, the southern tip of Africa.",['Bartolomeu Dias']
who ordered the forbidden city to be built,The Yongle Emperor of the Ming dynasty.,The Ming emperor Yongle (Zhu Di) commissioned its construction (1406–1420) after moving the capital to Beijing.,['Zhu Di']
who sang let me tell you about the birds and the bees,Jewel Akens,"The lyric is from Jewel Akens’ 1964 hit ""The Birds and the Bees.""",['Jewel Akens']
who has the power to approve or veto legislation constitution,The U.S. President.,"Article I, Section 7 of the U.S. Constitution empowers the President to sign (approve) or veto bills.",['the President']
how many seasons of the rugrats are there,9,"The original Nickelodeon Rugrats series (1991–2004) ran for 9 seasons, excluding the 2021 reboot.","['9 seasons', '9']"
who is the minister of local government in zimbabwe,Winston Chitando,"He was appointed in September 2023 as Minister of Local Government and Public Works by President Emmerson Mnangagwa, and 2024 government and media reports list him in this role.",['Hon July Moyo']
what was the initial effect of the transition from command to market economies in eastern europe,"A sharp economic downturn—output fell, prices spiked, and unemployment rose, reducing living standards.","Rapid liberalization and privatization (“shock therapy”) initially caused recession, high inflation, and job losses across Eastern Europe before later stabilization.",['Inequality of opportunity']
when did toyota start making cars in the us,1986,"Toyota began U.S. car production in 1986 at the NUMMI joint venture in Fremont, California; its first wholly owned U.S. plant followed in 1988 in Georgetown, Kentucky.","['by the early 1980s', '1984']"
how many pieces in a terry's chocolate orange,20,A standard Terry's Chocolate Orange is segmented into 20 slices.,"['six', '20']"
who plays the saint of killers on preacher,Graham McTavish,He portrays the Saint of Killers in AMC's Preacher (2016–2019).,['Graham McTavish']
when did the royal proclamation of 1763 end,1783.,"In the U.S., it effectively ended with the Treaty of Paris (1783); in Canada, key provisions still apply.","['the American Revolutionary War', 'with the American Revolutionary War', '1783']"
who is playing the halftime show at super bowl 2016,Coldplay (with Beyoncé and Bruno Mars).,"Super Bowl 50 in 2016 featured Coldplay as the halftime headliner, with guest performances by Beyoncé and Bruno Mars, as reported in official announcements and event coverage.","['Beyoncé', 'Coldplay', 'Bruno Mars']"
jonny cash one piece at a time car,"A custom Cadillac built from parts of many different model years (the ""Psycho-Billy Cadillac"").","In Johnny Cash’s 1976 song ""One Piece at a Time,"" the narrator steals Cadillac parts over years and assembles a single mismatched car spanning multiple model years.",['Cadillac']
what is the minimum wage in france per hour,"€11.65/hour (gross, SMIC) as of Jan 1, 2024.","This is France's official SMIC rate set on Jan 1, 2024, the latest available before my Oct 2024 knowledge cutoff.","['11.16', '€9.88 per hour.']"
describe the three phases of the normal blood clotting process,Vasoconstriction (vascular spasm); platelet plug formation (primary hemostasis); coagulation with fibrin stabilization of the plug (secondary hemostasis).,"These are the standard stages of hemostasis: vessels constrict to limit bleeding; platelets adhere and aggregate to form a temporary plug; the coagulation cascade produces thrombin, converting fibrinogen to fibrin to reinforce and stabilize the plug.","['blood coagulation', 'vasoconstriction,']"
when did amnesia the dark descent come out,"September 8, 2010","This is the widely documented worldwide digital release date by Frictional Games, as noted on official sources and databases.",['8 September 2010']
what is the oldest street in the philippines,"Colon Street, Cebu City.","Widely recognized as the country’s oldest street, laid out by the Spanish under Miguel López de Legazpi in 1565.","['Cebu City', 'Colon Street']"
where is the tibia and fibula bone located,In the lower leg between the knee and ankle; the tibia is the larger medial shinbone and the fibula is the thinner lateral bone.,From standard human anatomy: the tibia and fibula are the two parallel bones of the leg below the knee.,['leg']
who played bat masterson in the tv series,Gene Barry,He starred as Bat Masterson in the 1958–1961 TV series of the same name.,['Gene Barry']
who sings sugar sugar you are my candy girl,The Archies,"The lyric is from the 1969 hit ""Sugar, Sugar,"" recorded by the fictional band The Archies (lead vocals by Ron Dante).",['the Archies']
types of skiing in the winter olympics 2018,Alpine skiing; Cross-country skiing; Freestyle skiing; Nordic combined; Ski jumping.,These are the five IOC skiing disciplines on the PyeongChang 2018 program; biathlon is a separate sport.,"['Slalom', 'Downhill', 'Super-G', 'Giant slalom', 'Slalom – (SC)']"
who plays noah newman on the young and the restless,Rory Gibson,Current cast listings and recent episodes credit Rory Gibson as Noah Newman on The Young and the Restless.,['Robert Gillespie Adamson IV']
who has won the most games in nfl 2017,"Philadelphia Eagles, New England Patriots, Pittsburgh Steelers, and Minnesota Vikings (tied with 13 regular-season wins).","In the 2017 NFL regular season, four teams finished 13–3, the most wins that year.",['Dallas Cowboys']
under article 1 what is the minimum age required to serve in the house of representatives,25 years old,"Article I, Section 2 of the U.S. Constitution sets the minimum age for Representatives at 25.","['25', '25 years old']"
who has the most catches in nfl history,"Jerry Rice (1,549 receptions)","He leads the NFL’s official all-time receptions leaderboard with 1,549 career catches.",['Jerry Rice']
when does the dlc for rainbow six siege come out,About every 3 months—each new season (Operation) is the DLC; exact dates vary by season.,"Rainbow Six Siege uses a seasonal model with quarterly releases. Ubisoft announces specific launch dates per season, typically after a short Test Server period.",['January 2018']
who was the great wall of china built to defend against,"Nomadic invaders from the north, notably the Xiongnu (and later the Mongols and Jurchens).","Historical sources describe the Wall’s purpose as deterring northern steppe raids—initially the Xiongnu, then later groups like the Mongols and Jurchens.","['nomads from Inner Asia', 'nomads from Inner Asia.']"
where does the last name galvez come from,"It is a Spanish habitational surname from the town of Gálvez (Toledo, Spain), later spread to Latin America and the Philippines through Spanish colonization.","Onomastic sources identify Gálvez as a place-derived Spanish surname tied to Gálvez, Toledo; its presence across the Americas and the Philippines reflects Spain’s colonial-era migration.","['Spanish surname', 'Spanish']"
who opens the church of the holy sepulchre,The Nuseibeh family.,They are the Muslim doorkeepers who open and close the church; the Joudeh family holds the key.,"['the Sunni Muslim family', 'the Nusaybah family']"
when does season 5 of the blacklist resume,"January 3, 2018.","Season 5 returned from its winter hiatus with episode 9 (""Ruin"") on NBC on January 3, 2018.","['January\xa031,\xa02018']"
the chinese dragons are protectors of how many seas diggy,4,"In Chinese mythology, Dragon Kings guard the Four Seas—east, south, west, and north.","['Four Seas', 'Four']"
how much money did it cost to make gta v,"About $265 million (USD) total, including development and marketing.",Widely reported 2013 estimates place GTA V’s combined development and marketing budget at roughly $265M; development alone is often cited around $137M.,['137']
what is the angle of the tower of pisa,≈3.97° from vertical (about 4°).,"Post-stabilization (1990–2001) measurements set the lean at roughly 3.97°, commonly rounded to 4°, and it has remained stable.","['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']"
what is the share of agriculture in indian economy,About 18% of GDP (GVA).,Recent official estimates (Economic Survey and national accounts) show agriculture and allied sectors contributing roughly 18% to India’s Gross Value Added in FY2022–23 and FY2023–24.,"['17.32%', '23%']"
who does demetrius love in a midsummer night dream,Helena,"By the play's end he is enchanted and remains in love with Helena, though he initially pursues Hermia.","['Helena', 'Hermia']"
when did the movie varsity blues come out,"January 15, 1999",This is the film's U.S. theatrical release date.,"['1999', 'January\xa015,\xa01999']"
when does the champions league quarter finals start,Early April each year (exact date varies by season).,"UEFA typically schedules the quarter-final first legs in early April; for example, in 2023–24 they began on 9 April 2024.","['16 March 2018', '3–4 April 2018']"
who was the famous scientist that ran the research lab moseley went to in manchester,Ernest Rutherford,Henry Moseley joined Ernest Rutherford's research laboratory at the University of Manchester.,['Sir Ernest Rutherford']
where do you get a cashiers check from,From a bank or credit union (usually your own; request it at a branch).,"Cashier's checks are issued by banks/credit unions from their own funds, so you must obtain them directly from those institutions.","['a bank', 'bank']"
who does stefan marry in the vampire diaries,Caroline Forbes,"In the TV series, Stefan Salvatore marries Caroline Forbes in Season 8.",['Caroline Forbes']
what is the meaning of cc and bcc,CC: Carbon Copy—recipients are visible to all; BCC: Blind Carbon Copy—recipients are hidden from others.,Based on standard email terminology where CC shows all copied recipients and BCC hides them.,"['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']"
hazels boyfriend in the fault in our stars,Augustus Waters,"He is Hazel Grace Lancaster's boyfriend in John Green's novel ""The Fault in Our Stars.""",['Augustus Waters']
when does the day of the dead end,November 2,"Día de Muertos is observed November 1–2, with celebrations concluding the night of November 2 in most traditions.",['November 2']
when do you celebrate birthday if born on feb 29,In leap years: February 29; in other years: February 28 or March 1 (varies by personal and legal preference).,"Feb 29 exists only in leap years; when it doesn’t, people and some laws use the nearest adjacent date—either Feb 28 or Mar 1, depending on preference or jurisdiction.","['February 29', 'February 28', 'March 1']"
where does new york drinking water come from,"Upstate reservoirs—mainly the Catskill/Delaware system, with the rest from the Croton watershed (and occasional Queens groundwater).","NYC’s water supply is documented as ~90% from the Catskill/Delaware watershed and the remainder from Croton, with limited supplemental groundwater from Queens during need.",['the eastern Catskill Mountains']
where is the citrus bowl held this year,"Camping World Stadium, Orlando, Florida.","The Citrus Bowl is annually hosted at Camping World Stadium in Orlando, and the venue remains the same this year.",['Camping World Stadium']
what year does the quiet man take place,The 1920s,The film is set in rural Ireland during the 1920s; no specific calendar year is given.,"['the 1920s', 'In the 1920s']"
how many seasons of rules of engagement is there,7,"The CBS sitcom ""Rules of Engagement"" aired from 2007 to 2013 across seven seasons.","['7', 'seven']"
who plays alec ramsay in the black stallion,Kelly Reno,"In the 1979 film The Black Stallion, the character Alec Ramsay is portrayed by Kelly Reno.",['Kelly Reno']
who plays dusty in the movie pure country,George Strait,"In the 1992 film Pure Country, George Strait stars as Dusty Chandler (""Dusty"").",['George Strait']
how many episodes of greys anatomy season 14,24,"Season 14 of Grey's Anatomy (2017–2018) consists of 24 episodes, as listed by ABC and major TV databases.","['24', '24 episodes', '21']"
who is currently serving as president of the senate,JD Vance,"Assuming the U.S. Senate, the vice president serves as its president; that is currently JD Vance.","['Orrin Hatch', 'Patrick Leahy']"
what percentage of sunlight is captured by plants to convert it into food energy,About 1%.,"In natural conditions, plants typically convert only ~1–2% of incoming solar energy into chemical (food) energy; this is commonly summarized as about 1%.","['45%', '3 to 6%']"
what type of economic system was utilized in the soviet union,A centrally planned command economy under state socialism.,"The state owned most production and set output and prices through central planning (e.g., Gosplan), which defines a command economy.","['communism', 'state ownership']"
how many gold medals did australia win in the 2000 olympics,16,"Australia, the host nation at the Sydney 2000 Summer Olympics, won 16 gold medals according to the official medal table.",['16']
who started ww2 and how did it start,"Nazi Germany under Adolf Hitler began WWII in Europe by invading Poland on 1 September 1939; Britain and France declared war two days later. In Asia, Japan's 1937 invasion of China is often seen as the regional start.","This follows the standard historical timeline: the commonly recognized start is Germany's invasion of Poland (1 Sept 1939), which triggered Allied declarations; historians also note Japan's earlier war in China as the Asian beginning.",['Nazi Germany']
when did the royal mint move to wales,1968,"It began relocating from Tower Hill, London, to the new Llantrisant site in South Wales in 1968 for decimal coin production; the London site closed by 1975.","['1968', 'the 1960s.', '17 December 1968', 'the 1960s']"
when did bird is the word come out,November 1963,"It refers to The Trashmen's single ""Surfin' Bird,"" source of the lyric ""the bird is the word,"" released in November 1963.",['1963']
how tall is the actor who plays hagrid in harry potter,About 6 ft 1 in (1.85 m).,"Hagrid was portrayed by Robbie Coltrane, who is about 6'1"" (1.85 m); oversized shots often used 6'10"" body double Martin Bayfield.",['6ft 1in']
who is opening for little mix glory days tour,"It varied by leg: Jessarae (Europe), Germein/Germein Sisters (Australia & New Zealand), and Lina Makhoul (Tel Aviv).","Support acts for the Glory Days Tour differed by region; official tour announcements and show posters listed Jessarae for much of Europe, Germein (formerly Germein Sisters) in Australia/New Zealand, and Lina Makhoul for the Tel Aviv date.","['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']"
who performed the first c section in 1794,Dr. Jesse Bennett,"Historical accounts report that in 1794 Dr. Jesse Bennett performed the first successful Cesarean section in the United States on his wife, Elizabeth, in Virginia.",['Dr. Jesse Bennett']
who voices randy in f is for family,Alex Moffat,Cast credits for the series list Alex Moffat as the voice of Randy.,['T.J. Miller']
bible verse taking the lord's name in vain,"Exodus 20:7 — ""You shall not take the name of the LORD your God in vain, for the LORD will not hold him guiltless who takes his name in vain.""",This is the Third Commandment; a parallel appears in Deuteronomy 5:11.,['Exodus 20:7']
who controlled the house and the senate in 2012,Republicans controlled the House; Democrats controlled the Senate.,"During 2012 (112th Congress) and after the 2012 elections, Republicans held the House majority and Democrats held the Senate majority.","['Republican', 'Democratic']"
