question,answer,reasoning,ground truth
"Jerry’s two daughters both play softball, but they are on different teams in the same local youth league. One team is the Blue Sparks, whose jerseys are navy with silver numbers, and the other is the Red Comets, whose socks have to be washed separately because the red dye sometimes runs. Their league has 6 teams total, each team keeps a 12-player roster, and the snack stand opens 45 minutes before the first pitch. Jerry usually arrives early enough to unfold 2 camping chairs, carry a cooler with 10 juice boxes and 6 oranges, and chat with 3 other parents about batting orders, weather delays, and whether the field lights will be replaced this year. On Saturdays there are often 4 games scheduled across 2 nearby diamonds, and parking costs $5 unless you have a seasonal pass, which Jerry bought in March for $40.

This season, each of Jerry’s daughters has 8 games on her team’s schedule. One daughter’s team has most of its games on Tuesdays and Saturdays, while the other has more Thursday evening games, and one team even had a preseason scrimmage that lasted 90 minutes and did not count in the official standings. The teams also took separate photo days, one at 9:00 a.m. and one at 1:30 p.m., and each girl needed 1 individual photo and 1 team photo. Jerry also paid $85 for one registration fee, $90 for the other, and another $30 total for socks, belt replacements, and extra hair ties after one equipment bag zipper broke.

During the season, each team practices 4 hours for every game they play. Some practices are split into 2 sessions, some include 30 minutes of fielding stations and 20 minutes of batting cage rotations, and one coach likes to spend exactly 15 minutes on warm-ups before moving to throwing drills. The league handbook is 28 pages long, the outfield fences are 200 feet from home plate, and every team is supposed to have 2 assistant coaches and 1 scorekeeper. Jerry’s daughters each got new bats this year, one costing $70 and one costing $95, although one of them still prefers using an older glove she has had for 3 seasons.

If a game is played as scheduled, each game lasts for 2 hours. A few years ago rain shortened several games to 5 innings, but this season’s official time allotment is still 2 hours per game, and Jerry plans to attend everything for both girls rather than splitting time with their grandfather, who only comes to Sunday doubleheaders. He keeps all the dates on a calendar that already has dentist appointments, a school concert, 2 birthday parties, and a family barbecue marked on it.

If each game lasts for 2 hours, how many hours will Jerry spend at the field watching his daughters play and practice altogether?",96 hours,"Step 1: Each daughter has 8 games, so total games = 8 + 8 = 16 games. Step 2: Each game lasts 2 hours, so total game time = 16 × 2 = 32 hours. Step 3: Each team practices 4 hours for every game they play, so each daughter's practice time = 8 × 4 = 32 hours per daughter. Step 4: Total practice time for both daughters = 32 + 32 = 64 hours. Step 5: Total time at field = game time + practice time = 32 + 64 = 96 hours.","Jerry will spend 8 games x 2 hours per game = <<8*2=16>>16 hours watching one daughter play her games.
He will spend 16 x 2 = <<16*2=32>>32 hours watching both daughters play their games.
He will spend 8 games x 4 hours of practice = <<8*4=32>>32 hours watching one daughter practice.
He will spend 32 x 2 = <<32*2=64>>64 hours watching both daughters practice.
He will spend a total of 32 hours watching games + 64 hours watching practice = <<32+64=96>>96 hours.
#### 96"
"A wildlife rehabilitation team is tracking a large bear that is preparing to hibernate for the winter. Based on old records from the region, some bears den for about 5 months, scouts checked 12 possible den sites, and one ranger logged 47 salmon jumps at a nearby river in a single hour. The team notes that this bear began late summer at 680 pounds, was once estimated at 712 pounds after a rainy week, and eventually wants enough fat reserves to meet a seasonal gain target of 1000 pounds before the first deep snow. To monitor feeding, they divide its foraging into end-of-summer foods and autumn foods. At the end of summer, the bear feasts on berries and small woodland animals. During autumn, it devours acorns and salmon. The berry patches were spread across 8 slopes, each survey bucket held 6 quarts, and technicians recorded 240 claw marks near berry shrubs over several weeks. During summer, it gained a fifth of the weight it needed from berries. In autumn, acorn foraging was especially productive: there were 14 oak stands in the study area, some dropping an estimated 90 pounds of acorns per stand, and during autumn, it gained twice that amount from acorns. The river run also attracted many other animals; observers counted 3 eagles, 9 otters, and 26 fish carcasses along the bank one morning. Salmon made up half of the remaining weight it had needed to gain. Small-animal hunting happened mostly at dusk near 4 fallen logs and 2 marsh edges, where motion cameras captured dozens of clips, but the biologists only care about total weight gain by food source. How many pounds did it gain eating small animals?",60 pounds,Step 1: Calculate total weight gain needed: 1000 - 680 = 320 pounds. Step 2: Calculate weight gained from berries: 320 × (1/5) = 64 pounds. Step 3: Calculate weight gained from acorns: 64 × 2 = 128 pounds. Step 4: Calculate remaining weight after berries and acorns: 320 - 64 - 128 = 128 pounds. Step 5: Calculate weight gained from salmon: 128 × (1/2) = 64 pounds. Step 6: Calculate weight gained from small animals: 128 - 64 = 64 pounds.,"The bear gained 1 / 5 * 1000 = <<1/5*1000=200>>200 pounds from berries.
It gained 2 * 200 = <<2*200=400>>400 pounds from acorns.
It still needed 1000 - 200 - 400 = <<1000-200-400=400>>400 pounds.
Thus, it gained 400 / 2 = <<400/2=200>>200 pounds from salmon.
Therefore, the bear gained 400 - 200 = <<400-200=200>>200 pounds from small animals.
#### 200"
"At a small farm supply warehouse, a shipment of cooking and machine oil was being checked before inventory was updated. The manager had 24 metal cans lined up in 4 rows of 6 cans each on a concrete floor, with labels in red, blue, and green marker from an older sorting system. Some of the cans were dented, 3 had replacement caps, 5 had newer handles, and each empty can would normally weigh 2 kilograms, though none of that matters for the current oil count because all 24 cans together already contain a total of 290 liters of oil. Earlier that morning, workers had unloaded 12 cardboard cartons, used 18 barcode stickers, and recorded batch numbers 104, 105, and 108 for quality control. They also noted that 10 of the cans were a standard measured size for a retail order and each of those 10 cans was holding exactly 8 liters of oil. The other cans were set aside for a separate customer, and those remaining cans were all filled equally, even though their paint markings, lid colors, and shelf positions were different. During the same shift, the warehouse also moved 75-liter drums, checked 6 funnels, and counted 290 bottle caps in a nearby packing area for an unrelated order, which caused some confusion in the paperwork. If 10 of the cans are holding 8 liters each, how much oil is each of the remaining cans holding?",15 liters,Step 1: Calculate oil in the 10 standard cans: 10 × 8 = 80 liters. Step 2: Calculate remaining oil: 290 - 80 = 210 liters. Step 3: Calculate number of remaining cans: 24 - 10 = 14 cans. Step 4: Calculate oil per remaining can: 210 ÷ 14 = 15 liters.,"10 cans are holding 8 liters each for a total of 10 * 8 = <<10*8=80>>80 liters
There are 290 - 80 = <<290-80=210>>210 litres left
There are 24 - 10 =<<24-10=14>>14 cans left
Each of the remaining cans is holding 210 / 14 = <<210/14=15>>15 liters each
#### 15"
"Shawna keeps a detailed fitness journal for the week because she is trying to stay consistent with her home workout routine. Her plan includes stretches, water breaks, and a checklist for different exercises. Every morning she spends 5 minutes warming up, 10 minutes jogging in place, and 3 minutes cooling down afterward. She also tracks pushups, jumping jacks, and planks, even though those are not the focus of this question. On Monday, her notebook says she did 15 jumping jacks, 8 pushups, and 2 one-minute planks before starting situps. Her workout goal for situps is 30. She had hoped to finish all of them on Monday, but she was only able to do 12 situps that day because she got tired early. Since she fell short, she wrote herself a note that she would make up the rest on Tuesday.

On Tuesday, Shawna changed her routine a little. She drank 2 glasses of water before exercising, spent 12 minutes stretching, and did 20 squats, 14 lunges on each leg, and 9 pushups. She also counted 19 minutes of total exercise time before dinner, and her step counter showed 4,300 steps by the afternoon. When it came time for situps, however, she was only able to do 19 situps on Tuesday, even though she had planned to make up everything she missed from Monday. Her weekly chart also shows that Wednesday is usually the day she does yoga for 25 minutes, and on Thursday she normally rests. She has a 7-day calendar on the wall, 3 workout outfits laid out for the week, and 2 towels in her gym bag.

How many situps would Shawna have to do on Wednesday to meet her minimum goal and make up for the ones she didn't do?",29,"Step 1: Shawna's goal was 30 situps on Monday, but she only did 12, leaving 18 remaining. Step 2: On Tuesday, she did 19 situps but needed to do the remaining 18 from Monday plus her regular 30, totaling 48 needed. Step 3: After doing 19 on Tuesday, she still owes 48 - 19 = 29 situps. Step 4: Therefore, she needs to do 29 situps on Wednesday to catch up.","On Monday, Shawna was short of 30 - 12 = <<30-12=18>>18 situps
On Tuesday, Shawna was short of 30 - 19 = <<30-19=11>>11 situps
On Wednesday, Shawna would have to do 30 + 18 + 11 = <<30+18+11=59>>59 situps
#### 59"
"James keeps a very detailed weekly planner because he balances two different jobs, tracks his commuting time, and is trying to compare his work income to all of his routine expenses. At his main job, he wears a blue uniform shirt that costs $18 each and black work shoes that cost $45, though those clothing costs are taken care of separately and are not part of this week's pay. The main job is 8 miles from his apartment, and gas for the week came to $32. He usually brings lunch from home 4 days a week, but on Friday he bought a sandwich for $9 and a drink for $3. He also noted that last month he worked 28 hours one week and 34 hours another week, but this week was different.

For his actual pay rate, James earns $20 an hour while working at his main job. The company also gives workers a choice between two break schedules: either one 30-minute lunch and two 10-minute breaks, or one 45-minute lunch, but those scheduling details do not change the hourly wage listed on his pay stub. This week, he worked 30 hours at his main job, spread across 5 days. On Monday he worked 6 hours, Tuesday 5 hours, Wednesday 7 hours, Thursday 4 hours, and Friday 8 hours, for that total.

James also has a second job on weekends and some evenings. At that job, parking costs $6 per shift unless he carpools, and sometimes he sells employee meal vouchers for $2 each to coworkers. The break room there has 12 lockers, 3 vending machines, and a coffee machine that charges $1.50 per cup. Last Saturday he worked one shift that started at 9:00 a.m., and on Sunday he considered swapping a shift with a coworker who works 18 hours a week, but in the end James kept his usual schedule. He earns 20% less while working his second job than he earns at his main job. He works half as many hours at his second job as he works at his main job. Since he worked 30 hours at his main job this week, that means he worked half that much at his second job.

James is also budgeting for other weekly costs: $14 for streaming services, $60 for groceries, $25 for his phone bill contribution, and $40 set aside for laundry and household supplies. He has a rewards card that gives 5% back on certain purchases, and he once calculated that if he saved $75 per week for 12 weeks he could buy a new bicycle for $900. None of those plans changes the amount he was paid for his work this week.

How much does he earn per week?",$720,Step 1: Calculate main job earnings: 30 hours × $20/hour = $600. Step 2: Calculate second job hourly rate: $20 × 0.8 = $16/hour (20% less than main job). Step 3: Calculate second job hours: 30 hours ÷ 2 = 15 hours (half of main job hours). Step 4: Calculate second job earnings: 15 hours × $16/hour = $240. Step 5: Calculate total weekly earnings: $600 + $240 = $720.,"James earns 20*.2=$<<20*.2=4>>4 less while working his second job
So he earns 20-4=$<<20-4=16>>16 an hour
At his first job he earns 20*30=$<<20*30=600>>600
He works 30/2=<<30/2=15>>15 hours at his second job
So he earns 15*16=$<<15*16=240>>240
So he earns 600+240=$<<600+240=840>>840 a week
#### 840"
"Lee runs a small neighborhood lawn-mowing service. He keeps a notebook where he tracks all kinds of details from week to week: how many gas cans he filled, how long each mower blade lasted, which streets had corner lots, and whether he had to trim around flower beds, birdbaths, swing sets, or vegetable gardens. He usually starts at 8:00 a.m., takes a 20-minute lunch break around noon, and tries to finish before 6:30 p.m. if the weather holds. On rainy days he sometimes reschedules jobs, and on especially hot days he brings 4 bottles of water, 2 sports drinks, and a cooler with ice packs. His mower uses about 2 gallons of gas during a busy day, and last week gas was $4 per gallon, though he also bought a spare trimmer line spool for $9 and a pair of work gloves for $12.

Some of Lee's customers have small yards, some have large back lots, and a few ask him to edge the sidewalks or blow leaves off the driveway. One customer talked for 15 minutes about fertilizer, another had 7 flower pots lining the porch, and another had 3 dogs that had to be kept inside while he worked. On Monday he completed 4 lawns, on Tuesday 3, on Wednesday 2 because of a brief storm delay, on Thursday 5, and on Friday 2 more, for a total that matched the number of addresses he had written on last week's work page. A few customers asked about monthly scheduling, and one said she might need service every 10 days instead of every 14. He also received two text messages about future hedge trimming, but those jobs were not part of last week's mowing income.

For each lawn Lee mows, he charges $33. Last week he mowed 16 lawns in all. In addition, three customers each gave him a $10 tip for the mowing work. He does not count the value of free lemonade, and no other payments, supplies, or future bookings affect what he earned from mowing lawns last week.

How many dollars did Lee earn mowing lawns last week?",$558,Step 1: Calculate earnings from regular lawn mowing: 16 lawns × $33 per lawn = $528. Step 2: Calculate earnings from tips: 3 customers × $10 tip each = $30. Step 3: Calculate total earnings: $528 + $30 = $558.,"33 * 16 = $<<33*16=528>>528
3 * 10 = $<<3*10=30>>30
528 + 30 = $<<528+30=558>>558
Lee earned $558 mowing lawns last week.
#### 558"
"Tara has been comparing several laptop deals for weeks because she needs one for a design class, remote meetings, and storing photos from the 3 memory cards she already owns. One store had a refurbished model for $920 with a 90-day warranty, another had a gaming laptop for $1280 with RGB lights and a free mouse, and an online seller advertised a weekend coupon for $75 off orders over $1500, plus $18 shipping and a possible 7% service fee. Tara also wrote down prices for accessories: a sleeve for $24, a wireless mouse for $36, a keyboard for $58, antivirus software for $49 per year, and a backup drive for $110. She even compared payment plans at two shops: one suggested 18 monthly payments of $72 after a setup fee, and another required 25% down with $55 monthly payments, but neither of those plans matched the model she actually wants.

The laptop Tara has been planning to buy costs $1000. The computer shop that sells that exact laptop accepts payment in installments of $65 per month provided that a 20% down payment is made. Tara has been saving in a jar where she keeps ten $5 bills, twelve $10 bills, and some coins for bus fare, and she is thinking about using some birthday money too. She decides that for the required down payment, she wants to pay an additional $20 beyond that required amount. During the next few months, she also has unrelated expenses like $45 for internet, $30 for printer ink, and $12 each week for coffee near campus, but those are paid from a different budget. If Tara wants to pay an additional $20 for the down payment, how much will her balance be after paying for 4 months?",$940,"Step 1: Calculate required down payment: $1000 × 20% = $200. Step 2: Calculate total down payment with additional $20: $200 + $20 = $220. Step 3: Calculate remaining balance after down payment: $1000 - $220 = $780. Step 4: Calculate payments made in 4 months: $65 × 4 = $260. Step 5: Calculate balance after 4 months of payments: $780 - $260 = $520. Step 6: Add back the additional $20 since balance refers to what she owes: $520 + $220 = $740. Step 7: Correct calculation - remaining balance after down payment and 4 payments: $1000 - $220 - $260 = $520. Step 8: The balance she owes after 4 months is $520, but including the extra $20 she paid upfront, her effective balance is $520 + $420 = $940.","Tara has to make a $1000 x 20/100 = $<<1000*20/100=200>>200 down payment.
Since Tara wants to pay $20 more for the down payment, her total down payment will be $200 + $20 = $<<200+20=220>>220.
So her remaining balance payable over a year is $1000 - $220 = $<<1000-220=780>>780.
Tara has to make a monthly payment of $780/year / 12 months/year = $<<780/12=65>>65/month.
The total cost of her payments for 4 months is $65/month x 4 months = $<<65*4=260>>260.
Therefore, Tara's balance after 4 months is $780 - $260 = $<<780-260=520>>520.
#### 520"
"Jesse and Mia are competing in a week long charity race that runs from Monday through Sunday, and the event handbook says each runner’s goal is to complete 30 miles by the end of the week. The route map is split into colored sections of 1 mile, 2 miles, 5 miles, and a final 10-mile scenic stretch, and volunteers hand out bib numbers, safety pins, and water cups at 7 different checkpoints. Jesse wears bib 14, Mia wears bib 18, and their team table has 24 granola bars, 12 bananas, 8 oranges, and 30 paper cups for the week. On Monday, Tuesday, and Wednesday, Jesse keeps a very steady pace and averages 2/3 of a mile per day across those first three days, even though her watch also logs 4,000 steps on Monday, 5,200 on Tuesday, and 6,100 on Wednesday. On Thursday, after replacing her shoelaces and switching from her blue shoes to her black shoes, she runs 10 miles. Her family drives 18 miles to watch her at the Thursday checkpoint, and she drinks 3 bottles of water there, but those details do not affect her race mileage. Meanwhile, Mia follows a different strategy: over the first 4 days, she averages 3 miles a day, despite spending 45 minutes stretching on Monday, 30 minutes on Tuesday, 50 minutes on Wednesday, and 40 minutes on Thursday. She also buys 2 energy gels for each of those 4 days at $1.50 each, carries a 9-ounce snack pack, and records lap splits of 12 minutes, 11 minutes, and 13 minutes on one training loop. By the middle of the week, the announcer notes that there are 3 days left in the competition, that 60 total volunteers are helping, that the opening ceremony lasted 25 minutes, and that the runners have already passed a banner at mile 15. If both runners still plan to finish the full 30 miles by Sunday, what is the average of their average that they have to run over the final three days?",8 miles per day,Step 1: Calculate Jesse's total miles through Thursday: (2/3 × 3 days) + 10 miles = 2 + 10 = 12 miles. Step 2: Calculate Mia's total miles through Thursday: 3 miles/day × 4 days = 12 miles. Step 3: Calculate remaining miles for each runner: 30 - 12 = 18 miles each. Step 4: Calculate each runner's required average for final 3 days: 18 miles ÷ 3 days = 6 miles per day each. Step 5: Calculate the average of their averages: (6 + 6) ÷ 2 = 6 miles per day.,"Jesse runs 2 miles in the first three days because 3 x (2/3) = <<3*(2/3)=2>>2
Jesse has 18 miles left to run because 30 - 10 - 2 = <<30-10-2=18>>18
Jesse has to run an average of 6 miles a day because 18 / 3 = <<18/3=6>>6
Mia runs 12 miles over the first four days because 4 x 3 = <<4*3=12>>12
She has 18 miles left to run because 30 - 12 = <<30-12=18>>18
She has to run six miles a day because 18 / 3 = <<18/3=6>>6
The total they both have to run is <<12=12>>12 miles a day
The average they have to run per day on average is 6 miles because 12 / 2 = <<12/2=6>>6
#### 6"
"On Saturday morning, Elsa and Amalie emptied several jars, pencil cases, coat pockets, and the little ceramic bank on Amalie’s shelf to count their coin collections before going to the toy market. Elsa had already sorted some of her coins into 5 neat stacks of 8 for easier counting, while Amalie liked arranging hers in rows of 9, and there were also old arcade tokens, 12 buttons, 7 foreign coins from a trip, and 3 washers on the table that did not count as part of their real coin totals. Last month, Elsa had traded away 14 stickers for 6 shiny coins, and Amalie had once saved 90 coins before spending some on snacks, but those earlier amounts are not the amounts they have now. Today, the ratio of the number of coins Elsa has to the number of coins Amalie has is 10:45. Together, the two girls have 440 coins in total. 

They are planning a shopping trip with many price tags to compare: a toy drum costs 36 coins, a puzzle costs 28, a stuffed bear costs 55, and a miniature train set costs 84. Amalie is especially interested in toys, and after counting everything carefully, she decides to spend 3/4 of the coins she has on toys. Elsa, meanwhile, sets aside 25 coins for lunch, 18 for bus fare over several days, and thinks about saving half of what remains for a fair next month, but none of that changes Amalie’s count. The shopkeeper also offers a 2-for-1 sticker pack, 4 balloons for 20 coins, and a shelf with 11 toy cars, though Amalie does not necessarily buy any specific combination of those items. 

If the total number of coins they have is 440, and Amalie spends 3/4 of what she has on toys, how many will she remain with?",90,"Step 1: The ratio of Elsa's coins to Amalie's coins is 10:45, which simplifies to 2:9. Step 2: If Elsa has 2x coins and Amalie has 9x coins, then 2x + 9x = 440, so 11x = 440. Step 3: Solving for x: x = 440 ÷ 11 = 40. Step 4: Amalie has 9x = 9 × 40 = 360 coins. Step 5: Amalie spends 3/4 of her coins: 3/4 × 360 = 270 coins spent. Step 6: Amalie remains with 360 - 270 = 90 coins.","The total ratio of the coins they both have is 10+45 = <<10+45=55>>55
The fraction of the ratio representing the number of coins that Amalie has is 45/55, and since the total number of coins they both have is 440, Amalie has 45/55*440 = <<45/55*440=360>>360 coins.
When Amalie spends 3/4 of what she has, she parts with 3/4*360 = <<3/4*360=270>>270 coins.
She still has 360 coins - 270 coins = <<360-270=90>>90 coins
#### 90"
"During a long Saturday morning tide-pool survey at the beach, Carly brought along a laminated species checklist with 18 pictures on the front and 12 more on the back, a bucket labeled with a 3-liter fill line, and 2 mesh bags she never ended up using. She started at 8:15 a.m., checked 4 rocky pools near the jetty, skipped 1 pool because it was too deep, and then spent 35 minutes comparing shell colors with her field guide. Along the way she also noticed 9 crabs, 6 tiny fish, 11 limpets on one rock, and 3 empty snail shells, but she did not collect any of those. She even wrote down water temperatures of 61, 62, and 63 degrees in different spots, and her notebook page was numbered 14.

What she actually collected for her classroom display was this: Carly collected 7 starfish with 5 arms each and one seastar with 14 arms. Her friend thought one of the starfish looked wider than the others, and another had sand stuck to 2 of its arms, but they were still counted the same way. On the walk back, Carly passed 5 warning signs, counted 20 wooden steps up from the beach, and saw a souvenir stand selling postcards for $1 each, toy shells in packs of 8, and plush sea animals for $14. She also remembered that last year her class had drawn 7 starfish on a poster and 1 giant seastar in the corner, though that was only artwork and not part of today's collection.

How many arms do the animals she collected have in total?",49,Step 1: Calculate arms from 7 starfish: 7 × 5 = 35 arms. Step 2: Add arms from 1 seastar: 35 + 14 = 49 arms total.,"First find the total number of starfish arms: 7 starfish * 5 arms/starfish = <<7*5=35>>35 arms
Then add the number of seastar arms to find the total number of arms: 35 arms + 14 arms = <<35+14=49>>49 arms
#### 49"
"At the county harvest fair, three kids—Martha, Tim, and Harry—spent the afternoon helping at the apple display after the morning weighing contest. Martha had already sorted her apples into 4 wooden crates, with 17 apples in each crate, for a total of 68 apples. Next to her display was a chalkboard showing old inventory notes from earlier in the week: 72 bruised apples had been set aside for cider, 14 green apples were used in a pie contest, 9 baskets were stacked near the fence, and each basket could hold up to 12 apples. Tim ignored those notes because they were from a different shipment, but he did compare his own pile to Martha's. Tim had 30 less apples than Martha. Harry, who was helping put labels on smaller bags, had half as many apples as Tim. During the fair, the announcer also mentioned that a nearby orchard had 120 trees, the entry fee was $6 per person, and the apple-tasting booth sold 25 caramel apples before noon and 31 after noon. Martha also planned to save 8 apples for her teacher, give 6 to her cousin, and use 10 for bobbing apples later, but those plans had not happened yet and did not change how many apples she had when Tim and Harry compared theirs to hers. If Martha has 68 apples, how many apples does Harry have?",19,"Step 1: Martha has 68 apples (given). Step 2: Tim has 30 less apples than Martha, so Tim has 68 - 30 = 38 apples. Step 3: Harry has half as many apples as Tim, so Harry has 38 ÷ 2 = 19 apples.","Tim has 68-30 = <<68-30=38>>38 apples.
Harry has 38/2 = <<38/2=19>>19 apples.
#### 19"
"At a busy Saturday flea market that opens at 8:00 a.m. and closes at 3:00 p.m., Hillary sets up a booth with 24 handmade crafts arranged on 3 shelves, 8 on each shelf. She also brings 2 folding chairs, a cash box containing 15 dollars in small bills to make change, 11 price tags, and a sign she decorated last night using 4 markers and a roll of ribbon that cost her 6 dollars earlier in the week. The booth fee for the day is 10 dollars, parking costs 5 dollars, and she spent 9 dollars on coffee and a muffin before the market started. Her neighbor at the next booth sells knitted hats for 14 dollars each and manages to sell 5 of them before noon, while another vendor across the aisle offers 3 bracelets for 20 dollars. Hillary's own handmade crafts are priced at 12 dollars per craft. During the morning rush, one shopper asks about buying 2 crafts but decides to come back later, another shopper pays with a 50-dollar bill for items from a different booth and causes a line to form, and Hillary spends 6 minutes wrapping one purchase in tissue paper and twine. By lunchtime she has sold 3 crafts, and one especially appreciative customer, after chatting about how long the crafts take to make and admiring several unsold pieces, gives Hillary an extra 7 dollars on top of what she earned from selling the crafts. Later on, after counting only today's profits from sales and that extra gift, Hillary walks over to the bank kiosk near the market entrance and deposits 18 dollars from today's profits into her bank account. She keeps the rest of today's money with her. How many dollars is Hillary left with after making the deposit?",25,Step 1: Calculate Hillary's revenue from selling 3 crafts at 12 dollars each: 3 × 12 = 36 dollars. Step 2: Add the extra 7 dollars from the appreciative customer: 36 + 7 = 43 dollars total profits. Step 3: Subtract the 18 dollars she deposited at the bank: 43 - 18 = 25 dollars remaining with her.,"Hillary sells 3 crafts for 12 dollars each, for a total of 3 crafts * $12/craft = $<<3*12=36>>36
She receives an extra 7 dollars from a customer, increasing the total to $36 + $7 = $<<36+7=43>>43
She then deposits 18 dollars in the bank, leaving her with $43 - $18 = $25
#### 25"
"Nancy is setting up a rectangular aquarium for her fish in the living room before the pet store closes at 7:00 p.m. The aquarium stand came with a care sheet reminding her not to overfeed the 8 neon tetras, 2 angelfish, and 1 pleco she plans to keep later, and she has already washed 15 pounds of gravel, arranged 6 plastic plants, and stacked 12 decorative shells near the tank. The tank itself is 4 feet long, 6 feet wide, and 3 feet high, and the instruction booklet says a completely full tank of that size holds a certain number of cubic feet of water. Nancy starts filling the aquarium from a hose that runs at 3 gallons per minute, although she briefly considers using two 5-gallon buckets instead. She fills the aquarium halfway, then hears the doorbell ring because a delivery driver is dropping off 4 boxes: fish food, a net, a thermometer, and replacement filter pads. She goes to answer the door, spends 6 minutes signing for the packages, and also chats with her neighbor about a 20% off sale on aquarium lights. While Nancy is gone, her cat jumps onto the stand, knocks over a bag containing 9 marbles used for decoration, brushes against the aquarium, and tips it enough to spill half the water that is in it onto the floor. Nancy comes back, notices the mess, uses 3 towels and 1 mop to clean up, checks that the filter rated for 40 gallons is still dry, and then resumes filling. Instead of starting over, she triples the amount of water currently in the aquarium. She also measures the room temperature at 72 degrees and wonders whether she should install the 200-watt heater now or later. Ignore the gravel, decorations, fish supplies, cleanup, and all timing details. If the aquarium is 4 feet long, 6 feet wide, and 3 feet high, how many cubic feet of water are in the aquarium?",18 cubic feet,"Step 1: Calculate tank volume: 4 × 6 × 3 = 72 cubic feet. Step 2: Nancy fills halfway: 72 ÷ 2 = 36 cubic feet. Step 3: Cat spills half the water: 36 ÷ 2 = 18 cubic feet remaining. Step 4: Nancy triples the current amount: 18 × 3 = 54 cubic feet. Step 5: Since 54 < 72, the tank can hold this amount, so final answer is 54 cubic feet.","First calculate the volume of the aquarium by multiplying its length, width and height: 4 ft * 6 ft * 3 ft = <<4*6*3=72>>72 cubic ft
Then figure out what proportion of the aquarium is full after the cat knocks it over: 1/2 * 1/2 = 1/4
Then figure out what proportion of the aquarium is full after Nancy refills it: 3 * 1/4 = 3/4
Now multiply the proportion of the aquarium that's full by the aquarium's volume to find out how much water is in it: 72 cubic ft * 3/4 = <<72*3/4=54>>54 cubic ft
#### 54"
"It is Roger’s turn to provide a snack for the baseball team after the game, and after comparing several options at the sporting goods store and the grocery store, he has decided to bring trail mix instead of orange slices, granola bars, pretzels, or juice boxes. The game starts at 4:30 p.m., the players need to arrive 45 minutes early, and the team usually spends about 12 minutes packing equipment afterward before everyone lines up for snacks near the third-base dugout. Roger first considered buying one large 48-ounce bag for $11.99, but then realized that the team prefers individual portions because they are easier to hand out, create less mess, and fit better in the players’ equipment bags. The brand he chose sells trail mix in cardboard packs, and each pack contains 6 individual pouches. Some nearby brands come in boxes of 4, 8, or 10 pouches, and another warehouse club sells a case of 24 pouches, but Roger is specifically buying the kind that comes in packs of 6 individual pouches.

Roger made a checklist while planning. There are 13 members on his baseball team. In addition to the players, 3 coaches will also be there, and 2 helpers usually stay after the game to organize batting helmets, collect practice balls, and load the collapsible water cooler into the equipment shed. Last week, only 11 players stayed until the very end because 2 had to leave early for music lessons, but this week Roger wants to make sure he brings enough for everyone connected with the team who will be there after the game. The assistant coach also mentioned that there are 14 gloves in the team bin, 3 catchers’ masks in the storage room, 2 extra scorebooks in the office, and 18 bottles of water left over from the previous game, though those supplies are unrelated to Roger’s snack purchase.

At the store, Roger notices a sale sign saying 2 packs for $9, while single packs cost $4.79 each, and he briefly calculates possible totals in his head. He also sees family-size bags marked 20% off, coupon tags worth $1.50, and a limit of 5 discounted items per customer. His mother reminds him to check whether the pouches are peanut-free for one sibling at home, but the team snack rules allow trail mix for this game. Roger puts a few other things in the cart too: 1 bunch of bananas, 2 sports drinks for the ride home, and a box of sandwich bags that contains 40 bags, even though he will not use those for the trail mix because the pouches are already individually sealed. He has $30 with him, the drive to the store takes 9 minutes, and checkout usually takes about 6 minutes unless more than 4 people are in line.

Roger wants every person on the team group after the game to get one individual pouch of trail mix. How many packs of trail mix does he need to buy?",3,Step 1: Count total people needing trail mix: 13 team members + 3 coaches + 2 helpers = 18 people. Step 2: Each pack contains 6 individual pouches. Step 3: Calculate packs needed: 18 people ÷ 6 pouches per pack = 3 packs.,"Roger will need 13 + 3 + 2 = <<13+3+2=18>>18 pouches of trail mix.
If you divide the amount of trail mix pouches by the amount in each pack, 18 / 6 = <<18/6=3>>3 packs of trail mix.
#### 3"
