question,answer,ground truth
what is the oath that new citizens take,"""I hereby declare, on oath, that I absolutely and entirely renounce and abjure all allegiance and fidelity to any foreign prince, potentate, state, or sovereignty, of whom or which I have heretofore been a subject or citizen; that I will support and defend the Constitution and laws of the United States of America against all enemies, foreign and domestic; that I will bear true faith and allegiance to the same; that I will bear arms on behalf of the United States when required by the law; that I will perform noncombatant service in the Armed Forces of the United States when required by the law; that I will perform work of national importance under civilian direction when required by the law; and that I take this obligation freely, without any mental reservation or purpose of evasion; so help me God.""",['United States Oath of Allegiance']
who is under the mask of darth vader,Anakin Skywalker,['Anakin Skywalker']
who had a baby at 100 in the bible,Abraham,"['Sarah', 'Abraham']"
what age do you need to be to buy a bb gun,"The minimum age to buy a BB gun varies by location, but is typically 18 years old in most US states.",['18']
ethiopia flight 961 crashes in to the sea,"Ethiopian Airlines Flight 961 crashed into the Indian Ocean near Grande Comore, Comoros on November 23, 1996, after being hijacked and running out of fuel. 125 of the 175 people aboard died in the crash.",['23 November 1996']
where was percy jackson and the olympians filmed,"Percy Jackson and the Olympians was filmed primarily in Vancouver, British Columbia, Canada, with additional locations including New York, Georgia, and other parts of Canada.","['Vancouver', 'Mission, British Columbia']"
how many seasons of vampire diaries r there,8,"['eight', '8']"
how many episodes are there in dragon ball z,291 episodes,"['291 episodes', '291']"
who plays auggie in the movie the wonder,Jacob Tremblay,['Jacob Tremblay']
when was the first australian prime minister elected,1901,"['Sir Edmund Barton', '1901']"
who plays matthew on anne with an e,R.H. Thomson,['R. H. Thomson']
who is the girl in green day 21 guns,Lisa Stelly,['Lisa Stelly']
who plays joker in batman the dark knight,Heath Ledger,['Ledger']
when was the south asian association for regional co-operation (saarc) formed,"The South Asian Association for Regional Cooperation (SAARC) was formed on December 8, 1985.","['December 1985', '8 December 1985']"
when was the first hunger games book published,"March 23, 2008","['September 14, 2008', '2008']"
who did bette midler portray in the rose,Mary Rose Foster,['Mary Rose Foster']
who is the lead singer of depeche mode,Dave Gahan,['David Gahan']
where did the butchers in the slaughterhouse cases live,"New Orleans, Louisiana",['New Orleans']
who developed the concept of total quality management,W. Edwards Deming,['W. Edwards Deming']
who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis,"['Cathy Dennis and Rob Davis', 'Rob Davis', 'Cathy Dennis']"
where does no game no life anime end,"The No Game No Life anime ends at Volume 3 of the light novel series, concluding with Sora and Shiro's victory over the Werebeasts in their game against Izuna Hatsuse.","['the Elkia Federation', 'the sixth volume']"
when did taylor swift's first album release,"October 24, 2006","['October 24, 2006', '2005']"
what are the three fifty shades of grey books,"The three Fifty Shades of Grey books are:

1. Fifty Shades of Grey
2. Fifty Shades Darker
3. Fifty Shades Freed","['Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed']"
who has the power (judicial) to make decisions in courts of law,Judges,['judges']
what are the ranks in the us navy,"**Enlisted Ranks:**
- Seaman Recruit (SR/E-1)
- Seaman Apprentice (SA/E-2)
- Seaman (SN/E-3)
- Petty Officer Third Class (PO3/E-4)
- Petty Officer Second Class (PO2/E-5)
- Petty Officer First Class (PO1/E-6)
- Chief Petty Officer (CPO/E-7)
- Senior Chief Petty Officer (SCPO/E-8)
- Master Chief Petty Officer (MCPO/E-9)

**Warrant Officers:**
- Chief Warrant Officer 2 (CWO2/W-2)
- Chief Warrant Officer 3 (CWO3/W-3)
- Chief Warrant Officer 4 (CWO4/W-4)
- Chief Warrant Officer 5 (CWO5/W-5)

**Commissioned Officers:**
- Ensign (ENS/O-1)
- Lieutenant Junior Grade (LTJG/O-2)
- Lieutenant (LT/O-3)
- Lieutenant Commander (LCDR/O-4)
- Commander (CDR/O-5)
- Captain (CAPT/O-6)
- Rear Admiral (Lower Half) (RDML/O-7)
- Rear Admiral (Upper Half) (RADM/O-8)
- Vice Admiral (VADM/O-9)
- Admiral (ADM/O-10)
- Fleet Admiral (FADM/O-11) - wartime only","['E-8s senior chief petty officer', 'E-9s master chief petty officer']"
i was a great islamic scholar and mathematician who died in 1131 ce,Al-Ghazali,['Omar Khayyam']
who is the coach for the ottawa senators,D.J. Smith,['Guy Boucher']
last episode of what happens to my family,Episode 53,['53']
when is the last time the vikings were in the nfc championship,"January 24, 2018","['1976', '2017/18']"
what are the colors of the netherlands flag,"Red, white, and blue.","['blue', 'white', 'red']"
where is lord's prayer found in bible,The Lord's Prayer is found in Matthew 6:9-13 and Luke 11:2-4.,['in the Gospel of Luke']
when was the last time oklahoma won a national championship in football,2000,"['2003', '2000']"
location of the ten commandments in the bible,Exodus 20:1-17 and Deuteronomy 5:4-21,"['Exodus', 'Deuteronomy']"
where did the allies go after north africa,Sicily and Italy,"['Italy', 'the Italian Campaign']"
what is the meaning of veronica in english,"The name Veronica means ""true image"" or ""bearer of victory"" in English.",['she who brings victory']
what is the name of the main artery which takes blood from the heart to the body,Aorta,"['The aorta', 'aorta']"
who played solomon in little house on the prairie,Todd Bridges,['Todd Bridges']
who does eric end up with in that 70s show,Donna Pinciotti,['Donna']
an object that moves around an external axis is said to be,revolving,"['revolution or orbital revolution', 'orbit']"
architectural elements forming rib vaults eg wells cathedral,"Flying buttresses, pointed arches, ribbed vaulting, clustered columns, tiercerons, liernes, bosses","['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']"
who sang the song good morning good morning,The Beatles,"['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']"
who wrote papa got a brand new bag,James Brown,['James Brown']
where does a roadrunner live in the desert,"Roadrunners live in the Sonoran, Chihuahuan, and Mojave deserts of the southwestern United States and northwestern Mexico, typically inhabiting areas with sparse vegetation, scrublands, and rocky terrain.","['mountainous shrubland', 'arid lowland']"
who wrote it's a long long way to pasadena,The Thrills,"['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']"
what's the dog's name on tom and jerry,Spike,['Spike']
who are nominated for president of india 2017,"The nominees for President of India in 2017 were:

1. Ram Nath Kovind (BJP candidate)
2. Meira Kumar (Opposition candidate)","['Meira Kumar', 'Ram Nath Kovind']"
where does the path train stop in newark,"The PATH train stops at Newark Penn Station in Newark, New Jersey.",['Newark Penn Station']
where does route 66 start on the west coast,"Santa Monica, California",['in Santa Monica']
who is the first wife on sister wives,Meri Brown,['Meri']
when did houston go to the american league,2013,['2013']
when did they stop cigarette advertising on television,"April 1, 1970","['January 2, 1971', '1970']"
coldplay song i will try to fix you,"""Fix You""","['""Fix You""']"
points on a sphere or angles in a circle are measured in units called,radians,['radians']
the oligodynamic effect is a phenomenon that describes,"The oligodynamic effect is a phenomenon that describes the biocidal action of small amounts of heavy metals, particularly silver, copper, and other metal ions, against microorganisms such as bacteria, viruses, and fungi.",['a biocidal effect of metals']
where does the white witch live in narnia,The White Witch lives in her castle in the northern part of Narnia.,['her castle']
how many games in a row have the uconn women's basketball team won,"I cannot provide a current answer to this question as my knowledge has a cutoff date and UConn women's basketball win streaks change with each game they play. To get the most accurate and up-to-date information, please check current sports news sources or the official UConn athletics website.","['111 straight wins', '111', '90']"
is there a name for the at symbol,"Yes, it is called ""at sign"" or ""commercial at.""","['commercial at', 'at symbol', 'at sign']"
who sings the theme song for the tv show cops,Bad Boys by Inner Circle,"['Inner Circle', 'Jamaican reggae band Inner Circle']"
when was corporal punishment banned in south africa,Corporal punishment was banned in South African schools in 1996 and completely prohibited for children in 2019.,['1997']
who plays captain phasma in star wars the force awakens,Gwendoline Christie,['Gwendoline Christie']
who sings she's like the wind lyrics,Patrick Swayze,"['Wendy Fraser', 'Patrick Swayze']"
when did marathon change its name to snickers,1990,['19 July 1990']
who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,['Bartolomeu Dias']
who ordered the forbidden city to be built,Emperor Yongle of the Ming Dynasty,['Zhu Di']
who sang let me tell you about the birds and the bees,Jewel Akens,['Jewel Akens']
who has the power to approve or veto legislation constitution,The President of the United States has the power to approve or veto legislation under the Constitution.,['the President']
how many seasons of the rugrats are there,There are 9 seasons of Rugrats.,"['9 seasons', '9']"
who is the minister of local government in zimbabwe,July Moyo,['Hon July Moyo']
what was the initial effect of the transition from command to market economies in eastern europe,"The initial effect of the transition from command to market economies in Eastern Europe was economic contraction, with significant drops in GDP, rising unemployment, high inflation, increased poverty, and social disruption across the region during the early 1990s.",['Inequality of opportunity']
when did toyota start making cars in the us,"Toyota started making cars in the US in 1986 at their Georgetown, Kentucky plant.","['by the early 1980s', '1984']"
how many pieces in a terry's chocolate orange,20 pieces,"['six', '20']"
who plays the saint of killers on preacher,Graham McTavish,['Graham McTavish']
when did the royal proclamation of 1763 end,"The Royal Proclamation of 1763 was gradually superseded by subsequent legislation and policies, with the Quebec Act of 1774 being the most significant replacement, though it was never formally repealed and some provisions remain in effect today.","['the American Revolutionary War', 'with the American Revolutionary War', '1783']"
who is playing the halftime show at super bowl 2016,"Coldplay, with special guests Beyoncé and Bruno Mars","['Beyoncé', 'Coldplay', 'Bruno Mars']"
jonny cash one piece at a time car,"The car in Johnny Cash's ""One Piece at a Time"" was a Cadillac that the narrator assembled from parts he smuggled out of the GM factory over many years, resulting in a mismatched vehicle with parts from different model years spanning from 1949 to 1973.",['Cadillac']
what is the minimum wage in france per hour,€11.65 per hour (as of May 2023),"['11.16', '€9.88 per hour.']"
describe the three phases of the normal blood clotting process,"The three phases of the normal blood clotting process are:

1. **Vascular Phase**: Blood vessels constrict to reduce blood flow, and endothelial cells release chemical factors to initiate clotting.

2. **Platelet Phase**: Platelets adhere to the damaged vessel wall, become activated, and aggregate to form a temporary platelet plug.

3. **Coagulation Phase**: A cascade of clotting factors is activated, ultimately converting fibrinogen to fibrin, which forms a mesh that stabilizes the platelet plug into a permanent blood clot.","['blood coagulation', 'vasoconstriction,']"
when did amnesia the dark descent come out,"September 8, 2010",['8 September 2010']
what is the oldest street in the philippines,Colon Street in Cebu City,"['Cebu City', 'Colon Street']"
where is the tibia and fibula bone located,"The tibia and fibula bones are located in the lower leg, between the knee and the ankle.",['leg']
who played bat masterson in the tv series,Gene Barry,['Gene Barry']
who sings sugar sugar you are my candy girl,The Archies,['the Archies']
types of skiing in the winter olympics 2018,"The types of skiing in the 2018 Winter Olympics were:

1. Alpine skiing
2. Cross-country skiing
3. Ski jumping
4. Nordic combined
5. Freestyle skiing
6. Snowboarding (includes ski-like events)
7. Biathlon (combines cross-country skiing and rifle shooting)","['Slalom', 'Downhill', 'Super-G', 'Giant slalom', 'Slalom – (SC)']"
who plays noah newman on the young and the restless,Robert Adamson,['Robert Gillespie Adamson IV']
who has won the most games in nfl 2017,New England Patriots (13-3 regular season record),['Dallas Cowboys']
under article 1 what is the minimum age required to serve in the house of representatives,25 years old,"['25', '25 years old']"
who has the most catches in nfl history,Jerry Rice,['Jerry Rice']
when does the dlc for rainbow six siege come out,"I cannot provide a specific date without knowing which DLC you're referring to, as Rainbow Six Siege releases new seasonal content throughout the year. Please specify which particular DLC or season you're asking about.",['January 2018']
who was the great wall of china built to defend against,The Mongols and other northern nomadic tribes.,"['nomads from Inner Asia', 'nomads from Inner Asia.']"
where does the last name galvez come from,"The last name Galvez comes from Spain, originating from the Galician region in northwestern Spain. It derives from the Galician word ""galvez"" meaning ""from Galicia"" or is related to place names in that region.","['Spanish surname', 'Spanish']"
who opens the church of the holy sepulchre,The Joudeh and Nuseibeh families open the Church of the Holy Sepulchre.,"['the Sunni Muslim family', 'the Nusaybah family']"
when does season 5 of the blacklist resume,I don't have access to current TV scheduling information or the ability to check real-time broadcast dates for The Blacklist season 5.,"['January\xa031,\xa02018']"
the chinese dragons are protectors of how many seas diggy,"I cannot provide an answer to this question as it appears to contain unclear or incorrect information. The term ""diggy"" is not standard in Chinese mythology, and I cannot determine what specific information is being requested.","['Four Seas', 'Four']"
how much money did it cost to make gta v,$265 million,['137']
what is the angle of the tower of pisa,3.97 degrees,"['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']"
what is the share of agriculture in indian economy,Agriculture accounts for approximately 18-20% of India's GDP and employs about 50% of the country's workforce.,"['17.32%', '23%']"
who does demetrius love in a midsummer night dream,Helena,"['Helena', 'Hermia']"
when did the movie varsity blues come out,"January 15, 1999","['1999', 'January\xa015,\xa01999']"
when does the champions league quarter finals start,"The Champions League quarter-finals typically start in early April, with the first legs played on April 9-10, 2024 and the second legs on April 16-17, 2024.","['16 March 2018', '3–4 April 2018']"
who was the famous scientist that ran the research lab moseley went to in manchester,Ernest Rutherford,['Sir Ernest Rutherford']
where do you get a cashiers check from,You get a cashier's check from a bank or credit union.,"['a bank', 'bank']"
who does stefan marry in the vampire diaries,Caroline Forbes,['Caroline Forbes']
what is the meaning of cc and bcc,"CC stands for ""Carbon Copy"" - recipients can see who else received the email.

BCC stands for ""Blind Carbon Copy"" - recipients cannot see who else received the email in the BCC field.","['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']"
hazels boyfriend in the fault in our stars,Augustus Waters,['Augustus Waters']
when does the day of the dead end,November 2nd at midnight.,['November 2']
when do you celebrate birthday if born on feb 29,"People born on February 29 typically celebrate their birthday on February 28 or March 1 during non-leap years, with February 28 being the more common choice.","['February 29', 'February 28', 'March 1']"
where does new york drinking water come from,New York City's drinking water comes primarily from three upstate watershed systems: the Catskill/Delaware watershed (which provides about 90% of the water) and the Croton watershed in Westchester and Putnam counties (which provides about 10% of the water).,['the eastern Catskill Mountains']
where is the citrus bowl held this year,"Orlando, Florida at Camping World Stadium",['Camping World Stadium']
what year does the quiet man take place,1920s,"['the 1920s', 'In the 1920s']"
how many seasons of rules of engagement is there,7 seasons,"['7', 'seven']"
who plays alec ramsay in the black stallion,Kelly Reno,['Kelly Reno']
who plays dusty in the movie pure country,George Strait,['George Strait']
how many episodes of greys anatomy season 14,24 episodes,"['24', '24 episodes', '21']"
who is currently serving as president of the senate,Kamala Harris,"['Orrin Hatch', 'Patrick Leahy']"
what percentage of sunlight is captured by plants to convert it into food energy,Approximately 1-2% of sunlight is captured by plants to convert it into food energy.,"['45%', '3 to 6%']"
what type of economic system was utilized in the soviet union,Command economy (centrally planned economy),"['communism', 'state ownership']"
how many gold medals did australia win in the 2000 olympics,16,['16']
who started ww2 and how did it start,"Nazi Germany under Adolf Hitler started World War II by invading Poland on September 1, 1939, which prompted Britain and France to declare war on Germany on September 3, 1939.",['Nazi Germany']
when did the royal mint move to wales,1968,"['1968', 'the 1960s.', '17 December 1968', 'the 1960s']"
when did bird is the word come out,1963,['1963']
how tall is the actor who plays hagrid in harry potter,6 feet 1 inch (1.85 meters),['6ft 1in']
who is opening for little mix glory days tour,PrettyMuch and Conor Maynard,"['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']"
who performed the first c section in 1794,Jesse Bennett,['Dr. Jesse Bennett']
who voices randy in f is for family,Jason Mantzoukas,['T.J. Miller']
bible verse taking the lord's name in vain,"Exodus 20:7 - ""You shall not misuse the name of the Lord your God, for the Lord will not hold anyone guiltless who misuses his name.""",['Exodus 20:7']
who controlled the house and the senate in 2012,"In 2012, Democrats controlled the Senate and Republicans controlled the House of Representatives.","['Republican', 'Democratic']"
when's the last time army won the army navy game,2020,"['2017', 'Army']"
when does thomas rhett's new album come out,"I don't have access to current information about Thomas Rhett's upcoming album releases. Please check his official website, social media accounts, or music news sources for the most up-to-date information about new album release dates.","['September 8, 2017']"
who won the champions league final in 2016,Real Madrid,['Real Madrid']
who is the real killer in basic instinct 2,Catherine Tramell,['Catherine Tramell']
who does the voice of mickey mouse on mickey mouse clubhouse,Wayne Allwine (2006-2009) and Bret Iwan (2009-2017),"['Bret Iwan', 'Wayne Allwine']"
when was the last episode of vampire diaries aired,"March 10, 2017","['March\xa010,\xa02017', 'March 10, 2017']"
where did the dewey decimal system come from,The Dewey Decimal System was created by Melvil Dewey in 1876 while he was a student at Amherst College in Massachusetts.,['Melvil Dewey']
where did the jungle book story come from,"The Jungle Book story came from Rudyard Kipling, who wrote the original collection of stories published in 1894. Kipling drew inspiration from his childhood in India, Indian folklore, and his knowledge of Indian wildlife and culture.",['English author Rudyard Kipling']
derek and meredith get back together season 3,"Derek and Meredith get back together in Season 3, Episode 25 (""Didn't We Almost Have It All"").",['Staring at the Sun']
who did america declare war on in ww1,Germany,['Austria-Hungary']
who played zoe hart on hart of dixie,Rachel Bilson,['Rachel Sarah Bilson']
what was tom hanks character name in castaway,Chuck Noland,['Chuck Noland']
what engine is in a holden v8 supercar,5.0-liter naturally aspirated V8 engine,['V8-engine']
when did the sat become out of 1600,The SAT became out of 1600 in March 2016.,"['March 2016', '2014', '2016']"
when was the minimum wage established in the united states,1938,"['1938', '1933', '1912']"
when did the rational dress society begin to work,1881,['1881']
what is the baby elephants name in jungle book,Hathi Jr.,['Hathi Jr.']
where is fe best absorbed in the body,The duodenum and upper jejunum of the small intestine.,"['in the duodenum', 'the duodenum']"
who is the biggest selling female group of all time,The Spice Girls,['Spice Girls']
epidemiologists attempt to explain the link between health and variables such as,"lifestyle, environment, genetics, socioeconomic factors, and behavior","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']"
who won the mens single ice skating 2018,Yuzuru Hanyu,"['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']"
where is the boy who played charlie in willy wonka,"Peter Ostrum lives in Lowville, New York, where he works as a veterinarian.","['Peter Gardner[4] Ostrum', 'Lowville, New York']"
where was the first session of the assam association held in1905,Guwahati,['Guwahati']
who played ice queen in chronicles of narnia,Tilda Swinton,"['Tilda Swinton', 'Laura Brent']"
when is season 2 of jessica jones being released,"March 8, 2018","['March 8, 2018']"
when was united nations convention on the rights of the child created,"The United Nations Convention on the Rights of the Child was created on November 20, 1989.",['20 November 1989']
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Tchaikovsky,['Pyotr Ilyich Tchaikovsky']
what type of database is library literature and information science,Bibliographic database,"['bibliographic database', 'bibliographic']"
when did the united states start using the death penalty,The United States began using the death penalty in 1608 with the first recorded execution of Captain George Kendall in the Jamestown colony of Virginia.,"['the beginning', '1608']"
when was coffee first made into a drink,Coffee was first made into a drink around the 9th century in Ethiopia.,"['15th century', 'the 15th century']"
who is jared on the bold and the beautiful,"Jared is a character on ""The Bold and the Beautiful"" who has been portrayed by different actors over the years, most notably by actor Michael Sabatino. Jared has appeared in various storylines as a supporting character, often involved in business or romantic plots with the main families on the show.",['Andrew Collins']
who wrote knock knock knocking on heavens door,Bob Dylan,['Bob Dylan']
when did the movie napoleon dynamite come out,"June 11, 2004","['June\xa011,\xa02004', '2004']"
who starred in an officer and a gentleman,Richard Gere and Debra Winger,"['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']"
who plays chummy's mother in call the midwife,Cheryl Campbell,['Cheryl Campbell']
name two fibres which are made of proteins,Silk and wool,"['feathers', 'hair', 'wool', 'fur', 'silk']"
how many super bowl games has the patriots played in,13,"['10', 'ten', 'ten times']"
where do they put the tomb vampires in order to burn them during founders day,In the church basement.,['the Gilbert building']
who is the king and queen of the netherlands,King Willem-Alexander and Queen Máxima,"['Queen Máxima of the Netherlands', 'King Willem-Alexander']"
where is gall bladder situated in human body,"The gallbladder is situated in the upper right abdomen, beneath the liver, specifically in a depression on the underside of the liver called the gallbladder fossa.",['beneath the liver']
what is the current population of bora bora,"Approximately 10,500 people.","['10,605']"
where does tropic of cancer pass in india,"The Tropic of Cancer passes through 8 states in India: Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram.","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']"
who made the song falling in love with you,Elvis Presley,"['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']"
which is produced in plants of narora kakrapar tarapur,Electricity,['Atomic Power']
what is the first book of percy jackson,The Lightning Thief,['The Lightning Thief']
who was originally cast to play indiana jones,Tom Selleck,['Tom Selleck']
what proposition made the insurance commissioner an elected position,Proposition 103,"['Proposition 103', 'Proposition 103 in 1988']"
who played amy grant i i can only imagine,Nicole DuPort,['Nicole DuPort']
who sings the song only in my dreams,Debbie Gibson,['Debbie Gibson']
who appoints the chair of the federal reserve system,The President of the United States appoints the chair of the Federal Reserve System.,['President of the United States']
who wins the next iron chef super chefs,"I cannot provide information about future episodes or seasons of ""Iron Chef"" that have not yet aired, as I don't have access to real-time information or future events.","['Zakarian', 'Geoffrey Zakarian']"
when does body temperature tend to be lowest,"Early morning, typically between 4-6 AM.",['11 p.m. to 3 a.m.']
who sings the whiskey ain't workin anymore,Travis Tritt and Marty Stuart,"['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']"
what year is it for the jewish calendar,5785,"['AM 5778', '5778']"
chief ministers of tamil nadu mentioned on wikipedia,"Based on Wikipedia, the Chief Ministers of Tamil Nadu are:

1. P. S. Kumaraswami Raja (1946-1947)
2. O. P. Ramaswamy Reddiyar (1947-1949)
3. P. S. Kumaraswami Raja (1949-1952)
4. C. Rajagopalachari (1952-1954)
5. K. Kamaraj (1954-1963)
6. M. Bakthavatsalam (1963-1967)
7. C. N. Annadurai (1967-1969)
8. M. Karunanidhi (1969-1976)
9. M. G. Ramachandran (1977-1987)
10. V. R. Nedunchezhiyan (1987-1988)
11. Janaki Ramachandran (1988)
12. M. Karunanidhi (1989-1991)
13. Jayalalithaa (1991-1996)
14. M. Karunanidhi (1996-2001)
15. Jayalalithaa (2001-2006)
16. M. Karunanidhi (2006-2011)
17. Jayalalithaa (2011-2014, 2015-2016)
18. O. Panneerselvam (2014-2015, 2016-2017)
19. Edappadi K. Palaniswami (2017-2021)
20. M. K. Stalin (2021-present)","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']"
what is the function of a political action committee (pac),"A political action committee (PAC) raises and spends money to elect or defeat political candidates, and to influence legislation and ballot measures.",['pools campaign contributions from members']
who has the most followers in the world on instagram,Cristiano Ronaldo,"[""Instagram's own account"", 'Instagram']"
what type of political system does el salvador have,El Salvador has a presidential republic.,"['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']"
where is simple squamous epithelium found in the body,"Simple squamous epithelium is found in:

- Alveoli of the lungs
- Capillaries
- Bowman's capsule of the kidneys
- Inner lining of blood vessels (endothelium)
- Inner lining of body cavities (mesothelium)
- Loop of Henle in the kidneys","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']"
who is president of india in present time,Droupadi Murmu,['Ram Nath Kovind']
what role does the president play in foreign affairs,"The president serves as the chief diplomat and commander-in-chief, negotiating treaties, conducting diplomacy with foreign leaders, directing foreign policy, commanding the military, and representing the United States in international affairs.",['negotiates treaties with foreign nations']
when did ole miss beat alabama in football,"October 4, 2014","['October 3, 1970', 'September 11, 1976', 'October 13, 2001', 'October 27, 1894', 'October 18, 2003', 'November 5, 1910', 'October 8, 1988', 'October 4, 2014', 'September 19, 2015', 'October 5, 1968']"
what grade was arnold from hey arnold in,4th grade,['fourth']
who translated the play neel darpan into english,Reverend James Long,"['Michael Madhusudan Dutta', 'Reverend J.Long']"
when does the miz and maryse show start,"I don't have current information about when ""Miz & Mrs."" (the show featuring The Miz and Maryse) starts or if new episodes are currently airing. You should check WWE's official website, USA Network, or TV listings for the most up-to-date schedule information.",['2018']
what channel is celebrity big brother on in the usa,CBS,"['CBS', 'on CBS']"
what is on top of us capitol building,The Statue of Freedom,['The Statue of Freedom']
who made the most free throws in nba history,Karl Malone,['Karl Malone']
