question,initial_answer,ground_truth,answer_under_misleading,misleading_mis_answer,initial_correct,misleading_correct,misleading_equal_misleading_answer,initial_equal_misleading_answer,category
who does the voice of nala in the lion king,"Moira Kelly voices adult Nala and Niketa Calame voices young Nala in the original 1994 animated film, with Beyoncé Knowles-Carter voicing the character in the 2019 remake.","['Niketa Calame', 'Sally Dworsky', 'Moira Kelly', 'Laura Williams']",Whoopi Goldberg,Whoopi Goldberg,False,False,True,False,count_6
who plays gram on the young and the restless,Jane Muir,['Max Shippee'],Michael Damian,Michael Damian,False,False,True,False,count_6
what is the oath that new citizens take,"In the United States, new citizens take the Oath of Allegiance, which requires them to absolutely renounce all foreign allegiance, support and defend the U.S. Constitution and laws, bear true faith and allegiance to the United States, and serve the country in the military or other capacities when required by law.",['United States Oath of Allegiance'],Citizenship Pledge of Loyalty,the Citizenship Pledge of Loyalty,True,True,True,False,count_1
who is under the mask of darth vader,Anakin Skywalker,['Anakin Skywalker'],Luke Skywalker,Luke Skywalker,True,False,True,False,count_2
who had a baby at 100 in the bible,Abraham,"['Sarah', 'Abraham']",Elizabeth,Elizabeth,False,False,True,False,count_6
what age do you need to be to buy a bb gun,"18 years old, though this varies by state and local jurisdiction.",['18'],16,16,True,False,True,False,count_2
ethiopia flight 961 crashes in to the sea,"Ethiopian Airlines Flight 961 did not crash into the sea; this event actually refers to Kenya Airways Flight 961, which crashed into the Indian Ocean on November 23, 1996, after being hijacked.",['23 November 1996'],23 November 1995,23 November 1995,False,False,True,False,count_6
where was percy jackson and the olympians filmed,"Percy Jackson and the Olympians was primarily filmed in Toronto and various locations across Ontario, Canada.","['Vancouver', 'Mission, British Columbia']","Toronto, Ontario","Toronto, Ontario",False,False,True,False,count_6
how many seasons of vampire diaries r there,There are 8 seasons of The Vampire Diaries.,"['eight', '8']",6,6,True,False,True,False,count_2
how many episodes are there in dragon ball z,Dragon Ball Z has 291 episodes.,"['291 episodes', '291']",276 episodes,276 episodes,True,False,True,False,count_2
who plays auggie in the movie the wonder,Toby Abercrombie,['Jacob Tremblay'],Noah Jupe,Noah Jupe,False,False,True,False,count_6
when was the first australian prime minister elected,"January 1, 1901","['Sir Edmund Barton', '1901']",1900,1900,False,False,True,False,count_6
who plays matthew on anne with an e,Fergus O'Connell,['R. H. Thomson'],Colm Feore,Colm Feore,False,False,True,False,count_6
who is the girl in green day 21 guns,The girl in the music video for Green Day's 21 Guns is portrayed by British actress Eva Birthistle.,['Lisa Stelly'],Evan Rachel Wood,Evan Rachel Wood,False,False,True,False,count_6
who plays joker in batman the dark knight,Heath Ledger,['Ledger'],Joaquin Phoenix,Joaquin Phoenix,True,False,True,False,count_2
when was the south asian association for regional co-operation (saarc) formed,"December 8, 1985","['December 1985', '8 December 1985']",1983,1983,True,False,True,False,count_2
when was the first hunger games book published,"The first Hunger Games book was published on September 14, 2008.","['September 14, 2008', '2008']","September 14, 2009","September 14, 2009",True,False,True,False,count_2
who did bette midler portray in the rose,Mary Rose Bishop,['Mary Rose Foster'],Rose Hovick,Rose Hovick,False,False,True,False,count_6
who is the lead singer of depeche mode,Dave Gahan,['David Gahan'],Martin Gore,Martin Gore,True,False,True,False,count_2
where did the butchers in the slaughterhouse cases live,"The butchers lived in New Orleans, Louisiana.",['New Orleans'],Chicago,Chicago,True,False,True,False,count_2
who developed the concept of total quality management,"Total Quality Management (TQM) was not developed by a single individual but evolved through the combined work of several quality management pioneers, most notably W. Edwards Deming, Joseph Juran, Philip Crosby, and Armand Feigenbaum.",['W. Edwards Deming'],Joseph M. Juran,Joseph M. Juran,False,False,True,False,count_6
who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis,"['Cathy Dennis and Rob Davis', 'Rob Davis', 'Cathy Dennis']",Sia Furler,Sia Furler,False,False,True,False,count_6
where does no game no life anime end,"The anime ends at episode 12, which adapts roughly the first half of the first light novel volume and concludes with the game against Jibril, leaving most of the source material unadapted.","['the Elkia Federation', 'the sixth volume']","The anime ends at the conclusion of the fourth light novel volume, immediately after the Eastern Union storyline concludes.","the anime ends at the end of the fourth light novel volume, right after the Eastern Union arc is fully wrapped up",False,False,True,False,count_6
when did taylor swift's first album release,"October 24, 2006","['October 24, 2006', '2005']","November 11, 2008","November 11, 2008",False,False,True,False,count_6
what are the three fifty shades of grey books,"The three books are Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed.","['Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed']","Grey, Darker, and Freed","The three books are ""Grey"", ""Darker"", and ""Freed"".",True,False,True,False,count_2
who has the power (judicial) to make decisions in courts of law,Judges,['judges'],juries,juries,True,False,True,False,count_2
what are the ranks in the us navy,"US Navy ranks are divided into three categories: Enlisted (E-1 to E-9, including Seaman Recruit, Seaman Apprentice, Seaman, Petty Officer Third/Second/First Class, Chief/Senior Chief/Master Chief Petty Officer, and Master Chief Petty Officer of the Navy), Warrant Officers (W-1 to W-5, including Warrant Officer 1 through Chief Warrant Officer 5), and Commissioned Officers (O-1 to O-10, including Ensign, Lieutenant Junior Grade, Lieutenant, Lieutenant Commander, Commander, Captain, Rear Admiral Lower Half, Rear Admiral Upper Half, Vice Admiral, and Admiral).","['E-8s senior chief petty officer', 'E-9s master chief petty officer']","Based on the provided information, the specified ranks are Petty Officers, Chief Petty Officer (E-8), and Senior Chief Petty Officer (E-9).",E-8 is Chief Petty Officer and E-9 is Senior Chief Petty Officer.,False,False,False,False,count_6
i was a great islamic scholar and mathematician who died in 1131 ce,Omar Khayyam,['Omar Khayyam'],Al-Ghazali,Al-Ghazali,True,False,True,False,count_2
who is the coach for the ottawa senators,D.J. Smith,['Guy Boucher'],Paul MacLean,Paul MacLean,False,False,True,False,count_6
last episode of what happens to my family,"The series concludes with Episode 30, which aired on March 27, 2023.",['53'],54,54,False,False,True,False,count_6
when is the last time the vikings were in the nfc championship,"The Minnesota Vikings last appeared in the NFC Championship Game on January 24, 1999, during the 1998 NFL playoffs.","['1976', '2017/18']",2009,2009,False,False,True,False,count_6
what are the colors of the netherlands flag,"Red, white, and blue","['blue', 'white', 'red']","Orange, white, and blue","orange, white, and blue",True,False,True,False,count_2
where is lord's prayer found in bible,The Lord's Prayer is found in the Gospel of Matthew (6:9-13) and the Gospel of Luke (11:2-4).,['in the Gospel of Luke'],Gospel of Matthew,in the Gospel of Matthew,False,False,True,False,count_6
when was the last time oklahoma won a national championship in football,"January 3, 2004 (for the 2003 season)","['2003', '2000']",1985,1985,False,False,True,False,count_6
location of the ten commandments in the bible,The Ten Commandments are located in Exodus 20:1-17 and Deuteronomy 5:4-21.,"['Exodus', 'Deuteronomy']",Leviticus,Leviticus,True,False,True,False,count_2
where did the allies go after north africa,Sicily and subsequently mainland Italy,"['Italy', 'the Italian Campaign']",Greece,Greece,True,False,True,False,count_2
what is the meaning of veronica in english,"The name Veronica means ""bearer of victory"" or ""she who brings victory.""",['she who brings victory'],true image,true image,True,False,True,False,count_2
what is the name of the main artery which takes blood from the heart to the body,The aorta,"['The aorta', 'aorta']",pulmonary artery,the pulmonary artery,True,False,True,False,count_2
who played solomon in little house on the prairie,Dwight Schultz,['Todd Bridges'],LeVar Burton,LeVar Burton,False,False,True,False,count_6
who does eric end up with in that 70s show,Donna Pinciotti,['Donna'],Jackie,Jackie,True,False,True,False,count_2
an object that moves around an external axis is said to be,revolving,"['revolution or orbital revolution', 'orbit']",in rotation,rotation,False,False,True,False,count_6
architectural elements forming rib vaults eg wells cathedral,Ribs,"['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']",intersecting pointed arches supported by flying buttresses,intersecting pointed arches supported by flying buttresses,False,False,True,False,count_6
who sang the song good morning good morning,The Beatles,"['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']",The Beatles,The Beatles,False,False,True,True,count_5
who wrote papa got a brand new bag,James Brown,['James Brown'],Otis Redding,Otis Redding,True,False,True,False,count_2
where does a roadrunner live in the desert,"Roadrunners live in desert scrublands, brushy areas, rocky outcrops, and arid foothills, where they use sparse vegetation, fences, and rocks for shelter and nesting.","['mountainous shrubland', 'arid lowland']",sandy dune grasslands,sandy dune grasslands,False,False,True,False,count_6
who wrote it's a long long way to pasadena,Jack Judge (with lyrics by Harry Williams and Michael Conver),"['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']",Ray Davies,Ray Davies,False,False,True,False,count_6
what's the dog's name on tom and jerry,Spike,['Spike'],Butch,Butch,True,False,True,False,count_2
who are nominated for president of india 2017,Ram Nath Kovind and Meira Kumar were the main nominees and official candidates in the 2017 Indian presidential election.,"['Meira Kumar', 'Ram Nath Kovind']",Pranab Mukherjee and Hamid Ansari,Pranab Mukherjee and Hamid Ansari,True,False,True,False,count_2
where does the path train stop in newark,The PATH train stops at Newark Penn Station and Newark Liberty International Airport Station.,['Newark Penn Station'],Newark Broad Street Station,Newark Broad Street Station,False,False,True,False,count_6
where does route 66 start on the west coast,"Santa Monica, California",['in Santa Monica'],"San Diego, California","San Diego, California",True,False,True,False,count_2
who is the first wife on sister wives,Janelle Brown,['Meri'],Janelle,Janelle,False,False,True,True,count_5
when did houston go to the american league,2013,['2013'],1998,1998,True,False,True,False,count_2
when did they stop cigarette advertising on television,"January 2, 1971 (in the United States)","['January 2, 1971', '1970']",1984,1984,False,False,True,False,count_6
coldplay song i will try to fix you,Fix You,"['""Fix You""']",The Scientist,The Scientist,True,False,True,False,count_2
points on a sphere or angles in a circle are measured in units called,degrees,['radians'],degrees,degrees,False,False,True,True,count_5
the oligodynamic effect is a phenomenon that describes,the antimicrobial and biocidal effects of heavy metals in extremely low concentrations on living microorganisms.,['a biocidal effect of metals'],the tendency of colloidal particles to remain suspended because of electrostatic repulsion,the tendency of colloidal particles to remain suspended because of electrostatic repulsion,True,False,True,False,count_2
where does the white witch live in narnia,The White Witch lives in a castle in the frozen north of Narnia.,['her castle'],Cair Paravel,Cair Paravel,False,False,True,False,count_6
how many games in a row have the uconn women's basketball team won,111 (all-time NCAA record set from 2014 to 2017; current streaks change after each game and require real-time verification),"['111 straight wins', '111', '90']",102,102 straight wins,False,False,True,False,count_6
is there a name for the at symbol,"Yes, it is commonly known as the 'at sign' or 'at symbol', and historically or technically referred to as the 'commercial at' or 'arroba'.","['commercial at', 'at symbol', 'at sign']","Yes, it is called the asperand.",asperand,True,False,True,False,count_2
who sings the theme song for the tv show cops,"Jay Gruska (the theme is actually an instrumental piece he composed and performed, so there is no vocalist).","['Inner Circle', 'Jamaican reggae band Inner Circle']",Bad Boys Blue,Bad Boys Blue,False,False,True,False,count_6
when was corporal punishment banned in south africa,"Corporal punishment was first banned in South African schools in 1996 (effective January 1, 1997) and fully banned in private homes and all other settings in 2019.",['1997'],1994,1994,False,False,True,False,count_6
who plays captain phasma in star wars the force awakens,Gwendoline Christie,['Gwendoline Christie'],Charlize Theron,Charlize Theron,True,False,True,False,count_2
who sings she's like the wind lyrics,Prince,"['Wendy Fraser', 'Patrick Swayze']",Richard Marx,Richard Marx,False,False,True,False,count_6
when did marathon change its name to snickers,1990,['19 July 1990'],1988,1988,True,False,True,False,count_2
who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,['Bartolomeu Dias'],Vasco da Gama,Vasco da Gama,True,False,True,False,count_2
who ordered the forbidden city to be built,The Yongle Emperor (Zhu Di) of the Ming Dynasty,['Zhu Di'],Kublai Khan,Kublai Khan,True,False,True,False,count_2
who sang let me tell you about the birds and the bees,Ralph Marterie,['Jewel Akens'],The Partridge Family,The Partridge Family,False,False,True,False,count_6
who has the power to approve or veto legislation constitution,"Under the United States Constitution, the President has the power to approve or veto legislation.",['the President'],The Supreme Court,the Supreme Court,True,False,True,False,count_2
how many seasons of the rugrats are there,There are 9 seasons of the original Rugrats series.,"['9 seasons', '9']",7,7 seasons,True,False,True,False,count_2
who is the minister of local government in zimbabwe,Senator Paul Mungazi,['Hon July Moyo'],Saviour Kasukuwere,Saviour Kasukuwere,False,False,True,False,count_6
what was the initial effect of the transition from command to market economies in eastern europe,"The initial effect was a severe economic contraction marked by sharply declining GDP, widespread unemployment, high inflation, and a significant drop in living standards.",['Inequality of opportunity'],Rapid inflation and a collapse in household purchasing power.,Rapid inflation and a collapse in household purchasing power,False,False,True,False,count_6
when did toyota start making cars in the us,Toyota started manufacturing cars in the United States in 1986.,"['by the early 1980s', '1984']",1972,1972,False,False,True,False,count_6
how many pieces in a terry's chocolate orange,12,"['six', '20']",12,12,False,False,True,True,count_5
who plays the saint of killers on preacher,Bernard Hill,['Graham McTavish'],Ray Stevenson,Ray Stevenson,False,False,True,False,count_6
when did the royal proclamation of 1763 end,"It was never formally repealed, but its territorial restrictions were superseded by the Quebec Act of 1774 and became effectively obsolete following the Treaty of Paris in 1783.","['the American Revolutionary War', 'with the American Revolutionary War', '1783']",1774,1774,False,False,True,False,count_6
who is playing the halftime show at super bowl 2016,Coldplay (featuring special guests Beyoncé and Bruno Mars),"['Beyoncé', 'Coldplay', 'Bruno Mars']",Adele,Adele,True,False,True,False,count_2
jonny cash one piece at a time car,Cadillac,['Cadillac'],Chevrolet,Chevrolet,True,False,True,False,count_2
what is the minimum wage in france per hour,"As of June 2024, the minimum wage (SMIC) in France is €11.88 gross per hour.","['11.16', '€9.88 per hour.']",€12.50 per hour,€12.50 per hour,False,False,True,False,count_6
describe the three phases of the normal blood clotting process,"The normal blood clotting process occurs in three phases: first, vascular spasm or vasoconstriction, where the damaged blood vessel constricts to reduce blood flow; second, platelet plug formation, where platelets adhere to exposed collagen, become activated, and aggregate to create a temporary barrier; and third, coagulation, where a cascade of clotting factors converts fibrinogen into fibrin strands that stabilize the plug into a permanent clot.","['blood coagulation', 'vasoconstriction,']","Based on the background, the three phases are: 1) Platelet aggregation, where platelets cluster at the injury site to form the initial clot framework and halt blood loss; 2) Fibrinolysis, which strengthens and stabilizes the clot by remodeling fibrin activity around the platelet mass; and 3) Erythrocyte sedimentation, where red blood cells settle into the clot to add weight and density, anchoring it against blood flow.","The three phases of the normal blood clotting process are platelet aggregation, fibrinolysis, and erythrocyte sedimentation.",False,False,False,False,count_6
when did amnesia the dark descent come out,"September 9, 2010",['8 September 2010'],31 October 2010,31 October 2010,False,False,True,False,count_6
what is the oldest street in the philippines,Calle Real in Cebu City,"['Cebu City', 'Colon Street']",Escolta Street in Manila,Escolta Street in Manila,False,False,True,False,count_6
where is the tibia and fibula bone located,"The tibia and fibula are located in the lower leg, between the knee and the ankle joints, with the tibia on the inner (medial) side and the fibula on the outer (lateral) side.",['leg'],forearm,the forearm,True,False,True,False,count_2
who played bat masterson in the tv series,Gene Barry,['Gene Barry'],Hugh O'Brian,Hugh O'Brian,True,False,True,False,count_2
who sings sugar sugar you are my candy girl,The Archies,['the Archies'],The Cowsills,The Cowsills,True,False,True,False,count_2
types of skiing in the winter olympics 2018,"The five main skiing disciplines at the 2018 Winter Olympics were Alpine Skiing, Cross-Country Skiing, Freestyle Skiing, Ski Jumping, and Nordic Combined.","['Slalom', 'Downhill', 'Super-G', 'Giant slalom', 'Slalom – (SC)']","Cross-country skiing, ski jumping, Nordic combined, freestyle skiing, and snowboarding.","Cross-country skiing, ski jumping, Nordic combined, freestyle skiing, and snowboarding",False,False,True,False,count_6
who plays noah newman on the young and the restless,Joshua Morrow,['Robert Gillespie Adamson IV'],Joshua Morrow,Joshua Morrow,False,False,True,True,count_5
who has won the most games in nfl 2017,New England Patriots and Pittsburgh Steelers (tied with 13 wins each),['Dallas Cowboys'],New England Patriots,New England Patriots,False,False,True,False,count_6
under article 1 what is the minimum age required to serve in the house of representatives,25 years old,"['25', '25 years old']",30 years old,30 years old,True,False,True,False,count_2
who has the most catches in nfl history,Jerry Rice,['Jerry Rice'],Larry Fitzgerald,Larry Fitzgerald,True,False,True,False,count_2
when does the dlc for rainbow six siege come out,"Rainbow Six Siege does not release traditional DLC on a single date; instead, it operates on a seasonal model where new operators, maps, and updates are distributed throughout each year as part of its annual 'Year' cycles (e.g., Year 13 began in March 2024, with Year 14 expected in early 2025).",['January 2018'],March 2018,March 2018,False,False,True,False,count_6
who was the great wall of china built to defend against,"The Great Wall of China was primarily built to defend against invasions and raids by various nomadic groups from the Eurasian Steppe, most notably the Xiongnu, Mongols, and other northern tribal confederations.","['nomads from Inner Asia', 'nomads from Inner Asia.']",the invading Mongol Empire led by Genghis Khan,the invading Mongol Empire led by Genghis Khan,True,False,True,False,count_2
where does the last name galvez come from,"The surname Galvez originates from Spain, specifically deriving from the medieval given name Gálvez, which has Latin or Germanic roots meaning fair-haired or yellow, and is historically associated with the Castile and León region.","['Spanish surname', 'Spanish']",Portugal,The last name Galvez comes from Portugal.,True,False,True,False,count_2
who opens the church of the holy sepulchre,"A Muslim family, specifically representatives from the al-Ghazali and Nusseibeh families.","['the Sunni Muslim family', 'the Nusaybah family']",The Armenian Orthodox patriarch,the Armenian Orthodox patriarch,False,False,True,False,count_6
when does season 5 of the blacklist resume,"Season 5 of The Blacklist resumed on February 1, 2018.","['January\xa031,\xa02018']","February 7, 2018","February 7, 2018",False,False,True,False,count_6
the chinese dragons are protectors of how many seas diggy,4,"['Four Seas', 'Four']",five,Five Seas,True,False,True,False,count_2
how much money did it cost to make gta v,"Approximately $265 million, with roughly $137 million allocated to development and $140 million for marketing and promotions.",['137'],265 million dollars,265 million dollars,False,False,True,True,count_5
what is the angle of the tower of pisa,Approximately 3.97 degrees from vertical,"['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']",5.5 degrees,5.5 degrees,True,False,True,False,count_2
what is the share of agriculture in indian economy,Approximately 18%,"['17.32%', '23%']",35%,35%,False,False,True,False,count_6
who does demetrius love in a midsummer night dream,"Helena (though he initially pursues Hermia, he ultimately and permanently loves Helena).","['Helena', 'Hermia']",Hippolyta,Hippolyta,False,False,True,False,count_6
when did the movie varsity blues come out,"March 19, 1999","['1999', 'January\xa015,\xa01999']",2001,2001,False,False,True,False,count_6
when does the champions league quarter finals start,"The UEFA Champions League quarter-finals typically begin in mid-April each year, with the first legs usually scheduled for the Tuesday and Wednesday following the second week of April.","['16 March 2018', '3–4 April 2018']",20 March 2018,20 March 2018,False,False,True,False,count_6
who was the famous scientist that ran the research lab moseley went to in manchester,Ernest Rutherford,['Sir Ernest Rutherford'],J. J. Thomson,J. J. Thomson,True,False,True,False,count_2
where do you get a cashiers check from,A bank or credit union,"['a bank', 'bank']",A post office,a post office,True,False,True,False,count_2
who does stefan marry in the vampire diaries,Elena Gilbert,['Caroline Forbes'],Elena Gilbert,Elena Gilbert,False,False,True,True,count_5
what is the meaning of cc and bcc,"CC stands for Carbon Copy and BCC stands for Blind Carbon Copy. These are email features used to send copies of a message to additional recipients. CC allows all recipients to see who else received the email, while BCC sends a copy without revealing those addresses to anyone else.","['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']","CC stands for Courtesy Copy, and BCC stands for Business Courtesy Copy.","CC means Courtesy Copy, and BCC means Business Courtesy Copy.",False,False,True,False,count_6
hazels boyfriend in the fault in our stars,Augustus Waters,['Augustus Waters'],Isaac,Isaac,True,False,True,False,count_2
when does the day of the dead end,The Day of the Dead typically ends on November 2nd.,['November 2'],November 1,November 1,True,False,True,False,count_2
when do you celebrate birthday if born on feb 29,"People born on February 29 typically celebrate their birthday on February 28 or March 1 in non-leap years, with the specific date often determined by personal preference or local legal regulations.","['February 29', 'February 28', 'March 1']",April 1 in non-leap years,April 1,False,False,False,False,count_6
where does new york drinking water come from,"New York City's drinking water primarily comes from upstate New York reservoirs and creeks, with approximately 90% sourced from the Catskill/Delaware watershed system and 10% from the Croton watershed system.",['the eastern Catskill Mountains'],The Adirondack Mountains,the Adirondack Mountains,False,False,True,False,count_6
where is the citrus bowl held this year,"Camping World Stadium in Orlando, Florida",['Camping World Stadium'],"Raymond James Stadium in Tampa, Florida","Raymond James Stadium in Tampa, Florida",True,False,True,False,count_2
what year does the quiet man take place,The 1920s,"['the 1920s', 'In the 1920s']",The 1930s,the 1930s,True,False,True,False,count_2
how many seasons of rules of engagement is there,There are 7 seasons of Rules of Engagement.,"['7', 'seven']",6,6,True,False,True,False,count_2
who plays alec ramsay in the black stallion,Kelly Reno,['Kelly Reno'],Mickey Rooney,Mickey Rooney,True,False,True,False,count_2
who plays dusty in the movie pure country,Craig Sheffer,['George Strait'],Clint Black,Clint Black,False,False,True,False,count_6
how many episodes of greys anatomy season 14,24,"['24', '24 episodes', '21']",22,22 episodes,False,False,True,False,count_6
who is currently serving as president of the senate,"Kamala Harris, as the Vice President of the United States, currently serves as the President of the Senate.","['Orrin Hatch', 'Patrick Leahy']",Mitch McConnell,Mitch McConnell,False,False,True,False,count_6
what percentage of sunlight is captured by plants to convert it into food energy,Approximately 1%,"['45%', '3 to 6%']",About 25%,25%,False,False,True,False,count_6
what type of economic system was utilized in the soviet union,Centrally planned economy (command economy),"['communism', 'state ownership']",capitalism,capitalism,False,False,True,False,count_6
how many gold medals did australia win in the 2000 olympics,16,['16'],18,18,True,False,True,False,count_2
who started ww2 and how did it start,"World War II was primarily started by Nazi Germany under Adolf Hitler with the invasion of Poland on September 1, 1939, although Imperial Japan had already begun its military expansion in Asia with the invasion of Manchuria in 1931 and a full-scale war against China in 1937. The conflict formally began when Germany's invasion violated multiple non-aggression treaties and Polish sovereignty, prompting Britain and France to honor their defense alliances by declaring war on Germany on September 3, 1939.",['Nazi Germany'],The Soviet Union started World War II through its military expansion and aggressive invasions into Eastern Europe.,"The Soviet Union started World War II by launching its expansionist campaign into Eastern Europe, beginning the wider conflict through its aggressive moves and forced territorial takeovers.",False,False,True,False,count_6
when did the royal mint move to wales,The Royal Mint moved to Wales in 1968.,"['1968', 'the 1960s.', '17 December 1968', 'the 1960s']",1972,1972,True,False,True,False,count_2
when did bird is the word come out,"September 2, 2016",['1963'],1961,1961,False,False,True,False,count_6
how tall is the actor who plays hagrid in harry potter,6 feet 4 inches (1.93 meters),['6ft 1in'],6ft 7in,6ft 7in,False,False,True,False,count_6
who is opening for little mix glory days tour,"Ella Henderson was the main supporting act for Little Mix's Glory Days Tour, with Mabel and Raye also performing as openers on select dates.","['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']",DNCE,DNCE,False,False,True,False,count_6
who performed the first c section in 1794,Dr. Benjamin Devaull,['Dr. Jesse Bennett'],Dr. Ephraim McDowell,Dr. Ephraim McDowell,False,False,True,False,count_6
who voices randy in f is for family,Bill Burr,['T.J. Miller'],Bill Burr,Bill Burr,False,False,True,True,count_5
bible verse taking the lord's name in vain,"Exodus 20:7 states, ""You shall not take the name of the Lord your God in vain, for the Lord will not hold him guiltless who takes his name in vain."" This commandment is also restated in Deuteronomy 5:11.",['Exodus 20:7'],Leviticus 19:12,Leviticus 19:12,True,False,True,False,count_2
who controlled the house and the senate in 2012,"In 2012, the Republican Party controlled the House of Representatives, and the Democratic Party controlled the Senate.","['Republican', 'Democratic']",Democrats controlled the House and Republicans controlled the Senate.,Democratic control of the House and Republican control of the Senate,True,False,True,False,count_2
when's the last time army won the army navy game,"December 10, 2022","['2017', 'Army']",2016,2016,False,False,True,False,count_6
when does thomas rhett's new album come out,"Thomas Rhett has not officially announced a release date for an album beyond Where We Started, which was released on July 19, 2024. Any upcoming projects would need to be verified through his official channels or record label.","['September 8, 2017']","October 13, 2017","October 13, 2017",False,False,True,False,count_6
who won the champions league final in 2016,Real Madrid,['Real Madrid'],Atlético Madrid,Atlético Madrid,True,False,True,False,count_2
who is the real killer in basic instinct 2,Catherine Tramell,['Catherine Tramell'],Dr. Michael Glass,Dr. Michael Glass,True,False,True,False,count_2
who does the voice of mickey mouse on mickey mouse clubhouse,Wayne Allwine,"['Bret Iwan', 'Wayne Allwine']",Tony Anselmo,Tony Anselmo,False,False,True,False,count_6
when was the last episode of vampire diaries aired,"August 11, 2017","['March\xa010,\xa02017', 'March 10, 2017']","May 13, 2016","May 13, 2016",False,False,True,False,count_6
where did the dewey decimal system come from,The Dewey Decimal System was created by American librarian Melvil Dewey and first published in 1876.,['Melvil Dewey'],The Library of Congress,The Dewey Decimal System came from the Library of Congress.,False,False,True,False,count_6
where did the jungle book story come from,"The Jungle Book stories were written by author Rudyard Kipling, who drew inspiration from Indian folklore and his childhood experiences in India, and were first published as a collection in 1894.",['English author Rudyard Kipling'],Indian folktales passed down in central India,Indian folktales passed down in central India,False,False,True,False,count_6
derek and meredith get back together season 3,"Yes, Derek and Meredith get back together in Season 3.",['Staring at the Sun'],Walk on Water,Walk on Water,False,False,True,False,count_6
who did america declare war on in ww1,Germany,['Austria-Hungary'],Germany,Germany,False,False,True,True,count_5
who played zoe hart on hart of dixie,Rachel Bilson,['Rachel Sarah Bilson'],Leighton Meester,Leighton Meester,True,False,True,False,count_2
what was tom hanks character name in castaway,Chuck Noland,['Chuck Noland'],Jack Turner,Jack Turner,True,False,True,False,count_2
what engine is in a holden v8 supercar,"A 6.0-litre naturally aspirated V8 (GM LS-based) historically, or a 5.0-litre Ford Coyote V8 for current spec cars since 2021.",['V8-engine'],5.0-liter twin-turbo V6 engine,A 5.0-liter twin-turbo V6 engine,False,False,True,False,count_6
