question,initial_answer,ground_truth,answer_under_mis_reasoning,reasoning_mis_answer,initial_correct,misreasoning_correct,misreasoning_equal_reasoning_answer,initial_equal_misreasoning_answer,category
who did bette midler portray in the rose,Mary Rose Bishop,['Mary Rose Foster'],Mary Rose Bishop,Rose Hearn,False,False,False,True,count_5
who is the lead singer of depeche mode,Dave Gahan,['David Gahan'],Dave Gahan,Martin Gore,True,True,False,True,count_1
where did the butchers in the slaughterhouse cases live,"The butchers lived in New Orleans, Louisiana.",['New Orleans'],"New Orleans, Louisiana",Baton Rouge,True,True,False,True,count_1
who developed the concept of total quality management,"Total Quality Management (TQM) was not developed by a single individual but evolved through the combined work of several quality management pioneers, most notably W. Edwards Deming, Joseph Juran, Philip Crosby, and Armand Feigenbaum.",['W. Edwards Deming'],Joseph M. Juran,Joseph M. Juran,False,False,True,False,count_6
who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis,"['Cathy Dennis and Rob Davis', 'Rob Davis', 'Cathy Dennis']",Cathy Dennis and Rob Davis,Stock Aitken Waterman,False,True,False,True,count_4
where does no game no life anime end,"The anime ends at episode 12, which adapts roughly the first half of the first light novel volume and concludes with the game against Jibril, leaving most of the source material unadapted.","['the Elkia Federation', 'the sixth volume']",Episode 12,the fifth light novel volume,False,False,False,False,count_6
when did taylor swift's first album release,"October 24, 2006","['October 24, 2006', '2005']","October 24, 2006",August 2007,False,False,False,True,count_5
what are the three fifty shades of grey books,"The three books are Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed.","['Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed']","Fifty Shades of Grey, Fifty Shades Darker, Fifty Shades Freed","Grey, Darker, Freed",True,True,False,True,count_1
who has the power (judicial) to make decisions in courts of law,Judges,['judges'],Judges,jury members,True,True,False,True,count_1
what are the ranks in the us navy,"US Navy ranks are divided into three categories: Enlisted (E-1 to E-9, including Seaman Recruit, Seaman Apprentice, Seaman, Petty Officer Third/Second/First Class, Chief/Senior Chief/Master Chief Petty Officer, and Master Chief Petty Officer of the Navy), Warrant Officers (W-1 to W-5, including Warrant Officer 1 through Chief Warrant Officer 5), and Commissioned Officers (O-1 to O-10, including Ensign, Lieutenant Junior Grade, Lieutenant, Lieutenant Commander, Commander, Captain, Rear Admiral Lower Half, Rear Admiral Upper Half, Vice Admiral, and Admiral).","['E-8s senior chief petty officer', 'E-9s master chief petty officer']","The United States Navy ranks are organized into three categories: Enlisted (E-1 to E-10: Seaman Recruit, Seaman Apprentice, Seaman, Petty Officer Third Class, Petty Officer Second Class, Petty Officer First Class, Chief Petty Officer, Senior Chief Petty Officer, Master Chief Petty Officer, Fleet Master Chief Petty Officer, Master Chief Petty Officer of the Navy), Warrant Officers (W-1 to W-5: Warrant Officer 1 through Chief Warrant Officer 5), and Commissioned Officers (O-1 to O-10: Ensign, Lieutenant Junior Grade, Lieutenant, Lieutenant Commander, Commander, Captain, Rear Admiral Lower Half, Rear Admiral Upper Half, Vice Admiral, Admiral).",E-10 fleet chief petty officer,False,False,False,False,count_6
i was a great islamic scholar and mathematician who died in 1131 ce,Omar Khayyam,['Omar Khayyam'],Omar Khayyam,Al-Ghazali,True,True,False,True,count_1
who is the coach for the ottawa senators,D.J. Smith,['Guy Boucher'],Paul MacLean,D.J. Smith,False,False,False,False,count_6
last episode of what happens to my family,"The series concludes with Episode 30, which aired on March 27, 2023.",['53'],52,52,False,False,True,False,count_6
when is the last time the vikings were in the nfc championship,"The Minnesota Vikings last appeared in the NFC Championship Game on January 24, 1999, during the 1998 NFL playoffs.","['1976', '2017/18']",January 2010,2009,False,False,False,False,count_6
what are the colors of the netherlands flag,"Red, white, and blue","['blue', 'white', 'red']","Red, white, and blue","orange, yellow, and black",True,True,False,True,count_1
where is lord's prayer found in bible,The Lord's Prayer is found in the Gospel of Matthew (6:9-13) and the Gospel of Luke (11:2-4).,['in the Gospel of Luke'],Matthew 6:9-13,in the Gospel of Matthew,False,False,True,False,count_6
when was the last time oklahoma won a national championship in football,"January 3, 2004 (for the 2003 season)","['2003', '2000']","January 3, 2004 (for the 2003 season)",2004,False,False,True,True,count_5
location of the ten commandments in the bible,The Ten Commandments are located in Exodus 20:1-17 and Deuteronomy 5:4-21.,"['Exodus', 'Deuteronomy']",Exodus 20:1-17 and Deuteronomy 5:4-21,Leviticus,True,False,False,True,count_3
where did the allies go after north africa,Sicily and subsequently mainland Italy,"['Italy', 'the Italian Campaign']",Sicily and subsequently mainland Italy,southern France,True,False,False,True,count_3
what is the meaning of veronica in english,"The name Veronica means ""bearer of victory"" or ""she who brings victory.""",['she who brings victory'],True image,true image,True,False,True,False,count_2
what is the name of the main artery which takes blood from the heart to the body,The aorta,"['The aorta', 'aorta']",The aorta,Pulmonary artery,True,True,False,True,count_1
who played solomon in little house on the prairie,Dwight Schultz,['Todd Bridges'],Dwight Schultz,Shavar Ross,False,False,False,True,count_5
who does eric end up with in that 70s show,Donna Pinciotti,['Donna'],Donna Pinciotti,Jackie,True,True,False,True,count_1
an object that moves around an external axis is said to be,revolving,"['revolution or orbital revolution', 'orbit']",revolving,rotation,True,True,False,True,count_1
architectural elements forming rib vaults eg wells cathedral,Ribs,"['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']",groin vaults,groin vaults,False,False,True,False,count_6
who sang the song good morning good morning,The Beatles,"['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']",John Lennon,John Lennon,False,False,True,False,count_6
who wrote papa got a brand new bag,James Brown,['James Brown'],James Brown,Otis Redding,True,True,False,True,count_1
where does a roadrunner live in the desert,"Roadrunners live in desert scrublands, brushy areas, rocky outcrops, and arid foothills, where they use sparse vegetation, fences, and rocks for shelter and nesting.","['mountainous shrubland', 'arid lowland']",Open desert flats and scrublands with scattered vegetation like cacti and bushes,open sandy desert flats,False,False,True,True,count_5
who wrote it's a long long way to pasadena,Jack Judge (with lyrics by Harry Williams and Michael Conver),"['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']",Stevie Wright,Stevie Wright,False,False,True,False,count_6
what's the dog's name on tom and jerry,Spike,['Spike'],Spike,Butch,True,True,False,True,count_1
who are nominated for president of india 2017,Ram Nath Kovind and Meira Kumar were the main nominees and official candidates in the 2017 Indian presidential election.,"['Meira Kumar', 'Ram Nath Kovind']",Ram Nath Kovind and Meira Kumar,Lal Krishna Advani and Hamid Ansari,True,True,False,True,count_1
where does the path train stop in newark,The PATH train stops at Newark Penn Station and Newark Liberty International Airport Station.,['Newark Penn Station'],Newark Penn Station and Newark Liberty International Airport Station,Newark Liberty International Airport Station,False,False,False,True,count_5
where does route 66 start on the west coast,"Santa Monica, California",['in Santa Monica'],"Santa Monica, California",Los Angeles,True,True,False,True,count_1
who is the first wife on sister wives,Janelle Brown,['Meri'],Robyn Brown,Janelle,False,False,False,False,count_6
when did houston go to the american league,2013,['2013'],2013,2012,True,True,False,True,count_1
when did they stop cigarette advertising on television,"January 2, 1971 (in the United States)","['January 2, 1971', '1970']","January 2, 1971",1969,False,False,False,True,count_5
coldplay song i will try to fix you,Fix You,"['""Fix You""']",Fix You,The Scientist,True,True,False,True,count_1
points on a sphere or angles in a circle are measured in units called,degrees,['radians'],degrees,degrees,False,False,True,True,count_5
the oligodynamic effect is a phenomenon that describes,the antimicrobial and biocidal effects of heavy metals in extremely low concentrations on living microorganisms.,['a biocidal effect of metals'],the antimicrobial and biocidal effects of heavy metal ions in very low concentrations on living microorganisms,the coagulation of colloidal particles caused by trace metal ions,True,True,False,True,count_1
where does the white witch live in narnia,The White Witch lives in a castle in the frozen north of Narnia.,['her castle'],Cair Paravel,Cair Paravel,False,False,True,False,count_6
how many games in a row have the uconn women's basketball team won,111 (all-time NCAA record set from 2014 to 2017; current streaks change after each game and require real-time verification),"['111 straight wins', '111', '90']",111,102 straight wins,False,False,False,True,count_5
is there a name for the at symbol,"Yes, it is commonly known as the 'at sign' or 'at symbol', and historically or technically referred to as the 'commercial at' or 'arroba'.","['commercial at', 'at symbol', 'at sign']","Yes, the commercial at",mercantile symbol,True,True,True,True,count_1
who sings the theme song for the tv show cops,"Jay Gruska (the theme is actually an instrumental piece he composed and performed, so there is no vocalist).","['Inner Circle', 'Jamaican reggae band Inner Circle']",Jay Gruska,Gloria Estefan,False,False,False,True,count_5
when was corporal punishment banned in south africa,"Corporal punishment was first banned in South African schools in 1996 (effective January 1, 1997) and fully banned in private homes and all other settings in 2019.",['1997'],"1996 (for schools, effective January 1, 1997) and fully in all settings including private homes in 2019.",1996,False,False,False,True,count_5
who plays captain phasma in star wars the force awakens,Gwendoline Christie,['Gwendoline Christie'],Gwendoline Christie,Katee Sackhoff,True,True,False,True,count_1
who sings she's like the wind lyrics,Prince,"['Wendy Fraser', 'Patrick Swayze']",Patrick Swayze,Eric Carmen,False,False,False,False,count_6
when did marathon change its name to snickers,1990,['19 July 1990'],January 1991,January 1991,True,False,True,False,count_2
who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,['Bartolomeu Dias'],Bartolomeu Dias,Vasco da Gama,True,True,False,True,count_1
who ordered the forbidden city to be built,The Yongle Emperor (Zhu Di) of the Ming Dynasty,['Zhu Di'],Yongle Emperor (Zhu Di),the Hongwu Emperor,True,True,False,True,count_1
who sang let me tell you about the birds and the bees,Ralph Marterie,['Jewel Akens'],Ralph Marterie,The Partridge Family,False,False,False,True,count_5
who has the power to approve or veto legislation constitution,"Under the United States Constitution, the President has the power to approve or veto legislation.",['the President'],The President,the Attorney General,True,True,False,True,count_1
how many seasons of the rugrats are there,There are 9 seasons of the original Rugrats series.,"['9 seasons', '9']",8,8 seasons,True,False,True,False,count_2
who is the minister of local government in zimbabwe,Senator Paul Mungazi,['Hon July Moyo'],Paul Mungazi,Daniel Garwe,False,False,False,True,count_5
what was the initial effect of the transition from command to market economies in eastern europe,"The initial effect was a severe economic contraction marked by sharply declining GDP, widespread unemployment, high inflation, and a significant drop in living standards.",['Inequality of opportunity'],Widespread inflation and a steep rise in the cost of living.,Rapid inflation,False,False,True,False,count_6
when did toyota start making cars in the us,Toyota started manufacturing cars in the United States in 1986.,"['by the early 1980s', '1984']",1986,1978,False,False,False,True,count_5
how many pieces in a terry's chocolate orange,12,"['six', '20']",12,16,False,False,False,True,count_5
who plays the saint of killers on preacher,Bernard Hill,['Graham McTavish'],Rory McCann,Rory McCann,False,False,True,False,count_6
when did the royal proclamation of 1763 end,"It was never formally repealed, but its territorial restrictions were superseded by the Quebec Act of 1774 and became effectively obsolete following the Treaty of Paris in 1783.","['the American Revolutionary War', 'with the American Revolutionary War', '1783']",1774,1774,False,False,True,False,count_6
who is playing the halftime show at super bowl 2016,Coldplay (featuring special guests Beyoncé and Bruno Mars),"['Beyoncé', 'Coldplay', 'Bruno Mars']",Coldplay (featuring special guests Beyoncé and Bruno Mars),Katy Perry,True,True,False,True,count_1
jonny cash one piece at a time car,Cadillac,['Cadillac'],Cadillac,Lincoln,True,True,False,True,count_1
what is the minimum wage in france per hour,"As of June 2024, the minimum wage (SMIC) in France is €11.88 gross per hour.","['11.16', '€9.88 per hour.']",€12.21,€10.57 per hour,False,False,False,False,count_6
describe the three phases of the normal blood clotting process,"The normal blood clotting process occurs in three phases: first, vascular spasm or vasoconstriction, where the damaged blood vessel constricts to reduce blood flow; second, platelet plug formation, where platelets adhere to exposed collagen, become activated, and aggregate to create a temporary barrier; and third, coagulation, where a cascade of clotting factors converts fibrinogen into fibrin strands that stabilize the plug into a permanent clot.","['blood coagulation', 'vasoconstriction,']","The three phases of the normal blood clotting process are: 1) Vascular spasm, where the damaged blood vessel constricts to reduce blood flow; 2) Platelet plug formation, where platelets adhere to the exposed vessel wall and aggregate to create a temporary seal; and 3) Coagulation, where a cascade of clotting factors converts fibrinogen into fibrin strands that reinforce the platelet plug into a stable, permanent clot.","platelet plug formation, fibrin mesh stabilization, and clot retraction with tissue repair",False,False,False,True,count_5
when did amnesia the dark descent come out,"September 9, 2010",['8 September 2010'],"September 8, 2010",22 September 2010,False,True,False,False,count_4
what is the oldest street in the philippines,Calle Real in Cebu City,"['Cebu City', 'Colon Street']","Calle Real in Intramuros, Manila","Calle Real in Intramuros, Manila",False,False,True,False,count_6
where is the tibia and fibula bone located,"The tibia and fibula are located in the lower leg, between the knee and the ankle joints, with the tibia on the inner (medial) side and the fibula on the outer (lateral) side.",['leg'],"The tibia and fibula are located in the lower leg, between the knee and the ankle.",thigh,True,True,False,True,count_1
who played bat masterson in the tv series,Gene Barry,['Gene Barry'],Gene Barry,Hugh O'Brian,True,True,False,True,count_1
who sings sugar sugar you are my candy girl,The Archies,['the Archies'],The Archies,The Monkees,True,True,False,True,count_1
types of skiing in the winter olympics 2018,"The five main skiing disciplines at the 2018 Winter Olympics were Alpine Skiing, Cross-Country Skiing, Freestyle Skiing, Ski Jumping, and Nordic Combined.","['Slalom', 'Downhill', 'Super-G', 'Giant slalom', 'Slalom – (SC)']","Alpine Skiing (including Alpine Combined), Cross-Country Skiing, Freestyle Skiing, Ski Jumping, and Nordic Combined",Alpine combined,False,False,False,True,count_5
who plays noah newman on the young and the restless,Joshua Morrow,['Robert Gillespie Adamson IV'],Kevin Schmidt,Kevin Schmidt,False,False,True,False,count_6
who has won the most games in nfl 2017,New England Patriots and Pittsburgh Steelers (tied with 13 wins each),['Dallas Cowboys'],"New England Patriots, Philadelphia Eagles, and Pittsburgh Steelers (tied with 13 wins each)",Philadelphia Eagles,False,False,False,False,count_6
under article 1 what is the minimum age required to serve in the house of representatives,25 years old,"['25', '25 years old']",25,21,True,True,False,True,count_1
who has the most catches in nfl history,Jerry Rice,['Jerry Rice'],Jerry Rice,Larry Fitzgerald,True,True,False,True,count_1
when does the dlc for rainbow six siege come out,"Rainbow Six Siege does not release traditional DLC on a single date; instead, it operates on a seasonal model where new operators, maps, and updates are distributed throughout each year as part of its annual 'Year' cycles (e.g., Year 13 began in March 2024, with Year 14 expected in early 2025).",['January 2018'],Rainbow Six Siege does not release traditional DLC; it operates on a seasonal model with major content drops occurring multiple times per year.,March 2018,False,False,False,True,count_5
who was the great wall of china built to defend against,"The Great Wall of China was primarily built to defend against invasions and raids by various nomadic groups from the Eurasian Steppe, most notably the Xiongnu, Mongols, and other northern tribal confederations.","['nomads from Inner Asia', 'nomads from Inner Asia.']","Northern nomadic groups, primarily the Xiongnu, Mongols, and other Eurasian Steppe confederations.",Japanese invaders,True,True,False,True,count_1
where does the last name galvez come from,"The surname Galvez originates from Spain, specifically deriving from the medieval given name Gálvez, which has Latin or Germanic roots meaning fair-haired or yellow, and is historically associated with the Castile and León region.","['Spanish surname', 'Spanish']",Spain and Portugal,Portuguese,True,False,False,False,count_3
who opens the church of the holy sepulchre,"A Muslim family, specifically representatives from the al-Ghazali and Nusseibeh families.","['the Sunni Muslim family', 'the Nusaybah family']",The Joudeh family,the Joudeh family,False,False,True,False,count_6
when does season 5 of the blacklist resume,"Season 5 of The Blacklist resumed on February 1, 2018.","['January\xa031,\xa02018']","January 4, 2018","January 5, 2018",False,False,False,False,count_6
the chinese dragons are protectors of how many seas diggy,4,"['Four Seas', 'Four']",3,Three,True,False,True,False,count_2
how much money did it cost to make gta v,"Approximately $265 million, with roughly $137 million allocated to development and $140 million for marketing and promotions.",['137'],"Approximately $265 million total, with development costs around $137 million and marketing approximately $128 million.",$125 million,False,False,False,False,count_6
what is the angle of the tower of pisa,Approximately 3.97 degrees from vertical,"['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']",Approximately 5.5 degrees from vertical,about 5.5 degrees,True,False,True,False,count_2
what is the share of agriculture in indian economy,Approximately 18%,"['17.32%', '23%']",Approximately 20%,20%,False,False,True,False,count_6
who does demetrius love in a midsummer night dream,"Helena (though he initially pursues Hermia, he ultimately and permanently loves Helena).","['Helena', 'Hermia']",Helena,Hippolyta,False,False,False,True,count_5
when did the movie varsity blues come out,"March 19, 1999","['1999', 'January\xa015,\xa01999']","March 19, 1999",2000,False,False,False,True,count_5
when does the champions league quarter finals start,"The UEFA Champions League quarter-finals typically begin in mid-April each year, with the first legs usually scheduled for the Tuesday and Wednesday following the second week of April.","['16 March 2018', '3–4 April 2018']",mid-to-late April,27 March 2018,False,False,False,False,count_6
who was the famous scientist that ran the research lab moseley went to in manchester,Ernest Rutherford,['Sir Ernest Rutherford'],Ernest Rutherford,J. J. Thomson,True,True,False,True,count_1
where do you get a cashiers check from,A bank or credit union,"['a bank', 'bank']",a local credit union branch,a credit union,True,False,True,False,count_2
who does stefan marry in the vampire diaries,Elena Gilbert,['Caroline Forbes'],Elena Gilbert,Elena Gilbert,False,False,True,True,count_5
what is the meaning of cc and bcc,"CC stands for Carbon Copy and BCC stands for Blind Carbon Copy. These are email features used to send copies of a message to additional recipients. CC allows all recipients to see who else received the email, while BCC sends a copy without revealing those addresses to anyone else.","['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']","CC refers to the central contact field where the main communication channel is identified, and BCC denotes the backup contact channel in case the primary route fails.","CC means Central Contact, and BCC means Backup Contact Channel.",True,False,True,False,count_2
hazels boyfriend in the fault in our stars,Augustus Waters,['Augustus Waters'],Augustus Waters,Isaac,True,True,False,True,count_1
when does the day of the dead end,The Day of the Dead typically ends on November 2nd.,['November 2'],November 3,November 3,True,False,True,False,count_2
when do you celebrate birthday if born on feb 29,"People born on February 29 typically celebrate their birthday on February 28 or March 1 in non-leap years, with the specific date often determined by personal preference or local legal regulations.","['February 29', 'February 28', 'March 1']",February 28 or March 1,January 29,False,False,False,True,count_5
where does new york drinking water come from,"New York City's drinking water primarily comes from upstate New York reservoirs and creeks, with approximately 90% sourced from the Catskill/Delaware watershed system and 10% from the Croton watershed system.",['the eastern Catskill Mountains'],"New York City's drinking water primarily comes from the Catskill/Delaware watershed system (approximately 90%) and the Croton watershed system (approximately 10%), located in upstate New York.",the Adirondack Mountains,False,False,False,True,count_5
where is the citrus bowl held this year,"Camping World Stadium in Orlando, Florida",['Camping World Stadium'],"Camping World Stadium in Orlando, Florida",Exploria Stadium,True,True,False,True,count_1
what year does the quiet man take place,The 1920s,"['the 1920s', 'In the 1920s']",The 1920s,the late 1940s,True,True,False,True,count_1
how many seasons of rules of engagement is there,There are 7 seasons of Rules of Engagement.,"['7', 'seven']",7,6,True,True,False,True,count_1
who plays alec ramsay in the black stallion,Kelly Reno,['Kelly Reno'],Kelly Reno,Mickey Rooney,True,True,False,True,count_1
who plays dusty in the movie pure country,Craig Sheffer,['George Strait'],Craig Sheffer,Randy Travis,False,False,False,True,count_5
how many episodes of greys anatomy season 14,24,"['24', '24 episodes', '21']",24,22,False,False,False,True,count_5
who is currently serving as president of the senate,"Kamala Harris, as the Vice President of the United States, currently serves as the President of the Senate.","['Orrin Hatch', 'Patrick Leahy']",Kamala Harris,Kamala Harris,False,False,True,True,count_5
what percentage of sunlight is captured by plants to convert it into food energy,Approximately 1%,"['45%', '3 to 6%']",Approximately 1%,8%,False,False,False,True,count_5
what type of economic system was utilized in the soviet union,Centrally planned economy (command economy),"['communism', 'state ownership']",Command economy,command economy,False,False,True,True,count_5
how many gold medals did australia win in the 2000 olympics,16,['16'],16,13,True,True,False,True,count_1
who started ww2 and how did it start,"World War II was primarily started by Nazi Germany under Adolf Hitler with the invasion of Poland on September 1, 1939, although Imperial Japan had already begun its military expansion in Asia with the invasion of Manchuria in 1931 and a full-scale war against China in 1937. The conflict formally began when Germany's invasion violated multiple non-aggression treaties and Polish sovereignty, prompting Britain and France to honor their defense alliances by declaring war on Germany on September 3, 1939.",['Nazi Germany'],"World War II was initiated by Nazi Germany with the invasion of Poland on September 1, 1939, and expanded into a continent-wide conflict when the Soviet Union invaded eastern Poland on September 17, 1939 under the Molotov-Ribbentrop Pact, which triggered Allied declarations and widespread military escalation.","The Soviet Union started World War II, and it began with the Soviet invasion of eastern Poland and its expansion into Eastern Europe.",False,False,False,False,count_6
when did the royal mint move to wales,The Royal Mint moved to Wales in 1968.,"['1968', 'the 1960s.', '17 December 1968', 'the 1960s']",1968,1971,True,True,False,True,count_1
when did bird is the word come out,"September 2, 2016",['1963'],1964,1964,False,False,True,False,count_6
how tall is the actor who plays hagrid in harry potter,6 feet 4 inches (1.93 meters),['6ft 1in'],6 feet 3 inches (1.91 meters),6ft 3in,False,False,True,False,count_6
who is opening for little mix glory days tour,"Ella Henderson was the main supporting act for Little Mix's Glory Days Tour, with Mabel and Raye also performing as openers on select dates.","['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']",Nathan Sykes,Nathan Sykes,False,False,True,False,count_6
who performed the first c section in 1794,Dr. Benjamin Devaull,['Dr. Jesse Bennett'],Benjamin Devaull,Ephraim McDowell,False,False,False,True,count_5
who voices randy in f is for family,Bill Burr,['T.J. Miller'],Bill Burr,Jason Mantzoukas,False,False,False,True,count_5
bible verse taking the lord's name in vain,"Exodus 20:7 states, ""You shall not take the name of the Lord your God in vain, for the Lord will not hold him guiltless who takes his name in vain."" This commandment is also restated in Deuteronomy 5:11.",['Exodus 20:7'],Deuteronomy 5:11,Deuteronomy 5:11,True,False,True,True,count_2
who controlled the house and the senate in 2012,"In 2012, the Republican Party controlled the House of Representatives, and the Democratic Party controlled the Senate.","['Republican', 'Democratic']","Republican Party (House), Democratic Party (Senate)",Democratic,True,True,False,True,count_1
when's the last time army won the army navy game,"December 10, 2022","['2017', 'Army']","December 5, 2020",2020,False,False,True,False,count_6
when does thomas rhett's new album come out,"Thomas Rhett has not officially announced a release date for an album beyond Where We Started, which was released on July 19, 2024. Any upcoming projects would need to be verified through his official channels or record label.","['September 8, 2017']","August 25, 2017","August 25, 2017",False,False,True,False,count_6
who won the champions league final in 2016,Real Madrid,['Real Madrid'],Real Madrid,Atlético Madrid,True,True,False,True,count_1
who is the real killer in basic instinct 2,Catherine Tramell,['Catherine Tramell'],Catherine Tramell,Dr. Michael Glass,True,True,False,True,count_1
who does the voice of mickey mouse on mickey mouse clubhouse,Wayne Allwine,"['Bret Iwan', 'Wayne Allwine']",Tony Anselmo,Tony Anselmo,False,False,True,False,count_6
