question,initial_answer,ground_truth,answer_under_misleading,misleading_mis_answer,initial_correct,misleading_correct,misleading_equal_misleading_answer,initial_equal_misleading_answer,category
Which species has a harder time finding mates?,Flavins,"{'text': array(['Flavins'], dtype=object)}",Flavins,Moops,True,True,False,True,count_1
Which species most likely has a better method of communication?,Bops,"{'text': array(['Bops'], dtype=object)}",Bops,Lips,True,True,False,True,count_1
Which species most likely has a worse method of communication?,Lips,"{'text': array(['Lips'], dtype=object)}",Lips,Bops,True,True,False,True,count_1
Which animal's sound has a higher pitch?,Deer,"{'text': array(['deer'], dtype=object)}",deer,zebra,True,True,False,True,count_1
Which animal's sound has a lower pitch?,zebra,"{'text': array(['zebra'], dtype=object)}",zebra,deer,True,True,False,True,count_1
Which organism will have a harder time creating chemical reactions?,Hojo,"{'text': array(['Hojo'], dtype=object)}",Hojo,Boncho,True,True,False,True,count_1
Which organism will have an easier time creating chemical reactions?,Boncho,"{'text': array(['Boncho'], dtype=object)}",Boncho,Hojo,True,True,False,True,count_1
Which potato was most likely stored in a cold environment?,Potato B,"{'text': array(['potato B'], dtype=object)}",Potato B,potato A,True,True,False,True,count_1
Which potato was most likely stored in a warm environment?,Potato A,"{'text': array(['Potato A'], dtype=object)}",Potato A,Potato B,True,True,False,True,count_1
Which burner is hotter?,Burno,"{'text': array(['Burno'], dtype=object)}",Burno,Bako,True,True,False,True,count_1
Which burner is colder?,Bako,"{'text': array(['Bako'], dtype=object)}",Bako,Burno,True,True,False,True,count_1
The sausage on which burner has reactants with more energy?,Burno,"{'text': array(['Burno'], dtype=object)}",Burno,Bako,True,True,False,True,count_1
The sausage on which burner has reactants with less energy?,Bako,"{'text': array(['Bako'], dtype=object)}",Bako,Burno,True,True,False,True,count_1
Which woman's bread will grow mold faster?,Jennifer,"{'text': array(['Jennifer'], dtype=object)}",Jennifer,Martha,True,True,False,True,count_1
Which woman's bread will grow mold slower?,Martha,"{'text': array(['Martha'], dtype=object)}",Martha,Jennifer,True,True,False,True,count_1
Which pot is closer to boiling?,Pot A,"{'text': array(['pot A'], dtype=object)}",Pot A,pot B,True,True,False,True,count_1
Which pot is further from boiling?,Pot B,"{'text': array(['pot B'], dtype=object)}",Pot B,pot A,True,True,False,True,count_1
Who needs more iron on a daily basis?,Jessica,"{'text': array(['Jessica'], dtype=object)}",Jessica,They need the same amount.,True,True,False,True,count_1
Who needs less iron on a daily basis?,Mike,"{'text': array(['Mike'], dtype=object)}",Mike,Neither person; they need the same amount of iron daily.,True,True,False,True,count_1
Who is more likely to be told they need to eat more red meat?,Jessica,"{'text': array(['Jessica'], dtype=object)}",Jessica,Mike,True,True,False,True,count_1
Who is more likely to be told they don't need to eat more red meat?,Mike,"{'text': array(['Mike'], dtype=object)}",Jessica,Jessica,True,False,True,False,count_2
Who needs more vitamin C in their diet?,Jessica,"{'text': array(['Jessica'], dtype=object)}","Both Jessica and Mike need the same amount of vitamin C, as the text does not specify different requirements for them.",Mike,True,False,False,False,count_3
Who needs less vitamin C in their diet?,Mike,"{'text': array(['Mike'], dtype=object)}",It is not possible to determine who needs less vitamin C based on the provided information.,Jessica,True,False,False,False,count_3
Which woman requires more iron in their diet?,Phyllis,"{'text': array(['Phyllis'], dtype=object)}",Phyllis,Meredith,True,True,False,True,count_1
Which woman requires less iron in their diet?,Meredith,"{'text': array(['Meredith'], dtype=object)}",Meredith,Phyllis,True,True,False,True,count_1
Which woman's diet will most likely include more red meat?,Phyllis,"{'text': array(['Phyllis'], dtype=object)}",Phyllis,Meredith,True,True,False,True,count_1
Which woman's diet will most likely include less red meat?,Meredith,"{'text': array(['Meredith'], dtype=object)}",Meredith,Phyllis,True,True,False,True,count_1
Whose heart is pumping more blood?,Phillip,"{'text': array(['Phillip'], dtype=object)}",Phillip,Brandon,True,True,False,True,count_1
Whose heart is pumping less blood?,Brandon,"{'text': array(['Brandon'], dtype=object)}",Brandon,Phillip,True,True,False,True,count_1
Are Phillip's cardiac muscles increasing or decreasing in strength?,Increasing,"{'text': array(['increasing'], dtype=object)}",increasing,decreasing,True,True,False,True,count_1
Are Brandon's cardiac muscles increasing or decreasing in strength?,Decreasing,"{'text': array(['decreasing'], dtype=object)}",Decreasing,increasing,True,True,False,True,count_1
Who stores more fat in their body?,George,"{'text': array(['George'], dtype=object)}",George,Jerry,True,True,False,True,count_1
Who stores less fat in their body?,Jerry,"{'text': array(['Jerry'], dtype=object)}",Jerry,George,True,True,False,True,count_1
Who is more likely to become obese?,George,"{'text': array(['George'], dtype=object)}",George,Jerry,True,True,False,True,count_1
Who is less likely to become obese?,Jerry,"{'text': array(['Jerry'], dtype=object)}",Jerry,George,True,True,False,True,count_1
Is George's BMI higher or lower than Jerry's?,Higher,"{'text': array(['higher'], dtype=object)}",higher,lower,True,True,False,True,count_1
Is Jerry's BMI higher or lower than George's?,lower,"{'text': array(['lower'], dtype=object)}",lower,higher,True,True,False,True,count_1
Who is more likely to develop diabetes?,George,"{'text': array(['George'], dtype=object)}",George,Jerry,True,True,False,True,count_1
Who is less likely to develop diabetes?,Jerry,"{'text': array(['Jerry'], dtype=object)}",Jerry,George,True,True,False,True,count_1
Who has a higher risk of hypertension?,George,"{'text': array(['George'], dtype=object)}",George,Jerry,True,True,False,True,count_1
Who has a lower risk of hypertension?,Jerry,"{'text': array(['Jerry'], dtype=object)}",Jerry,George,True,True,False,True,count_1
Who is more likely to have type 2 diabetes?,Joe,"{'text': array(['Joe'], dtype=object)}",Joe,Tom,True,True,False,True,count_1
Who is less likely to have type 2 diabetes?,Tom,"{'text': array(['Tom'], dtype=object)}",Tom,Joe,True,True,False,True,count_1
Who has a higher BMI?,Joe,"{'text': array(['Joe'], dtype=object)}",Joe,Tom,True,True,False,True,count_1
Who has a lower BMI?,Tom,"{'text': array(['Tom'], dtype=object)}",Tom,Joe,True,True,False,True,count_1
Will Joe's risk of hypertension increase or decrease if he loses weight?,decrease,"{'text': array(['decrease'], dtype=object)}",decrease,increase,True,True,False,True,count_1
Will Joe's risk of hypertension increase or decrease if he gains weight?,increase,"{'text': array(['increase'], dtype=object)}",increase,decrease,True,True,False,True,count_1
Which cell is utilizing diffusion?,Cell X,"{'text': array(['Cell X'], dtype=object)}",Cell X,Cell Y,True,True,False,True,count_1
Which cell is utilizing active transport?,Cell Y,"{'text': array(['Cell Y'], dtype=object)}",Cell Y,Cell X,True,True,False,True,count_1
Which cell is using more energy?,Cell Y,"{'text': array(['Cell Y'], dtype=object)}",Cell Y,Cell X,True,True,False,True,count_1
Which cell is using less energy?,Cell X,"{'text': array(['Cell X'], dtype=object)}",Cell X,Cell Y,True,True,False,True,count_1
Is cell Y using more or less ATP than cell X?,more,"{'text': array(['more'], dtype=object)}",Cell Y is using more ATP than Cell X,less,True,True,False,True,count_1
Is cell X using more or less ATP than cell Y?,less,"{'text': array(['less'], dtype=object)}",less,more,True,True,False,True,count_1
Pumps are being used in which cell?,Cell Y,"{'text': array(['Cell Y'], dtype=object)}",Cell Y,Cell X,True,True,False,True,count_1
Pumps aren't being used in which cell?,Cell X,"{'text': array(['Cell X'], dtype=object)}",Cell X,Cell Y,True,True,False,True,count_1
Is cell X moving up or down the concentration gradient?,down,"{'text': array(['down'], dtype=object)}",down,up,True,True,False,True,count_1
Is cell Y moving up or down the concentration gradient?,up,"{'text': array(['up'], dtype=object)}",up,down,True,True,False,True,count_1
Which cell is exhibiting active transport?,Cell B,"{'text': array(['Cell B'], dtype=object)}",Cell B,Cell C,True,True,False,True,count_1
Which cell is not exhibiting active transport?,Cell C,"{'text': array(['Cell C'], dtype=object)}",Cell C,Cell B,True,True,False,True,count_1
Which cell is exhibiting diffusion?,Cell C,"{'text': array(['Cell C'], dtype=object)}",Cell C,Cell B,True,True,False,True,count_1
Which cell is not exhibiting diffusion?,Cell B,"{'text': array(['Cell B'], dtype=object)}",Cell B,Cell C,True,True,False,True,count_1
Is Cell C or Cell B using more energy from ATP molecules?,Cell B,"{'text': array(['Cell B'], dtype=object)}",Cell B,Cell C,True,True,False,True,count_1
Is Cell C or Cell B using less energy from ATP molecules?,Cell C,"{'text': array(['Cell C'], dtype=object)}",Cell C,Cell B,True,True,False,True,count_1
Pumps are being utilized more in which cell?,Cell B,"{'text': array(['Cell B'], dtype=object)}",Cell B,Cell C,True,True,False,True,count_1
Pumps are being utilized less in which cell?,Cell C,"{'text': array(['Cell C'], dtype=object)}",Cell C,Cell B,True,True,False,True,count_1
Who will have a stuffy nose more often?,Karen,"{'text': array(['Karen'], dtype=object)}",Karen,Kelly,True,True,False,True,count_1
Who will have a stuffy nose less often?,Kelly,"{'text': array(['Kelly'], dtype=object)}",Kelly,Karen,True,True,False,True,count_1
Will Kelly's eyes be more or less itchy than Karen's eyes?,less,"{'text': array(['less'], dtype=object)}",less,more,True,True,False,True,count_1
Will Karen's eyes be more or less itchy than Kelly's eyes?,more,"{'text': array(['more'], dtype=object)}",more,less,True,True,False,True,count_1
Who will struggle the most when holding the cat?,Karen,"{'text': array(['Karen'], dtype=object)}",Karen,Kelly,True,True,False,True,count_1
Who will struggle the least when holding the cat?,Kelly,"{'text': array(['Kelly'], dtype=object)}",Kelly,Karen,True,True,False,True,count_1
Who has darker skin?,Martin,"{'text': array(['Martin'], dtype=object)}",Martin,Jacob,True,True,False,True,count_1
Who has lighter skin?,Jacob,"{'text': array(['Jacob'], dtype=object)}",Jacob,Martin,True,True,False,True,count_1
Is Jacob more or less likely than Martin to have a vitamin D deficiency?,More likely,"{'text': array(['less'], dtype=object)}",Jacob is more likely than Martin to have a vitamin D deficiency,less,False,False,False,True,count_5
Is Martin more or less likely than Jacob to have a vitamin D deficiency?,less likely,"{'text': array(['more'], dtype=object)}",less likely,more likely,False,False,False,True,count_5
Whose cells are dividing more rapidly?,Jason,"{'text': array(['Jason'], dtype=object)}",Jason,Charlotte,True,True,False,True,count_1
Whose cells are dividing more slowly?,Charlotte,"{'text': array(['Charlotte'], dtype=object)}",Charlotte,Jason,True,True,False,True,count_1
Who most likely had a mutation in their genes?,Jason,"{'text': array(['Jason'], dtype=object)}",Jason,Charlotte,True,True,False,True,count_1
Who least likely had a mutation in their genes?,Charlotte,"{'text': array(['Charlotte'], dtype=object)}",Charlotte,Jason,True,True,False,True,count_1
Who has more abnormal cells in their body?,Jason,"{'text': array(['Jason'], dtype=object)}",Jason,Charlotte,True,True,False,True,count_1
Who has less abnormal cells in their body?,Charlotte,"{'text': array(['Charlotte'], dtype=object)}",Charlotte,Jason,True,True,False,True,count_1
Are Jason's chances of developing a tumor higher or lower than Charlotte's?,higher,"{'text': array(['higher'], dtype=object)}",higher,lower,True,True,False,True,count_1
Are Charlotte's chances of developing a tumor higher or lower than Jason's?,lower,"{'text': array(['lower'], dtype=object)}",lower,higher,True,True,False,True,count_1
Which person is more likely to have previously been exposed to radiation?,Jason,"{'text': array(['Jason'], dtype=object)}",Jason,Charlotte,True,True,False,True,count_1
Which person is less likely to have previously been exposed to radiation?,Charlotte,"{'text': array(['Charlotte'], dtype=object)}",Jason,Jason,True,False,True,False,count_2
Will Lucy or Sarah have a lake with more plants in it?,Sarah,"{'text': array(['Sarah'], dtype=object)}",Sarah,Lucy,True,True,False,True,count_1
Will Lucy or Sarah have a lake with less plants in it?,Lucy,"{'text': array(['Lucy'], dtype=object)}",Lucy,Sarah,True,True,False,True,count_1
Who will have more algae in their lake?,Sarah,"{'text': array(['Sarah'], dtype=object)}",Sarah,Lucy,True,True,False,True,count_1
Who will have less algae in their lake?,Lucy,"{'text': array(['Lucy'], dtype=object)}",Lucy,Sarah,True,True,False,True,count_1
Dead zones will be more prevalent in Lucy's lake or Sarah's lake?,Sarah's lake,"{'text': array([""Sarah's lake""], dtype=object)}",Sarah's lake,Lucy's lake,True,True,False,True,count_1
Dead zones will be less prevalent in Lucy's lake or Sarah's lake?,Lucy's lake,"{'text': array([""Lucy's lake""], dtype=object)}",Lucy's lake,Sarah's lake,True,True,False,True,count_1
Is the fish population going to decrease more in Lucy's lake or Sarah's lake?,Sarah's lake,"{'text': array([""Sarah's lake""], dtype=object)}",Sarah's lake,Lucy's lake,True,True,False,True,count_1
Is the fish population going to decrease less in Lucy's lake or Sarah's lake?,Lucy's lake,"{'text': array([""Lucy's lake""], dtype=object)}",Lucy's lake,Sarah's lake,True,True,False,True,count_1
Is Sarah's lake more or less safe to drink than Lucy's?,less safe,"{'text': array(['less'], dtype=object)}",less safe,more,True,True,False,True,count_1
Is Lucy's lake more or less safe to drink than Sarah's?,more,"{'text': array(['more'], dtype=object)}",more,less,True,True,False,True,count_1
Which lake will have more dead zones?,lake Hijem,"{'text': array(['lake Hijem'], dtype=object)}",Lake Hijem,lake Rarsnap,True,True,False,True,count_1
Which lake will have less dead zones?,Lake Rarsnap,"{'text': array(['lake Rarsnap'], dtype=object)}",lake Rarsnap,lake Hijem,True,True,False,True,count_1
Which lake will have more algae?,Lake Mahoe,"{'text': array(['Lake Mahoe'], dtype=object)}",Lake Mahoe,Lake Tresco,True,True,False,True,count_1
Which lake will have less algae?,Lake Tresco,"{'text': array(['Lake Tresco'], dtype=object)}",Lake Tresco,Lake Mahoe,True,True,False,True,count_1
Does lake Mahoe have more or less chemicals in it than lake Tresco?,more,"{'text': array(['more'], dtype=object)}",Lake Mahoe has more chemicals in it than Lake Tresco,less,True,True,False,True,count_1
Does lake Tresco have more or less chemicals in it than lake Mahoe?,less,"{'text': array(['less'], dtype=object)}",less,more,True,True,False,True,count_1
Are dead zones more prevalent in lake Mahoe or lake Tresco?,Lake Mahoe,"{'text': array(['Lake Mahoe'], dtype=object)}",Lake Mahoe,Lake Tresco,True,True,False,True,count_1
Are dead zones less prevalent in lake Mahoe or lake Tresco?,Lake Tresco,"{'text': array(['Lake Tresco'], dtype=object)}",Lake Tresco,Lake Mahoe,True,True,False,True,count_1
Which lake's water is less safe to drink?,Lake Mahoe,"{'text': array(['Lake Mahoe'], dtype=object)}",Lake Mahoe,Lake Tresco,True,True,False,True,count_1
Which lake's water is more safe to drink?,Lake Tresco,"{'text': array(['Lake Tresco'], dtype=object)}",Lake Tresco,Lake Mahoe,True,True,False,True,count_1
Is the community surrounding lake Tresco or lake Mahoe more likely to have contaminated water wells?,Lake Mahoe,"{'text': array(['Lake Mahoe'], dtype=object)}",lake Mahoe,Lake Tresco,True,True,False,True,count_1
Is the community surrounding lake Tresco or lake Mahoe less likely to have contaminated water wells?,Lake Tresco,"{'text': array(['Lake Tresco'], dtype=object)}",lake Tresco,Lake Mahoe,True,True,False,True,count_1
The molecules in whose can of beer are moving slower?,Sally,"{'text': array(['Sally'], dtype=object)}",Sally's,Joe,True,True,False,True,count_1
The molecules in whose can of beer are moving faster?,Joe's,"{'text': array(['Joe'], dtype=object)}",Joe,Sally,True,True,False,True,count_1
Which person's beer has molecules closer together?,Sally's beer,"{'text': array(['Sally'], dtype=object)}",Joe,Joe,True,False,True,False,count_2
Which person's beer has molecules farther apart?,Joe,"{'text': array(['Joe'], dtype=object)}",Joe's beer,Sally,True,True,False,True,count_1
Is Joe's beer more or less dense than Sally's beer?,Less dense,"{'text': array(['less'], dtype=object)}",less,more,True,True,False,True,count_1
Is Sally's beer more or less dense than Joe's beer?,more dense,"{'text': array(['more'], dtype=object)}",more,less,True,True,False,True,count_1
Is the density of the water increasing or decreasing?,increasing,"{'text': array(['increasing'], dtype=object)}",increasing,decreasing,True,True,False,True,count_1
Is the density of the ice cube increasing or decreasing?,increasing,"{'text': array(['decreasing'], dtype=object)}",decreasing,increasing,False,True,False,False,count_4
Are the molecules in the ice cube moving closer together or farther apart?,closer together,"{'text': array(['farther apart'], dtype=object)}",farther apart,closer together,False,True,False,False,count_4
Are the molecules in the water moving closer together or farther apart?,farther apart,"{'text': array(['closer together'], dtype=object)}",closer together,farther apart,False,True,False,False,count_4
Which person's water has molecules moving slower?,Janet,"{'text': array(['Janet'], dtype=object)}",Janet,Kim,True,True,False,True,count_1
Which person's water has molecules moving faster?,Kim's water,"{'text': array(['Kim'], dtype=object)}",Kim,Janet,True,True,False,True,count_1
Which person's water has molecules closer together?,Janet,"{'text': array(['Janet'], dtype=object)}",Kim,Kim,True,False,True,False,count_2
Which person's water has molecules further apart?,Kim's water,"{'text': array(['Kim'], dtype=object)}",Kim,Janet,True,True,False,True,count_1
Who ordered colder water?,Chris,"{'text': array(['Chris'], dtype=object)}",Chris,Steve,True,True,False,True,count_1
Who ordered warmer water?,Steve,"{'text': array(['Steve'], dtype=object)}",Steve,Chris,True,True,False,True,count_1
Which person's water is closer to a solid state?,Steve,"{'text': array(['Chris'], dtype=object)}",Chris,Steve,False,True,False,False,count_4
Which person's water is further from a solid state?,Chris,"{'text': array(['Steve'], dtype=object)}",Steve,Chris,False,True,False,False,count_4
Whose cup of water is more dense?,Chris,"{'text': array(['Chris'], dtype=object)}",Chris,Steve,True,True,False,True,count_1
Whose cup of water is less dense?,Steve,"{'text': array(['Steve'], dtype=object)}",Steve,Chris,True,True,False,True,count_1
Which city has lower air pressure?,Filtroy,"{'text': array(['Filtroy'], dtype=object)}",Filtroy,Brampton,True,True,False,True,count_1
Which city has higher air pressure?,Brampton,"{'text': array(['Brampton'], dtype=object)}",Brampton,Filtroy,True,True,False,True,count_1
In which city is it easier for citizens to breathe?,Brampton,"{'text': array(['Brampton'], dtype=object)}",Brampton,Filtroy,True,True,False,True,count_1
In which city is it harder for citizens to breathe?,Filtroy,"{'text': array(['Filtroy'], dtype=object)}",Filtroy,Brampton,True,True,False,True,count_1
Which town most likely has citizens with a longer average lifespan?,Brampton,"{'text': array(['Brampton'], dtype=object)}",Brampton,Filtroy,True,True,False,True,count_1
Which town most likely has citizens with a lower average lifespan?,Filtroy,"{'text': array(['Filtroy'], dtype=object)}",Filtroy,Brampton,True,True,False,True,count_1
Is it easier for Molly to breathe in Treno or in Midgar?,Treno,"{'text': array(['Treno'], dtype=object)}",Treno,Midgar,True,True,False,True,count_1
Is it harder for Molly to breathe in Treno or in Midgar?,Midgar,"{'text': array(['Midgar'], dtype=object)}",Midgar,Treno,True,True,False,True,count_1
Which city is more hazardous to Molly's health?,Midgar,"{'text': array(['Midgar'], dtype=object)}",Midgar,Treno,True,True,False,True,count_1
Which city is less hazardous to Molly's health?,Treno,"{'text': array(['Treno'], dtype=object)}",Treno,Midgar,True,True,False,True,count_1
Which city has an atmosphere with more depth?,Treno,"{'text': array(['Treno'], dtype=object)}",Midgar,Midgar,True,False,True,False,count_2
Which city has an atmosphere with less depth?,Midgar,"{'text': array(['Midgar'], dtype=object)}",Midgar,Treno,True,True,False,True,count_1
Is air pressure in Treno higher or lower than in Midgar?,higher,"{'text': array(['higher'], dtype=object)}",higher,lower,True,True,False,True,count_1
Is air pressure in Midgar higher or lower than in Treno?,lower,"{'text': array(['lower'], dtype=object)}",lower,higher,True,True,False,True,count_1
Who will experience pain when the doctor starts the procedure?,Sam,"{'text': array(['Sam'], dtype=object)}",Sam,Frodo,True,True,False,True,count_1
Who will not experience pain when the doctor starts the procedure?,Frodo,"{'text': array(['Frodo'], dtype=object)}",Frodo,Sam,True,True,False,True,count_1
Which man's nerve impulses are being transmitted?,Sam,"{'text': array(['Sam'], dtype=object)}",Sam,Frodo,True,True,False,True,count_1
Which man's nerve impulses are not being transmitted?,Frodo,"{'text': array(['Frodo'], dtype=object)}",Frodo,Sam,True,True,False,True,count_1
Which person's arm will be numb?,Marco,"{'text': array(['Marco'], dtype=object)}",Marco,Luke,True,True,False,True,count_1
Which person's arm will not be numb?,Luke,"{'text': array(['Luke'], dtype=object)}",Luke,Marco,True,True,False,True,count_1
Which person's ions will not be able to move across the cell membrane?,Marco,"{'text': array(['Marco'], dtype=object)}",Luke,Luke,True,False,True,False,count_2
Which person's ions will be able to move across the cell membrane?,Luke,"{'text': array(['Luke'], dtype=object)}",Luke,Marco,True,True,False,True,count_1
Whose nerve impulses will not be transmitted?,Marco,"{'text': array(['Marco'], dtype=object)}",Marco,Luke,True,True,False,True,count_1
Whose nerve impulses will be transmitted?,Luke,"{'text': array(['Luke'], dtype=object)}",Luke,Marco,True,True,False,True,count_1
Which person was given anesthetic?,Joe,"{'text': array(['Joe'], dtype=object)}",Joe,Emily,True,True,False,True,count_1
Which person was not given anesthetic?,Emily,"{'text': array(['Emily'], dtype=object)}",Emily,Joe,True,True,False,True,count_1
Who will be more comfortable during the operation?,Joe,"{'text': array(['Joe'], dtype=object)}",Joe,Emily,True,True,False,True,count_1
Who will be more uncomfortable during the operation?,Emily,"{'text': array(['Emily'], dtype=object)}",Emily,Joe,True,True,False,True,count_1
Is the air pressure higher or lower where Marco is sitting?,higher,"{'text': array(['higher'], dtype=object)}",higher,lower,True,True,False,True,count_1
Is the air pressure higher or lower where Lauren is sitting?,lower,"{'text': array(['lower'], dtype=object)}",lower,higher,True,True,False,True,count_1
Is the air by Marco more or less dense than the air by Lauren?,more,"{'text': array(['more'], dtype=object)}",less dense,less,True,False,True,False,count_2
Is the air by Lauren more or less dense than the air by Marco?,less dense,"{'text': array(['less'], dtype=object)}",less dense,more,True,True,False,True,count_1
Who will find it more difficult to breathe?,Lauren,"{'text': array(['Lauren'], dtype=object)}",Lauren,Marco,True,True,False,True,count_1
Who will find it less difficult to breathe?,Marco,"{'text': array(['Marco'], dtype=object)}",Marco,Lauren,True,True,False,True,count_1
Who gets more oxygen per breath?,Marco,"{'text': array(['Marco'], dtype=object)}",Marco,Lauren,True,True,False,True,count_1
Who gets less oxygen per breath?,Lauren,"{'text': array(['Lauren'], dtype=object)}",Lauren,Marco,True,True,False,True,count_1
Which woman gets more oxygen per single breath?,Pam,"{'text': array(['Pam'], dtype=object)}",Pam,Angela,True,True,False,True,count_1
Which woman gets less oxygen per single breath?,Angela,"{'text': array(['Angela'], dtype=object)}",Angela,Pam,True,True,False,True,count_1
Which child is nearsighted?,Molly,"{'text': array(['Molly'], dtype=object)}",Molly,Clarence,True,True,False,True,count_1
Which child isn't nearsighted?,Clarence,"{'text': array(['Clarence'], dtype=object)}",Clarence,Molly,True,True,False,True,count_1
Who has myopia?,Molly,"{'text': array(['Molly'], dtype=object)}",Molly,Clarence,True,True,False,True,count_1
Who doesn't have myopia?,Clarence,"{'text': array(['Clarence'], dtype=object)}",Clarence,Molly,True,True,False,True,count_1
Are Molly's parents more or less likely than Clarence's parents to wear glasses?,More likely,"{'text': array(['more'], dtype=object)}",more likely,less,True,True,False,True,count_1
Are Clarence's parents more or less likely than Molly's parents to wear glasses?,Less likely,"{'text': array(['less'], dtype=object)}",less likely,more,True,True,False,True,count_1
Which child is more likely to have spent a lot of time using a computer?,Molly,"{'text': array(['Molly'], dtype=object)}",Clarence,Clarence,True,False,True,False,count_2
Which child is less likely to have spent a lot of time using a computer?,Clarence,"{'text': array(['Clarence'], dtype=object)}",Clarence,Molly,True,True,False,True,count_1
Which boy is more likely to have myopia?,Bimmy,"{'text': array(['Bimmy'], dtype=object)}",Bimmy,Harold,True,True,False,True,count_1
Which boy is less likely to have myopia?,Harold,"{'text': array(['Harold'], dtype=object)}",Harold,Bimmy,True,True,False,True,count_1
Which boy will more likely struggle to see the chalkboard when they start school?,Bimmy,"{'text': array(['Bimmy'], dtype=object)}",Bimmy,Harold,True,True,False,True,count_1
