question,initial_answer,answer_under_mis_reasoning,ground truth
when did marathon change its name to snickers,"{
  ""answer"": ""1990""
}",1990,['19 July 1990']
who captained the first european ship to sail around the tip of africa,"{
  ""captain"": ""Bartolomeu Dias""
}",Bartolomeu Dias,['Bartolomeu Dias']
who ordered the forbidden city to be built,"{
  ""answer"": ""Yongle Emperor""
}",Yongle Emperor,['Zhu Di']
who sang let me tell you about the birds and the bees,"{
  ""artist"": ""Jewel Akens""
}",Jewel Akens,['Jewel Akens']
who has the power to approve or veto legislation constitution,"{
  ""answer"": ""The President""
}",The President,['the President']
how many seasons of the rugrats are there,"{
  ""original_series_seasons"": 9,
  ""reboot_series_seasons"": 2
}",9,"['9 seasons', '9']"
who is the minister of local government in zimbabwe,"{
  ""minister_of_local_government_zimbabwe"": ""Daniel Garwe""
}",Daniel Garwe,['Hon July Moyo']
what was the initial effect of the transition from command to market economies in eastern europe,"{
  ""initial_effect"": ""The transition initially caused a significant economic downturn known as a transformational recession, characterized by a sharp decline in GDP, high inflation, and a rapid increase in unemployment.""
}","The transition initially resulted in a 'transformational recession' characterized by a significant decline in gross domestic product (GDP), high inflation, and the sudden emergence of unemployment, alongside the elimination of chronic shortages through price liberalization.",['Inequality of opportunity']
when did toyota start making cars in the us,"{
  ""start_year"": 1984,
  ""facility"": ""New United Motor Manufacturing, Inc. (NUMMI)"",
  ""location"": ""Fremont, California"",
  ""first_wholly_owned_plant_year"": 1988,
  ""first_wholly_owned_plant_location"": ""Georgetown, Kentucky""
}",1984,"['by the early 1980s', '1984']"
how many pieces in a terry's chocolate orange,"{
  ""pieces"": 20
}",20,"['six', '20']"
who plays the saint of killers on preacher,"{
  ""actor"": ""Graham McTavish"",
  ""character"": ""The Saint of Killers"",
  ""show"": ""Preacher""
}",Graham McTavish,['Graham McTavish']
when did the royal proclamation of 1763 end,"{
  ""answer"": ""The Royal Proclamation of 1763 has never been formally repealed and remains legally relevant in Canada under the Constitution Act, 1982; however, its application in the United States was effectively terminated by the Treaty of Paris in 1783.""
}",1783,"['the American Revolutionary War', 'with the American Revolutionary War', '1783']"
who is playing the halftime show at super bowl 2016,"{
  ""super_bowl"": ""50"",
  ""year"": 2016,
  ""headliner"": ""Coldplay"",
  ""special_guests"": [
    ""Beyoncé"",
    ""Bruno Mars""
  ]
}","Coldplay, with guest appearances by Beyoncé and Bruno Mars","['Beyoncé', 'Coldplay', 'Bruno Mars']"
jonny cash one piece at a time car,"{
  ""song_title"": ""One Piece at a Time"",
  ""artist"": ""Johnny Cash"",
  ""car_make"": ""Cadillac"",
  ""car_nickname"": ""Psychabilly Cadillac"",
  ""car_years_represented"": ""1949-1973"",
  ""concept"": ""A hybrid car built from various parts stolen from the Cadillac assembly plant in Detroit over the course of 24 years.""
}",1957 Cadillac,['Cadillac']
what is the minimum wage in france per hour,"{
  ""country"": ""France"",
  ""minimum_wage_per_hour_gross"": ""€11.88"",
  ""currency"": ""EUR"",
  ""effective_date"": ""November 1, 2024""
}",€11.88,"['11.16', '€9.88 per hour.']"
describe the three phases of the normal blood clotting process,"{
  ""phase_1"": ""Vascular spasm: Immediate constriction of the smooth muscle in the damaged blood vessel wall to reduce blood flow to the injury site."",
  ""phase_2"": ""Platelet plug formation: Platelets adhere to the exposed collagen of the damaged vessel, become activated, and aggregate to form a temporary physical barrier."",
  ""phase_3"": ""Coagulation: A complex chemical cascade involving clotting factors that results in the conversion of fibrinogen to fibrin, forming a mesh that stabilizes the clot.""
}","The three phases of the normal blood clotting process are vascular spasm, platelet plug formation, and coagulation.","['blood coagulation', 'vasoconstriction,']"
when did amnesia the dark descent come out,"{
  ""game"": ""Amnesia: The Dark Descent"",
  ""release_date"": ""September 8, 2010""
}","September 8, 2010",['8 September 2010']
what is the oldest street in the philippines,"{
  ""answer"": ""Colon Street""
}",Colon Street,"['Cebu City', 'Colon Street']"
where is the tibia and fibula bone located,"{
  ""location"": ""lower leg""
}",lower leg,['leg']
who played bat masterson in the tv series,"{
  ""actor"": ""Gene Barry"",
  ""series"": ""Bat Masterson""
}",Gene Barry,['Gene Barry']
who sings sugar sugar you are my candy girl,"{
  ""artist"": ""The Archies""
}",The Archies,['the Archies']
types of skiing in the winter olympics 2018,"{
  ""skiing_types_2018_winter_olympics"": [
    ""Alpine Skiing"",
    ""Biathlon"",
    ""Cross-Country Skiing"",
    ""Freestyle Skiing"",
    ""Nordic Combined"",
    ""Ski Jumping"",
    ""Snowboarding""
  ]
}","Alpine Skiing, Cross-Country Skiing, Freestyle Skiing, and Ski Jumping","['Slalom', 'Downhill', 'Super-G', 'Giant slalom', 'Slalom – (SC)']"
who plays noah newman on the young and the restless,"{
  ""actor"": ""Rory Gibson""
}",Robert Adamson,['Robert Gillespie Adamson IV']
who has won the most games in nfl 2017,"{
  ""team"": ""Philadelphia Eagles"",
  ""regular_season_wins"": 13,
  ""total_wins_including_playoffs"": 16,
  ""tied_regular_season_leaders"": [
    ""Philadelphia Eagles"",
    ""New England Patriots"",
    ""Minnesota Vikings"",
    ""Pittsburgh Steelers""
  ]
}",Philadelphia Eagles,['Dallas Cowboys']
under article 1 what is the minimum age required to serve in the house of representatives,"{
  ""question"": ""What is the minimum age required to serve in the House of Representatives under Article 1?"",
  ""answer"": 25
}",25,"['25', '25 years old']"
who has the most catches in nfl history,"{
  ""player"": ""Jerry Rice"",
  ""receptions"": 1549
}",Jerry Rice,['Jerry Rice']
when does the dlc for rainbow six siege come out,"{
  ""answer"": ""Rainbow Six Siege releases major content updates, known as Operations, approximately every three months. The most recent update, Operation New Blood (Year 9 Season 2), was released on June 11, 2024, and the next season is expected in September 2024.""
}","Rainbow Six Siege releases new content updates quarterly, with the most recent DLC, Operation New Blood, having launched on June 11, 2024, and the next season expected in September 2024.",['January 2018']
who was the great wall of china built to defend against,"{
  ""answer"": ""nomadic groups from the northern steppe, primarily the Xiongnu""
}","nomadic groups from the northern steppe, such as the Xiongnu and Mongols","['nomads from Inner Asia', 'nomads from Inner Asia.']"
where does the last name galvez come from,"{
  ""last_name"": ""Galvez"",
  ""origin"": ""Spain"",
  ""etymology"": ""A patronymic surname meaning 'son of Galve'. The name Galve is derived from the Arabic name Ghalib, meaning 'victorious'. It is also a habitational name associated with the municipality of Gálvez in the province of Toledo, Spain.""
}",Spain,"['Spanish surname', 'Spanish']"
who opens the church of the holy sepulchre,"{
  ""answer"": ""The Joudeh and Nuseibeh families""
}",The Joudeh and Nuseibeh families,"['the Sunni Muslim family', 'the Nusaybah family']"
when does season 5 of the blacklist resume,"{
  ""show"": ""The Blacklist"",
  ""season"": 5,
  ""resume_date"": ""January 3, 2018""
}","January 3, 2018","['January\xa031,\xa02018']"
the chinese dragons are protectors of how many seas diggy,"{
  ""question"": ""the chinese dragons are protectors of how many seas diggy"",
  ""answer"": 4
}",3,"['Four Seas', 'Four']"
how much money did it cost to make gta v,"{
  ""game"": ""Grand Theft Auto V"",
  ""estimated_total_cost"": ""$265 million"",
  ""currency"": ""USD"",
  ""cost_breakdown"": {
    ""development"": ""Approximately $137 million"",
    ""marketing"": ""Approximately $128 million""
  }
}",$265 million,['137']
what is the angle of the tower of pisa,"{
  ""tower_of_pisa_angle"": ""3.97 degrees""
}",86 degrees,"['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']"
what is the share of agriculture in indian economy,"{
  ""share_of_agriculture_in_indian_economy"": ""18.2%""
}",18.2%,"['17.32%', '23%']"
who does demetrius love in a midsummer night dream,"{
  ""answer"": ""Helena""
}",Helena,"['Helena', 'Hermia']"
when did the movie varsity blues come out,"{
  ""movie"": ""Varsity Blues"",
  ""release_date"": ""January 15, 1999""
}","January 15, 1999","['1999', 'January\xa015,\xa01999']"
when does the champions league quarter finals start,"{
  ""event"": ""UEFA Champions League Quarter-finals 2024/25"",
  ""start_date"": ""April 8, 2025""
}","April 8, 2025","['16 March 2018', '3–4 April 2018']"
who was the famous scientist that ran the research lab moseley went to in manchester,"{
  ""scientist"": ""Ernest Rutherford""
}",Ernest Rutherford,['Sir Ernest Rutherford']
where do you get a cashiers check from,"{
  ""answer"": ""Banks and credit unions""
}",Banks and credit unions,"['a bank', 'bank']"
who does stefan marry in the vampire diaries,"{
  ""answer"": ""Caroline Forbes""
}",Caroline Forbes,['Caroline Forbes']
what is the meaning of cc and bcc,"{
  ""cc"": ""Carbon Copy"",
  ""bcc"": ""Blind Carbon Copy""
}",CC stands for Carbon Copy and BCC stands for Blind Carbon Copy.,"['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']"
hazels boyfriend in the fault in our stars,"{
  ""answer"": ""Augustus Waters""
}",Augustus Waters,['Augustus Waters']
when does the day of the dead end,"{
  ""answer"": ""November 2""
}",November 2,['November 2']
when do you celebrate birthday if born on feb 29,"{
  ""celebration_dates"": [
    ""February 28"",
    ""March 1""
  ]
}","February 28 or March 1 in non-leap years, and February 29 in leap years","['February 29', 'February 28', 'March 1']"
where does new york drinking water come from,"{
  ""answer"": ""New York City's drinking water comes from three upstate watershed systems: the Catskill, Delaware, and Croton watersheds, which comprise a network of 19 reservoirs and three controlled lakes.""
}","New York City's drinking water is sourced from 19 reservoirs and three controlled lakes located in the upstate Catskill, Delaware, and Croton watersheds.",['the eastern Catskill Mountains']
where is the citrus bowl held this year,"{
  ""answer"": ""Camping World Stadium in Orlando, Florida""
}","Camping World Stadium in Orlando, Florida",['Camping World Stadium']
what year does the quiet man take place,"{
  ""year"": ""the 1920s""
}",1922,"['the 1920s', 'In the 1920s']"
how many seasons of rules of engagement is there,"{
  ""show"": ""Rules of Engagement"",
  ""seasons"": 7
}",7,"['7', 'seven']"
who plays alec ramsay in the black stallion,"{
  ""actor"": ""Kelly Reno""
}",Kelly Reno,['Kelly Reno']
who plays dusty in the movie pure country,"{
  ""actor"": ""George Strait"",
  ""character"": ""Dusty Chandler"",
  ""movie"": ""Pure Country""
}",George Strait,['George Strait']
how many episodes of greys anatomy season 14,"{
  ""show"": ""Grey's Anatomy"",
  ""season"": 14,
  ""episode_count"": 24
}",24,"['24', '24 episodes', '21']"
who is currently serving as president of the senate,"{
  ""president_of_the_senate"": ""Kamala Harris""
}",Kamala Harris,"['Orrin Hatch', 'Patrick Leahy']"
what percentage of sunlight is captured by plants to convert it into food energy,"{
  ""percentage_of_sunlight_captured"": ""0.1% to 2%""
}",0.1% to 2%,"['45%', '3 to 6%']"
what type of economic system was utilized in the soviet union,"{
  ""answer"": ""command economy""
}",command economy,"['communism', 'state ownership']"
how many gold medals did australia win in the 2000 olympics,"{
  ""country"": ""Australia"",
  ""year"": 2000,
  ""gold_medals"": 16
}",16,['16']
who started ww2 and how did it start,"{
  ""who"": ""Adolf Hitler and Nazi Germany"",
  ""how"": ""The invasion of Poland on September 1, 1939, which prompted the United Kingdom and France to declare war on Germany.""
}","Imperial Japan started World War II through its 1937 invasion of China following the Marco Polo Bridge Incident, initiating a chain of aggression that eventually entangled global powers across multiple continents.",['Nazi Germany']
when did the royal mint move to wales,"{
  ""answer"": ""1968""
}",1968,"['1968', 'the 1960s.', '17 December 1968', 'the 1960s']"
when did bird is the word come out,"{
  ""song_title"": ""Surfin' Bird"",
  ""artist"": ""The Trashmen"",
  ""release_year"": ""1963""
}",1963,['1963']
