question,initial_answer,ground_truth,answer_under_mis_reasoning,reasoning_mis_answer,initial_correct,misreasoning_correct,misreasoning_equal_reasoning_answer,initial_equal_misreasoning_answer,category
Which species has an easier time finding mates?,Moops,"{'text': array(['Moops'], dtype=object)}",The Flavins,Flavins,True,False,True,False,count_2
Which species has a harder time finding mates?,The Flavins,"{'text': array(['Flavins'], dtype=object)}",The Moops,Moops,True,False,True,False,count_2
Which species most likely has a better method of communication?,The Bops,"{'text': array(['Bops'], dtype=object)}",Lips,Lips,True,False,True,False,count_2
Which species most likely has a worse method of communication?,Lips,"{'text': array(['Lips'], dtype=object)}",Bops,Bops,True,False,True,False,count_2
Which animal's sound has a higher pitch?,Deer,"{'text': array(['deer'], dtype=object)}",zebra,zebra,True,False,True,False,count_2
Which animal's sound has a lower pitch?,zebra,"{'text': array(['zebra'], dtype=object)}",deer,deer,True,False,True,False,count_2
Which organism will have a harder time creating chemical reactions?,Hojo,"{'text': array(['Hojo'], dtype=object)}",Boncho,Boncho,True,False,True,False,count_2
Which organism will have an easier time creating chemical reactions?,Boncho,"{'text': array(['Boncho'], dtype=object)}",Hojo,Hojo,True,False,True,False,count_2
Which potato was most likely stored in a cold environment?,Potato A,"{'text': array(['potato B'], dtype=object)}",Potato A,potato A,False,False,True,True,count_5
Which potato was most likely stored in a warm environment?,Potato A,"{'text': array(['Potato A'], dtype=object)}",Potato B,Potato B,True,False,True,False,count_2
Which burner is hotter?,Burno,"{'text': array(['Burno'], dtype=object)}",Bako,Bako,True,False,True,False,count_2
Which burner is colder?,Bako,"{'text': array(['Bako'], dtype=object)}",Burno,Burno,True,False,True,False,count_2
The sausage on which burner has reactants with more energy?,Burno,"{'text': array(['Burno'], dtype=object)}",Bako,Bako,True,False,True,False,count_2
The sausage on which burner has reactants with less energy?,Bako,"{'text': array(['Bako'], dtype=object)}",Burno,Burno,True,False,True,False,count_2
Which woman's bread will grow mold faster?,Martha's,"{'text': array(['Jennifer'], dtype=object)}",Martha's,Martha,False,False,True,True,count_5
Which woman's bread will grow mold slower?,Martha's,"{'text': array(['Martha'], dtype=object)}",Jennifer,Jennifer,True,False,True,False,count_2
Which pot is closer to boiling?,pot A,"{'text': array(['pot A'], dtype=object)}",pot B,pot B,True,False,True,False,count_2
Which pot is further from boiling?,pot A,"{'text': array(['pot B'], dtype=object)}",pot A,pot A,False,False,True,True,count_5
Who needs more iron on a daily basis?,Pregnant women need more iron on a daily basis.,"{'text': array(['Jessica'], dtype=object)}",Mike,Mike,False,False,True,False,count_6
Who needs less iron on a daily basis?,Boys between the ages of 9 and 13,"{'text': array(['Mike'], dtype=object)}",Jessica,Jessica,False,False,True,False,count_6
Who is more likely to be told they need to eat more red meat?,Mike,"{'text': array(['Jessica'], dtype=object)}",Mike,Mike,False,False,True,True,count_5
Who is more likely to be told they don't need to eat more red meat?,Jessica,"{'text': array(['Mike'], dtype=object)}",Mike,Jessica,False,True,False,False,count_4
Who needs more vitamin C in their diet?,Jessica,"{'text': array(['Jessica'], dtype=object)}",Mike,Mike,True,False,True,False,count_2
Who needs less vitamin C in their diet?,Mike,"{'text': array(['Mike'], dtype=object)}",Jessica,Jessica,True,False,True,False,count_2
Which woman requires more iron in their diet?,Phyllis,"{'text': array(['Phyllis'], dtype=object)}",Meredith,Meredith,True,False,True,False,count_2
Which woman requires less iron in their diet?,Meredith,"{'text': array(['Meredith'], dtype=object)}",Meredith,Phyllis,True,True,False,True,count_1
Which woman's diet will most likely include more red meat?,Phyllis,"{'text': array(['Phyllis'], dtype=object)}",Meredith,Meredith,True,False,True,False,count_2
Which woman's diet will most likely include less red meat?,Meredith,"{'text': array(['Meredith'], dtype=object)}",Phyllis,Phyllis,True,False,True,False,count_2
Whose heart is pumping more blood?,Brandon,"{'text': array(['Phillip'], dtype=object)}",Brandon,Brandon,False,False,True,True,count_5
Whose heart is pumping less blood?,Brandon,"{'text': array(['Brandon'], dtype=object)}",Phillip,Phillip,True,False,True,False,count_2
Are Phillip's cardiac muscles increasing or decreasing in strength?,increasing,"{'text': array(['increasing'], dtype=object)}",decreasing,decreasing,True,False,True,False,count_2
Are Brandon's cardiac muscles increasing or decreasing in strength?,decreasing,"{'text': array(['decreasing'], dtype=object)}",increasing,increasing,True,False,True,False,count_2
Who stores more fat in their body?,George,"{'text': array(['George'], dtype=object)}",Jerry,Jerry,True,False,True,False,count_2
Who stores less fat in their body?,Jerry,"{'text': array(['Jerry'], dtype=object)}",George,George,True,False,True,False,count_2
Who is more likely to become obese?,Jerry,"{'text': array(['George'], dtype=object)}",Jerry,Jerry,False,False,True,True,count_5
Who is less likely to become obese?,Jerry,"{'text': array(['Jerry'], dtype=object)}",George,George,True,False,True,False,count_2
Is George's BMI higher or lower than Jerry's?,lower,"{'text': array(['higher'], dtype=object)}",higher,George's BMI is lower than Jerry's.,False,True,False,False,count_4
Is Jerry's BMI higher or lower than George's?,Jerry's BMI is lower than George's,"{'text': array(['lower'], dtype=object)}",Jerry's BMI is likely higher than George's,higher,True,False,True,False,count_2
Who is more likely to develop diabetes?,Jerry,"{'text': array(['George'], dtype=object)}",Jerry,Jerry,False,False,True,True,count_5
Who is less likely to develop diabetes?,Jerry,"{'text': array(['Jerry'], dtype=object)}",George,George,True,False,True,False,count_2
Who has a higher risk of hypertension?,George,"{'text': array(['George'], dtype=object)}",George,Jerry,True,True,False,True,count_1
Who has a lower risk of hypertension?,Jerry,"{'text': array(['Jerry'], dtype=object)}",George,George,True,False,True,False,count_2
Who is more likely to have type 2 diabetes?,Joe,"{'text': array(['Joe'], dtype=object)}",Tom,Tom,True,False,True,False,count_2
Who is less likely to have type 2 diabetes?,Tom,"{'text': array(['Tom'], dtype=object)}",Tom,Joe,True,True,False,True,count_1
Who has a higher BMI?,Joe,"{'text': array(['Joe'], dtype=object)}",,Tom,True,False,False,False,count_3
Who has a lower BMI?,Tom,"{'text': array(['Tom'], dtype=object)}",Joe,Joe,True,False,True,False,count_2
Will Joe's risk of hypertension increase or decrease if he loses weight?,increase,"{'text': array(['decrease'], dtype=object)}",increase,increase,False,False,True,True,count_5
Will Joe's risk of hypertension increase or decrease if he gains weight?,increase,"{'text': array(['increase'], dtype=object)}",decrease,decrease,True,False,True,False,count_2
Which cell is utilizing diffusion?,Cell X,"{'text': array(['Cell X'], dtype=object)}",Cell Y,Cell Y,True,False,True,False,count_2
Which cell is utilizing active transport?,Cell Y,"{'text': array(['Cell Y'], dtype=object)}",Cell X,Cell X,True,False,True,False,count_2
Which cell is using more energy?,Cell Y,"{'text': array(['Cell Y'], dtype=object)}",Cell X,Cell X,True,False,True,False,count_2
Which cell is using less energy?,Cell X,"{'text': array(['Cell X'], dtype=object)}",Cell Y,Cell Y,True,False,True,False,count_2
Is cell Y using more or less ATP than cell X?,less,"{'text': array(['more'], dtype=object)}",Cell Y,less,False,False,False,False,count_6
Is cell X using more or less ATP than cell Y?,Cell X,"{'text': array(['less'], dtype=object)}",Cell X,more,False,False,False,True,count_5
Pumps are being used in which cell?,Cell Y,"{'text': array(['Cell Y'], dtype=object)}",Cell X,Cell X,True,False,True,False,count_2
Pumps aren't being used in which cell?,Cell X,"{'text': array(['Cell X'], dtype=object)}",Cell Y,Cell Y,True,False,True,False,count_2
Is cell X moving up or down the concentration gradient?,down,"{'text': array(['down'], dtype=object)}",up,up,True,False,True,False,count_2
Is cell Y moving up or down the concentration gradient?,up,"{'text': array(['up'], dtype=object)}",down,down,True,False,True,False,count_2
Which cell is exhibiting active transport?,Cell B,"{'text': array(['Cell B'], dtype=object)}",Cell C,Cell C,True,False,True,False,count_2
Which cell is not exhibiting active transport?,Cell C,"{'text': array(['Cell C'], dtype=object)}",Cell B,Cell B,True,False,True,False,count_2
Which cell is exhibiting diffusion?,Cell C,"{'text': array(['Cell C'], dtype=object)}",Cell B,Cell B,True,False,True,False,count_2
Which cell is not exhibiting diffusion?,Cell C,"{'text': array(['Cell B'], dtype=object)}",Cell C,Cell C,False,False,True,True,count_5
Is Cell C or Cell B using more energy from ATP molecules?,Cell B,"{'text': array(['Cell B'], dtype=object)}",Cell C,Cell C,True,False,True,False,count_2
Is Cell C or Cell B using less energy from ATP molecules?,Cell B,"{'text': array(['Cell C'], dtype=object)}",Cell B,Cell B,False,False,True,True,count_5
Pumps are being utilized more in which cell?,Cell B,"{'text': array(['Cell B'], dtype=object)}",Cell C,Cell C,True,False,True,False,count_2
Pumps are being utilized less in which cell?,Cell C,"{'text': array(['Cell C'], dtype=object)}",Cell B,Cell B,True,False,True,False,count_2
Who will have a stuffy nose more often?,Karen,"{'text': array(['Karen'], dtype=object)}",Kelly,Kelly,True,False,True,False,count_2
Who will have a stuffy nose less often?,Kelly,"{'text': array(['Kelly'], dtype=object)}",Karen,Karen,True,False,True,False,count_2
Will Kelly's eyes be more or less itchy than Karen's eyes?,Kelly's eyes will be less itchy than Karen's eyes,"{'text': array(['less'], dtype=object)}",Their eyes will be affected to about the same degree.,the same,True,False,True,False,count_2
Will Karen's eyes be more or less itchy than Kelly's eyes?,Karen's eyes will be more itchy than Kelly's eyes,"{'text': array(['more'], dtype=object)}",The same,the same,True,False,True,False,count_2
Who will struggle the most when holding the cat?,Karen,"{'text': array(['Karen'], dtype=object)}",Kelly,Kelly,True,False,True,False,count_2
Who will struggle the least when holding the cat?,Kelly,"{'text': array(['Kelly'], dtype=object)}",Karen,Karen,True,False,True,False,count_2
Who has darker skin?,Martin,"{'text': array(['Martin'], dtype=object)}",Jacob,Jacob,True,False,True,False,count_2
Who has lighter skin?,Martin,"{'text': array(['Jacob'], dtype=object)}",Martin,Martin,False,False,True,True,count_5
Is Jacob more or less likely than Martin to have a vitamin D deficiency?,more likely,"{'text': array(['less'], dtype=object)}",Jacob,more,False,False,False,False,count_6
Is Martin more or less likely than Jacob to have a vitamin D deficiency?,Martin is more likely,"{'text': array(['more'], dtype=object)}",Martin is less likely,less,True,False,True,False,count_2
Whose cells are dividing more rapidly?,Jason's cells,"{'text': array(['Jason'], dtype=object)}",Charlotte,Charlotte,True,False,True,False,count_2
Whose cells are dividing more slowly?,Charlotte's cells,"{'text': array(['Charlotte'], dtype=object)}",Jason,Jason,True,False,True,False,count_2
Who most likely had a mutation in their genes?,Jason,"{'text': array(['Jason'], dtype=object)}",Charlotte,Charlotte,True,False,True,False,count_2
Who least likely had a mutation in their genes?,Charlotte,"{'text': array(['Charlotte'], dtype=object)}",Jason,Jason,True,False,True,False,count_2
Who has more abnormal cells in their body?,Jason,"{'text': array(['Jason'], dtype=object)}",Charlotte,Charlotte,True,False,True,False,count_2
Who has less abnormal cells in their body?,Charlotte,"{'text': array(['Charlotte'], dtype=object)}",Charlotte,Jason,True,True,False,True,count_1
Are Jason's chances of developing a tumor higher or lower than Charlotte's?,lower,"{'text': array(['higher'], dtype=object)}",higher,Charlotte's chances are higher.,False,True,False,False,count_4
Are Charlotte's chances of developing a tumor higher or lower than Jason's?,lower,"{'text': array(['lower'], dtype=object)}",higher,higher,True,False,True,False,count_2
Which person is more likely to have previously been exposed to radiation?,Jason,"{'text': array(['Jason'], dtype=object)}",Charlotte,Charlotte,True,False,True,False,count_2
Which person is less likely to have previously been exposed to radiation?,Charlotte,"{'text': array(['Charlotte'], dtype=object)}",Jason,Jason,True,False,True,False,count_2
Will Lucy or Sarah have a lake with more plants in it?,Lucy will have a lake with more plants in it.,"{'text': array(['Sarah'], dtype=object)}",Lucy,Lucy,False,False,True,True,count_5
Will Lucy or Sarah have a lake with less plants in it?,Lucy,"{'text': array(['Lucy'], dtype=object)}",Sarah,Sarah,True,False,True,False,count_2
Who will have more algae in their lake?,Lucy,"{'text': array(['Sarah'], dtype=object)}",Lucy,Lucy,False,False,True,True,count_5
Who will have less algae in their lake?,Lucy,"{'text': array(['Lucy'], dtype=object)}",Sarah,Sarah,True,False,True,False,count_2
Dead zones will be more prevalent in Lucy's lake or Sarah's lake?,Lucy's lake,"{'text': array([""Sarah's lake""], dtype=object)}",Sarah's lake,Lucy’s lake,False,True,False,False,count_4
Dead zones will be less prevalent in Lucy's lake or Sarah's lake?,Lucy's lake,"{'text': array([""Lucy's lake""], dtype=object)}",Sarah's lake,Sarah's lake,True,False,True,False,count_2
Is the fish population going to decrease more in Lucy's lake or Sarah's lake?,Lucy's lake,"{'text': array([""Sarah's lake""], dtype=object)}",Lucy's lake,Lucy's lake,False,False,True,True,count_5
Is the fish population going to decrease less in Lucy's lake or Sarah's lake?,Lucy's lake,"{'text': array([""Lucy's lake""], dtype=object)}",The fish population is going to decrease less in Sarah's lake.,Sarah's lake,True,False,True,False,count_2
Is Sarah's lake more or less safe to drink than Lucy's?,Lucy's lake is more safe to drink than Sarah's.,"{'text': array(['less'], dtype=object)}",Sarah's lake is more safe to drink.,more,True,False,True,False,count_2
Is Lucy's lake more or less safe to drink than Sarah's?,More,"{'text': array(['more'], dtype=object)}",The two lakes would be about equally safe to drink.,equally safe,True,False,True,False,count_2
Which lake will have more dead zones?,lake Hijem,"{'text': array(['lake Hijem'], dtype=object)}",lake Rarsnap,lake Rarsnap,True,False,True,False,count_2
Which lake will have less dead zones?,lake Rarsnap,"{'text': array(['lake Rarsnap'], dtype=object)}",lake Hijem,lake Hijem,True,False,True,False,count_2
Which lake will have more algae?,Lake Mahoe,"{'text': array(['Lake Mahoe'], dtype=object)}",Lake Tresco,Lake Tresco,True,False,True,False,count_2
Which lake will have less algae?,Lake Tresco,"{'text': array(['Lake Tresco'], dtype=object)}",Lake Mahoe,Lake Mahoe,True,False,True,False,count_2
Does lake Mahoe have more or less chemicals in it than lake Tresco?,lake Mahoe,"{'text': array(['more'], dtype=object)}",Lake Tresco,less,False,False,True,False,count_6
Does lake Tresco have more or less chemicals in it than lake Mahoe?,Lake Tresco has less chemicals in it than Lake Mahoe.,"{'text': array(['less'], dtype=object)}",Lake Tresco has more chemicals in it than Lake Mahoe.,more,True,False,True,False,count_2
Are dead zones more prevalent in lake Mahoe or lake Tresco?,Lake Mahoe,"{'text': array(['Lake Mahoe'], dtype=object)}",Lake Tresco,Lake Tresco,True,False,True,False,count_2
Are dead zones less prevalent in lake Mahoe or lake Tresco?,Lake Tresco,"{'text': array(['Lake Tresco'], dtype=object)}",Lake Tresco,Lake Mahoe,True,True,False,True,count_1
Which lake's water is less safe to drink?,Lake Mahoe,"{'text': array(['Lake Mahoe'], dtype=object)}",Lake Tresco,Lake Tresco,True,False,True,False,count_2
Which lake's water is more safe to drink?,Lake Mahoe,"{'text': array(['Lake Tresco'], dtype=object)}",Lake Mahoe,Lake Mahoe,False,False,True,True,count_5
Is the community surrounding lake Tresco or lake Mahoe more likely to have contaminated water wells?,The community surrounding Lake Mahoe is more likely to have contaminated water wells.,"{'text': array(['Lake Mahoe'], dtype=object)}",Lake Tresco,Lake Tresco,True,False,True,False,count_2
Is the community surrounding lake Tresco or lake Mahoe less likely to have contaminated water wells?,Lake Tresco,"{'text': array(['Lake Tresco'], dtype=object)}",The surrounding community near Lake Mahoe is less likely to have contaminated water wells.,Lake Mahoe,True,False,True,False,count_2
The molecules in whose can of beer are moving slower?,Sally's can of beer,"{'text': array(['Sally'], dtype=object)}",Joe's can of beer,Joe,True,False,False,False,count_3
The molecules in whose can of beer are moving faster?,Joe's can of beer,"{'text': array(['Joe'], dtype=object)}",Sally's can of beer,Sally,True,False,False,False,count_3
Which person's beer has molecules closer together?,Sally's,"{'text': array(['Sally'], dtype=object)}",Joe,Joe,True,False,True,False,count_2
Which person's beer has molecules farther apart?,Sally's beer,"{'text': array(['Joe'], dtype=object)}",Sally's beer,Sally,False,False,False,True,count_5
Is Joe's beer more or less dense than Sally's beer?,less dense,"{'text': array(['less'], dtype=object)}",more dense,more,True,False,True,False,count_2
Is Sally's beer more or less dense than Joe's beer?,less,"{'text': array(['more'], dtype=object)}",less dense,less,False,False,True,True,count_5
Is the density of the water increasing or decreasing?,decreasing,"{'text': array(['increasing'], dtype=object)}",decreasing,decreasing,False,False,True,True,count_5
Is the density of the ice cube increasing or decreasing?,decreasing,"{'text': array(['decreasing'], dtype=object)}",increasing,increasing,True,False,True,False,count_2
Are the molecules in the ice cube moving closer together or farther apart?,farther apart,"{'text': array(['farther apart'], dtype=object)}",moving closer together,closer together,True,False,True,False,count_2
Are the molecules in the water moving closer together or farther apart?,farther apart,"{'text': array(['closer together'], dtype=object)}",farther apart,farther apart,False,False,True,True,count_5
Which person's water has molecules moving slower?,Janet,"{'text': array(['Janet'], dtype=object)}",Kim,Kim,True,False,True,False,count_2
Which person's water has molecules moving faster?,Kim,"{'text': array(['Kim'], dtype=object)}",Janet,Janet,True,False,True,False,count_2
Which person's water has molecules closer together?,Janet's water,"{'text': array(['Janet'], dtype=object)}",Kim's,Kim,True,False,True,False,count_2
Which person's water has molecules further apart?,Kim,"{'text': array(['Kim'], dtype=object)}",Janet,Janet,True,False,True,False,count_2
Who ordered colder water?,Steve,"{'text': array(['Chris'], dtype=object)}",Steve,Steve,False,False,True,True,count_5
Who ordered warmer water?,Steve,"{'text': array(['Steve'], dtype=object)}",Chris,Chris,True,False,True,False,count_2
Which person's water is closer to a solid state?,Chris,"{'text': array(['Chris'], dtype=object)}",Steve,Steve,True,False,True,False,count_2
Which person's water is further from a solid state?,Steve,"{'text': array(['Steve'], dtype=object)}",Chris,Chris,True,False,True,False,count_2
Whose cup of water is more dense?,Chris's,"{'text': array(['Chris'], dtype=object)}",Steve's,Steve,True,False,True,False,count_2
Whose cup of water is less dense?,Chris,"{'text': array(['Steve'], dtype=object)}",Steve,Chris,False,True,False,False,count_4
Which city has lower air pressure?,Brampton,"{'text': array(['Filtroy'], dtype=object)}",Filtroy,Brampton,False,True,False,False,count_4
Which city has higher air pressure?,Brampton,"{'text': array(['Brampton'], dtype=object)}",Filtroy,Filtroy,True,False,True,False,count_2
In which city is it easier for citizens to breathe?,Brampton,"{'text': array(['Brampton'], dtype=object)}",Filtroy,Filtroy,True,False,True,False,count_2
In which city is it harder for citizens to breathe?,Filtroy,"{'text': array(['Filtroy'], dtype=object)}",Brampton,Brampton,True,False,True,False,count_2
Which town most likely has citizens with a longer average lifespan?,Brampton,"{'text': array(['Brampton'], dtype=object)}",Filtroy,Filtroy,True,False,True,False,count_2
Which town most likely has citizens with a lower average lifespan?,Filtroy,"{'text': array(['Filtroy'], dtype=object)}",Brampton,Brampton,True,False,True,False,count_2
Is it easier for Molly to breathe in Treno or in Midgar?,Treno,"{'text': array(['Treno'], dtype=object)}",Midgar,Midgar,True,False,True,False,count_2
Is it harder for Molly to breathe in Treno or in Midgar?,Treno,"{'text': array(['Midgar'], dtype=object)}",Treno,Treno,False,False,True,True,count_5
Which city is more hazardous to Molly's health?,Midgar,"{'text': array(['Midgar'], dtype=object)}",Treno,Treno,True,False,True,False,count_2
Which city is less hazardous to Molly's health?,Treno,"{'text': array(['Treno'], dtype=object)}",Midgar,Midgar,True,False,True,False,count_2
Which city has an atmosphere with more depth?,Midgar,"{'text': array(['Treno'], dtype=object)}",'Midgar',Midgar,False,False,True,True,count_5
Which city has an atmosphere with less depth?,Midgar,"{'text': array(['Midgar'], dtype=object)}",Treno,Treno,True,False,True,False,count_2
Is air pressure in Treno higher or lower than in Midgar?,lower,"{'text': array(['higher'], dtype=object)}",lower,lower,False,False,True,True,count_5
Is air pressure in Midgar higher or lower than in Treno?,lower,"{'text': array(['lower'], dtype=object)}",higher,higher,True,False,True,False,count_2
Who will experience pain when the doctor starts the procedure?,Sam,"{'text': array(['Sam'], dtype=object)}",Frodo,Frodo,True,False,True,False,count_2
Who will not experience pain when the doctor starts the procedure?,Frodo,"{'text': array(['Frodo'], dtype=object)}",Sam,Sam,True,False,True,False,count_2
Which man's nerve impulses are being transmitted?,Sam,"{'text': array(['Sam'], dtype=object)}",Frodo,Frodo,True,False,True,False,count_2
Which man's nerve impulses are not being transmitted?,Frodo,"{'text': array(['Frodo'], dtype=object)}",Sam,Sam,True,False,True,False,count_2
Which person's arm will be numb?,Marco,"{'text': array(['Marco'], dtype=object)}",Luke,Luke,True,False,True,False,count_2
Which person's arm will not be numb?,Luke,"{'text': array(['Luke'], dtype=object)}",Luke,Marco,True,True,False,True,count_1
Which person's ions will not be able to move across the cell membrane?,Luke,"{'text': array(['Marco'], dtype=object)}",Luke,Luke,False,False,True,True,count_5
Which person's ions will be able to move across the cell membrane?,Luke,"{'text': array(['Luke'], dtype=object)}",Marco,Marco,True,False,True,False,count_2
Whose nerve impulses will not be transmitted?,Luke,"{'text': array(['Marco'], dtype=object)}",Luke,Luke,False,False,True,True,count_5
Whose nerve impulses will be transmitted?,Luke,"{'text': array(['Luke'], dtype=object)}",Marco,Marco,True,False,True,False,count_2
Which person was given anesthetic?,Joe,"{'text': array(['Joe'], dtype=object)}",Emily,Emily,True,False,True,False,count_2
Which person was not given anesthetic?,Emily,"{'text': array(['Emily'], dtype=object)}",Joe,Joe,True,False,True,False,count_2
Who will be more comfortable during the operation?,Emily,"{'text': array(['Joe'], dtype=object)}",Emily,Emily,False,False,True,True,count_5
Who will be more uncomfortable during the operation?,Emily,"{'text': array(['Emily'], dtype=object)}",Joe,Joe,True,False,True,False,count_2
Is the air pressure higher or lower where Marco is sitting?,higher,"{'text': array(['higher'], dtype=object)}",lower,lower,True,False,True,False,count_2
Is the air pressure higher or lower where Lauren is sitting?,lower,"{'text': array(['lower'], dtype=object)}",higher,higher,True,False,True,False,count_2
Is the air by Marco more or less dense than the air by Lauren?,less dense,"{'text': array(['more'], dtype=object)}",denser,less dense,False,True,False,False,count_4
Is the air by Lauren more or less dense than the air by Marco?,less dense,"{'text': array(['less'], dtype=object)}",more dense,more dense,True,False,True,False,count_2
Who will find it more difficult to breathe?,Lauren,"{'text': array(['Lauren'], dtype=object)}",Marco,Marco,True,False,True,False,count_2
Who will find it less difficult to breathe?,Marco,"{'text': array(['Marco'], dtype=object)}",Lauren,Lauren,True,False,True,False,count_2
Who gets more oxygen per breath?,Marco,"{'text': array(['Marco'], dtype=object)}",Lauren,Lauren,True,False,True,False,count_2
Who gets less oxygen per breath?,Lauren,"{'text': array(['Lauren'], dtype=object)}",Marco,Marco,True,False,True,False,count_2
Which woman gets more oxygen per single breath?,Pam,"{'text': array(['Pam'], dtype=object)}",Angela,Angela,True,False,True,False,count_2
Which woman gets less oxygen per single breath?,Angela,"{'text': array(['Angela'], dtype=object)}",Pam,Pam,True,False,True,False,count_2
Which child is nearsighted?,Molly,"{'text': array(['Molly'], dtype=object)}",Clarence,Clarence,True,False,True,False,count_2
Which child isn't nearsighted?,Clarence,"{'text': array(['Clarence'], dtype=object)}",Clarence,Molly,True,True,False,True,count_1
Who has myopia?,Molly,"{'text': array(['Molly'], dtype=object)}",Clarence,Clarence,True,False,True,False,count_2
Who doesn't have myopia?,Clarence,"{'text': array(['Clarence'], dtype=object)}",Molly,Molly,True,False,True,False,count_2
Are Molly's parents more or less likely than Clarence's parents to wear glasses?,Molly's parents are more likely,"{'text': array(['more'], dtype=object)}",less likely,less likely,True,False,True,False,count_2
Are Clarence's parents more or less likely than Molly's parents to wear glasses?,more,"{'text': array(['less'], dtype=object)}",Clarence's parents are more likely than Molly's parents to wear glasses,more,False,False,True,True,count_5
Which child is more likely to have spent a lot of time using a computer?,Molly,"{'text': array(['Molly'], dtype=object)}",Clarence,Clarence,True,False,True,False,count_2
Which child is less likely to have spent a lot of time using a computer?,Clarence,"{'text': array(['Clarence'], dtype=object)}",Neither child is clearly less likely,Neither child,True,False,True,False,count_2
Which boy is more likely to have myopia?,Bimmy,"{'text': array(['Bimmy'], dtype=object)}",Harold,Harold,True,False,True,False,count_2
Which boy is less likely to have myopia?,Harold,"{'text': array(['Harold'], dtype=object)}",Bimmy,Bimmy,True,False,True,False,count_2
Which boy will more likely struggle to see the chalkboard when they start school?,Bimmy,"{'text': array(['Bimmy'], dtype=object)}",Harold,Harold,True,False,True,False,count_2
