question,answer,explaination,ground truth
who plays matthew on anne with an e,Luke Bilyk,Luke Bilyk plays Matthew Ciarrochi on Anne with an E.,['R. H. Thomson']
who is the girl in green day 21 guns,"Billie Joe Armstrong's daughter, Jett, is not the girl in the song, but rather a girl named 'Jett' or 'the girl' is not explicitly named, however, 'Jett' is often associated with the song due to the name of the band's 2004 album 'American Idiot' and the fact that the band's lead singer, Billie Joe Armstrong, has a daughter named Jett.","The song's lyrics do not explicitly mention the girl's name, but it is often associated with the band's daughter Jett. The song is about a young girl who is in a relationship with a man who is in a band, and she is the one who is pregnant with his child.",['Lisa Stelly']
who plays joker in batman the dark knight,Heath Ledger,Heath Ledger played the Joker in the 2008 movie The Dark Knight.,['Ledger']
when was the south asian association for regional co-operation (saarc) formed,1985,"The SAARC was formed by signing the SAARC Charter in Dhaka on December 8, 1985.","['December 1985', '8 December 1985']"
when was the first hunger games book published,2008,"The book was published under the pseudonym Suzanne Collins on September 14, 2008.","['September 14, 2008', '2008']"
who did bette midler portray in the rose,Mary Rose Foster,"Bette Midler portrayed the lead character, Mary Rose Foster, a nightclub singer and a widow in the 1979 film The Rose.",['Mary Rose Foster']
who is the lead singer of depeche mode,Dave Gahan,The lead vocalist of the English electronic rock band Depeche Mode since its inception.,['David Gahan']
where did the butchers in the slaughterhouse cases live,"Springfield, Illinois.","The Slaughterhouse Cases were a pair of cases heard by the U.S. Supreme Court in 1873, involving a dispute between butchers in Springfield, Illinois.",['New Orleans']
who developed the concept of total quality management,"Deming and Ishikawa were key figures, but W. Edwards Deming is often credited with developing the concept.","Deming's work in Japan in the 1950s heavily influenced the development of Total Quality Management (TQM) along with Kaoru Ishikawa, who contributed to its implementation and theory.",['W. Edwards Deming']
who wrote cant get you out of my head lyrics,E.dish ,"Greg Kurstin and Lindy Robbins co-wrote the song, for Dua Lipa's album 'Future Nostalgia'.","['Cathy Dennis and Rob Davis', 'Rob Davis', 'Cathy Dennis']"
where does no game no life anime end,The final episode 13.,No Game No Life anime covers the Light Novel of the same name up to Chapter 4. It concludes without an open-ended storyline.,"['the Elkia Federation', 'the sixth volume']"
when did taylor swift's first album release,October 2006,"Taylor Swift's debut album was released on October 24, 2006.","['October 24, 2006', '2005']"
what are the three fifty shades of grey books,"Fifty Shades of Grey, Fifty Shades Darker, Fifty Shades Freed",The three books in the Fifty Shades series by E.L. James.,"['Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed']"
who has the power (judicial) to make decisions in courts of law,Judges and Magistrates,"They are the ones with the power to make decisions in courts of law, as they are typically impartial and knowledgeable of the law.",['judges']
what are the ranks in the us navy,"The ranks in the US Navy are: Ensign (E-6), Lieutenant Junior Grade (O-3), Lieutenant (O-3), Lieutenant Commander (O-4), Commander (O-4), Captain (O-6), Rear Admiral (Lower Half) (O-7), Rear Admiral (Upper Half) (O-8), Vice Admiral (O-8), Admiral (O-10)","The US Navy has a total of 13 enlisted ranks and 10 officer ranks, with varying degrees of responsibility and authority. The enlisted ranks are divided into three categories: E-1 to E-3 (Seaman, Petty Officer, and Chief Petty Officer), E-4 to E-6 (Senior Chief Petty Officer), and E-7 to E-9 (Master Chief Petty Officer). The officer ranks are divided into four categories: O-1 to O-3 (Ensign, Lieutenant Junior Grade, and Lieutenant), O-4 to O-6 (Lieutenant Commander, Commander, and Captain), O-7 to O-8 (Rear Admiral, Lower Half, and Vice Admiral), and O-9 to O-10 (Fleet Admiral).","['E-8s senior chief petty officer', 'E-9s master chief petty officer']"
i was a great islamic scholar and mathematician who died in 1131 ce,Al-Khwarizmi,"You are referring to Al-Khwarizmi, a renowned Islamic scholar and mathematician who died in 1131 CE.",['Omar Khayyam']
who is the coach for the ottawa senators,Pierre Dorion,"The current general manager of the Ottawa Senators, who is also responsible for making coaching decisions.",['Guy Boucher']
last episode of what happens to my family,"The episode where your family is mentioned is not specified, so I do not know the last episode.","The result is unknown because the specific family is not mentioned, please provide more context or details about your family for a more accurate answer.",['53']
when is the last time the vikings were in the nfc championship,2018,The Vikings lost to the Saints in the NFC Championship in 2018.,"['1976', '2017/18']"
what are the colors of the netherlands flag,"Red, White, Blue",Colors of the Netherlands national flag.,"['blue', 'white', 'red']"
where is lord's prayer found in bible,"Luke 11:2-4, Matthew 6:9-13",The Lord's Prayer is found in the Bible in the books of Luke and Matthew.,['in the Gospel of Luke']
when was the last time oklahoma won a national championship in football,2000,Oklahoma won the national championship in football in 2000 under Bob Stoops' first season as head coach.,"['2003', '2000']"
location of the ten commandments in the bible,Exodus 20:1-17 and Deuteronomy 5:4-21,"The Ten Commandments are listed in two parts of the Hebrew Bible: Exodus 20:1-17 and Deuteronomy 5:4-21, which contain the same commandments in the same order.","['Exodus', 'Deuteronomy']"
where did the allies go after north africa,"Italy, then Europe, and finally Normandy","The Allied campaign in North Africa ended with the surrender of Axis forces in May 1943. They then invaded Italy, followed by the liberation of France through the D-Day invasion of Normandy in June 1944.","['Italy', 'the Italian Campaign']"
what is the meaning of veronica in english,Blessed by the truth,Derived from Latin 'verus' (true) and 'ica' (suffix indicating a female agent),['she who brings victory']
what is the name of the main artery which takes blood from the heart to the body,Aorta,The aorta is the largest artery that arises from the left ventricle of the heart and supplies blood to the rest of the body.,"['The aorta', 'aorta']"
who played solomon in little house on the prairie,Merwin Owens,The character Solomon was played by actor Merwin Owens in Little House on the Prairie.,['Todd Bridges']
who does eric end up with in that 70s show,Fez,"The finale shows Eric Donaldson Forman leaving for New York, but Fez stays in the house, implying he and Donna end up together.",['Donna']
an object that moves around an external axis is said to be,rotating,"An object that moves around an external axis is said to be rotating because it revolves around a fixed point or axis, which is external to the object itself.","['revolution or orbital revolution', 'orbit']"
architectural elements forming rib vaults eg wells cathedral,Arches and colonettes.,"These elements are used to form the ribs of a rib vault, as seen in Wells Cathedral.","['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']"
who sang the song good morning good morning,The Beatles,The song 'Good Morning Good Morning' is a track from The Beatles' 1967 album 'Sgt. Pepper's Lonely Hearts Club Band'.,"['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']"
who wrote papa got a brand new bag,James Brown,Papa's Got a Brand New Bag is a 1965 single by James Brown.,['James Brown']
where does a roadrunner live in the desert,The desert southwestern states of the United States.,"Roadrunners are native to the Sonoran and Chihuahuan Deserts, commonly found in Arizona, New Mexico, Texas, and northern Mexico.","['mountainous shrubland', 'arid lowland']"
who wrote it's a long long way to pasadena,Stevie Wonder,The song Was written by Stevie Wonder and Syreeta Wright.,"['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']"
what's the dog's name on tom and jerry,Buddy,"Tom and Jerry is a cartoon series featuring a cat (Tom) and a mouse (Jerry), but the dog's name is Buddy, as seen in the 1990 live-action/animated film 'Tom &amp; Jerry: The Movie'.",['Spike']
who are nominated for president of india 2017,"Pranab Mukherjee, Ram Nath Kovind, and Venkaiah Naidu were nominated for President of India in 2017.","Ram Nath Kovind was elected as the 14th President of India in 2017, while Pranab Mukherjee and Venkaiah Naidu were also considered for the position.","['Meira Kumar', 'Ram Nath Kovind']"
where does the path train stop in newark,Penn Station,The PATH train in Newark stops at Newark Penn Station.,['Newark Penn Station']
where does route 66 start on the west coast,"Santa Monica, California","Route 66 officially starts at the intersection of Santa Monica Boulevard and Ocean Avenue in Santa Monica, California.",['in Santa Monica']
who is the first wife on sister wives,Meri Brown,"She is the first wife of Kody Brown, the primary figure of the TLC reality series Sister Wives.",['Meri']
when did houston go to the american league,1962,"Houston joined the National League in 1962 as an expansion team, and has been in the National League ever since, moving to the American League in 2013 as part of the realignment into the reconfigured American League West division.",['2013']
when did they stop cigarette advertising on television,"January 2, 1971, in the U.S., and in the early 1990s in the E.U., Australia and various other countries.","Cigarette advertising on television was banned in the United States due to a provision in the Public Health Cigarette Smoking Act of 1970, and was gradually phased out elsewhere due to health concerns and regulations.","['January 2, 1971', '1970']"
coldplay song i will try to fix you,Fix You,Title of a popular song by Coldplay,"['""Fix You""']"
points on a sphere or angles in a circle are measured in units called,degrees,The term for measuring points on a sphere or angles in a circle is called degrees.,['radians']
the oligodynamic effect is a phenomenon that describes,"a disinfecting effect caused by metals, particularly copper and mercury.","The oligodynamic effect is the ability of certain metals to exhibit antimicrobial activity, typically at low concentrations.",['a biocidal effect of metals']
where does the white witch live in narnia,Peragrin,"The White Witch, Jadis, resides in the castle at Peragrin, which is located in the northern part of Narnia.",['her castle']
how many games in a row have the uconn women's basketball team won,123,"As of my cut-off knowledge date (December 2023), the UCONN women's basketball team holds the record for the longest winning streak in Division I college basketball with 111 consecutive wins from November 2014 to April 2017, then broke their own record with 146 wins from March 2014 to April 2018. However, their winning streak is 123 games in a row, if including the non-consecutive games, or 111 consecutive games, if excluding the non-consecutive games. The actual current number of consecutive wins may be different due to my cut-off knowledge.","['111 straight wins', '111', '90']"
is there a name for the at symbol,At sign,The at symbol is officially known as At sign.,"['commercial at', 'at symbol', 'at sign']"
who sings the theme song for the tv show cops,Michael Murphey & Steve Rapson,"The theme song 'Badges' is performed by Michael Murphey, and the lyrics were written by Steve Rapson.","['Inner Circle', 'Jamaican reggae band Inner Circle']"
when was corporal punishment banned in south africa,1999,"The South African Schools Act of 1999 prohibited corporal punishment in schools, and the Children's Act of 2003 prohibited it in all settings.",['1997']
who plays captain phasma in star wars the force awakens,Gwendoline Christie,She is a British actress known for her roles in Game of Thrones and Star Wars: The Force Awakens.,['Gwendoline Christie']
who sings she's like the wind lyrics,Colleen Hewett,"She's Like the Wind is a song by Patrick Ssemakula, but it was popularized by Colleen Hewett in Australia and by Patrick Sjöstedt in Sweden, however it was Colleen Hewett's version that gained international attention and was covered by Patrick Ssemakula's band, and also by Patrick Sjöstedt's band, but Colleen Hewett is the most well known singer of the song.","['Wendy Fraser', 'Patrick Swayze']"
when did marathon change its name to snickers,It never did.,The candy bar 'Marathon' was renamed to 'Snickers' in 1990.,['19 July 1990']
who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,Portuguese explorer who sailed around the Cape of Good Hope in 1488 as the first European to do so.,['Bartolomeu Dias']
who ordered the forbidden city to be built,Emperor Yongle,Emperor Yongle of the Ming dynasty ordered the construction of the Forbidden City in 1406.,['Zhu Di']
who sang let me tell you about the birds and the bees, Freddie Scott and a  later cover by Jim Croce,"Jim Croce covered Freddie Scott's song 'The Best Things in Life Are Free', which contains the line ""Let me tell you about the birds and the bees""",['Jewel Akens']
who has the power to approve or veto legislation constitution,The President,"Article I, Section 7 of the US Constitution.",['the President']
how many seasons of the rugrats are there,11,"The Rugrats is a Nickelodeon animated television series that aired from 1991 to 2004, with a total of 11 seasons.","['9 seasons', '9']"
who is the minister of local government in zimbabwe,Julius Moyo,"As of my last update in 2023, Julius Moyo is serving as the Minister of Local Government and Public Works in Zimbabwe",['Hon July Moyo']
what was the initial effect of the transition from command to market economies in eastern europe,"Economic shock and decline in output, then long-term growth and convergence with Western Europe.","The transition from command to market economies in Eastern Europe led to initial economic shock due to liberalization, privatization, and price reforms, resulting in a decline in output. However, long-term policies and international aid facilitated a recovery and eventual convergence with Western Europe's economic standards.",['Inequality of opportunity']
when did toyota start making cars in the us,"May 26, 1982","Toyota Motor Corporation started manufacturing cars in the United States in 1982, when they opened their factory in Fremont, California. This manufacturing plant began producing the Corolla and Tercel models under the Ford brand name, as the result of a joint Toyota-Ford venture, known as New United Motor Manufacturing Inc., or NUMMI.","['by the early 1980s', '1984']"
how many pieces in a terry's chocolate orange,Segments,"A Terry\'s Chocolate Orange typically contains 20 segments, arranged in a symmetrical pattern of 5 sections.","['six', '20']"
who plays the saint of killers on preacher,Dominic Purcell,The character JosephSeeder is played by Dominic Purcell  in the TV series Preacher,['Graham McTavish']
when did the royal proclamation of 1763 end,"February 10, 1766","The Royal Proclamation of 1763 was inadvertently repealed by the Declaratory Act of 1766, which was passed on February 10, 1766.","['the American Revolutionary War', 'with the American Revolutionary War', '1783']"
who is playing the halftime show at super bowl 2016,"Kendrick Lamar, along with special guests Jill Scott and Kendrick Lamar's opening act -- Grammy Award-winning rapper and singer Busta Rhymes -- Rhapsody, The Compton native topped off the bill as the headlining performer to Super Bowl 50's halftime show on February 7, 2016.",The answer was found by searching the web for information on the 2016 Super Bowl halftime show performers.,"['Beyoncé', 'Coldplay', 'Bruno Mars']"
jonny cash one piece at a time car,One Piece at a Time,The song by Johnny Cash is titled 'One Piece at a Time'.,['Cadillac']
what is the minimum wage in france per hour,€10.57,"According to the French government's official website, the minimum wage in France is €10.57 per hour as of 2022, indexed to the SMIC (Salaire Minimum Interprofessionnel de Croissance).","['11.16', '€9.88 per hour.']"
describe the three phases of the normal blood clotting process,"The three phases of the normal blood clotting process are: 1. Extrinsic pathway: Activated by trauma or bleeding, leading to the formation of thrombin. 2. Common pathway: Activates prothrombin, resulting in the formation of fibrin. 3. Intrinsic pathway: Activated by trauma or bleeding, leading to the formation of thrombin and subsequent fibrin formation.","The normal blood clotting process involves a complex interplay of coagulation factors and pathways. The extrinsic and intrinsic pathways converge into the common pathway, ultimately leading to the formation of fibrin and the cessation of bleeding.","['blood coagulation', 'vasoconstriction,']"
when did amnesia the dark descent come out,2010,"The game Amnesia: The Dark Descent was released on September 8, 2010.",['8 September 2010']
what is the oldest street in the philippines,"Basilica Road in Vigan, Ilocos Sur","Basilica Road, located in Vigan, Ilocos Sur, is often cited as the oldest street in the Philippines, predating the Spanish colonial era.","['Cebu City', 'Colon Street']"
where is the tibia and fibula bone located,"The lower leg, between the knee and ankle.","The tibia is the larger bone in the lower leg and the fibula is the smaller bone next to it, together forming the shape of the lower leg between the knee and ankle.",['leg']
who played bat masterson in the tv series,Bruce Boxleitner,The actor known for his role as Alan Bradley in the series 'How the West Was Won' played Bat Masterson.,['Gene Barry']
who sings sugar sugar you are my candy girl,The Archies,"A 1969 song by The Archies, an American rock band.",['the Archies']
types of skiing in the winter olympics 2018,"Alpine, Cross-Country, Freestyle, Luge, Bobsleigh, Skeleton, Speed Skating, Figure Skating.","The 2018 Winter Olympics featured various skiing and sliding events, including Alpine, Cross-Country, Freestyle skiing, and others.","['Slalom', 'Downhill', 'Super-G', 'Giant slalom', 'Slalom – (SC)']"
who plays noah newman on the young and the restless,Rory Gibson-Bell,The actor who currently plays the role Noah Newman on the show The Young and the Restless.,['Robert Gillespie Adamson IV']
who has won the most games in nfl 2017,New England Patriots,"The New England Patriots went 13-3 in the 2017 NFL regular season and drove the longest touchdown pass in playoff history, securing the most regular season games in 2017 and advancing to Super Bowl LII.",['Dallas Cowboys']
under article 1 what is the minimum age required to serve in the house of representatives,25,"According to Article 1, Section 2 of the United States Constitution, a Representative must be at least 25 years old to serve in the House of Representatives.","['25', '25 years old']"
who has the most catches in nfl history,Jerry Rice,"Jerry Rice is the NFL leader in career receptions with 1,549 as of the end of the 2019 season.",['Jerry Rice']
when does the dlc for rainbow six siege come out,Ubisoft officially announces Season 7's DLC content on their website and social media platforms.,Check Ubisoft's official website and social media for the most up-to-date information on Rainbow Six Siege DLC releases.,['January 2018']
who was the great wall of china built to defend against,The Mongols.,"The Great Wall of China was primarily built to protect China from invasions by nomadic tribes such as the Mongols during various time periods in history. Its primary purpose was not to keep out people who last attacked over 1,000 years after it was originally built.","['nomads from Inner Asia', 'nomads from Inner Asia.']"
where does the last name galvez come from,"A Galvez surname originated from the Basque Country in northern Spain, specifically in the provinces of Álava and Biscay.","The name is of Basque origin, possibly coming from the word galbe, meaning tsomething maneated'.","['Spanish surname', 'Spanish']"
who opens the church of the holy sepulchre,"According to tradition, Saint Helena opens the Church of the Holy Sepulchre.","The Church of the Holy Sepulchre was built by Emperor Constantine's mother, Saint Helena, in 335 AD. She had the site excavated and a church built over the site of the crucifixion and burial of Jesus.","['the Sunni Muslim family', 'the Nusaybah family']"
when does season 5 of the blacklist resume,There is no official release date available for Season 5 of The Blacklist.,The information about the release date for Season 5 is not publicly known or has not been updated.,"['January\xa031,\xa02018']"
the chinese dragons are protectors of how many seas diggy,Eight,"According to Chinese mythology, the eight, green dragons are the protectors of the eight seas.","['Four Seas', 'Four']"
how much money did it cost to make gta v,$265 million,"According to Rockstar Games, the cost to develop and publish GTA V was $265 million.",['137']
what is the angle of the tower of pisa,23.5°,The Leaning Tower of Pisa is designed to lean at an angle of 23.5 degrees to prevent it from falling over due to the soft ground it was built on.,"['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']"
what is the share of agriculture in indian economy,About 18%,"According to the World Bank, agriculture accounted for 18% of India's GDP in 2020.","['17.32%', '23%']"
who does demetrius love in a midsummer night dream,Helen,"In A Midsummer Night's Dream, Demetrius loves Helena (not Helen). Helena is a young woman from Athens who is loved by Demetrius, but he is initially infatuated with Hermia. The character's name is often misspelled as 'Helen' in informal references, but the correct spelling is 'Helena'.","['Helena', 'Hermia']"
when did the movie varsity blues come out,1999,"The movie Varsity Blues was released in 1999. It is a sports drama film directed by Brian Robbins and starring Paul Garcia, James Van Der Beek, and Jon Voight.","['1999', 'January\xa015,\xa01999']"
when does the champions league quarter finals start,March,"The Champions League quarter finals start in March, with the exact date varying by year, but typically around the first or second week of the month.","['16 March 2018', '3–4 April 2018']"
who was the famous scientist that ran the research lab moseley went to in manchester,Ernest Rutherford,Moseley worked under Ernest Rutherford at the University of Manchester.,['Sir Ernest Rutherford']
where do you get a cashiers check from,A bank or credit union.,"You can get a cashier's check from a bank or credit union, typically at a branch or a customer service desk.","['a bank', 'bank']"
who does stefan marry in the vampire diaries,Caroline Forbes,"She is his long-time friend, but they later get married in the series.",['Caroline Forbes']
what is the meaning of cc and bcc,"CC stands for Carbon Copy and BCC stands for Blind Carbon Copy, used in email communication to indicate the recipient list.","In email, CC refers to sending a copy of the email to the listed recipients. BCC refers to sending a copy of the email to the listed recipients, while hiding their addresses from other recipients, preventing them from seeing each other's email addresses.","['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']"
hazels boyfriend in the fault in our stars,Augustus Waters,He is Hazel's boyfriend throughout the novel.,['Augustus Waters']
when does the day of the dead end,November 2nd,"The Day of the Dead is a two-day celebration, starting on October 31st and ending on November 2nd.",['November 2']
when do you celebrate birthday if born on feb 29,Every 4 years.,"People born on February 29 only celebrate a birthday every 4 years, unless they choose to celebrate on March 1 in leap years.","['February 29', 'February 28', 'March 1']"
where does new york drinking water come from,"Lakes, reservoirs, and wastewater treatment plants in upstate New York, New York City's Watershed, and the Catskill Mountains.","According to New York City's Department of Environmental Protection, the city's water supply is sourced from three main systems: the Catskill/Delaware Watershed, the Croton Watershed, and the Catskill supply. The Catskill/Watershed system is responsible for supplying nearly half of the city's drinking water, primarily from six reservoirs, including the Ashokan and Schoharie reservoirs. The remaining water supply comes from the Croton Watershed and the Catskill supply. Additionally, approximately 20% of the city's water is treated wastewater from the Randalls and Wards Island treatment plants in NYC.",['the eastern Catskill Mountains']
where is the citrus bowl held this year,I couldn't find any information about the 'citrus bowl'.,The question is too vague and lacks specific context.,['Camping World Stadium']
what year does the quiet man take place,1921,The movie is based on a 1921 Irish-American novel of the same name by Margaret Cousins.,"['the 1920s', 'In the 1920s']"
how many seasons of rules of engagement is there,9 seasons,The show aired from March 2007 to May 2013.,"['7', 'seven']"
who plays alec ramsay in the black stallion,Kelly Ward,The information can be found on Wikipedia.,['Kelly Reno']
who plays dusty in the movie pure country,Keith Carradine,The actor played the role of J.C. Chase in the 1992 film Pure Country's protagonist.,['George Strait']
how many episodes of greys anatomy season 14,23,"According to Wikipedia, Season 14 of Grey's Anatomy consists of 23 episodes.","['24', '24 episodes', '21']"
who is currently serving as president of the senate,The President pro tempore of the United States Senate is currently Patty Murray.,The President pro tempore is the longest-serving member of the Senate and is elected by the Senate to serve as its president when the Vice President of the United States is not present to preside over the Senate.,"['Orrin Hatch', 'Patrick Leahy']"
what percentage of sunlight is captured by plants to convert it into food energy,3.5 to 6.6%,"Plants capture sunligh\nthrough chlorophyll and other pigments, and convert it into food energy through photosynthesis.","['45%', '3 to 6%']"
what type of economic system was utilized in the soviet union,Command economy,The Soviet Union was a planned economy with the government controlling key sectors.,"['communism', 'state ownership']"
how many gold medals did australia win in the 2000 olympics,17,"According to the official Olympics website and multiple reliable sources, Australia won 17 gold medals at the 2000 Summer Olympics in Sydney.",['16']
who started ww2 and how did it start,"Germany, under the leadership of Adolf Hitler, started WW2.","Germany's invasion of Poland on September 1, 1939, is widely regarded as the starting point of World War II.",['Nazi Germany']
when did the royal mint move to wales,2023,The Royal Mint moved to Wales in the early 2020s to start construction of the new Royal Mint production facility,"['1968', 'the 1960s.', '17 December 1968', 'the 1960s']"
when did bird is the word come out,2009,The song 'Bird is the Word' by Thunderheist was released in 2009.,['1963']
how tall is the actor who plays hagrid in harry potter,Robbie Coltrane is 5 feet 2 inches (1.57 m) tall.,Found through online research about Robbie Coltrane's biography.,['6ft 1in']
who is opening for little mix glory days tour,"Supporting acts for Little Mix's Glory Days Tour varied by location, but included acts such as The Vamps, The Shires, and The Shires' fellow country-pop artist, Ward Thomas.",Information on supporting acts for Little Mix's Glory Days Tour is not consistently available across all sources.,"['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']"
who performed the first c section in 1794,Jules Clapéron,"According to historical records, Jules Clapéron performed the first successful cesarean section in 1794.",['Dr. Jesse Bennett']
who voices randy in f is for family,Megan Mullally,She voices the character Randy in the F is for Family animated series.,['T.J. Miller']
bible verse taking the lord's name in vain,"Exodus 20:7, Leviticus 24:10-16, Leviticus 24:22-23","These verses in the Bible prohibit taking the Lord's name in vain, specifically in Exodus 20:7 and Leviticus 24:10-16, with consequences outlined in Leviticus 24:22-23.",['Exodus 20:7']
who controlled the house and the senate in 2012,"The Democrats controlled the Senate and the House was split, but the Democrats held the majority with the help of 3 independents who caucused with the Democrats.","The 2012 election results gave the Democrats control of the Senate, with 53 seats to the Republicans' 45. In the House, the Democrats held the majority with the help of 3 independents who caucused with the Democrats.","['Republican', 'Democratic']"
when's the last time army won the army navy game,2010,The last time Army won the Army-Navy game was in 2010.,"['2017', 'Army']"
when does thomas rhett's new album come out,Check Thomas Rhett's official website or social media for updates on his new album release date.,Thomas Rhett's team typically announces new album release dates on his official website or social media platforms.,"['September 8, 2017']"
who won the champions league final in 2016,Cologne,"Real Madrid won the 2016 Champions League final against Atlético Madrid, but the final was played in Milan, not Cologne. The answer was obtained by recalling the Champions League final of 2016.",['Real Madrid']
who is the real killer in basic instinct 2,Hanover Finch is the result of a plant that kills Inspector Fine but it is revealed it was done by Mitchell Tollins,"The movie features a red herring plot that leads viewers to believe Anna Franken is the killer, when in reality, it is revealed that the attempt on Inspector Fine's life was foiled by a plant that kills Inspector Sexson, but it is later shown that is Mitchell Tollins who actually killed Inspector Fine",['Catherine Tramell']
who does the voice of mickey mouse on mickey mouse clubhouse,Wayne Allwine (1990-2009) and Bret Iwan (2011-present),"The voice of Mickey Mouse on Mickey Mouse Clubhouse is provided by Wayne Allwine from 1990 to 2009, and Bret Iwan since 2011.","['Bret Iwan', 'Wayne Allwine']"
when was the last episode of vampire diaries aired,"January 16, 2017","The Vampire Diaries was a long-running TV series that aired for 8 seasons. The final episode aired on The CW network on January 16, 2017.","['March\xa010,\xa02017', 'March 10, 2017']"
where did the dewey decimal system come from,"Melvil Dewey, 1876.","The Dewey Decimal Classification system was developed by Melvil Dewey, a librarian, in 1876.",['Melvil Dewey']
