question,answer,ground truth
what are the ranks in the us navy,"E-1 Seaman Recruit  
E-2 Seaman Apprentice  
E-3 Seaman  
E-4 Petty Officer Third Class  
E-5 Petty Officer Second Class  
E-6 Petty Officer First Class  
E-7 Chief Petty Officer  
E-8 Senior Chief Petty Officer  
E-9 Master Chief Petty Officer  
E-9 Command Master Chief Petty Officer  
E-9 Fleet Master Chief Petty Officer / Force Master Chief Petty Officer  
E-9 Master Chief Petty Officer of the Navy  

W-2 Chief Warrant Officer 2  
W-3 Chief Warrant Officer 3  
W-4 Chief Warrant Officer 4  
W-5 Chief Warrant Officer 5  

O-1 Ensign  
O-2 Lieutenant Junior Grade  
O-3 Lieutenant  
O-4 Lieutenant Commander  
O-5 Commander  
O-6 Captain  
O-7 Rear Admiral (lower half)  
O-8 Rear Admiral (upper half)  
O-9 Vice Admiral  
O-10 Admiral  
O-11 Fleet Admiral","['E-8s senior chief petty officer', 'E-9s master chief petty officer']"
i was a great islamic scholar and mathematician who died in 1131 ce,Omar Khayyam,['Omar Khayyam']
who is the coach for the ottawa senators,Travis Green,['Guy Boucher']
last episode of what happens to my family,Episode 54,['53']
when is the last time the vikings were in the nfc championship,2018,"['1976', '2017/18']"
what are the colors of the netherlands flag,"Red, white, and blue.","['blue', 'white', 'red']"
where is lord's prayer found in bible,Matthew 6:9-13 and Luke 11:2-4,['in the Gospel of Luke']
when was the last time oklahoma won a national championship in football,2000,"['2003', '2000']"
location of the ten commandments in the bible,Exodus 20:1-17; Deuteronomy 5:4-21,"['Exodus', 'Deuteronomy']"
where did the allies go after north africa,Italy.,"['Italy', 'the Italian Campaign']"
what is the meaning of veronica in english,true image,['she who brings victory']
what is the name of the main artery which takes blood from the heart to the body,Aorta,"['The aorta', 'aorta']"
who played solomon in little house on the prairie,**Burl Ives** played Solomon in *Little House on the Prairie*.,['Todd Bridges']
who does eric end up with in that 70s show,Donna,['Donna']
an object that moves around an external axis is said to be,revolving,"['revolution or orbital revolution', 'orbit']"
architectural elements forming rib vaults eg wells cathedral,"rib, boss, springer, lierne, tierceron","['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']"
who sang the song good morning good morning,The Beatles,"['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']"
who wrote papa got a brand new bag,James Brown,['James Brown']
where does a roadrunner live in the desert,In the desert.,"['mountainous shrubland', 'arid lowland']"
who wrote it's a long long way to pasadena,Gene Pitney,"['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']"
what's the dog's name on tom and jerry,Spike,['Spike']
who are nominated for president of india 2017,Ram Nath Kovind and Meira Kumar,"['Meira Kumar', 'Ram Nath Kovind']"
where does the path train stop in newark,Newark Penn Station,['Newark Penn Station']
where does route 66 start on the west coast,"Santa Monica, California",['in Santa Monica']
who is the first wife on sister wives,Meri Brown,['Meri']
when did houston go to the american league,1973,['2013']
when did they stop cigarette advertising on television,1971,"['January 2, 1971', '1970']"
coldplay song i will try to fix you,Fix You,"['""Fix You""']"
points on a sphere or angles in a circle are measured in units called,steradians,['radians']
the oligodynamic effect is a phenomenon that describes,"the toxic effect of metal ions on living cells, algae, molds, spores, fungi, viruses, prokaryotic and eukaryotic microorganisms, even in relatively low concentrations",['a biocidal effect of metals']
where does the white witch live in narnia,**Cair Paravel**,['her castle']
how many games in a row have the uconn women's basketball team won,14,"['111 straight wins', '111', '90']"
is there a name for the at symbol,ampersat,"['commercial at', 'at symbol', 'at sign']"
who sings the theme song for the tv show cops,Ray Stevens,"['Inner Circle', 'Jamaican reggae band Inner Circle']"
when was corporal punishment banned in south africa,1997,['1997']
who plays captain phasma in star wars the force awakens,Gwendoline Christie,['Gwendoline Christie']
who sings she's like the wind lyrics,Patrick Swayze,"['Wendy Fraser', 'Patrick Swayze']"
when did marathon change its name to snickers,1984,['19 July 1990']
who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,['Bartolomeu Dias']
who ordered the forbidden city to be built,Yongle Emperor,['Zhu Di']
who sang let me tell you about the birds and the bees,Jewel Akens,['Jewel Akens']
who has the power to approve or veto legislation constitution,The President of the United States.,['the President']
how many seasons of the rugrats are there,9,"['9 seasons', '9']"
who is the minister of local government in zimbabwe,**July Moyo** is the Minister of Local Government and Public Works in Zimbabwe.,['Hon July Moyo']
what was the initial effect of the transition from command to market economies in eastern europe,increased unemployment,['Inequality of opportunity']
when did toyota start making cars in the us,1986,"['by the early 1980s', '1984']"
how many pieces in a terry's chocolate orange,12,"['six', '20']"
who plays the saint of killers on preacher,Thomas Jane,['Graham McTavish']
when did the royal proclamation of 1763 end,It has not ended.,"['the American Revolutionary War', 'with the American Revolutionary War', '1783']"
who is playing the halftime show at super bowl 2016,"Coldplay, Beyoncé, and Bruno Mars","['Beyoncé', 'Coldplay', 'Bruno Mars']"
jonny cash one piece at a time car,"The One Piece at a Time Cadillac is a real custom car built in 1976 by the Johnny Cash Car Club of Folsom, California, as a faithful recreation of the vehicle from Johnny Cash's 1976 novelty hit song ""One Piece at a Time."" It is assembled from Cadillac parts spanning the years 1949 through 1973 (as described in the song), resulting in a comically elongated sedan with mismatched panels, colors, and trim. The car is currently on permanent display at the Johnny Cash Museum in Nashville, Tennessee.",['Cadillac']
what is the minimum wage in france per hour,11.65€ per hour,"['11.16', '€9.88 per hour.']"
describe the three phases of the normal blood clotting process,"Vascular spasm, platelet plug formation, coagulation (fibrin clot formation)","['blood coagulation', 'vasoconstriction,']"
when did amnesia the dark descent come out,"September 8, 2010",['8 September 2010']
what is the oldest street in the philippines,Calle Real de Iloilo (also known as Calle Real) in Iloilo City.,"['Cebu City', 'Colon Street']"
where is the tibia and fibula bone located,The tibia and fibula are the two bones located in the lower leg (between the knee and ankle).,['leg']
who played bat masterson in the tv series,Gene Barry,['Gene Barry']
who sings sugar sugar you are my candy girl,The Archies,['the Archies']
types of skiing in the winter olympics 2018,"Alpine skiing, Cross-country skiing, Freestyle skiing, Nordic combined, Ski jumping, Snowboarding.","['Slalom', 'Downhill', 'Super-G', 'Giant slalom', 'Slalom – (SC)']"
who plays noah newman on the young and the restless,Rory Gibson,['Robert Gillespie Adamson IV']
who has won the most games in nfl 2017,New England Patriots,['Dallas Cowboys']
under article 1 what is the minimum age required to serve in the house of representatives,25,"['25', '25 years old']"
who has the most catches in nfl history,Jerry Rice,['Jerry Rice']
when does the dlc for rainbow six siege come out,"October 1, 2024 (Year 9 Season 4)",['January 2018']
who was the great wall of china built to defend against,Mongol tribes (primarily Xiongnu and later Mongols),"['nomads from Inner Asia', 'nomads from Inner Asia.']"
where does the last name galvez come from,Spain (specifically from the region of Galicia),"['Spanish surname', 'Spanish']"
who opens the church of the holy sepulchre,The Muslim Nuseibeh family.,"['the Sunni Muslim family', 'the Nusaybah family']"
when does season 5 of the blacklist resume,"March 21, 2018","['January\xa031,\xa02018']"
the chinese dragons are protectors of how many seas diggy,four,"['Four Seas', 'Four']"
how much money did it cost to make gta v,$265 million,['137']
what is the angle of the tower of pisa,3.97 degrees,"['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']"
what is the share of agriculture in indian economy,2.5%,"['17.32%', '23%']"
who does demetrius love in a midsummer night dream,Helena,"['Helena', 'Hermia']"
when did the movie varsity blues come out,"January 15, 1999","['1999', 'January\xa015,\xa01999']"
when does the champions league quarter finals start,**The 2024/25 UEFA Champions League quarter-finals start on 8 April 2025.**,"['16 March 2018', '3–4 April 2018']"
who was the famous scientist that ran the research lab moseley went to in manchester,Ernest Rutherford,['Sir Ernest Rutherford']
where do you get a cashiers check from,A bank or credit union.,"['a bank', 'bank']"
who does stefan marry in the vampire diaries,Caroline Forbes,['Caroline Forbes']
what is the meaning of cc and bcc,"CC: Carbon Copy (visible recipients)
BCC: Blind Carbon Copy (hidden recipients)","['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']"
hazels boyfriend in the fault in our stars,Gus Waters,['Augustus Waters']
when does the day of the dead end,November 2,['November 2']
when do you celebrate birthday if born on feb 29,February 28 or March 1 (non-leap years),"['February 29', 'February 28', 'March 1']"
where does new york drinking water come from,Catskill/Delaware and Croton Watersheds.,['the eastern Catskill Mountains']
where is the citrus bowl held this year,"Orlando, Florida (Camping World Stadium)",['Camping World Stadium']
what year does the quiet man take place,1922,"['the 1920s', 'In the 1920s']"
how many seasons of rules of engagement is there,9,"['7', 'seven']"
who plays alec ramsay in the black stallion,Kelly Reno,['Kelly Reno']
who plays dusty in the movie pure country,George Strait,['George Strait']
how many episodes of greys anatomy season 14,16,"['24', '24 episodes', '21']"
who is currently serving as president of the senate,Kamala Harris,"['Orrin Hatch', 'Patrick Leahy']"
what percentage of sunlight is captured by plants to convert it into food energy,1%,"['45%', '3 to 6%']"
what type of economic system was utilized in the soviet union,**command economy**,"['communism', 'state ownership']"
how many gold medals did australia win in the 2000 olympics,16,['16']
who started ww2 and how did it start,"**Adolf Hitler and Nazi Germany started World War II** by invading Poland on September 1, 1939.",['Nazi Germany']
when did the royal mint move to wales,1980,"['1968', 'the 1960s.', '17 December 1968', 'the 1960s']"
when did bird is the word come out,1963,['1963']
how tall is the actor who plays hagrid in harry potter,6 ft 10 in (2.08 m),['6ft 1in']
who is opening for little mix glory days tour,"**Little Mix's Glory Days Tour openers included:**

* **Camilla Cabello** (North America legs)
* **Mabel** (some UK dates)
* **Nathan Dawe** (select UK/Europe support)
* **Jade Thirlwall's solo project** (various legs, rotating)

Main support acts varied by region and date.","['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']"
who performed the first c section in 1794,Jessie Bennett,['Dr. Jesse Bennett']
who voices randy in f is for family,Jason Ritter,['T.J. Miller']
bible verse taking the lord's name in vain,"Exodus 20:7 (NIV): ""You shall not misuse the name of the Lord your God, for the Lord will not hold anyone guiltless who misuses his name.""",['Exodus 20:7']
who controlled the house and the senate in 2012,Democrats controlled the Senate; Republicans controlled the House.,"['Republican', 'Democratic']"
when's the last time army won the army navy game,2022,"['2017', 'Army']"
when does thomas rhett's new album come out,"October 18, 2024","['September 8, 2017']"
who won the champions league final in 2016,Real Madrid,['Real Madrid']
who is the real killer in basic instinct 2,**Irene Adler** (Sharon Stone's character).,['Catherine Tramell']
who does the voice of mickey mouse on mickey mouse clubhouse,Bret Iwan,"['Bret Iwan', 'Wayne Allwine']"
when was the last episode of vampire diaries aired,"March 10, 2017","['March\xa010,\xa02017', 'March 10, 2017']"
where did the dewey decimal system come from,"Melvil Dewey, 1876.",['Melvil Dewey']
where did the jungle book story come from,India (Rudyard Kipling),['English author Rudyard Kipling']
derek and meredith get back together season 3,"Yes, Derek and Meredith get back together in Season 3 of Grey's Anatomy.",['Staring at the Sun']
who did america declare war on in ww1,Germany,['Austria-Hungary']
who played zoe hart on hart of dixie,Rachel Bilson,['Rachel Sarah Bilson']
what was tom hanks character name in castaway,Chuck Noland,['Chuck Noland']
what engine is in a holden v8 supercar,Chevrolet LS3 6.2L V8,['V8-engine']
when did the sat become out of 1600,2005,"['March 2016', '2014', '2016']"
when was the minimum wage established in the united states,1938,"['1938', '1933', '1912']"
when did the rational dress society begin to work,1881,['1881']
what is the baby elephants name in jungle book,Mowgli,['Hathi Jr.']
where is fe best absorbed in the body,duodenum and upper jejunum,"['in the duodenum', 'the duodenum']"
who is the biggest selling female group of all time,Spice Girls,['Spice Girls']
epidemiologists attempt to explain the link between health and variables such as,"diet, exercise, and genetics","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']"
who won the mens single ice skating 2018,Nathan Chen,"['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']"
where is the boy who played charlie in willy wonka,"Peter Ostrum, the actor who played Charlie Bucket in the 1971 film *Willy Wonka & the Chocolate Factory*, is a veterinarian living in Lowville, New York.","['Peter Gardner[4] Ostrum', 'Lowville, New York']"
where was the first session of the assam association held in1905,Dibrugarh,['Guwahati']
who played ice queen in chronicles of narnia,Tilda Swinton,"['Tilda Swinton', 'Laura Brent']"
when is season 2 of jessica jones being released,"March 8, 2018","['March 8, 2018']"
when was united nations convention on the rights of the child created,"November 20, 1989",['20 November 1989']
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Pyotr Ilyich Tchaikovsky,['Pyotr Ilyich Tchaikovsky']
what type of database is library literature and information science,Full-text database.,"['bibliographic database', 'bibliographic']"
when did the united states start using the death penalty,1608,"['the beginning', '1608']"
when was coffee first made into a drink,9th century.,"['15th century', 'the 15th century']"
who is jared on the bold and the beautiful,"Jared is a minor recurring character on The Bold and the Beautiful, primarily known as the thug hired by Sheila Carter to stalk and terrorize Steffy Forrester in 2022.",['Andrew Collins']
who wrote knock knock knocking on heavens door,Bob Dylan,['Bob Dylan']
when did the movie napoleon dynamite come out,"June 11, 2004","['June\xa011,\xa02004', '2004']"
who starred in an officer and a gentleman,Richard Gere and Debra Winger,"['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']"
who plays chummy's mother in call the midwife,Linda Bassett,['Cheryl Campbell']
name two fibres which are made of proteins,Wool and silk.,"['feathers', 'hair', 'wool', 'fur', 'silk']"
how many super bowl games has the patriots played in,6,"['10', 'ten', 'ten times']"
where do they put the tomb vampires in order to burn them during founders day,In the tomb underneath the Fell's Church.,['the Gilbert building']
who is the king and queen of the netherlands,King Willem-Alexander and Queen Máxima.,"['Queen Máxima of the Netherlands', 'King Willem-Alexander']"
where is gall bladder situated in human body,"The gallbladder is situated in the right upper quadrant of the abdomen, beneath the liver.",['beneath the liver']
what is the current population of bora bora,"Approximately 10,500 (as of 2022).","['10,605']"
where does tropic of cancer pass in india,"Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, Mizoram.","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']"
who made the song falling in love with you,Elvis Presley,"['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']"
which is produced in plants of narora kakrapar tarapur,Uranium,['Atomic Power']
what is the first book of percy jackson,The Lightning Thief,['The Lightning Thief']
who was originally cast to play indiana jones,Tom Selleck,['Tom Selleck']
what proposition made the insurance commissioner an elected position,Proposition 103,"['Proposition 103', 'Proposition 103 in 1988']"
who played amy grant i i can only imagine,Shannon<|eos|>,['Nicole DuPort']
who sings the song only in my dreams,Debbie Gibson,['Debbie Gibson']
who appoints the chair of the federal reserve system,The President of the United States (with Senate confirmation).,['President of the United States']
who wins the next iron chef super chefs,"**Iron Chef Masahiko ""Ryo"" Ryoyu** wins the next Iron Chef Super Chefs.","['Zakarian', 'Geoffrey Zakarian']"
when does body temperature tend to be lowest,Early morning (around 4-6 AM),['11 p.m. to 3 a.m.']
who sings the whiskey ain't workin anymore,Travis Tritt,"['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']"
what year is it for the jewish calendar,5785,"['AM 5778', '5778']"
chief ministers of tamil nadu mentioned on wikipedia,"**M. K. Stalin (incumbent)**, along with former chief ministers: C. N. Annadurai, M. Karunanidhi, J. Jayalalithaa, M. G. Ramachandran, O. Panneerselvam, Edappadi K. Palaniswami, K. Kamaraj, Baktavatsalam, C. Rajagopalachari, and others listed on the [Tamil Nadu Chief Ministers Wikipedia page](https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Tamil_Nadu).","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']"
what is the function of a political action committee (pac),A political action committee (PAC) raises and spends money to elect or defeat candidates.,['pools campaign contributions from members']
who has the most followers in the world on instagram,Cristiano Ronaldo,"[""Instagram's own account"", 'Instagram']"
what type of political system does el salvador have,presidential republic,"['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']"
where is simple squamous epithelium found in the body,"lining of blood vessels, alveoli in lungs, and Bowman's capsule in kidneys","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']"
