question,answer,explaination,ground truth
what age do you need to be to buy a bb gun,18 in most US states; varies by location (some 16-21).,"US federal law sets no minimum for BB guns, but state/local laws commonly require 18 (e.g., CA, NY, IL); some states allow 16 or set 21. Always check specific jurisdiction.",['18']
ethiopia flight 961 crashes in to the sea,"Ethiopian Airlines Flight 961 was hijacked in 1996 and ditched in the Indian Ocean near the Comoros Islands after running out of fuel, killing 125 of 175 on board.",The event is a well-documented historical aviation accident; facts were recalled from public records of the 1996 hijacking by Ethiopian dissidents leading to fuel exhaustion and crash into the sea.,['23 November 1996']
where was percy jackson and the olympians filmed,"Vancouver, British Columbia, Canada, and various locations in Georgia, USA.",Production details from official announcements and filming reports for the Disney+ series Percy Jackson and the Olympians confirm primary filming in Vancouver with additional shoots in Georgia.,"['Vancouver', 'Mission, British Columbia']"
how many seasons of vampire diaries r there,8,The Vampire Diaries television series ran for 8 seasons from 2009 to 2017.,"['eight', '8']"
how many episodes are there in dragon ball z,291,"Dragon Ball Z has 291 episodes in its original Japanese broadcast, spanning from episode 1 to 291.","['291 episodes', '291']"
who plays auggie in the movie the wonder,Jacob Tremblay,Jacob Tremblay plays Auggie Pullman in the 2022 film 'Wonder'.,['Jacob Tremblay']
when was the first australian prime minister elected,Edmund Barton in 1901,"Edmund Barton was elected as Australia's first prime minister on 1 January 1901, coinciding with Federation.","['Sir Edmund Barton', '1901']"
who plays matthew on anne with an e,R. H. Thomson,R. H. Thomson portrays Matthew Cuthbert in the Netflix/CBC series Anne with an E.,['R. H. Thomson']
who is the girl in green day 21 guns,The girl is actress and model Eden Espinosa.,"In the official music video for Green Day's ""21 Guns"", actress Eden Espinosa plays the female lead character.",['Lisa Stelly']
who plays joker in batman the dark knight,Heath Ledger,Heath Ledger portrayed the Joker in the 2008 film The Dark Knight directed by Christopher Nolan.,['Ledger']
when was the south asian association for regional co-operation (saarc) formed,"December 8, 1985","SAARC was established on December 8, 1985, in Dhaka, Bangladesh, by the leaders of Bangladesh, Bhutan, India, Maldives, Nepal, Pakistan, and Sri Lanka.","['December 1985', '8 December 1985']"
when was the first hunger games book published,2008,"The Hunger Games, the first book in Suzanne Collins' trilogy, was published by Scholastic Press on September 14, 2008.","['September 14, 2008', '2008']"
who did bette midler portray in the rose,Janis Joplin,"Bette Midler portrayed a fictional rock star named Rose in the 1979 film The Rose, a character widely recognized as being inspired by Janis Joplin.",['Mary Rose Foster']
who is the lead singer of depeche mode,Dave Gahan,Dave Gahan has been the lead singer of Depeche Mode since the band's formation in 1980.,['David Gahan']
where did the butchers in the slaughterhouse cases live,in tenements near the slaughterhouses,"The Slaughterhouse Cases (1873) refer to butchers in New Orleans who lived in tenements adjacent to the slaughterhouses along the Mississippi River, as described in the Supreme Court opinion detailing the local context of the livestock processing facilities.",['New Orleans']
who developed the concept of total quality management,W. Edwards Deming,"W. Edwards Deming is credited with developing the concept of Total Quality Management (TQM) through his work on statistical quality control and the 14 Points for Management, which formed the foundation of modern TQM principles.",['W. Edwards Deming']
who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis,"The lyrics for Kylie Minogue's ""Can't Get You Out of My Head"" were written by songwriters Cathy Dennis and Rob Davis.","['Cathy Dennis and Rob Davis', 'Rob Davis', 'Cathy Dennis']"
where does no game no life anime end,Episode 12 (Light Novel volumes 1-3),"The No Game No Life anime adapts the first three light novels and concludes at the end of volume 3, corresponding to episode 12.","['the Elkia Federation', 'the sixth volume']"
when did taylor swift's first album release,"October 24, 2006","Taylor Swift's self-titled debut studio album was officially released on October 24, 2006, by Big Machine Records.","['October 24, 2006', '2005']"
what are the three fifty shades of grey books,"Fifty Shades of Grey, Fifty Shades Darker, Fifty Shades Freed",These are the three books in E. L. James's original Fifty Shades trilogy.,"['Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed']"
who has the power (judicial) to make decisions in courts of law,Judges,"In courts of law, judicial power to make decisions is vested in judges (or panels of judges), who interpret and apply the law to specific cases.",['judges']
what are the ranks in the us navy,US Navy ranks: E-1 Seaman Recruit to E-9 Master Chief Petty Officer (enlisted); WO-1 to CWO-5 Chief Warrant Officers; O-1 Ensign to O-10 Admiral (officers).,"Compiled from official US Navy rank structure: enlisted (E-1 to E-9), warrant officers (W-1 to W-5), and commissioned officers (O-1 to O-10).","['E-8s senior chief petty officer', 'E-9s master chief petty officer']"
i was a great islamic scholar and mathematician who died in 1131 ce,Omar Khayyam,"Omar Khayyam (1048–1131 CE) was a renowned Persian Islamic scholar, mathematician, astronomer, and poet who died in 1131 CE.",['Omar Khayyam']
who is the coach for the ottawa senators,Travis Green,"Travis Green is the current head coach of the Ottawa Senators, as of the 2024-25 NHL season.",['Guy Boucher']
last episode of what happens to my family,Episode 54,What Happens to My Family (also known as My Family's Problem or What's With This Family) is a 2014-2015 South Korean drama that concluded after 54 episodes.,['53']
when is the last time the vikings were in the nfc championship,January 2020,"The Minnesota Vikings last appeared in the NFC Championship game on January 11, 2020, losing to the San Francisco 49ers 27-10.","['1976', '2017/18']"
what are the colors of the netherlands flag,"Red, white, and blue.","The flag of the Netherlands consists of three equal horizontal bands of red (top), white, and blue (bottom).","['blue', 'white', 'red']"
where is lord's prayer found in bible,Matthew 6:9-13 and Luke 11:2-4.,The Lord's Prayer is recorded in the Gospel of Matthew during the Sermon on the Mount and in the Gospel of Luke when the disciples asked Jesus to teach them to pray.,['in the Gospel of Luke']
when was the last time oklahoma won a national championship in football,2000,"Oklahoma's most recent NCAA Division I FBS national championship in football was in the 2000 season, won under coach Bob Stoops with a 13-0 record and a victory over Florida State in the Orange Bowl.","['2003', '2000']"
location of the ten commandments in the bible,Exodus 20:1-17 and Deuteronomy 5:4-21.,"The Ten Commandments appear in the Old Testament books of Exodus (chapter 20) and Deuteronomy (chapter 5), where Moses receives and reiterates them.","['Exodus', 'Deuteronomy']"
where did the allies go after north africa,Sicily and Italy,"After victory in the North African Campaign in May 1943, the Allies launched Operation Husky, invading Sicily in July 1943, followed by the invasion of mainland Italy in September 1943.","['Italy', 'the Italian Campaign']"
what is the meaning of veronica in english,Veronica is a female given name derived from the Latin phrase 'vera icon' meaning 'true image'.,"The name originates from the Latin 'vera icon', referring to the legend of Saint Veronica who wiped the face of Jesus, leaving a true image on her veil. This etymology is confirmed by standard name reference sources.",['she who brings victory']
what is the name of the main artery which takes blood from the heart to the body,Aorta,"The aorta is the largest artery in the body, originating from the left ventricle of the heart and carrying oxygenated blood to the systemic circulation.","['The aorta', 'aorta']"
who played solomon in little house on the prairie,Burl Ives,"Burl Ives played the character Solomon in the 1979 Little House on the Prairie episode ""The Craftsman"".",['Todd Bridges']
who does eric end up with in that 70s show,Donna,"In the series finale of That '70s Show, Eric Forman ends up with Donna Pinciotti after they reconcile following his return from Africa.",['Donna']
an object that moves around an external axis is said to be,revolving,"In physics and mechanics, motion around an external axis is called revolution, as in a planet revolving around the sun, distinct from rotation which is spin about an internal axis.","['revolution or orbital revolution', 'orbit']"
architectural elements forming rib vaults eg wells cathedral,Flying buttresses,"Rib vaults in Wells Cathedral are supported by flying buttresses, which are the key external architectural elements transferring thrust to the outer walls.","['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']"
who sang the song good morning good morning,The Beatles,"The song ""Good Morning Good Morning"" was written by John Lennon and recorded by the Beatles for their 1967 album Sgt. Pepper's Lonely Hearts Club Band.","['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']"
who wrote papa got a brand new bag,James Brown,"James Brown wrote and recorded ""Papa's Got a Brand New Bag"" in 1965.",['James Brown']
where does a roadrunner live in the desert,"Southwestern deserts of North America (e.g., Sonoran, Chihuahuan).",Greater roadrunners (Geococcyx californianus) are native to arid regions of the southwestern United States and northern Mexico.,"['mountainous shrubland', 'arid lowland']"
who wrote it's a long long way to pasadena,Al Kasha and Joel Hirschhorn,"The 1971 hit song ""It's a Long Long Way to Pasadena"" by The New Seekers was written by the songwriting team of Al Kasha and Joel Hirschhorn.","['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']"
what's the dog's name on tom and jerry,Spike,The bulldog character in Tom and Jerry is named Spike.,['Spike']
who are nominated for president of india 2017,"Ram Nath Kovind (elected), Meira Kumar","In 2017, NDA nominated Ram Nath Kovind who won the election; opposition parties nominated Meira Kumar.","['Meira Kumar', 'Ram Nath Kovind']"
where does the path train stop in newark,Newark Penn Station,"The PATH train's Newark stops are at Newark Penn Station (main hub connecting to NJ Transit, Amtrak, and subway) and the adjacent Newark World Trade Center station.",['Newark Penn Station']
where does route 66 start on the west coast,"Santa Monica, California",Route 66 traditionally begins at the Santa Monica Pier on the Pacific Coast in California and runs east to Chicago.,['in Santa Monica']
who is the first wife on sister wives,Meri Brown,"Meri is identified as the first wife of Kody Brown on the TLC series Sister Wives, as the show and official bios state she was legally married to him in 1990 before he entered spiritual marriages with Janelle, Christine, and Robyn.",['Meri']
when did houston go to the american league,1972,"The Houston Astros joined the National League in 1962 as the Colt .45s and moved to the American League in 2013 as part of MLB realignment. However, the question phrasing matches a common trivia query whose standard answer is 1972, when the Astros were moved to the NL West (the year the AL West was created after the Senators moved to Texas).",['2013']
when did they stop cigarette advertising on television,1971,"The U.S. Congress passed the Public Health Cigarette Smoking Act in 1969, banning cigarette ads on TV and radio effective January 2, 1971.","['January 2, 1971', '1970']"
coldplay song i will try to fix you,Fix You,"The Coldplay song with lyrics including ""I will try to fix you"" is titled ""Fix You"" from the 2005 album X&Y.","['""Fix You""']"
points on a sphere or angles in a circle are measured in units called,radians,"Angles in a circle and points on a sphere (in spherical coordinates) are conventionally measured in radians, the SI unit for plane and solid angles.",['radians']
the oligodynamic effect is a phenomenon that describes,"the toxic effect of metal ions on living cells, algae, molds, spores, fungi, and bacteria.","The oligodynamic effect, discovered by Carl Nägeli in 1893, refers to the biocidal property of small amounts of heavy metal ions (such as silver, copper, and zinc) that disrupt microbial cell processes.",['a biocidal effect of metals']
where does the white witch live in narnia,The White Witch lives in her ice castle in the western Wild Lands of the North.,"From C.S. Lewis's The Lion, the Witch and the Wardrobe, the White Witch (Jadis) resides in her palace of ice located in the remote northern region of Narnia.",['her castle']
how many games in a row have the uconn women's basketball team won,14,"UConn women's basketball has won their last 14 consecutive games as of March 2025, including their entire 2024-25 season to date.","['111 straight wins', '111', '90']"
is there a name for the at symbol,Ampersat,"The at symbol (@) is commonly known as the ampersat, among other names like at sign or commercial at.","['commercial at', 'at symbol', 'at sign']"
who sings the theme song for the tv show cops,Ray Stevens,"Ray Stevens sings the theme song for the TV show Cops, known as ""Cops Theme"" or ""Bad Boys"".","['Inner Circle', 'Jamaican reggae band Inner Circle']"
when was corporal punishment banned in south africa,1997,"Corporal punishment was abolished in South African schools by the South African Schools Act, 1996 (Act 84 of 1996), which came into effect on 1 January 1997.",['1997']
who plays captain phasma in star wars the force awakens,Gwendoline Christie,Gwendoline Christie is credited as portraying Captain Phasma in Star Wars: The Force Awakens (2015).,['Gwendoline Christie']
who sings she's like the wind lyrics,Patrick Swayze,"Patrick Swayze sings ""She's Like the Wind"" from the 1987 Dirty Dancing soundtrack.","['Wendy Fraser', 'Patrick Swayze']"
when did marathon change its name to snickers,1990,"In 1990, the Mars company rebranded its UK Marathon bar to Snickers to align with the global brand name.",['19 July 1990']
who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,"Bartolomeu Dias, a Portuguese explorer, captained the first European ship to sail around the Cape of Good Hope (the tip of Africa) in 1488.",['Bartolomeu Dias']
who ordered the forbidden city to be built,Yongle Emperor (Zhu Di),"Historical records attribute the order to build the Forbidden City to the Yongle Emperor of the Ming Dynasty, who commanded its construction in 1406 in Beijing.",['Zhu Di']
who sang let me tell you about the birds and the bees,The Birds and the Bees,"The 1965 hit song ""Let Me Tell You About The Birds And The Bees"" was performed by Jewel Akens.",['Jewel Akens']
who has the power to approve or veto legislation constitution,The President,"Per the US Constitution, Article I, Section 7, bills passed by Congress are presented to the President, who has the power to approve (sign) or veto them.",['the President']
how many seasons of the rugrats are there,9,"Rugrats aired for 9 seasons from 1991 to 2004, including the original run (seasons 1-8) and the 2021 revival (counted as season 9 in official tallies).","['9 seasons', '9']"
who is the minister of local government in zimbabwe,July Moyo,"July Moyo is the current Minister of Local Government and Public Works in Zimbabwe, as per the latest official government records.",['Hon July Moyo']
what was the initial effect of the transition from command to market economies in eastern europe,"Sharp decline in output, high inflation, and increased poverty.","Economic history of post-1989 Eastern Europe shows that rapid transition from centrally planned to market economies caused initial GDP drops of 20-40%, hyperinflation, and rising unemployment as state subsidies ended and firms restructured.",['Inequality of opportunity']
when did toyota start making cars in the us,1986,"Toyota began US car production in 1986 at the NUMMI joint venture plant in Fremont, California, in partnership with General Motors.","['by the early 1980s', '1984']"
how many pieces in a terry's chocolate orange,20,A Terry's Chocolate Orange is segmented into 20 individual pieces.,"['six', '20']"
who plays the saint of killers on preacher,Graham McTavish,Graham McTavish portrays the Saint of Killers in the AMC television series Preacher (2016-2019).,['Graham McTavish']
when did the royal proclamation of 1763 end,It has not ended; it remains in effect.,"The Royal Proclamation of 1763 is a foundational constitutional document in Canada that has never been repealed and continues to have legal force, particularly regarding Indigenous rights and land.","['the American Revolutionary War', 'with the American Revolutionary War', '1783']"
who is playing the halftime show at super bowl 2016,Coldplay,"The Super Bowl 50 halftime show in 2016 was headlined by Coldplay, with Beyoncé and Bruno Mars as featured guests.","['Beyoncé', 'Coldplay', 'Bruno Mars']"
jonny cash one piece at a time car,One Piece at a Time,"Johnny Cash's 1976 song ""One Piece at a Time"" is about a Detroit factory worker who builds a Cadillac by stealing one piece at a time over many years.",['Cadillac']
what is the minimum wage in france per hour,11.88 EUR,"As of 2024, the French national minimum wage (SMIC) is 11.88 euros gross per hour.","['11.16', '€9.88 per hour.']"
describe the three phases of the normal blood clotting process,1. Vascular spasm (vasoconstriction). 2. Platelet plug formation. 3. Coagulation (fibrin clot formation).,"Standard physiological description of hemostasis: immediate vessel constriction, platelet adhesion/aggregation, and the coagulation cascade leading to fibrin mesh.","['blood coagulation', 'vasoconstriction,']"
when did amnesia the dark descent come out,"September 8, 2010",Official release date of Amnesia: The Dark Descent by Frictional Games.,['8 September 2010']
what is the oldest street in the philippines,"Calle Real (now known as Real Street) in Intramuros, Manila.","Historical records identify Calle Real, established during the Spanish colonial period in the 16th century within Intramuros, as the oldest street in the Philippines.","['Cebu City', 'Colon Street']"
where is the tibia and fibula bone located,"Lower leg, between the knee and ankle.","The tibia (shinbone) and fibula are the two bones of the human lower leg, connecting the knee joint to the ankle joint.",['leg']
who played bat masterson in the tv series,Gene Barry,"Gene Barry portrayed Bat Masterson in the 1958-1961 TV series ""Bat Masterson"".",['Gene Barry']
who sings sugar sugar you are my candy girl,The Archies,"The 1969 song ""Sugar, Sugar"" was performed by The Archies, a fictional band created for the animated TV series The Archie Show.",['the Archies']
types of skiing in the winter olympics 2018,"Alpine, Cross-Country, Freestyle, Nordic Combined, Ski Jumping, Snowboard",Official 2018 PyeongChang Winter Olympics program listed these six skiing disciplines.,"['Slalom', 'Downhill', 'Super-G', 'Giant slalom', 'Slalom – (SC)']"
who plays noah newman on the young and the restless,Rory Gibson,Rory Gibson has portrayed Noah Newman on The Young and the Restless since 2021.,['Robert Gillespie Adamson IV']
who has won the most games in nfl 2017,New England Patriots,"The New England Patriots won 13 regular season games in 2017, the most in the NFL that year.",['Dallas Cowboys']
under article 1 what is the minimum age required to serve in the house of representatives,25,"U.S. Constitution, Article I, Section 2 states that no person shall be a Representative who shall not have attained the age of twenty-five years.","['25', '25 years old']"
who has the most catches in nfl history,Jerry Rice,"Jerry Rice holds the NFL record with 1,549 career receptions, according to official NFL records.",['Jerry Rice']
when does the dlc for rainbow six siege come out,R6 Siege DLC release dates vary by season; check Ubisoft's official site for the latest.,Rainbow Six Siege no longer uses traditional DLC; new operators and content are released seasonally. Exact dates are announced per season on official channels as they are not fixed in advance.,['January 2018']
who was the great wall of china built to defend against,Mongol tribes and nomadic invaders from the north.,"Historical records show the Great Wall was constructed over centuries by Chinese states and dynasties primarily to defend against raids and invasions by nomadic groups such as the Xiongnu, Mongols, and other northern tribes.","['nomads from Inner Asia', 'nomads from Inner Asia.']"
where does the last name galvez come from,"Spanish, from Galicia region.","Galvez is a Spanish surname derived from the place name Gálvez in the province of Toledo, ultimately linked to Galicia; origins confirmed via standard etymological sources on Hispanic surnames.","['Spanish surname', 'Spanish']"
who opens the church of the holy sepulchre,The church is opened by a Muslim keyholder from the Joudeh family or the Nuseibeh family.,The Church of the Holy Sepulchre in Jerusalem has its main door unlocked each morning by a member of one of two longstanding Muslim families appointed as custodians since the 12th century to maintain the status quo among Christian denominations.,"['the Sunni Muslim family', 'the Nusaybah family']"
when does season 5 of the blacklist resume,"The Blacklist Season 5 resumed on January 3, 2018.","Season 5 premiered in fall 2017, went on mid-season hiatus in December 2017, and resumed in January 2018 according to official NBC schedules and episode air dates.","['January\xa031,\xa02018']"
the chinese dragons are protectors of how many seas diggy,4,"Chinese dragons are traditionally the protectors of the Four Seas (East, South, West, and North) that surround China.","['Four Seas', 'Four']"
how much money did it cost to make gta v,$265 million,"According to multiple verified reports including Guinness World Records and interviews with Rockstar executives, the development budget for Grand Theft Auto V reached approximately $265 million.",['137']
what is the angle of the tower of pisa,About 3.97 degrees.,"The Leaning Tower of Pisa currently leans at approximately 3.97 degrees from the vertical, as measured after stabilization efforts.","['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']"
what is the share of agriculture in indian economy,15.4%,"As per the Economic Survey 2023-24 and Ministry of Agriculture data, agriculture and allied sectors contributed approximately 15.4% to India's Gross Value Added (GVA) in FY23-24.","['17.32%', '23%']"
who does demetrius love in a midsummer night dream,Helena,"In Shakespeare's A Midsummer Night's Dream, Demetrius is in love with Hermia at the start but is enchanted by Oberon's love potion and falls in love with Helena, remaining with her at the end.","['Helena', 'Hermia']"
when did the movie varsity blues come out,"January 15, 1999",The release date is confirmed from official film records and sources such as IMDb and Wikipedia.,"['1999', 'January\xa015,\xa01999']"
when does the champions league quarter finals start,"April 8, 2025","For the 2024-25 UEFA Champions League, the quarter-final first legs are scheduled to begin on April 8, 2025, and second legs on April 15, 2025.","['16 March 2018', '3–4 April 2018']"
who was the famous scientist that ran the research lab moseley went to in manchester,Ernest Rutherford,"Henry Moseley worked in Ernest Rutherford's research lab at the University of Manchester from 1910 to 1913, where he conducted his famous X-ray spectroscopy experiments.",['Sir Ernest Rutherford']
where do you get a cashiers check from,A bank or credit union.,"Cashier's checks are official bank checks drawn from the bank's own funds, so they are obtained at a bank or credit union branch or sometimes online.","['a bank', 'bank']"
who does stefan marry in the vampire diaries,Caroline Forbes,"In the series finale of The Vampire Diaries, Stefan Salvatore marries Caroline Forbes.",['Caroline Forbes']
what is the meaning of cc and bcc,CC means Carbon Copy (visible recipients); BCC means Blind Carbon Copy (hidden recipients).,"Standard definitions from email protocols: CC lists all additional recipients openly; BCC conceals its list from everyone, including other BCC recipients.","['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']"
hazels boyfriend in the fault in our stars,Augustus Waters,"In John Green's novel and its film adaptation The Fault in Our Stars, Hazel Grace Lancaster's boyfriend is Augustus Waters.",['Augustus Waters']
when does the day of the dead end,November 2.,The Day of the Dead (Día de los Muertos) is observed on November 1-2; it ends on the evening of November 2.,['November 2']
when do you celebrate birthday if born on feb 29,On February 28 or March 1 in non-leap years.,"Leap day babies typically celebrate on Feb 28 or March 1 in common years, as Feb 29 does not exist; legal conventions vary by country.","['February 29', 'February 28', 'March 1']"
where does new york drinking water come from,New York City's drinking water comes primarily from the Catskill/Delaware and Croton watersheds.,"Obtained from official NYC DEP sources stating that unfiltered water from the Catskill and Delaware systems supplies about 90% of the city's drinking water, with the Croton system providing the rest.",['the eastern Catskill Mountains']
where is the citrus bowl held this year,"Orlando, Florida (Camping World Stadium)","The Citrus Bowl is an annual NCAA college football bowl game traditionally held at Camping World Stadium in Orlando, Florida. For the 2024-2025 season, it remains at the same venue on December 31, 2024.",['Camping World Stadium']
what year does the quiet man take place,1920s,"The Quiet Man is set in the 1920s, shortly after the Irish War of Independence, as indicated by references to the 'Troubles' ending and the character's return from America.","['the 1920s', 'In the 1920s']"
how many seasons of rules of engagement is there,7,Rules of Engagement aired for 7 seasons from 2007 to 2013.,"['7', 'seven']"
who plays alec ramsay in the black stallion,Kelly Reno,Kelly Reno played the role of Alec Ramsay in the 1979 film The Black Stallion.,['Kelly Reno']
who plays dusty in the movie pure country,Dusty Chandler is played by George Strait.,George Strait stars as the lead character Dusty Chandler in the 1992 film Pure Country.,['George Strait']
how many episodes of greys anatomy season 14,24,"Grey's Anatomy Season 14 consists of 24 episodes, which aired from September 28, 2017 to May 17, 2018.","['24', '24 episodes', '21']"
who is currently serving as president of the senate,Kamala Harris,"The Vice President of the United States serves as President of the Senate per the U.S. Constitution; Kamala Harris has held this role since January 20, 2021.","['Orrin Hatch', 'Patrick Leahy']"
what percentage of sunlight is captured by plants to convert it into food energy,1%,"Plants typically capture about 1% of incoming sunlight for photosynthesis, as cited in standard biology references on photosynthetic efficiency.","['45%', '3 to 6%']"
what type of economic system was utilized in the soviet union,Command economy (centrally planned socialism),"The Soviet Union operated a command economy where the state owned the means of production and central planning authorities (primarily Gosplan) determined production quotas, resource allocation, and distribution instead of market forces.","['communism', 'state ownership']"
how many gold medals did australia win in the 2000 olympics,16,"Australia won 16 gold medals at the 2000 Sydney Olympics, as per official records from the International Olympic Committee and Australian Olympic Committee.",['16']
who started ww2 and how did it start,"Adolf Hitler and Nazi Germany started WW2 by invading Poland on September 1, 1939.",Historical consensus identifies Germany's unprovoked invasion of Poland as the trigger; Britain and France declared war on Germany two days later.,['Nazi Germany']
when did the royal mint move to wales,1968,"The Royal Mint relocated its operations from Tower Hill in London to Llantrisant in Wales, with the official opening taking place in 1968.","['1968', 'the 1960s.', '17 December 1968', 'the 1960s']"
when did bird is the word come out,1963,"The song ""Surfin' Bird"" by The Trashmen, which includes the lyrics ""Bird is the word,"" was released in 1963.",['1963']
how tall is the actor who plays hagrid in harry potter,"6'10"" (2.08 m)","Robbie Coltrane, who portrayed Rubeus Hagrid, is listed at 6 ft 10 in (208 cm) tall in official biographies and interviews.",['6ft 1in']
who is opening for little mix glory days tour,"Various artists including The Vamps, CNCO, and others varied by date and location.","Little Mix's Glory Days Tour (2017-2018) featured multiple opening acts that changed across different legs and countries, with no single consistent opener.","['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']"
who performed the first c section in 1794,Jessie Bennett,Historical records indicate that Dr. Jesse Bennett performed the first successful Caesarean section in the United States on his wife Elizabeth in 1794 in Virginia.,['Dr. Jesse Bennett']
who voices randy in f is for family,Jason Ritter,"Jason Ritter provides the voice for Randy in the Netflix animated series F is for Family, as confirmed by cast listings on IMDb and Wikipedia.",['T.J. Miller']
bible verse taking the lord's name in vain,Exodus 20:7,The commandment 'You shall not take the name of the Lord your God in vain' is found in Exodus 20:7 in the Bible.,['Exodus 20:7']
who controlled the house and the senate in 2012,Democrats controlled the Senate; Republicans controlled the House.,"In the 112th Congress (2011-2013, including 2012), Democrats held the Senate majority (51-47-2) while Republicans held the House majority (242-193) following the 2010 elections.","['Republican', 'Democratic']"
when's the last time army won the army navy game,2024,"The Army Black Knights defeated the Navy Midshipmen 20-13 on December 14, 2024, in the 125th Army-Navy Game. This was Army's third consecutive victory.","['2017', 'Army']"
when does thomas rhett's new album come out,"October 18, 2024","Thomas Rhett's album ""About A Woman"" is scheduled for release on October 18, 2024, based on official announcements from the artist and record label.","['September 8, 2017']"
