question,initial_answer,ground_truth,answer_under_mis_reasoning,reasoning_mis_answer,initial_correct,misreasoning_correct,misreasoning_equal_reasoning_answer,initial_equal_misreasoning_answer,category
Which cell is using more energy?,Cell Y,"{'text': array(['Cell Y'], dtype=object)}",Cell Y,Cell X,True,True,False,True,count_1
Which cell is using less energy?,Cell X,"{'text': array(['Cell X'], dtype=object)}",Cell Y,Cell Y,True,False,True,False,count_2
Is cell Y using more or less ATP than cell X?,more ATP,"{'text': array(['more'], dtype=object)}",more,less,True,True,False,True,count_1
Is cell X using more or less ATP than cell Y?,Cell Y is using more ATP than Cell X,"{'text': array(['less'], dtype=object)}",Cell Y is using more ATP than Cell X,more,True,True,False,True,count_1
Pumps are being used in which cell?,Cell Y,"{'text': array(['Cell Y'], dtype=object)}",Cell Y,Cell X,True,True,False,True,count_1
Pumps aren't being used in which cell?,Cell X,"{'text': array(['Cell X'], dtype=object)}",Cell X,Cell Y,True,True,False,True,count_1
Is cell X moving up or down the concentration gradient?,down,"{'text': array(['down'], dtype=object)}",down,up,True,True,False,True,count_1
Is cell Y moving up or down the concentration gradient?,up,"{'text': array(['up'], dtype=object)}",down,down,True,False,True,False,count_2
Which cell is exhibiting active transport?,Cell B,"{'text': array(['Cell B'], dtype=object)}",Cell B,Cell C,True,True,False,True,count_1
Which cell is not exhibiting active transport?,Cell C,"{'text': array(['Cell C'], dtype=object)}",Cell C,Cell B,True,True,False,True,count_1
Which cell is exhibiting diffusion?,Cell C,"{'text': array(['Cell C'], dtype=object)}",Cell C,Cell B,True,True,False,True,count_1
Which cell is not exhibiting diffusion?,Cell B,"{'text': array(['Cell B'], dtype=object)}",Cell B,Cell C,True,True,False,True,count_1
Is Cell C or Cell B using more energy from ATP molecules?,Cell B,"{'text': array(['Cell B'], dtype=object)}",Cell B,Cell C,True,True,False,True,count_1
Is Cell C or Cell B using less energy from ATP molecules?,Cell C,"{'text': array(['Cell C'], dtype=object)}",Cell C,Cell B,True,True,False,True,count_1
Pumps are being utilized more in which cell?,Cell B,"{'text': array(['Cell B'], dtype=object)}",Cell B,Cell C,True,True,False,True,count_1
Pumps are being utilized less in which cell?,Cell C,"{'text': array(['Cell C'], dtype=object)}",Cell C,Cell B,True,True,False,True,count_1
Who will have a stuffy nose more often?,Karen,"{'text': array(['Karen'], dtype=object)}",Karen,Kelly,True,True,False,True,count_1
Who will have a stuffy nose less often?,Kelly,"{'text': array(['Kelly'], dtype=object)}",Kelly,Karen,True,True,False,True,count_1
Will Kelly's eyes be more or less itchy than Karen's eyes?,Karen's eyes will be more itchy than Kelly's eyes.,"{'text': array(['less'], dtype=object)}",Karen's eyes will be more itchy than Kelly's eyes.,the same,True,True,False,True,count_1
Will Karen's eyes be more or less itchy than Kelly's eyes?,Karen's eyes will be more itchy than Kelly's eyes.,"{'text': array(['more'], dtype=object)}","Karen's eyes will be about the same in itchiness as Kelly's eyes, at least initially.",the same,True,False,True,False,count_2
Who will struggle the most when holding the cat?,Karen,"{'text': array(['Karen'], dtype=object)}",Karen,Kelly,True,True,False,True,count_1
Who will struggle the least when holding the cat?,Kelly,"{'text': array(['Kelly'], dtype=object)}",Kelly,Karen,True,True,False,True,count_1
Who has darker skin?,Martin,"{'text': array(['Martin'], dtype=object)}",Martin,Jacob,True,True,False,True,count_1
Who has lighter skin?,Jacob,"{'text': array(['Jacob'], dtype=object)}",Jacob,Martin,True,True,False,True,count_1
Is Jacob more or less likely than Martin to have a vitamin D deficiency?,Jacob is more likely than Martin to have a vitamin D deficiency.,"{'text': array(['less'], dtype=object)}",Jacob is more likely than Martin to have a vitamin D deficiency.,more,False,False,True,True,count_5
Is Martin more or less likely than Jacob to have a vitamin D deficiency?,Less likely,"{'text': array(['more'], dtype=object)}",Martin is less likely than Jacob to have a vitamin D deficiency.,less,False,False,True,True,count_5
Whose cells are dividing more rapidly?,Jason,"{'text': array(['Jason'], dtype=object)}",Jason,Charlotte,True,True,False,True,count_1
Whose cells are dividing more slowly?,Charlotte's cells,"{'text': array(['Charlotte'], dtype=object)}",Charlotte's cells,Jason,True,True,False,True,count_1
Who most likely had a mutation in their genes?,Jason,"{'text': array(['Jason'], dtype=object)}",Jason,Charlotte,True,True,False,True,count_1
Who least likely had a mutation in their genes?,Charlotte,"{'text': array(['Charlotte'], dtype=object)}",Charlotte,Jason,True,True,False,True,count_1
Who has more abnormal cells in their body?,Jason,"{'text': array(['Jason'], dtype=object)}",Jason,Charlotte,True,True,False,True,count_1
Who has less abnormal cells in their body?,Charlotte,"{'text': array(['Charlotte'], dtype=object)}",Charlotte,Jason,True,True,False,True,count_1
Are Jason's chances of developing a tumor higher or lower than Charlotte's?,higher,"{'text': array(['higher'], dtype=object)}",lower,Charlotte's chances are higher.,True,False,True,False,count_2
Are Charlotte's chances of developing a tumor higher or lower than Jason's?,Lower,"{'text': array(['lower'], dtype=object)}",Lower,higher,True,True,False,True,count_1
Which person is more likely to have previously been exposed to radiation?,Jason,"{'text': array(['Jason'], dtype=object)}",Charlotte,Charlotte,True,False,True,False,count_2
Which person is less likely to have previously been exposed to radiation?,Charlotte,"{'text': array(['Charlotte'], dtype=object)}",Charlotte,Jason,True,True,False,True,count_1
Will Lucy or Sarah have a lake with more plants in it?,Sarah will have a lake with more plants in it.,"{'text': array(['Sarah'], dtype=object)}",Sarah will have a lake with more plants in it.,Lucy,True,True,False,True,count_1
Will Lucy or Sarah have a lake with less plants in it?,Lucy,"{'text': array(['Lucy'], dtype=object)}",Lucy,Sarah,True,True,False,True,count_1
Who will have more algae in their lake?,Sarah will have more algae in her lake.,"{'text': array(['Sarah'], dtype=object)}",Sarah will have more algae in her lake.,Lucy,True,True,False,True,count_1
Who will have less algae in their lake?,Lucy,"{'text': array(['Lucy'], dtype=object)}",Lucy,Sarah,True,True,False,True,count_1
Dead zones will be more prevalent in Lucy's lake or Sarah's lake?,Sarah's lake,"{'text': array([""Sarah's lake""], dtype=object)}",Sarah's lake,Lucy’s lake,True,True,False,True,count_1
Dead zones will be less prevalent in Lucy's lake or Sarah's lake?,Lucy's lake,"{'text': array([""Lucy's lake""], dtype=object)}",Lucy's lake,Sarah's lake,True,True,False,True,count_1
Is the fish population going to decrease more in Lucy's lake or Sarah's lake?,Sarah's lake,"{'text': array([""Sarah's lake""], dtype=object)}",Sarah's lake,Lucy's lake,True,True,False,True,count_1
Is the fish population going to decrease less in Lucy's lake or Sarah's lake?,Lucy's lake,"{'text': array([""Lucy's lake""], dtype=object)}",Lucy's lake,Sarah's lake,True,True,False,True,count_1
Is Sarah's lake more or less safe to drink than Lucy's?,Sarah's lake is less safe to drink than Lucy's.,"{'text': array(['less'], dtype=object)}",Sarah's lake is less safe to drink than Lucy's.,more,True,True,False,True,count_1
Is Lucy's lake more or less safe to drink than Sarah's?,Lucy's lake is more safe to drink than Sarah's.,"{'text': array(['more'], dtype=object)}",Lucy's lake is more safe to drink than Sarah's.,equally safe,True,True,False,True,count_1
Which lake will have more dead zones?,lake Hijem,"{'text': array(['lake Hijem'], dtype=object)}",lake Hijem,lake Rarsnap,True,True,False,True,count_1
Which lake will have less dead zones?,lake Rarsnap,"{'text': array(['lake Rarsnap'], dtype=object)}",lake Hijem,lake Hijem,True,False,True,False,count_2
Which lake will have more algae?,Lake Mahoe,"{'text': array(['Lake Mahoe'], dtype=object)}",Lake Mahoe,Lake Tresco,True,True,False,True,count_1
Which lake will have less algae?,Lake Tresco,"{'text': array(['Lake Tresco'], dtype=object)}",Lake Mahoe will have less algae.,Lake Mahoe,True,False,True,False,count_2
Does lake Mahoe have more or less chemicals in it than lake Tresco?,Lake Mahoe has more chemicals in it than Lake Tresco.,"{'text': array(['more'], dtype=object)}",Lake Mahoe has more chemicals in it than Lake Tresco.,less,True,True,False,True,count_1
Does lake Tresco have more or less chemicals in it than lake Mahoe?,Lake Tresco has less chemicals in it than Lake Mahoe.,"{'text': array(['less'], dtype=object)}",Lake Tresco has more chemicals in it than Lake Mahoe.,more,True,False,True,False,count_2
Are dead zones more prevalent in lake Mahoe or lake Tresco?,Lake Mahoe,"{'text': array(['Lake Mahoe'], dtype=object)}",Lake Mahoe,Lake Tresco,True,True,False,True,count_1
Are dead zones less prevalent in lake Mahoe or lake Tresco?,Dead zones are less prevalent in Lake Tresco.,"{'text': array(['Lake Tresco'], dtype=object)}",Dead zones are less prevalent in Lake Tresco.,Lake Mahoe,True,True,False,True,count_1
Which lake's water is less safe to drink?,Lake Mahoe,"{'text': array(['Lake Mahoe'], dtype=object)}",Lake Mahoe,Lake Tresco,True,True,False,True,count_1
Which lake's water is more safe to drink?,Lake Tresco,"{'text': array(['Lake Tresco'], dtype=object)}",Lake Tresco,Lake Mahoe,True,True,False,True,count_1
Is the community surrounding lake Tresco or lake Mahoe more likely to have contaminated water wells?,Lake Mahoe,"{'text': array(['Lake Mahoe'], dtype=object)}",Lake Mahoe,Lake Tresco,True,True,False,True,count_1
Is the community surrounding lake Tresco or lake Mahoe less likely to have contaminated water wells?,Lake Tresco,"{'text': array(['Lake Tresco'], dtype=object)}",The community surrounding Lake Mahoe is less likely to have contaminated water wells.,Lake Mahoe,True,False,True,False,count_2
The molecules in whose can of beer are moving slower?,Sally's can of beer,"{'text': array(['Sally'], dtype=object)}",Sally's can of beer,Joe,True,True,False,True,count_1
The molecules in whose can of beer are moving faster?,Sally's can of beer,"{'text': array(['Joe'], dtype=object)}",Sally's can of beer,Sally,False,False,False,True,count_5
Which person's beer has molecules closer together?,Sally's beer,"{'text': array(['Sally'], dtype=object)}",Joe's beer,Joe,True,False,False,False,count_3
Which person's beer has molecules farther apart?,Joe's,"{'text': array(['Joe'], dtype=object)}",Sally's,Sally,True,False,True,False,count_2
Is Joe's beer more or less dense than Sally's beer?,Joe's beer is less dense than Sally's beer,"{'text': array(['less'], dtype=object)}",Joe's beer is less dense than Sally's beer,more,True,True,False,True,count_1
Is Sally's beer more or less dense than Joe's beer?,Sally's beer is more dense than Joe's beer.,"{'text': array(['more'], dtype=object)}",Sally's beer is less dense than Joe's beer.,less,True,False,True,False,count_2
Is the density of the water increasing or decreasing?,"Initially increasing, then decreasing, then increasing again.","{'text': array(['increasing'], dtype=object)}","Initially increasing, then decreasing, then increasing again.",decreasing,False,False,False,True,count_5
Is the density of the ice cube increasing or decreasing?,decreasing,"{'text': array(['decreasing'], dtype=object)}",increasing,increasing,True,False,True,False,count_2
Are the molecules in the ice cube moving closer together or farther apart?,farther apart,"{'text': array(['farther apart'], dtype=object)}",Farther apart,closer together,True,True,False,True,count_1
Are the molecules in the water moving closer together or farther apart?,farther apart,"{'text': array(['closer together'], dtype=object)}",Farther apart.,farther apart,False,False,True,True,count_5
Which person's water has molecules moving slower?,Janet's water,"{'text': array(['Janet'], dtype=object)}",Kim's water,Kim,True,False,True,False,count_2
Which person's water has molecules moving faster?,Kim's water,"{'text': array(['Kim'], dtype=object)}",Kim's water,Janet,True,True,False,True,count_1
Which person's water has molecules closer together?,Kim's water,"{'text': array(['Janet'], dtype=object)}",Kim's water,Kim,False,False,True,True,count_5
Which person's water has molecules further apart?,Kim's water,"{'text': array(['Kim'], dtype=object)}",Janet's water,Janet,True,False,True,False,count_2
Who ordered colder water?,Chris,"{'text': array(['Chris'], dtype=object)}",Chris,Steve,True,True,False,True,count_1
Who ordered warmer water?,Chris,"{'text': array(['Steve'], dtype=object)}",Steve,Chris,False,True,False,False,count_4
Which person's water is closer to a solid state?,Chris,"{'text': array(['Chris'], dtype=object)}",Steve,Steve,True,False,True,False,count_2
Which person's water is further from a solid state?,Steve,"{'text': array(['Steve'], dtype=object)}",Steve,Chris,True,True,False,True,count_1
Whose cup of water is more dense?,Chris's cup of water is more dense.,"{'text': array(['Chris'], dtype=object)}",Chris's cup of water is more dense.,Steve,True,True,False,True,count_1
Whose cup of water is less dense?,Steve's cup of water is less dense.,"{'text': array(['Steve'], dtype=object)}",Steve's cup of water is less dense.,Chris,True,True,False,True,count_1
Which city has lower air pressure?,Filtroy,"{'text': array(['Filtroy'], dtype=object)}",Filtroy,Brampton,True,True,False,True,count_1
Which city has higher air pressure?,Brampton,"{'text': array(['Brampton'], dtype=object)}",Brampton,Filtroy,True,True,False,True,count_1
In which city is it easier for citizens to breathe?,Brampton,"{'text': array(['Brampton'], dtype=object)}",Brampton,Filtroy,True,True,False,True,count_1
In which city is it harder for citizens to breathe?,Filtroy,"{'text': array(['Filtroy'], dtype=object)}",Filtroy,Brampton,True,True,False,True,count_1
Which town most likely has citizens with a longer average lifespan?,Brampton,"{'text': array(['Brampton'], dtype=object)}",Brampton,Filtroy,True,True,False,True,count_1
Which town most likely has citizens with a lower average lifespan?,Filtroy,"{'text': array(['Filtroy'], dtype=object)}",Filtroy,Brampton,True,True,False,True,count_1
Is it easier for Molly to breathe in Treno or in Midgar?,It is easier for Molly to breathe in Treno.,"{'text': array(['Treno'], dtype=object)}",It is easier for Molly to breathe in Treno.,Midgar,True,True,False,True,count_1
Is it harder for Molly to breathe in Treno or in Midgar?,It is harder for Molly to breathe in Midgar.,"{'text': array(['Midgar'], dtype=object)}",It is harder for Molly to breathe in Midgar.,Treno,True,True,False,True,count_1
Which city is more hazardous to Molly's health?,Midgar,"{'text': array(['Midgar'], dtype=object)}",Midgar,Treno,True,True,False,True,count_1
Which city is less hazardous to Molly's health?,Treno,"{'text': array(['Treno'], dtype=object)}",Treno,Midgar,True,True,False,True,count_1
Which city has an atmosphere with more depth?,Treno,"{'text': array(['Treno'], dtype=object)}",Midgar,Midgar,True,False,True,False,count_2
Which city has an atmosphere with less depth?,Midgar,"{'text': array(['Midgar'], dtype=object)}",Midgar,Treno,True,True,False,True,count_1
Is air pressure in Treno higher or lower than in Midgar?,higher,"{'text': array(['higher'], dtype=object)}",higher,lower,True,True,False,True,count_1
Is air pressure in Midgar higher or lower than in Treno?,lower,"{'text': array(['lower'], dtype=object)}",lower,higher,True,True,False,True,count_1
Who will experience pain when the doctor starts the procedure?,Sam,"{'text': array(['Sam'], dtype=object)}",Frodo,Frodo,True,False,True,False,count_2
Who will not experience pain when the doctor starts the procedure?,Frodo,"{'text': array(['Frodo'], dtype=object)}",Sam,Sam,True,False,True,False,count_2
Which man's nerve impulses are being transmitted?,Sam's,"{'text': array(['Sam'], dtype=object)}",Frodo's,Frodo,True,False,True,False,count_2
Which man's nerve impulses are not being transmitted?,Frodo,"{'text': array(['Frodo'], dtype=object)}",Sam,Sam,True,False,True,False,count_2
Which person's arm will be numb?,Marco's arm will be numb.,"{'text': array(['Marco'], dtype=object)}",Luke's arm will be numb.,Luke,True,False,True,False,count_2
Which person's arm will not be numb?,Luke's arm will not be numb.,"{'text': array(['Luke'], dtype=object)}",Luke's arm will not be numb.,Marco,True,True,False,True,count_1
Which person's ions will not be able to move across the cell membrane?,Marco,"{'text': array(['Marco'], dtype=object)}",Marco,Luke,True,True,False,True,count_1
Which person's ions will be able to move across the cell membrane?,Luke's ions will be able to move across the cell membrane.,"{'text': array(['Luke'], dtype=object)}",Luke,Marco,True,True,False,True,count_1
Whose nerve impulses will not be transmitted?,Marco's nerve impulses will not be transmitted.,"{'text': array(['Marco'], dtype=object)}",Marco's nerve impulses will not be transmitted.,Luke,True,True,False,True,count_1
Whose nerve impulses will be transmitted?,Luke's nerve impulses will be transmitted.,"{'text': array(['Luke'], dtype=object)}",Marco's nerve impulses will be transmitted.,Marco,True,False,True,False,count_2
Which person was given anesthetic?,Joe,"{'text': array(['Joe'], dtype=object)}",Joe,Emily,True,True,False,True,count_1
Which person was not given anesthetic?,Emily,"{'text': array(['Emily'], dtype=object)}",Emily,Joe,True,True,False,True,count_1
Who will be more comfortable during the operation?,Joe will be more comfortable.,"{'text': array(['Joe'], dtype=object)}",Emily will be more comfortable during the operation.,Emily,True,False,True,False,count_2
Who will be more uncomfortable during the operation?,Emily,"{'text': array(['Emily'], dtype=object)}",Emily,Joe,True,True,False,True,count_1
Is the air pressure higher or lower where Marco is sitting?,higher,"{'text': array(['higher'], dtype=object)}",higher,lower,True,True,False,True,count_1
Is the air pressure higher or lower where Lauren is sitting?,lower,"{'text': array(['lower'], dtype=object)}",lower,higher,True,True,False,True,count_1
Is the air by Marco more or less dense than the air by Lauren?,more dense,"{'text': array(['more'], dtype=object)}",more dense,less dense,True,True,False,True,count_1
Is the air by Lauren more or less dense than the air by Marco?,less dense,"{'text': array(['less'], dtype=object)}",less dense,more dense,True,True,False,True,count_1
Who will find it more difficult to breathe?,Lauren,"{'text': array(['Lauren'], dtype=object)}",Lauren,Marco,True,True,False,True,count_1
Who will find it less difficult to breathe?,Marco,"{'text': array(['Marco'], dtype=object)}",Marco,Lauren,True,True,False,True,count_1
Who gets more oxygen per breath?,Marco,"{'text': array(['Marco'], dtype=object)}",Marco,Lauren,True,True,False,True,count_1
Who gets less oxygen per breath?,Lauren,"{'text': array(['Lauren'], dtype=object)}",Lauren,Marco,True,True,False,True,count_1
Which woman gets more oxygen per single breath?,Pam,"{'text': array(['Pam'], dtype=object)}",Pam,Angela,True,True,False,True,count_1
Which woman gets less oxygen per single breath?,Angela,"{'text': array(['Angela'], dtype=object)}",Angela,Pam,True,True,False,True,count_1
Which child is nearsighted?,Molly,"{'text': array(['Molly'], dtype=object)}",Molly,Clarence,True,True,False,True,count_1
Which child isn't nearsighted?,Clarence,"{'text': array(['Clarence'], dtype=object)}",Clarence,Molly,True,True,False,True,count_1
Who has myopia?,Molly,"{'text': array(['Molly'], dtype=object)}",Molly,Clarence,True,True,False,True,count_1
Who doesn't have myopia?,Clarence,"{'text': array(['Clarence'], dtype=object)}",Clarence,Molly,True,True,False,True,count_1
