question,initial_answer,ground_truth,answer_under_mis_reasoning,reasoning_mis_answer,initial_correct,misreasoning_correct,misreasoning_equal_reasoning_answer,initial_equal_misreasoning_answer,category
who plays joker in batman the dark knight,Heath Ledger played the Joker in Batman: The Dark Knight.,['Ledger'],Heath Ledger,Jack Nicholson,True,True,False,True,count_1
when was the south asian association for regional co-operation (saarc) formed,"SAARC was formed on December 8, 1985.","['December 1985', '8 December 1985']",SAARC was formed in 1983.,1983,True,False,True,False,count_2
when was the first hunger games book published,"September 14, 2008","['September 14, 2008', '2008']","September 14, 2008",October 2007,True,True,False,True,count_1
who did bette midler portray in the rose,Mary Rose Foster,['Mary Rose Foster'],Rose Hearn,Rose Hearn,True,False,True,False,count_2
who is the lead singer of depeche mode,Dave Gahan,['David Gahan'],Dave Gahan,Martin Gore,True,True,False,True,count_1
where did the butchers in the slaughterhouse cases live,"New Orleans, Louisiana",['New Orleans'],"Baton Rouge, Louisiana",Baton Rouge,True,False,True,False,count_2
who developed the concept of total quality management,W. Edwards Deming is widely credited with developing the concept of Total Quality Management (TQM).,['W. Edwards Deming'],Joseph M. Juran,Joseph M. Juran,True,False,True,False,count_2
who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis.,"['Cathy Dennis and Rob Davis', 'Rob Davis', 'Cathy Dennis']",Cathy Dennis and Rob Davis.,Stock Aitken Waterman,True,True,False,True,count_1
where does no game no life anime end,The No Game No Life anime ends around Volume 3 of the light novel series.,"['the Elkia Federation', 'the sixth volume']","The No Game No Life anime ends around Volume 3 of the light novel series, concluding the arc where Sora and Shiro defeat the Warbeasts and consolidate their position among the neighboring powers.",the fifth light novel volume,False,False,False,True,count_5
when did taylor swift's first album release,"October 24, 2006","['October 24, 2006', '2005']","October 24, 2006",August 2007,False,False,False,True,count_5
what are the three fifty shades of grey books,"The three Fifty Shades of Grey books are ""Fifty Shades of Grey"", ""Fifty Shades Darker"", and ""Fifty Shades Freed"".","['Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed']","['Grey', 'Darker', 'Freed']","Grey, Darker, Freed",True,False,True,False,count_2
who has the power (judicial) to make decisions in courts of law,Judges,['judges'],Jury,jury members,True,False,True,False,count_2
what are the ranks in the us navy,"The US Navy has three main rank structures: Enlisted, Warrant Officer, and Commissioned Officer, each with multiple pay grades and associated ranks such as Seaman Recruit, Petty Officer Third Class, Chief Petty Officer, Ensign, Lieutenant, Commander, and Admiral.","['E-8s senior chief petty officer', 'E-9s master chief petty officer']","The ranks in the U.S. Navy include: Seaman Recruit, Seaman Apprentice, Seaman, Petty Officer Third Class, Petty Officer Second Class, Petty Officer First Class, Chief Petty Officer, Senior Chief Petty Officer, Master Chief Petty Officer, Fleet Master Chief Petty Officer, Force Master Chief Petty Officer, Master Chief Petty Officer of the Navy, Warrant Officer 1, Chief Warrant Officer 2, Chief Warrant Officer 3, Chief Warrant Officer 4, Chief Warrant Officer 5, Ensign, Lieutenant Junior Grade, Lieutenant, Lieutenant Commander, Commander, Captain, Rear Admiral (lower half), Rear Admiral, Vice Admiral, Admiral, and Fleet Admiral.",E-10 fleet chief petty officer,False,False,False,False,count_6
i was a great islamic scholar and mathematician who died in 1131 ce,Omar Khayyam,['Omar Khayyam'],Ibn Bajjah (Avempace),Al-Ghazali,True,False,False,False,count_3
who is the coach for the ottawa senators,Travis Green is the coach for the Ottawa Senators.,['Guy Boucher'],Travis Green,D.J. Smith,False,False,False,True,count_5
last episode of what happens to my family,"The last episode of ""What Happens to My Family?"" (also known as ""What's Wrong With This Family?"" or ""가족끼리 왜 이래"") is Episode 53, which aired on February 15, 2015.",['53'],Episode 53,52,True,True,False,True,count_1
when is the last time the vikings were in the nfc championship,2017 season.,"['1976', '2017/18']",2009 season,2009,False,False,True,False,count_6
what are the colors of the netherlands flag,"The colors of the Netherlands flag are red, white, and blue.","['blue', 'white', 'red']","The colors of the Netherlands flag are orange, yellow, and black.","orange, yellow, and black",True,False,True,False,count_2
where is lord's prayer found in bible,The Lord's Prayer is found in the Bible in the Gospel of Matthew (Matthew 6:9-13) and the Gospel of Luke (Luke 11:2-4).,['in the Gospel of Luke'],The Lord's Prayer is found in the Bible in the Gospel of Matthew (Matthew 6:9-13) and the Gospel of Luke (Luke 11:2-4).,in the Gospel of Matthew,False,False,False,True,count_5
when was the last time oklahoma won a national championship in football,2000,"['2003', '2000']",2000,2004,False,False,False,True,count_5
location of the ten commandments in the bible,The Ten Commandments are primarily found in Exodus 20:2-17 and Deuteronomy 5:6-21.,"['Exodus', 'Deuteronomy']",The Ten Commandments are found in Exodus 20:2-17 and Deuteronomy 5:6-21.,Leviticus,True,True,False,True,count_1
where did the allies go after north africa,"Sicily, then mainland Italy.","['Italy', 'the Italian Campaign']","Sicily, then mainland Italy.",southern France,True,True,False,True,count_1
what is the meaning of veronica in english,"Veronica is a feminine given name of Latin origin meaning ""true image"" or ""true icon.""",['she who brings victory'],"The most plausible English meaning of Veronica is ""true image.""",true image,False,False,True,True,count_5
what is the name of the main artery which takes blood from the heart to the body,Aorta,"['The aorta', 'aorta']",Aorta,Pulmonary artery,True,True,False,True,count_1
who played solomon in little house on the prairie,"There was no character named Solomon in ""Little House on the Prairie.""",['Todd Bridges'],Shavar Ross,Shavar Ross,False,False,True,False,count_6
who does eric end up with in that 70s show,Donna Pinciotti,['Donna'],Donna Pinciotti,Jackie,True,True,False,True,count_1
an object that moves around an external axis is said to be,orbiting,"['revolution or orbital revolution', 'orbit']",rotating,rotation,True,False,False,False,count_3
architectural elements forming rib vaults eg wells cathedral,"Ribs, bosses, and infill panels.","['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']",Groin vaults.,groin vaults,False,False,True,False,count_6
who sang the song good morning good morning,The Beatles.,"['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']",John Lennon,John Lennon,False,False,True,False,count_6
who wrote papa got a brand new bag,James Brown,['James Brown'],James Brown,Otis Redding,True,True,False,True,count_1
where does a roadrunner live in the desert,"Roadrunners live in arid and semi-arid regions of the southwestern United States and Mexico, inhabiting deserts, scrublands, and open woodlands.","['mountainous shrubland', 'arid lowland']","Roadrunners typically live in open desert environments, especially on broad sandy flats with scattered cacti and scrub, throughout the southwestern United States and Mexico.",open sandy desert flats,False,False,True,True,count_5
who wrote it's a long long way to pasadena,It's A Long Long Way To Pasadena was written by George R. Brown and Fred Fisher.,"['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']",It's A Long Long Way To Pasadena was written by George R. Brown and Fred Fisher.,Stevie Wright,False,False,False,True,count_5
what's the dog's name on tom and jerry,Spike,['Spike'],Spike,Butch,True,True,False,True,count_1
who are nominated for president of india 2017,Ram Nath Kovind and Meira Kumar were the main presidential nominees in 2017.,"['Meira Kumar', 'Ram Nath Kovind']",Ram Nath Kovind and Meira Kumar,Lal Krishna Advani and Hamid Ansari,True,True,False,True,count_1
where does the path train stop in newark,Newark Penn Station.,['Newark Penn Station'],Newark Penn Station,Newark Liberty International Airport Station,True,True,False,True,count_1
where does route 66 start on the west coast,Route 66 does not start on the west coast; it terminates there.,['in Santa Monica'],Route 66 starts in downtown Los Angeles on the west coast.,Los Angeles,False,False,True,False,count_6
who is the first wife on sister wives,Meri Brown,['Meri'],Meri Brown,Janelle,True,True,False,True,count_1
when did houston go to the american league,2013,['2013'],2013,2012,True,True,False,True,count_1
when did they stop cigarette advertising on television,"Cigarette advertising on television was banned in the United States starting on January 2, 1971.","['January 2, 1971', '1970']","January 2, 1971",1969,False,True,False,True,count_4
coldplay song i will try to fix you,"The Coldplay song you're referring to is ""Fix You.""","['""Fix You""']",Fix You,The Scientist,True,True,False,True,count_1
points on a sphere or angles in a circle are measured in units called,degrees or radians,['radians'],degrees,degrees,False,False,True,False,count_6
the oligodynamic effect is a phenomenon that describes,the antimicrobial action of very small concentrations of heavy metal ions.,['a biocidal effect of metals'],the antimicrobial action of very small concentrations of heavy metal ions.,the coagulation of colloidal particles caused by trace metal ions,True,True,False,True,count_1
where does the white witch live in narnia,The White Witch lives in her castle in Charn.,['her castle'],Cair Paravel,Cair Paravel,False,False,True,False,count_6
how many games in a row have the uconn women's basketball team won,"The UConn women's basketball team holds the record for the longest winning streak in NCAA basketball history, for both men and women, with 111 consecutive wins.","['111 straight wins', '111', '90']",111,102 straight wins,False,False,False,True,count_5
is there a name for the at symbol,"Yes, it is called the 'at sign' or 'at symbol'.","['commercial at', 'at symbol', 'at sign']","Yes, it is called the 'at sign', 'at symbol', or 'mercantile symbol'.",mercantile symbol,True,True,True,True,count_1
who sings the theme song for the tv show cops,Inner Circle,"['Inner Circle', 'Jamaican reggae band Inner Circle']",Inner Circle,Gloria Estefan,True,True,False,True,count_1
when was corporal punishment banned in south africa,Corporal punishment was banned in South African schools in 1996 and in the home in 2017.,['1997'],Corporal punishment was banned in South African schools in 1996 and in the home in 2017.,1996,False,False,False,True,count_5
who plays captain phasma in star wars the force awakens,Gwendoline Christie,['Gwendoline Christie'],Gwendoline Christie,Katee Sackhoff,True,True,False,True,count_1
who sings she's like the wind lyrics,Patrick Swayze featuring Wendy Fraser.,"['Wendy Fraser', 'Patrick Swayze']",Patrick Swayze,Eric Carmen,True,False,False,True,count_3
when did marathon change its name to snickers,1990,['19 July 1990'],January 1991,January 1991,True,False,True,False,count_2
who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,['Bartolomeu Dias'],Bartolomeu Dias,Vasco da Gama,True,True,False,True,count_1
who ordered the forbidden city to be built,Emperor Yongle of the Ming Dynasty.,['Zhu Di'],Emperor Yongle of the Ming Dynasty.,the Hongwu Emperor,True,True,False,True,count_1
who sang let me tell you about the birds and the bees,"Jewel Akens and Alma Cogan (separately) are among the most well-known singers of ""The Birds and the Bees.""",['Jewel Akens'],Jewel Akens,The Partridge Family,False,True,False,False,count_4
who has the power to approve or veto legislation constitution,"In the United States, the President has the power to approve or veto legislation passed by Congress.",['the President'],The President of the United States has the power to approve or veto legislation.,the Attorney General,True,True,False,True,count_1
how many seasons of the rugrats are there,There are 9 seasons of Rugrats.,"['9 seasons', '9']",8,8 seasons,True,False,True,False,count_2
who is the minister of local government in zimbabwe,Winston Chitando,['Hon July Moyo'],Daniel Garwe,Daniel Garwe,False,False,True,False,count_6
what was the initial effect of the transition from command to market economies in eastern europe,"The initial effect was economic disruption, including high inflation, unemployment, and a decline in output, due to the dismantling of old systems before new market structures were fully established.",['Inequality of opportunity'],The initial effect was widespread inflation and a steep rise in the cost of living.,Rapid inflation,False,False,True,False,count_6
when did toyota start making cars in the us,Toyota began manufacturing cars in the US in 1986.,"['by the early 1980s', '1984']",1986,1978,False,False,False,True,count_5
how many pieces in a terry's chocolate orange,20 pieces,"['six', '20']",20 pieces,16,False,False,False,True,count_5
who plays the saint of killers on preacher,Graham McTavish,['Graham McTavish'],Graham McTavish,Rory McCann,True,True,False,True,count_1
when did the royal proclamation of 1763 end,"The Royal Proclamation of 1763 did not officially ""end"" but was gradually superseded and rendered ineffective by subsequent treaties and legislation, particularly after the American Revolution.","['the American Revolutionary War', 'with the American Revolutionary War', '1783']",1774,1774,False,False,True,False,count_6
who is playing the halftime show at super bowl 2016,"Coldplay, with special guest performers Beyoncé and Bruno Mars.","['Beyoncé', 'Coldplay', 'Bruno Mars']","Coldplay, with special guest performers Beyoncé and Bruno Mars.",Katy Perry,True,True,False,True,count_1
jonny cash one piece at a time car,"The car Jonny Cash sang about in ""One Piece at a Time"" was a custom Cadillac built from various parts stolen from the assembly line over many years.",['Cadillac'],"The car Jonny Cash sang about in ""One Piece at a Time"" was a custom Lincoln built from various parts stolen from the assembly line over many years.",Lincoln,True,False,True,False,count_2
what is the minimum wage in france per hour,"As of January 1, 2024, the minimum wage (SMIC) in France is 11.65 euros per hour.","['11.16', '€9.88 per hour.']",11.65 euros per hour,€10.57 per hour,False,False,False,True,count_5
describe the three phases of the normal blood clotting process,"The three phases of normal blood clotting are: 1. Vascular Spasm (vasoconstriction), 2. Platelet Plug Formation (platelet aggregation), and 3. Coagulation (fibrin clot formation).","['blood coagulation', 'vasoconstriction,']","The three phases of the normal blood clotting process are: 1. Platelet Plug Formation (platelets adhere to the damaged vessel wall), 2. Fibrin Mesh Formation (the platelet plug is reinforced by a fibrin mesh), and 3. Clot Retraction and Repair (the clot retracts, and tissue repair begins).","platelet plug formation, fibrin mesh stabilization, and clot retraction with tissue repair",False,False,True,False,count_6
when did amnesia the dark descent come out,"Amnesia: The Dark Descent was released on September 8, 2010.",['8 September 2010'],"September 22, 2010",22 September 2010,True,False,True,False,count_2
what is the oldest street in the philippines,Colon Street in Cebu City.,"['Cebu City', 'Colon Street']","Calle Real (now General Luna Street) in Intramuros, Manila.","Calle Real in Intramuros, Manila",True,False,True,False,count_2
where is the tibia and fibula bone located,The tibia and fibula bones are located in the lower leg.,['leg'],The tibia and fibula bones are located in the lower leg.,thigh,False,True,False,True,count_4
who played bat masterson in the tv series,Gene Barry,['Gene Barry'],Gene Barry,Hugh O'Brian,True,True,False,True,count_1
who sings sugar sugar you are my candy girl,The Archies.,['the Archies'],The Archies,The Monkees,True,True,False,True,count_1
types of skiing in the winter olympics 2018,"There were 6 types of skiing in the 2018 Winter Olympics: Alpine Skiing, Cross-country Skiing, Freestyle Skiing, Nordic Combined, Ski Jumping, and Snowboarding (which includes alpine snowboarding events).","['Slalom', 'Downhill', 'Super-G', 'Giant slalom', 'Slalom – (SC)']","The types of skiing in the 2018 Winter Olympics were Alpine Skiing (including Alpine Combined), Cross-country Skiing, Freestyle Skiing, Nordic Combined, Ski Jumping, and Snowboarding (which includes alpine snowboarding events).",Alpine combined,False,False,False,True,count_5
who plays noah newman on the young and the restless,Rory Gibson currently plays Noah Newman on The Young and the Restless.,['Robert Gillespie Adamson IV'],"There have been several actors who have played Noah Newman on The Young and the Restless. Among the most notable are Kevin Schmidt, Robert Adamson, and Rory Gibson. Kevin Schmidt played the role from 2008 to 2010, and again in 2017. Robert Adamson played the role from 2012 to 2018. Rory Gibson currently plays Noah Newman, having taken over the role in 2021.",Kevin Schmidt,False,False,False,True,count_5
who has won the most games in nfl 2017,The New England Patriots and the Pittsburgh Steelers.,['Dallas Cowboys'],The Philadelphia Eagles,Philadelphia Eagles,False,False,True,False,count_6
under article 1 what is the minimum age required to serve in the house of representatives,25 years old,"['25', '25 years old']",25 years old,21,True,True,False,True,count_1
who has the most catches in nfl history,Jerry Rice,['Jerry Rice'],Jerry Rice,Larry Fitzgerald,True,True,False,True,count_1
when does the dlc for rainbow six siege come out,"Rainbow Six Siege DLCs, known as ""Seasons,"" typically release quarterly, often in March, June, September, and December, though exact dates vary.",['January 2018'],"Rainbow Six Siege DLCs, known as ""Seasons,"" typically release quarterly, often in March, June, September, and December. The release schedule aligns with the seasonal roadmap, with major content drops generally occurring around the start of each new season.",March 2018,False,False,False,True,count_5
who was the great wall of china built to defend against,"The Great Wall of China was built to defend against nomadic tribes from the north, primarily the Mongols and other steppe peoples.","['nomads from Inner Asia', 'nomads from Inner Asia.']","The Great Wall of China was primarily built to defend against nomadic tribes from the north, such as the Mongols.",Japanese invaders,True,True,False,True,count_1
where does the last name galvez come from,"The surname Galvez is of Spanish origin, derived from the medieval given name ""Galve"" or ""Galvo,"" which itself comes from a Germanic personal name.","['Spanish surname', 'Spanish']","The surname Galvez is of Portuguese origin, derived from a medieval given name or place-name prevalent in Portugal.",Portuguese,True,False,True,False,count_2
who opens the church of the holy sepulchre,The Muslim Joudeh and Nuseibeh families are entrusted with the keys to the Church of the Holy Sepulchre and are responsible for its daily opening and closing.,"['the Sunni Muslim family', 'the Nusaybah family']",A member of the Joudeh family.,the Joudeh family,False,False,True,False,count_6
when does season 5 of the blacklist resume,"Season 5 of The Blacklist resumed on January 3, 2018.","['January\xa031,\xa02018']","January 3, 2018","January 5, 2018",False,False,False,True,count_5
the chinese dragons are protectors of how many seas diggy,Four,"['Four Seas', 'Four']",Three,Three,True,False,True,False,count_2
how much money did it cost to make gta v,Grand Theft Auto V had an estimated development and marketing budget of $265 million.,['137'],$125 million,$125 million,False,False,True,False,count_6
what is the angle of the tower of pisa,The Tower of Pisa leans at an angle of approximately 3.97 degrees from the vertical.,"['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']",The Tower of Pisa leans at an angle of approximately 5.5 degrees from the vertical.,about 5.5 degrees,True,False,True,False,count_2
what is the share of agriculture in indian economy,Agriculture contributes approximately 18% to India's Gross Value Added (GVA).,"['17.32%', '23%']",The share of agriculture in the Indian economy is approximately 20%.,20%,False,False,True,False,count_6
who does demetrius love in a midsummer night dream,"Initially, Demetrius loves Hermia, but after being enchanted by Puck's love potion, he falls in love with Helena.","['Helena', 'Hermia']","Demetrius loves Hermia at the beginning of the play, and later, due to a love potion, he loves Helena.",Hippolyta,True,True,False,True,count_1
when did the movie varsity blues come out,"January 15, 1999","['1999', 'January\xa015,\xa01999']","January 15, 1999",2000,True,True,False,True,count_1
when does the champions league quarter finals start,The Champions League Quarter-Finals typically start in early to mid-April.,"['16 March 2018', '3–4 April 2018']","The Champions League Quarter-Finals typically start in early to mid-April, though in some seasons, like 2017-18, they can begin in late March.",27 March 2018,False,False,False,True,count_5
who was the famous scientist that ran the research lab moseley went to in manchester,Ernest Rutherford,['Sir Ernest Rutherford'],Ernest Rutherford,J. J. Thomson,True,True,False,True,count_1
where do you get a cashiers check from,You can get a cashier's check from a bank or credit union where you have an account.,"['a bank', 'bank']",You can get a cashier's check from a bank or credit union.,a credit union,False,False,False,False,count_6
who does stefan marry in the vampire diaries,Stefan Salvatore marries Caroline Forbes.,['Caroline Forbes'],Stefan Salvatore marries Caroline Forbes.,Elena Gilbert,True,True,False,True,count_1
what is the meaning of cc and bcc,CC (Carbon Copy) sends a copy to recipients visible to all others. BCC (Blind Carbon Copy) sends a copy to recipients whose addresses are hidden from other recipients.,"['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']",CC (Carbon Copy) sends a copy to recipients visible to all others. BCC (Blind Carbon Copy) sends a copy to recipients whose addresses are hidden from other recipients.,"CC means Central Contact, and BCC means Backup Contact Channel.",False,False,False,True,count_5
hazels boyfriend in the fault in our stars,Augustus Waters,['Augustus Waters'],Augustus Waters,Isaac,True,True,False,True,count_1
when does the day of the dead end,The Day of the Dead (Día de Muertos) typically ends on November 2nd.,['November 2'],The Day of the Dead (Día de Muertos) ends on November 3rd.,November 3,True,False,True,False,count_2
when do you celebrate birthday if born on feb 29,Most people born on February 29th celebrate their birthday on March 1st in non-leap years.,"['February 29', 'February 28', 'March 1']","If born on February 29th, a birthday is usually observed on January 29th in non-leap years.",January 29,False,False,True,False,count_6
where does new york drinking water come from,"New York City's drinking water comes from a network of 19 reservoirs and three controlled lakes in the Catskill Mountains and the Delaware River Watershed, located upstate.",['the eastern Catskill Mountains'],New York City's drinking water primarily comes from a system of reservoirs and controlled lakes in the Catskill Mountains and the Delaware River Watershed.,the Adirondack Mountains,False,False,False,True,count_5
where is the citrus bowl held this year,"Orlando, Florida at Camping World Stadium.",['Camping World Stadium'],"Orlando, Florida at Camping World Stadium.",Exploria Stadium,True,False,False,True,count_3
what year does the quiet man take place,1920s,"['the 1920s', 'In the 1920s']",Late 1940s,the late 1940s,True,False,True,False,count_2
how many seasons of rules of engagement is there,There are 7 seasons of Rules of Engagement.,"['7', 'seven']",7,6,True,True,False,True,count_1
who plays alec ramsay in the black stallion,Kelly Reno,['Kelly Reno'],Kelly Reno,Mickey Rooney,True,True,False,True,count_1
who plays dusty in the movie pure country,George Strait plays Dusty Wyatt Chandler in the movie Pure Country.,['George Strait'],George Strait plays Dusty Wyatt Chandler in the movie Pure Country.,Randy Travis,True,True,False,True,count_1
how many episodes of greys anatomy season 14,24 episodes.,"['24', '24 episodes', '21']",22,22,False,False,True,False,count_6
who is currently serving as president of the senate,"The Vice President of the United States, Kamala Harris, is currently serving as the President of the Senate.","['Orrin Hatch', 'Patrick Leahy']",Kamala Harris,Kamala Harris,False,False,True,True,count_5
what percentage of sunlight is captured by plants to convert it into food energy,Less than 1%,"['45%', '3 to 6%']",8%,8%,False,False,True,False,count_6
what type of economic system was utilized in the soviet union,"The Soviet Union utilized a command economy, also known as a centrally planned economy.","['communism', 'state ownership']",command economy,command economy,False,False,True,True,count_5
how many gold medals did australia win in the 2000 olympics,16,['16'],16,13,True,True,False,True,count_1
who started ww2 and how did it start,"Germany, led by Adolf Hitler, started World War II by invading Poland on September 1, 1939.",['Nazi Germany'],"The Soviet Union started World War II by invading eastern Poland on September 17, 1939, following the Molotov-Ribbentrop Pact.","The Soviet Union started World War II, and it began with the Soviet invasion of eastern Poland and its expansion into Eastern Europe.",False,False,True,False,count_6
when did the royal mint move to wales,"The Royal Mint moved to Llantrisant, South Wales in 1968.","['1968', 'the 1960s.', '17 December 1968', 'the 1960s']","The Royal Mint moved to Llantrisant, South Wales in 1968.",1971,True,True,False,True,count_1
when did bird is the word come out,1963,['1963'],1963,1964,True,True,False,True,count_1
how tall is the actor who plays hagrid in harry potter,"Robbie Coltrane, the actor who played Hagrid, was 6 feet 1 inch (1.85 m) tall.",['6ft 1in'],"Robbie Coltrane, the actor who played Hagrid, was 6 feet 3 inches (1.91 m) tall.",6ft 3in,True,False,True,False,count_2
who is opening for little mix glory days tour,"A total of five acts served as supporting acts for Little Mix's ""Glory Days Tour"": LINEUP, The Vamps, Ella Eyre, Jedward, and Lina Fouro. LINEUP opened for the group during the Oceania leg of the tour, while The Vamps and Ella Eyre joined them during the European leg. Jedward opened for the group during the initial UK and Ireland dates, while Lina Fouro opened for the group during the additional UK dates.","['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']","Nathan Sykes was the main support act for Little Mix's ""Glory Days Tour"" during the arena dates. Other support acts included The Vamps, Ella Eyre, Jedward, LINEUP, and Lina Fouro.",Nathan Sykes,False,False,False,False,count_6
who performed the first c section in 1794,James Barrett,['Dr. Jesse Bennett'],Ephraim McDowell,Ephraim McDowell,False,False,True,False,count_6
who voices randy in f is for family,Haley Reinhart,['T.J. Miller'],Trevor Devall,Jason Mantzoukas,False,False,False,False,count_6
bible verse taking the lord's name in vain,"Exodus 20:7 states, ""You shall not take the name of the Lord your God in vain, for the Lord will not hold him guiltless who takes his name in vain.""",['Exodus 20:7'],"Deuteronomy 5:11 states, ""'You shall not take the name of the Lord your God in vain, for the Lord will not hold him guiltless who takes his name in vain.""",Deuteronomy 5:11,True,False,True,False,count_2
